gene_name	enhancer_class	log2FC	padj
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	K119ub_Only	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exosc9	Stable	-0.051146	0.889014
Exph5	Stable	0.026734	0.895367
Exph5	Stable	0.026734	0.895367
Exph5	Stable	0.026734	0.895367
Ext1	K119ub_Only	-0.654142	0.000116
Ext1	Stable	-0.654142	0.000116
Ext1	Activity_Lost	-0.654142	0.000116
Ext1	Activity_Lost	-0.654142	0.000116
Ext1	K119ub_Only	-0.654142	0.000116
Ext1	Activity_Lost	-0.654142	0.000116
Ext1	K119ub_Only	-0.654142	0.000116
Ext1	Activity_Lost	-0.654142	0.000116
Ext1	Stable	-0.654142	0.000116
Ext2	Activity_Lost	-0.033235	0.90647
Ext2	Stable	-0.033235	0.90647
Ext2	Activity_Lost	-0.033235	0.90647
Ext2	Activity_Lost	-0.033235	0.90647
Ext2	Activity_Lost	-0.033235	0.90647
Ext2	Stable	-0.033235	0.90647
Extl3	Stable	0.009367	0.974073
Extl3	Stable	0.009367	0.974073
Extl3	Stable	0.009367	0.974073
Extl3	Stable	0.009367	0.974073
Extl3	Stable	0.009367	0.974073
Eya3	Stable	0.03607	0.800305
Eya3	Stable	0.03607	0.800305
Eya3	Stable	0.03607	0.800305
Ezh1	Stable	0.063216	0.703823
Ezh2	Stable	-0.221728	0.071055
Ezh2	Stable	-0.221728	0.071055
Ezr	Stable	0.174776	0.621066
F3	Stable	0.140379	0.540711
F730035M05Rik	Stable	0.349998	0.872009
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
F830045P16Rik	Stable	0.695282	0.226507
Faap20	Activity_Lost	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Activity_Lost	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Activity_Lost	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap20	Stable	-0.103714	0.711322
Faap24	Stable	-0.483566	0.403113
Faap24	Stable	-0.483566	0.403113
Faap24	Stable	-0.483566	0.403113
Faap24	Stable	-0.483566	0.403113
Fabp5	Stable	0.013527	0.988767
Fabp5	Activity_Gain	0.013527	0.988767
Fabp5	Stable	0.013527	0.988767
Fadd	Stable	-0.567476	0.838912
Fadd	Stable	-0.567476	0.838912
Fadd	K119ub_Only	-0.567476	0.838912
Fadd	K119ub_Only	-0.567476	0.838912
Fadd	Stable	-0.567476	0.838912
Fadd	Stable	-0.567476	0.838912
Fadd	Stable	-0.567476	0.838912
Fads1	Stable	-0.089115	0.657021
Fads1	K119ub_Only	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads1	Stable	-0.089115	0.657021
Fads2	Stable	0.06218	0.840379
Fads2	Stable	0.06218	0.840379
Faf1	Stable	-0.151623	0.405706
Faf1	Stable	-0.151623	0.405706
Faf2	Stable	-0.000857	0.998068
Faf2	Stable	-0.000857	0.998068
Faf2	Stable	-0.000857	0.998068
Faf2	Stable	-0.000857	0.998068
Faf2	Stable	-0.000857	0.998068
Fah	Stable	-0.095987	0.826084
Faim	Stable	-0.301612	0.058565
Faim	Stable	-0.301612	0.058565
Faim	Stable	-0.301612	0.058565
Fam107a	Stable	-0.012976	0.987885
Fam107a	Stable	-0.012976	0.987885
Fam110a	Stable	-0.433773	0.42546
Fam110a	Stable	-0.433773	0.42546
Fam110a	Stable	-0.433773	0.42546
Fam110b	Activity_Lost	-0.442423	0
Fam110b	Stable	-0.442423	0
Fam110b	K119ub_Only	-0.442423	0
Fam114a2	Stable	0.035052	0.88464
Fam114a2	Stable	0.035052	0.88464
Fam114a2	Stable	0.035052	0.88464
Fam118b	Stable	0.053168	0.872146
Fam120a	Stable	0.051484	0.749489
Fam120c	Stable	0.049853	0.797155
Fam124a	Stable	-0.38232	0.015233
Fam124a	Stable	-0.38232	0.015233
Fam131b	Stable	-0.056276	0.853377
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam131c	Stable	0.412685	0.585347
Fam133b	Stable	0.141767	0.332456
Fam135b	Stable	0.401238	0.016752
Fam135b	Activity_Gain	0.401238	0.016752
Fam136a	Stable	-0.392175	0.358085
Fam136a	Stable	-0.392175	0.358085
Fam136a	Activity_Gain	-0.392175	0.358085
Fam136a	Activity_Gain	-0.392175	0.358085
Fam136a	Stable	-0.392175	0.358085
Fam136a	Activity_Gain	-0.392175	0.358085
Fam13b	Stable	0.086606	0.572783
Fam13c	Stable	0.03221	0.848987
Fam13c	Stable	0.03221	0.848987
Fam13c	Stable	0.03221	0.848987
Fam151b	Stable	0.077307	0.856885
Fam151b	Stable	0.077307	0.856885
Fam161a	Stable	-0.329643	0.348106
Fam162a	Stable	-0.042458	0.844352
Fam162a	Stable	-0.042458	0.844352
Fam162a	Stable	-0.042458	0.844352
Fam163b	Stable	2.153002	0
Fam163b	Activity_Lost	2.153002	0
Fam163b	Stable	2.153002	0
Fam168a	Stable	0.203841	0.000531
Fam168a	Stable	0.203841	0.000531
Fam168a	Stable	0.203841	0.000531
Fam168b	Stable	0.095923	0.463275
Fam168b	Stable	0.095923	0.463275
Fam168b	Stable	0.095923	0.463275
Fam168b	Stable	0.095923	0.463275
Fam168b	Stable	0.095923	0.463275
Fam171b	Stable	-0.021791	0.932444
Fam171b	Stable	-0.021791	0.932444
Fam174a	K119ub_Only	-0.182168	0.402101
Fam174a	Stable	-0.182168	0.402101
Fam174a	Stable	-0.182168	0.402101
Fam174c	Stable	0.399417	0.515724
Fam174c	Stable	0.399417	0.515724
Fam174c	Stable	0.399417	0.515724
Fam178b	Stable	-0.451399	0.464929
Fam178b	Stable	-0.451399	0.464929
Fam178b	Activity_Lost	-0.451399	0.464929
Fam178b	Stable	-0.451399	0.464929
Fam184a	Stable	-0.343878	0.003559
Fam184a	Stable	-0.343878	0.003559
Fam184a	Stable	-0.343878	0.003559
Fam184b	Stable	-0.998827	0
Fam185a	Stable	-1.067533	0
Fam185a	Stable	-1.067533	0
Fam193a	Stable	0.211766	0.038869
Fam193a	Stable	0.211766	0.038869
Fam193a	Stable	0.211766	0.038869
Fam193a	Activity_Gain	0.211766	0.038869
Fam193a	Activity_Gain	0.211766	0.038869
Fam193a	Stable	0.211766	0.038869
Fam193a	Activity_Gain	0.211766	0.038869
Fam204a	Stable	-0.138776	0.408552
Fam20b	Stable	-0.055286	0.838912
Fam210a	Stable	-0.209172	0.087113
Fam210b	Stable	0.088459	0.86578
Fam210b	Stable	0.088459	0.86578
Fam219b	Stable	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam219b	Activity_Gain	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam219b	Stable	-0.058718	0.819394
Fam222a	Stable	-0.022146	0.964174
Fam222a	Stable	-0.022146	0.964174
Fam222a	Stable	-0.022146	0.964174
Fam222a	Stable	-0.022146	0.964174
Fam222b	Activity_Gain	0.027956	0.923628
Fam222b	Stable	0.027956	0.923628
Fam227b	Stable	-0.370573	0.123677
Fam227b	Stable	-0.370573	0.123677
Fam227b	Stable	-0.370573	0.123677
Fam227b	Stable	-0.370573	0.123677
Fam234a	Stable	-0.070253	0.86699
Fam234a	Stable	-0.070253	0.86699
Fam234a	Stable	-0.070253	0.86699
Fam241a	Stable	0.217902	0.662433
Fam241a	Stable	0.217902	0.662433
Fam3a	Stable	0.131576	0.511739
Fam3a	Stable	0.131576	0.511739
Fam3a	K119ub_Only	0.131576	0.511739
Fam3a	Stable	0.131576	0.511739
Fam3c	Stable	-0.299222	0.163439
Fam3c	Stable	-0.299222	0.163439
Fam43a	Stable	-0.392916	0.187719
Fam43a	Stable	-0.392916	0.187719
Fam43a	Stable	-0.392916	0.187719
Fam53a	Stable	-0.069386	0.802838
Fam53a	Stable	-0.069386	0.802838
Fam53a	Stable	-0.069386	0.802838
Fam76a	Stable	0.094865	0.667295
Fam76a	Stable	0.094865	0.667295
Fam76a	Stable	0.094865	0.667295
Fam78b	Stable	-0.879838	0
Fam78b	Activity_Lost	-0.879838	0
Fam78b	Stable	-0.879838	0
Fam78b	Stable	-0.879838	0
Fam78b	Stable	-0.879838	0
Fam78b	Stable	-0.879838	0
Fam81b	K119ub_Only	-0.953187	0.000753
Fam81b	Stable	-0.953187	0.000753
Fam81b	Stable	-0.953187	0.000753
Fam81b	Stable	-0.953187	0.000753
Fam83a	Stable	-0.830121	0.50407
Fam83a	Stable	-0.830121	0.50407
Fam83a	Stable	-0.830121	0.50407
Fam83a	Activity_Lost	-0.830121	0.50407
Fam83a	Stable	-0.830121	0.50407
Fam83a	Activity_Lost	-0.830121	0.50407
Fam98a	Stable	0.201051	0.124384
Fam98a	Stable	0.201051	0.124384
Fam98a	Stable	0.201051	0.124384
Fam98a	Stable	0.201051	0.124384
Fam98b	Stable	-0.007781	0.985649
Fam98b	K119ub_Only	-0.007781	0.985649
Fam98b	Stable	-0.007781	0.985649
Fam98c	Stable	0.258233	0.600225
Fam98c	Stable	0.258233	0.600225
Fam98c	Stable	0.258233	0.600225
Fam98c	Stable	0.258233	0.600225
Fam98c	Activity_Lost	0.258233	0.600225
Fan1	Stable	-0.00344	0.994313
Fan1	Stable	-0.00344	0.994313
Fance	Stable	-0.443003	0.065311
Fanci	Stable	-0.501718	0.48077
Fank1	Stable	0.575482	0.549752
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp1	Stable	-0.019748	0.939208
Farp2	Stable	-0.204901	0.021162
Farp2	Stable	-0.204901	0.021162
Fars2	Stable	-0.228791	0.092921
Fars2	Stable	-0.228791	0.092921
Fars2	Stable	-0.228791	0.092921
Fars2	Stable	-0.228791	0.092921
Fastkd1	Stable	0.035246	0.934436
Fastkd1	K119ub_Only	0.035246	0.934436
Fat1	Activity_Lost	-0.443882	0
Fat1	K119ub_Only	-0.443882	0
Fat1	Activity_Lost	-0.443882	0
Fat1	Activity_Lost	-0.443882	0
Fat2	Stable	-0.18825	0.073885
Fat2	Stable	-0.18825	0.073885
Fat2	Stable	-0.18825	0.073885
Fat2	Stable	-0.18825	0.073885
Fat2	Stable	-0.18825	0.073885
Fat3	Stable	1.273253	0
Faxc	Stable	0.154534	0.293429
Faxc	Stable	0.154534	0.293429
Faxc	K119ub_Only	0.154534	0.293429
Faxc	Stable	0.154534	0.293429
Faxc	Stable	0.154534	0.293429
Fbh1	Stable	0.186752	0.021859
Fbh1	Activity_Lost	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	K119ub_Only	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbh1	Stable	0.186752	0.021859
Fbl	Stable	0.066462	0.903088
Fbl	Stable	0.066462	0.903088
Fbl	Stable	0.066462	0.903088
Fbll1	Stable	-0.029028	0.981638
Fbll1	Stable	-0.029028	0.981638
Fbln2	Stable	-0.206403	0.835537
Fbrs	Activity_Lost	-0.016889	0.974258
Fbxl13	Stable	-0.28538	0.722512
Fbxl13	Stable	-0.28538	0.722512
Fbxl13	Stable	-0.28538	0.722512
Fbxl13	Stable	-0.28538	0.722512
Fbxl13	Stable	-0.28538	0.722512
Fbxl13	Stable	-0.28538	0.722512
Fbxl17	Activity_Lost	-0.076053	0.742747
Fbxl19	Stable	0.013241	0.978038
Fbxl20	Stable	0.11113	0.221008
Fbxl22	Activity_Lost	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl22	Stable	0.116365	0.611109
Fbxl3	Stable	0.04576	0.752615
Fbxl3	Stable	0.04576	0.752615
Fbxl3	Stable	0.04576	0.752615
Fbxl3	Stable	0.04576	0.752615
Fbxl4	Stable	-0.020949	0.953969
Fbxl4	Stable	-0.020949	0.953969
Fbxl4	K119ub_Only	-0.020949	0.953969
Fbxo10	Stable	0.263162	0.13705
Fbxo10	Activity_Gain	0.263162	0.13705
Fbxo10	Activity_Gain	0.263162	0.13705
Fbxo10	Stable	0.263162	0.13705
Fbxo10	Stable	0.263162	0.13705
Fbxo11	Stable	0.005058	0.985649
Fbxo11	Activity_Lost	0.005058	0.985649
Fbxo11	Stable	0.005058	0.985649
Fbxo11	Activity_Lost	0.005058	0.985649
Fbxo11	Stable	0.005058	0.985649
Fbxo16	Stable	-0.936734	0
Fbxo17	Stable	-1.290112	7e-06
Fbxo22	Stable	0.053875	0.85474
Fbxo24	Stable	-0.313949	0.827803
Fbxo24	Stable	-0.313949	0.827803
Fbxo24	Stable	-0.313949	0.827803
Fbxo24	Stable	-0.313949	0.827803
Fbxo28	Stable	-0.051866	0.696237
Fbxo28	Activity_Lost	-0.051866	0.696237
Fbxo28	Stable	-0.051866	0.696237
Fbxo28	Stable	-0.051866	0.696237
Fbxo3	Stable	0.005122	0.987885
Fbxo3	Stable	0.005122	0.987885
Fbxo30	Stable	0.212209	0.169185
Fbxo30	Stable	0.212209	0.169185
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo33	Stable	0.032545	0.923293
Fbxo36	Stable	-0.296472	0.23901
Fbxo36	Stable	-0.296472	0.23901
Fbxo38	Stable	0.084409	0.469163
Fbxo38	Stable	0.084409	0.469163
Fbxo38	Activity_Lost	0.084409	0.469163
Fbxo38	Stable	0.084409	0.469163
Fbxo38	Stable	0.084409	0.469163
Fbxo38	Stable	0.084409	0.469163
Fbxo38	K119ub_Only	0.084409	0.469163
Fbxo38	Activity_Lost	0.084409	0.469163
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo4	Stable	-0.013513	0.977332
Fbxo41	Stable	-0.102723	0.56701
Fbxo43	Stable	0.085901	0.973491
Fbxo43	Stable	0.085901	0.973491
Fbxo43	Stable	0.085901	0.973491
Fbxo43	Stable	0.085901	0.973491
Fbxo45	Stable	-0.280223	0.004746
Fbxo45	Stable	-0.280223	0.004746
Fbxo45	K119ub_Only	-0.280223	0.004746
Fbxo45	Stable	-0.280223	0.004746
Fbxo45	Stable	-0.280223	0.004746
Fbxo47	Stable	-0.014064	0.996098
Fbxo47	Stable	-0.014064	0.996098
Fbxo47	Stable	-0.014064	0.996098
Fbxo5	Activity_Gain	0.01659	0.985649
Fbxo5	Activity_Gain	0.01659	0.985649
Fbxo5	Stable	0.01659	0.985649
Fbxo5	Stable	0.01659	0.985649
Fbxo5	Activity_Gain	0.01659	0.985649
Fbxo5	Stable	0.01659	0.985649
Fbxo5	Stable	0.01659	0.985649
Fbxo5	Stable	0.01659	0.985649
Fbxo5	Activity_Gain	0.01659	0.985649
Fbxo6	Stable	-0.024704	0.96072
Fbxo6	Stable	-0.024704	0.96072
Fbxo6	Stable	-0.024704	0.96072
Fbxo6	Stable	-0.024704	0.96072
Fbxo9	Stable	0.240692	0.007551
Fbxo9	Stable	0.240692	0.007551
Fbxo9	Stable	0.240692	0.007551
Fbxo9	Stable	0.240692	0.007551
Fbxo9	Stable	0.240692	0.007551
Fbxw11	Stable	0.219235	0.009676
Fbxw2	Stable	0.008101	0.982388
Fcf1	Stable	0.147244	0.664516
Fcf1	Stable	0.147244	0.664516
Fcf1	Activity_Gain	0.147244	0.664516
Fcf1	Activity_Gain	0.147244	0.664516
Fcf1	Stable	0.147244	0.664516
Fcgr2b	Stable	0.909701	0.38341
Fcho1	Stable	0.234188	0.254323
Fcho1	Stable	0.234188	0.254323
Fcho1	Stable	0.234188	0.254323
Fchsd1	Stable	-0.471658	0.082059
Fcor	Stable	0.017311	0.995058
Fcor	Stable	0.017311	0.995058
Fcor	Stable	0.017311	0.995058
Fcor	Stable	0.017311	0.995058
Fcor	Stable	0.017311	0.995058
Fcor	Stable	0.017311	0.995058
Fdxr	Stable	-0.130968	0.725735
Fdxr	Stable	-0.130968	0.725735
Fdxr	Stable	-0.130968	0.725735
Fdxr	Stable	-0.130968	0.725735
Fem1a	Stable	-0.022717	0.961754
Fem1a	Stable	-0.022717	0.961754
Fem1a	Stable	-0.022717	0.961754
Fem1a	Stable	-0.022717	0.961754
Fem1a	Stable	-0.022717	0.961754
Fem1a	Stable	-0.022717	0.961754
Fem1b	Stable	0.054103	0.699317
Fem1b	Stable	0.054103	0.699317
Fer	Stable	-0.214537	0.184156
Fer	Stable	-0.214537	0.184156
Fes	Stable	0.157538	0.909484
Fes	Stable	0.157538	0.909484
Fes	Stable	0.157538	0.909484
Fes	Stable	0.157538	0.909484
Fez2	Stable	-0.757679	0
Fez2	Stable	-0.757679	0
Fez2	Activity_Lost	-0.757679	0
Fez2	Stable	-0.757679	0
Fez2	Stable	-0.757679	0
Fez2	Stable	-0.757679	0
Fgd1	Stable	0.168023	0.275116
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd2	Stable	0.216518	0.876443
Fgd3	Stable	0.069904	0.804518
Fgd3	Activity_Gain	0.069904	0.804518
Fgf11	Stable	0.08924	0.810512
Fgf11	Stable	0.08924	0.810512
Fgf12	Stable	-0.160599	0.625064
Fgf13	Stable	0.207484	0.441584
Fgf13	K119ub_Only	0.207484	0.441584
Fgf13	Stable	0.207484	0.441584
Fgf13	Stable	0.207484	0.441584
Fgf14	Stable	-0.154813	0.663191
Fgf14	K119ub_Only	-0.154813	0.663191
Fgf14	Stable	-0.154813	0.663191
Fgf14	Activity_Lost	-0.154813	0.663191
Fgf14	Stable	-0.154813	0.663191
Fgf17	Stable	0.3873	0.759385
Fgf18	Activity_Lost	1.986828	0
Fgf18	Stable	1.986828	0
Fgf18	Stable	1.986828	0
Fgf18	K119ub_Only	1.986828	0
Fgf18	Stable	1.986828	0
Fgf18	Activity_Lost	1.986828	0
Fgf18	Stable	1.986828	0
Fgf18	Stable	1.986828	0
Fgf5	Stable	0.491037	0.16324
Fgf9	K119ub_Only	-0.180564	0.041777
Fgf9	Activity_Lost	-0.180564	0.041777
Fgf9	K119ub_Only	-0.180564	0.041777
Fgf9	Stable	-0.180564	0.041777
Fgfbp3	Stable	-0.44859	0.209141
Fgfbp3	Stable	-0.44859	0.209141
Fgfbp3	Stable	-0.44859	0.209141
Fgfbp3	Stable	-0.44859	0.209141
Fgfr1	K119ub_Only	0.183346	0.090764
Fgfr1	K119ub_Only	0.183346	0.090764
Fgfr1op2	Stable	-0.110276	0.522993
Fgfr1op2	Activity_Lost	-0.110276	0.522993
Fgfr1op2	Activity_Lost	-0.110276	0.522993
Fgfr1op2	Stable	-0.110276	0.522993
Fgfr1op2	Activity_Lost	-0.110276	0.522993
Fgfr1op2	Activity_Lost	-0.110276	0.522993
Fgfr1op2	Stable	-0.110276	0.522993
Fgfr1op2	Stable	-0.110276	0.522993
Fgfr1op2	Stable	-0.110276	0.522993
Fgfr2	Activity_Lost	-0.028025	0.854394
Fgfr2	Stable	-0.028025	0.854394
Fgfr2	Activity_Lost	-0.028025	0.854394
Fgfr2	Activity_Lost	-0.028025	0.854394
Fgfr2	Stable	-0.028025	0.854394
Fgfr2	Stable	-0.028025	0.854394
Fgfr3	Stable	0.366071	0.040296
Fggy	K119ub_Only	0.047072	0.894735
Fggy	Stable	0.047072	0.894735
Fggy	Stable	0.047072	0.894735
Fggy	Stable	0.047072	0.894735
Fh1	Stable	0.093857	0.625405
Fh1	Stable	0.093857	0.625405
Fh1	Stable	0.093857	0.625405
Fhad1	Stable	-0.080501	0.960455
Fhad1	Stable	-0.080501	0.960455
Fhad1	Stable	-0.080501	0.960455
Fhad1	Stable	-0.080501	0.960455
Fhad1	Stable	-0.080501	0.960455
Fhit	Stable	-0.110841	0.707423
Fhit	Activity_Gain	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	K119ub_Only	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhit	Stable	-0.110841	0.707423
Fhl1	Stable	0.152357	0.20132
Fhl1	Stable	0.152357	0.20132
Fhl3	Stable	-0.273267	0.873451
Fhl3	Stable	-0.273267	0.873451
Fhl3	Stable	-0.273267	0.873451
Fhl3	Stable	-0.273267	0.873451
Fhl3	Stable	-0.273267	0.873451
Fhl4	Stable	-0.365506	0.653216
Fhl4	Stable	-0.365506	0.653216
Fhod1	Activity_Lost	-0.189081	0.734814
Fhod1	Stable	-0.189081	0.734814
Fhod1	Activity_Lost	-0.189081	0.734814
Fhod1	Activity_Lost	-0.189081	0.734814
Fibcd1	Stable	1.01892	0.303901
Fibcd1	Stable	1.01892	0.303901
Fig4	K119ub_Only	-0.200426	0.041901
Fig4	Stable	-0.200426	0.041901
Fig4	Stable	-0.200426	0.041901
Fignl1	Stable	-0.66193	0.38155
Fignl1	Stable	-0.66193	0.38155
Fignl1	Stable	-0.66193	0.38155
Firre	Stable	-0.134574	0.089221
Firre	Stable	-0.134574	0.089221
Firre	K119ub_Only	-0.134574	0.089221
Firre	Stable	-0.134574	0.089221
Firre	Stable	-0.134574	0.089221
Fitm2	Stable	-0.082733	0.817822
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	K119ub_Only	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Activity_Lost	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fjx1	Stable	-0.210133	0.515724
Fkbp15	Stable	0.059707	0.687255
Fkbp1a	Stable	0.058897	0.737731
Fkbp1a	Stable	0.058897	0.737731
Fkbp1a	Stable	0.058897	0.737731
Fkbp1a	Stable	0.058897	0.737731
Fkbp1a	Stable	0.058897	0.737731
Fkbp1b	Stable	-0.495125	0.038369
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp3	Stable	0.057786	0.842212
Fkbp5	Stable	0.26585	0.445322
Fkbp5	Stable	0.26585	0.445322
Fkbp5	Stable	0.26585	0.445322
Fktn	Stable	0.035799	0.884253
Fktn	Stable	0.035799	0.884253
Fktn	Stable	0.035799	0.884253
Flna	Stable	-0.123254	0.723079
Flna	Stable	-0.123254	0.723079
Flna	Stable	-0.123254	0.723079
Flna	Stable	-0.123254	0.723079
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	K119ub_Only	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	K119ub_Only	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flnb	Stable	-0.140432	0.148004
Flrt2	Stable	0.131983	0.579142
Flt3	Stable	0.272044	0.191905
Flvcr1	Stable	-0.115228	0.491541
Flvcr1	Stable	-0.115228	0.491541
Flvcr1	K119ub_Only	-0.115228	0.491541
Flvcr1	Stable	-0.115228	0.491541
Flvcr1	Stable	-0.115228	0.491541
Flvcr2	Stable	-0.003267	0.996098
Flvcr2	Stable	-0.003267	0.996098
Flywch1	Stable	0.162592	0.188198
Flywch1	Stable	0.162592	0.188198
Flywch2	Stable	-0.189022	0.663823
Flywch2	Activity_Lost	-0.189022	0.663823
Flywch2	Stable	-0.189022	0.663823
Flywch2	Stable	-0.189022	0.663823
Flywch2	Stable	-0.189022	0.663823
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	K119ub_Only	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Activity_Lost	0.057561	0.893991
Fmc1	K119ub_Only	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmc1	Stable	0.057561	0.893991
Fmn1	Stable	-0.533459	0.000957
Fmnl1	Stable	-0.604979	2e-06
Fmnl2	Activity_Lost	-0.050458	0.829955
Fmnl2	Stable	-0.050458	0.829955
Fmnl2	Activity_Lost	-0.050458	0.829955
