	ctrl	mut
loop_4141	97.4509953260422	61.9282079935074
loop_4142	121.320013284683	83.6339445114136
loop_4143	196.894875049591	59.4278769493103
loop_4144	472.632812023163	361.597183227539
loop_4145	182.053385019302	132.36982858181
loop_4146	340.060017108917	301.583690643311
loop_4147	433.383794784546	369.96480846405
loop_4148	366.654774665833	356.521100521088
loop_4149	182.135276556015	143.000513553619
loop_4150	871.32469367981	812.885523796082
loop_4151	85.7758411169052	60.0241887569427
loop_4152	61.7765074968338	39.617911875248
loop_4153	341.282221317291	312.493171215057
loop_4154	596.349986076355	534.215929031372
loop_4155	322.619411468506	265.012935161591
loop_4156	592.658603668213	518.959730148315
loop_4157	167.181695103645	118.993494391441
loop_4158	123.616871237755	106.195082306862
loop_4159	106.309367895126	88.8051201701164
loop_4160	66.2440183162689	91.8689597249031
loop_4161	554.270547866821	555.279294967651
loop_4162	749.274527549744	623.226317405701
loop_4163	111.429857730865	85.6519989967346
loop_4164	305.319094181061	275.744966506958
loop_4165	406.89866399765	331.146285057068
loop_4166	316.733600616455	276.2654504776
loop_4167	765.321794509888	716.933307647705
loop_4168	367.764641284943	324.096914291382
loop_4169	312.308287620544	295.175375699997
loop_4170	313.962868690491	269.90797495842
loop_4171	854.713267326355	564.478660583496
loop_4172	382.577491760254	376.07240819931
loop_4173	433.722907543182	451.271677732468
loop_4174	154.104304611683	158.677492618561
loop_4175	516.183054924011	478.168716430664
loop_4176	232.090469837189	190.713113903999
loop_4177	432.713691711426	404.532803535461
loop_4178	656.656272888184	641.808052062988
loop_4179	528.394698143005	486.634616851807
loop_4180	510.586935997009	452.852056503296
loop_4181	418.542503356934	373.764678955078
loop_4182	618.856451034546	519.53794670105
loop_4183	520.569275856018	436.971371650696
loop_4184	148.218142330647	111.428185462952
loop_4185	668.71971321106	644.622950553894
loop_4186	191.67365193367	150.770671129227
loop_4187	28.8705305159092	17.3825979530811
loop_4188	923.138589859009	845.330190658569
loop_4189	217.393735408783	252.389166593552
loop_4190	104.007227361202	83.609138071537
loop_4191	420.295444011688	379.88812494278
loop_4192	687.066323280334	640.555060386658
loop_4193	752.58701133728	689.647104263306
loop_4194	512.147020339966	431.482496261597
loop_4195	841.621662139893	736.526524543762
loop_4196	161.25958442688	125.777122855186
loop_4197	125.39718747139	101.365732192993
loop_4198	538.039979934692	463.541788101196
loop_4199	101.625331759453	74.4526573121548
loop_4200	699.876293182373	601.504783630371
loop_4201	90.7773371934891	54.7470395565033
loop_4202	482.632965564728	406.335276603699
loop_4203	740.881385803223	692.564568519592
loop_4204	152.525730371475	121.456433057785
loop_4205	85.8854687213898	70.6272380948067
loop_4206	219.770993471146	175.24276137352
loop_4207	441.922810554504	421.346535205841
loop_4208	620.882442474365	533.147313117981
loop_4209	469.445678472519	405.843983888626
loop_4210	182.364329814911	203.834924697876
loop_4211	600.386904716492	551.240520477295
loop_4212	188.01484131813	143.322589635849
loop_4213	128.462438344955	85.182553589344
loop_4214	408.455345630646	362.75892496109
loop_4215	223.199945449829	195.418183326721
loop_4216	482.022592544556	429.283843994141
loop_4217	797.328619003296	649.778029441833
loop_4218	87.3378941714764	62.0363776683807
loop_4219	471.549370765686	409.998168945312
loop_4220	542.738661766052	531.832753181458
loop_4221	875.919980049133	778.625246047974
loop_4222	406.772683143616	389.530135154724
loop_4223	558.501502275467	433.120599269867
loop_4224	128.630491673946	102.465247631073
loop_4225	822.182638168335	737.56489944458
loop_4226	155.974415302277	123.037049770355
loop_4227	98.7215893268585	91.7396954298019
loop_4228	272.196030139923	252.402429580688
loop_4229	409.420172691345	410.352867126465
loop_4230	802.227561950684	810.804242134094
loop_4231	45.3754869699478	23.5932875275612
loop_4232	445.623826503754	363.618090629578
loop_4233	121.78258395195	90.9919843673706
loop_4234	600.914018630981	534.204965591431
loop_4235	73.9620994925499	54.0217844843864
loop_4236	347.967848062515	319.285417318344
loop_4237	656.529664993286	547.719549179077
loop_4238	293.094138145447	271.526295423508
loop_4239	119.970614492893	88.344690144062
loop_4240	1092.29232597351	1023.49478244781
loop_4241	112.640580654144	93.8843656778336
loop_4242	67.595150411129	58.5962398648262
loop_4243	306.873380184174	249.999719619751
loop_4244	393.709082603455	362.452721595764
loop_4245	346.502398967743	327.825615882874
loop_4246	156.157122850418	119.762530148029
loop_4247	763.037881851196	683.860683441162
loop_4248	363.447031021118	320.640008449554
loop_4249	307.829173088074	218.440987825394
loop_4250	609.698328018188	522.86531829834
loop_4251	898.811603546143	812.937519073486
loop_4252	331.579215526581	272.449104309082
loop_4253	271.867397546768	270.401047706604
loop_4254	720.771049499512	603.364380836487
loop_4255	255.608919858932	285.532796382904
loop_4256	835.065397262573	723.516101837158
loop_4257	546.536217689514	509.189647674561
loop_4258	388.495281219482	313.603528022766
loop_4259	688.781975746155	655.844465255737
loop_4260	1099.75875663757	874.123203277588
loop_4261	467.85417842865	363.440654277802
loop_4262	367.413953781128	342.080521583557
loop_4263	84.3144515752792	59.6386085152626
loop_4264	343.805839061737	273.029780864716
loop_4265	546.592558860779	531.92413520813
loop_4266	1163.13302612305	1090.0994052887
loop_4267	163.776797771454	133.766945719719
loop_4268	187.005965709686	174.753715515137
loop_4269	209.778999328613	163.734758377075
loop_4270	295.428377389908	283.104059696198
loop_4271	862.303279876709	794.799388885498
loop_4272	783.984223365784	702.628149986267
loop_4273	212.565909147263	189.231310129166
loop_4274	415.935673713684	341.959788799286
loop_4275	421.543447494507	344.740141391754
loop_4276	629.123416900635	588.745547294617
loop_4277	300.164124965668	252.412097930908
loop_4278	440.184855461121	371.434351444244
loop_4279	761.336316108704	713.71386051178
loop_4280	399.272804260254	430.802810668945
loop_4281	230.079316139221	193.862029194832
loop_4282	358.967638015747	315.145998954773
loop_4283	117.191180229187	96.0754549503326
loop_4284	696.34543800354	598.931358337402
loop_4285	731.272871017456	708.141527175903
loop_4286	1243.36377906799	1295.64935684204
loop_4287	490.316041946411	432.442417144775
loop_4288	24.1231782734394	20.5008479356766
loop_4289	243.051779985428	261.950734615326
loop_4290	486.528430938721	432.65610408783
loop_4291	397.653018951416	289.251895904541
loop_4292	216.264642477036	173.127410173416
loop_4293	431.335188865662	385.799096107483
loop_4294	273.547181129456	234.669537305832
loop_4295	627.259221076965	474.08216381073
loop_4296	820.638894081116	710.882877349854
loop_4297	198.893327236176	162.564033508301
loop_4298	325.5822057724	223.549740314484
loop_4299	235.972128868103	188.221858024597
loop_4300	107.333929479122	103.937766194344
loop_4301	882.483392715454	748.379629135132
loop_4302	350.934568881989	280.020196437836
loop_4303	305.31334733963	272.359131813049
loop_4304	606.243953704834	502.363739013672
loop_4305	523.653280258179	469.41602230072
loop_4306	127.979902267456	102.251027107239
loop_4307	375.824272155762	305.825222015381
loop_4308	79.1917887926102	65.4801645874977
loop_4309	146.047806024551	135.718454897404
loop_4310	86.2784077227116	42.8621002733707
loop_4311	152.924572944641	123.056413412094
loop_4312	129.100482165813	113.678945064545
loop_4313	156.439179897308	110.667963981628
loop_4314	810.163857460022	705.206912994385
loop_4315	224.349223852158	211.119178533554
loop_4316	305.153458118439	234.677564620972
loop_4317	1108.86831474304	969.096374511719
loop_4318	1568.82962417603	1556.73153305054
loop_4319	697.932323455811	693.981425285339
loop_4320	369.571927070618	359.916654586792
loop_4321	109.521227002144	87.8380404114723
loop_4322	182.088745117188	168.829245567322
loop_4323	231.172289848328	250.076196193695
loop_4324	142.685751914978	123.304114222527
loop_4325	384.839497566223	350.80343914032
loop_4326	643.828091621399	607.34894323349
loop_4327	282.073902845383	227.766763210297
loop_4328	276.881377696991	262.193397760391
loop_4329	289.574399828911	287.931452035904
loop_4330	277.846817970276	282.953688144684
loop_4331	275.184733390808	265.610284566879
loop_4332	289.933853149414	233.767031550407
loop_4333	971.728469848633	881.253192901611
loop_4334	531.407536506653	575.266751289368
loop_4335	125.370189666748	151.826907873154
loop_4336	670.295347213745	594.691575050354
loop_4337	220.461714982986	173.981137514114
loop_4338	1435.64551544189	1468.54322052002
loop_4339	244.164933681488	238.986287593842
loop_4340	121.61710357666	90.5996547937393
loop_4341	524.895279884338	530.329100608826
loop_4342	154.643338918686	168.795877456665
loop_4343	115.695136189461	131.981620192528
loop_4344	1415.25945281982	1412.02330780029
loop_4345	304.612655639648	274.116007328033
loop_4346	479.77618598938	332.827026367188
loop_4347	213.939297556877	181.007072687149
loop_4348	56.5038759708405	58.2850184440613
loop_4349	261.134019613266	220.746885538101
loop_4350	253.954766631126	212.338313579559
loop_4351	467.772924423218	368.998747825623
loop_4352	439.485231399536	372.175391674042
loop_4353	57.8131598234177	40.3988810777664
loop_4354	161.139176607132	133.793743371964
loop_4355	888.24510383606	777.613046646118
loop_4356	82.6019866466522	64.2362456917763
loop_4357	352.148710250854	374.683636665344
loop_4358	360.730885982513	387.609662055969
loop_4359	131.111405134201	133.029937446117
loop_4360	288.947438955307	230.745851278305
loop_4361	201.794636487961	139.193840026855
loop_4362	584.07444190979	478.741139411926
loop_4363	289.010746002197	243.02693271637
loop_4364	146.930208981037	104.754114985466
loop_4365	699.802743911743	603.17645740509
loop_4366	480.122879981995	408.064831733704
loop_4367	513.249925613403	403.044111251831
loop_4368	377.579549789429	344.157434940338
loop_4369	324.141000270844	312.024810791016
loop_4370	367.317772865295	377.146643638611
loop_4371	487.90962600708	467.214256763458
loop_4372	137.62767881155	124.692506670952
loop_4373	218.654144525528	186.589448451996
loop_4374	351.05174446106	328.539057731628
loop_4375	74.6237748861313	66.784610748291
loop_4376	1427.82416152954	1429.64842605591
loop_4377	419.630756616592	337.669354438782
loop_4378	113.661536812782	107.547691226006
loop_4379	89.1592518687248	72.9049862027168
loop_4380	73.8930360674858	65.5287694334984
loop_4381	146.074865460396	131.080454111099
loop_4382	196.176298379898	131.154001951218
loop_4383	549.846008300781	457.138656616211
loop_4384	419.083986282349	365.595248222351
loop_4385	250.521256923676	243.898247718811
loop_4386	355.732046604156	377.0277094841
loop_4387	147.849137783051	132.521252036095
loop_4388	411.097718238831	384.202867507935
loop_4389	492.66405582428	445.519121170044
loop_4390	300.002717494965	246.396304249763
loop_4391	210.940954685211	145.392303943634
loop_4392	106.268894970417	86.4011135101318
loop_4393	209.695298671722	230.265466928482
loop_4394	263.16805934906	225.846262693405
loop_4395	165.72065281868	130.926291942596
loop_4396	222.702174663544	157.413936853409
loop_4397	328.52391910553	292.121361255646
loop_4398	353.421900749207	351.842223167419
loop_4399	188.546132564545	131.130229949951
loop_4400	182.625726699829	195.336740732193
loop_4401	419.999448299408	368.813815593719
loop_4402	542.022072792053	475.210049629211
loop_4403	732.721656799316	697.714997291565
loop_4404	814.934177398682	705.611318588257
loop_4405	103.202561616898	71.0744713544846
loop_4406	564.841488838196	476.69652557373
loop_4407	471.707158088684	411.424023628235
loop_4408	522.7107629776	521.386538505554
loop_4409	450.272690296173	426.350758552551
loop_4410	63.2008983492851	58.9801465272903
loop_4411	193.831536233425	161.876046299934
loop_4412	642.888588905334	659.014360427856
loop_4413	664.918102264404	636.617015838623
loop_4414	151.126831531525	145.888455986977
loop_4415	430.577621459961	370.427251815796
loop_4416	825.89225769043	895.845504760742
loop_4417	141.975104570389	78.6034824252129
loop_4418	712.589241027832	526.925985813141
loop_4419	102.635775089264	105.425305366516
loop_4420	389.620285987854	322.044645309448
loop_4421	202.445919513702	137.962398529053
loop_4422	204.502489805222	167.646929740906
loop_4423	310.142534732819	247.105460643768
loop_4424	571.724446296692	528.088019371033
loop_4425	132.420011639595	110.702714920044
loop_4426	943.066484451294	846.492260932922
loop_4427	209.587956666946	188.827694654465
loop_4428	193.960146427155	155.581597328186
loop_4429	380.600633621216	334.54217338562
loop_4430	599.062547683716	508.081419944763
loop_4431	317.726922512054	266.259613990784
loop_4432	442.237009048462	439.312818527222
loop_4433	228.42939209938	236.54808306694
loop_4434	141.278308153152	144.467875480652
loop_4435	725.686953544617	684.185345649719
loop_4436	650.364712715149	526.170674324036
loop_4437	101.555811524391	95.95989382267
loop_4438	251.275601863861	233.169767379761
loop_4439	361.02118062973	339.165482521057
loop_4440	245.521559715271	147.203616380692
loop_4441	273.382532596588	241.427152633667
loop_4442	115.672333657742	90.6430886983871
loop_4443	66.7341160774231	32.2724112868309
loop_4444	55.4053791761398	42.5503505468369
loop_4445	228.187867641449	197.316500902176
loop_4446	246.792259693146	211.176445007324
loop_4447	930.2203540802	884.618932723999
loop_4448	278.582059383392	250.533864974976
loop_4449	353.716698884964	307.188195705414
loop_4450	609.004578590393	623.229677200317
loop_4451	397.946287155151	318.421696662903
loop_4452	1361.79849624634	1365.09077072144
loop_4453	203.619313001633	170.376948237419
loop_4454	156.207655370235	85.6644477844238
loop_4455	329.168823957443	290.26806640625
loop_4456	585.399502754211	570.933204650879
loop_4457	117.84302842617	115.558517813683
loop_4458	340.698729991913	271.404184341431
loop_4459	603.167048454285	556.59424495697
loop_4460	749.530057907104	738.502799987793
loop_4461	277.712431907654	191.980118513107
loop_4462	143.922529459	133.892208039761
loop_4463	756.214641571045	577.753786087036
loop_4464	181.556603193283	145.590375900269
loop_4465	298.205546379089	258.623247504234
loop_4466	413.613416671753	391.038545608521
loop_4467	157.711755990982	157.863804578781
loop_4468	249.550435066223	205.849379062653
loop_4469	444.709630966187	365.08441734314
loop_4470	441.641509056091	411.321429252625
loop_4471	164.436055660248	135.850280284882
loop_4472	185.110259056091	181.143946886063
loop_4473	570.227311134338	522.660300016403
loop_4474	418.834674358368	379.611487865448
loop_4475	410.50687122345	270.160426616669
loop_4476	885.144275665283	853.084142684937
loop_4477	327.699459075928	214.38784301281
loop_4478	304.980856895447	321.374111652374
loop_4479	169.206919670105	131.259323596954
loop_4480	582.782156944275	559.609536170959
loop_4481	678.040894508362	612.449367523193
loop_4482	602.399947166443	499.019250869751
loop_4483	360.563486099243	275.955316543579
loop_4484	1481.80462646484	1425.48219299316
loop_4485	356.752591609955	348.696096897125
loop_4486	158.857257902622	85.1219588518143
loop_4487	459.045244216919	362.777651786804
loop_4488	382.803374290466	385.175301551819
loop_4489	391.777551651001	342.612115859985
loop_4490	198.512553691864	136.910346269608
loop_4491	198.502238750458	118.735025525093
loop_4492	267.263787269592	298.608157634735
loop_4493	172.773687362671	131.493451595306
loop_4494	122.371548712254	127.007579445839
loop_4495	906.40758895874	798.471303939819
loop_4496	217.189062595367	101.6320322752
loop_4497	261.11307477951	245.724674224854
loop_4498	189.837121725082	165.158494949341
loop_4499	174.166686654091	138.83588719368
loop_4500	468.692101478577	435.219014167786
loop_4501	740.866716384888	700.345108985901
loop_4502	236.145068883896	171.501604795456
loop_4503	131.822120547295	111.915942192078
loop_4504	540.138674736023	530.511973381042
loop_4505	328.738390445709	235.994041442871
loop_4506	1109.69465446472	1111.19687080383
loop_4507	406.376537322998	355.703689098358
loop_4508	312.579625844955	318.205555915833
loop_4509	326.638048887253	298.982159614563
loop_4510	415.364951133728	355.747970342636
loop_4511	463.559912204742	456.620584487915
loop_4512	703.193981170654	646.054889678955
loop_4513	476.065302848816	477.814452648163
loop_4514	253.614753007889	184.349978685379
loop_4515	296.727617740631	239.834623336792
loop_4516	58.7441524863243	50.7273787260056
loop_4517	156.72011590004	146.592823147774
loop_4518	524.567088127136	418.526776313782
loop_4519	216.220799207687	177.016619086266
loop_4520	770.703813552856	699.275552749634
loop_4521	284.742545127869	274.067116260529
loop_4522	207.263968110085	161.647701025009
loop_4523	733.459035873413	676.401494979858
loop_4524	38.6665979027748	49.4548151195049
loop_4525	116.234570503235	96.0935844779015
loop_4526	249.940521478653	226.758008956909
loop_4527	149.662941217422	118.266863465309
loop_4528	1035.54635047913	1095.21476364136
loop_4529	802.929531097412	794.321744918823
loop_4530	998.960933685303	972.027460098267
loop_4531	82.3431537747383	85.791475713253
loop_4532	315.015304088593	310.002014636993
loop_4533	640.254553794861	567.910090446472
loop_4534	352.041007041931	311.82520532608
loop_4535	737.610209465027	734.996758460999
loop_4536	283.842255115509	202.581634044647
loop_4537	521.403852462769	478.813111305237
loop_4538	640.776374816895	564.562341690063
loop_4539	272.27622294426	155.552389621735
loop_4540	152.977997541428	122.110070347786
loop_4541	160.921569347382	144.563523173332
loop_4542	409.733359336853	354.59388256073
loop_4543	289.645609378815	232.765872955322
loop_4544	894.940085411072	797.942262649536
loop_4545	84.7642775774002	78.1790120005608
loop_4546	305.146833896637	260.049204111099
loop_4547	129.38287127018	107.86032640934
loop_4548	530.93016910553	538.82124710083
loop_4549	637.780107498169	595.742385864258
loop_4550	522.606050491333	407.090198516846
loop_4551	653.708982467651	588.719358444214
loop_4552	300.847502708435	262.630506038666
loop_4553	307.609832286835	245.547083377838
loop_4554	94.9937937259674	87.584311068058
loop_4555	716.089006900787	523.451090812683
loop_4556	133.189162731171	121.359572052956
loop_4557	199.7932908535	164.776850998402
loop_4558	304.168386936188	275.394745826721
loop_4559	320.752025842667	346.610379219055
loop_4560	817.250040054321	784.182550430298
loop_4561	478.939101219177	454.599615097046
loop_4562	308.106229066849	332.214469432831
loop_4563	564.265692710876	599.217126846313
loop_4564	193.405948400497	193.268118619919
loop_4565	1188.82402610779	1042.39718818665
loop_4566	400.303739070892	406.730693340302
loop_4567	200.075042724609	238.337271690369
loop_4568	530.480534553528	522.365861177444
loop_4569	643.467004776001	661.295125961304
loop_4570	692.995467185974	614.763081550598
loop_4571	803.064664840698	762.293440818787
loop_4572	645.027559280396	727.344305038452
loop_4573	680.167537689209	781.07112121582
loop_4574	171.02360367775	153.430528759956
loop_4575	97.1286974549294	203.812713265419
loop_4576	493.226587295532	470.462944030762
loop_4577	286.341334342957	395.945588588715
loop_4578	1035.58759689331	1041.33969116211
loop_4579	917.52282333374	922.757781028748
loop_4580	660.418825149536	546.383861541748
loop_4581	508.176270484924	462.866885185242
loop_4582	358.356532096863	343.231251716614
loop_4583	314.987495422363	275.199831485748
loop_4584	49.1644706726074	81.9641504883766
loop_4585	149.769827365875	151.753714561462
loop_4586	339.417853832245	356.191391944885
loop_4587	220.405302524567	212.405979633331
loop_4588	233.549994945526	219.513733625412
loop_4589	402.854677200317	430.236728668213
loop_4590	251.668681621552	207.839878082275
loop_4591	374.166760444641	414.476756095886
loop_4592	656.416308403015	622.63290309906
loop_4593	93.6822566986084	131.426055073738
loop_4594	124.546648383141	214.850471496582
loop_4595	265.354864597321	198.440529346466
loop_4596	95.3884369134903	116.102571129799
loop_4597	194.982399702072	221.945377349854
loop_4598	176.916261196136	155.548549175262
loop_4599	145.603179454803	131.152002453804
loop_4600	604.941992759705	608.540464401245
loop_4601	804.015071868896	716.420028686523
loop_4602	772.246486663818	701.124800682068
loop_4603	233.587084770203	244.504455089569
loop_4604	185.729480266571	201.084882974625
loop_4605	944.315441131592	905.355472564697
loop_4606	163.857095479965	198.883915662766
loop_4607	303.564573287964	328.596349716187
loop_4608	212.613846540451	192.66622209549
loop_4609	199.303411483765	219.761571884155
loop_4610	282.911100387573	620.927899837494
loop_4611	757.352098464966	766.059164047241
loop_4612	417.587395191193	369.833985328674
loop_4613	117.077993035316	132.960706710815
loop_4614	869.710706710815	834.915325164795
loop_4615	112.027492761612	102.091339111328
loop_4616	369.884583950043	479.820227622986
loop_4617	274.115134239197	293.355854511261
loop_4618	181.459903597832	155.175748109818
loop_4619	100.065746307373	98.2380800247192
loop_4620	838.06925201416	788.617217540741
loop_4621	257.400218725204	236.614524245262
loop_4622	833.464879989624	746.778476715088
loop_4623	284.483630180359	299.591876029968
loop_4624	171.927538633347	190.535084486008
loop_4625	555.067925453186	610.292283058167
loop_4626	911.535326004028	933.268886566162
loop_4627	770.953619003296	1468.07752609253
loop_4628	265.091899871826	298.757012605667
loop_4629	67.1577827334404	76.1847742795944
loop_4630	1150.27061080933	1144.10583877563
loop_4631	341.202132463455	319.602711200714
loop_4632	512.048225402832	502.262865066528
loop_4633	412.111853599548	490.961300849915
loop_4634	202.978982448578	238.227433681488
loop_4635	498.136741638184	449.921316146851
loop_4636	276.437398910522	242.722123622894
loop_4637	315.838318824768	362.152245998383
loop_4638	373.852841377258	351.939064502716
loop_4639	155.021271705627	129.428668856621
loop_4640	262.437344551086	316.598738670349
loop_4641	258.623051404953	241.929471969604
loop_4642	750.425569534302	612.85924911499
loop_4643	55.5294995307922	51.0732041597366
loop_4644	1088.08142662048	955.382015228271
loop_4645	332.674743175507	349.754911899567
loop_4646	278.674201011658	252.103637456894
loop_4647	446.113119125366	475.100972175598
loop_4648	119.868598163128	119.934309840202
loop_4649	931.134206771851	896.83935546875
loop_4650	335.889089107513	331.473450660706
loop_4651	324.757011890411	432.829523086548
loop_4652	162.006270289421	188.439756274223
loop_4653	286.841375827789	311.457951545715
loop_4654	385.258961677551	331.956815719604
loop_4655	1056.91446208954	1004.74777412415
loop_4656	150.232921481133	149.251630306244
loop_4657	349.98148393631	397.001091480255
loop_4658	241.589143276215	259.666174173355
loop_4659	474.268914222717	446.155467987061
loop_4660	890.680707931519	821.742547988892
loop_4661	344.674479007721	324.436661243439
loop_4662	97.0370787382126	98.1163691282272
loop_4663	409.335913658142	408.670706748962
loop_4664	275.124387741089	236.418519020081
loop_4665	186.189012765884	321.798869609833
loop_4666	415.559918880463	392.603147983551
loop_4667	519.942837715149	456.808977127075
loop_4668	642.738111495972	636.299983024597
loop_4669	371.92923116684	350.471706390381
loop_4670	594.747385978699	585.640998840332
loop_4671	248.214522838593	218.010787248611
loop_4672	476.212854385376	486.474535942078
loop_4673	320.062797546387	311.67303943634
loop_4674	408.525110244751	369.206766605377
loop_4675	638.040626525879	561.645316123962
loop_4676	436.399971008301	451.350707054138
loop_4677	89.1175943613052	90.8505827784538
loop_4678	167.386336565018	192.504354715347
loop_4679	109.016825675964	99.5734596848488
loop_4680	224.328282356262	249.7737159729
loop_4681	171.8754966259	169.499231934547
loop_4682	355.138069152832	376.2954454422
loop_4683	107.502881288528	120.335685014725
loop_4684	230.467227697372	227.877265691757
loop_4685	118.236373543739	123.280958890915
loop_4686	460.677199363708	498.237843513489
loop_4687	346.964274406433	343.209698677063
loop_4688	486.95422077179	460.994029998779
loop_4689	159.348163187504	165.338801622391
loop_4690	601.05527305603	620.287475585938
loop_4691	220.296346187592	287.655784368515
loop_4692	219.144872665405	246.459875583649
loop_4693	152.182618141174	158.894128441811
loop_4694	289.526191711426	257.887561559677
loop_4695	370.836144447327	331.93282365799
loop_4696	701.086260795593	655.110288619995
loop_4697	293.122789621353	294.903712749481
loop_4698	420.318445205688	520.059921264648
loop_4699	479.549538612366	480.58118057251
loop_4700	141.877622127533	135.373836636543
loop_4701	334.145677566528	308.151764392853
loop_4702	259.159006595612	294.266993522644
loop_4703	249.988699913025	236.064227342606
loop_4704	240.549203872681	235.406077623367
loop_4705	561.772686004639	520.504278659821
loop_4706	166.708335518837	161.855705022812
loop_4707	543.243413925171	583.041831016541
loop_4708	623.98215675354	628.950057029724
loop_4709	371.148686408997	446.212751865387
loop_4710	211.491762638092	326.313082695007
loop_4711	113.118452489376	136.129264354706
loop_4712	248.176118850708	237.396638393402
loop_4713	104.986500501633	99.0407104492188
loop_4714	162.18550157547	152.843771457672
loop_4715	323.968251228333	345.65191411972
loop_4716	284.471398353577	273.129443645477
loop_4717	191.94092130661	171.040338516235
loop_4718	288.20697259903	301.822345256805
loop_4719	153.6853774786	144.961649894714
loop_4720	300.309395313263	324.826421737671
loop_4721	1220.3556842804	1178.80923843384
loop_4722	131.645166635513	113.791234791279
loop_4723	972.367479324341	1341.33249473572
loop_4724	580.313974380493	570.695341110229
loop_4725	194.628748416901	175.600554466248
loop_4726	199.115026593208	228.372215270996
loop_4727	1061.90328979492	1020.11600875854
loop_4728	992.187310218811	930.553923606873
loop_4729	179.510862588882	193.629510879517
loop_4730	144.003395915031	136.255699455738
loop_4731	518.699335098267	501.240117073059
loop_4732	691.319845199585	682.179956436157
loop_4733	150.133291661739	117.788504242897
loop_4734	216.086035490036	230.126381635666
loop_4735	97.3174239397049	94.560485959053
loop_4736	83.5598456859589	108.589065313339
loop_4737	916.922967910767	846.47611618042
loop_4738	699.271379470825	627.275698661804
loop_4739	53.1708306074142	60.6392899155617
loop_4740	88.626362323761	103.144262194633
loop_4741	123.943836092949	137.866434395313
loop_4742	135.206002354622	150.970430374146
loop_4743	526.281092643738	491.749317646027
loop_4744	932.87314414978	913.413512229919
loop_4745	448.035913467407	397.432103157043
loop_4746	292.668257713318	474.830998420715
loop_4747	648.134223937988	687.240636825562
loop_4748	365.586152076721	365.010167598724
loop_4749	708.757174015045	712.165690422058
loop_4750	947.833827972412	967.632780075073
loop_4751	218.06164264679	396.666871070862
loop_4752	580.063797950745	532.343415260315
loop_4753	106.742070913315	114.632310152054
loop_4754	146.58164024353	142.272360563278
loop_4755	394.56517791748	377.310441017151
loop_4756	161.966384410858	132.678434371948
loop_4757	163.867114663124	207.896536707878
loop_4758	155.629242300987	157.50016027689
loop_4759	80.8484371304512	120.718241453171
loop_4760	631.9897108078	572.332307815552
loop_4761	316.454409122467	374.636643886566
loop_4762	736.344137191772	670.735487937927
loop_4763	852.523553848267	932.325336456299
loop_4764	104.512308359146	108.722469568253
loop_4765	248.788819789886	255.607977151871
loop_4766	298.483712673187	298.033858776093
loop_4767	163.481714725494	142.883400440216
loop_4768	303.034874916077	273.231920719147
loop_4769	316.631645679474	508.475778579712
loop_4770	322.364634990692	342.273906707764
loop_4771	320.344026088715	282.226696491241
loop_4772	441.353651046753	429.16831111908
loop_4773	141.532010436058	111.56929731369
loop_4774	217.293337225914	214.927807092667
loop_4775	203.401624679565	227.938404321671
loop_4776	188.368424415588	179.549875736237
loop_4777	464.445620536804	389.072259902954
loop_4778	546.306620597839	583.453043937683
loop_4779	638.263345718384	647.851386070251
loop_4780	342.757427215576	384.769102096558
loop_4781	182.694973349571	208.766758918762
loop_4782	163.760400533676	142.999752402306
loop_4783	775.885288238525	651.941714286804
loop_4784	524.017086982727	563.476343154907
loop_4785	411.395177841187	402.599281311035
loop_4786	297.393877983093	286.406550884247
loop_4787	375.617035865784	352.090065956116
loop_4788	337.713570594788	273.342028617859
loop_4789	327.13846039772	325.353432655334
loop_4790	906.315082550049	838.599913597107
loop_4791	386.273848056793	344.309755802155
loop_4792	471.491089820862	427.950514793396
loop_4793	668.156719207764	643.614912986755
loop_4794	243.666563987732	338.180849075317
loop_4795	162.76421046257	145.621288537979
loop_4796	737.923238754272	510.895374298096
loop_4797	158.055148363113	146.581989526749
loop_4798	192.171321868896	206.821260094643
loop_4799	164.913748025894	186.443400144577
loop_4800	711.040277481079	812.584314346313
loop_4801	214.764068126678	269.911694526672
loop_4802	605.618195533752	647.439249038696
loop_4803	161.271121263504	160.48596072197
loop_4804	117.609771728516	149.177471518517
loop_4805	378.725426673889	418.440784454346
loop_4806	423.975845336914	385.921169757843
loop_4807	67.2360615730286	106.840774774551
loop_4808	107.534644126892	68.8148718774319
loop_4809	298.978806018829	309.277733325958
loop_4810	420.987602710724	445.612390041351
loop_4811	146.00327539444	154.757103919983
loop_4812	110.68615758419	82.0272023081779
loop_4813	911.845508575439	1009.28634262085
loop_4814	308.096630096436	335.378631591797
loop_4815	86.4825510978699	75.7637652754784
loop_4816	60.7349854707718	77.5183401107788
loop_4817	610.270650863647	549.306526184082
loop_4818	127.126981019974	187.180825948715
loop_4819	67.4824542403221	82.8429141044617
loop_4820	139.653076648712	127.02488899231
loop_4821	473.573959350586	507.556772232056
loop_4822	375.360636711121	396.458569049835
loop_4823	102.613350570202	188.69763147831
loop_4824	446.990731239319	423.804060935974
loop_4825	390.92697095871	431.043021678925
loop_4826	190.564658164978	174.257901906967
loop_4827	224.24482011795	259.37891626358
loop_4828	317.727929592133	325.62443780899
loop_4829	561.635311126709	548.812327384949
loop_4830	249.881536006927	226.048970937729
loop_4831	467.85293006897	508.883343696594
loop_4832	91.6502231359482	124.856686353683
