category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Neurodegenerative disease	mmu05016	Huntington disease	70/1558	308/10689	0.227272727272727	1.55925428871514	4.11374970158568	6.98878701153216e-05	0.000409687514469127	0.000219430154808542	12421/12912/70247/227197/67273/226646/16574/59029/228361/12064/18798/19177/51897/26444/19185/26445/230075/26414/22241/12861/18181/20422/68202/66108/68197/67003/11772/269881/11771/26440/12367/20466/26408/15182/66414/237336/21780/26420/22333/13385/69077/71770/19184/66997/20020/67300/56444/19167/217864/76559/13411/74325/17993/26419/100504663/19173/68118/20683/54152/73916/12914/68194/21374/66416/22153/225326/67665/67951/16573/12868	70
Organismal Systems	Circulatory system	mmu04261	Adrenergic signaling in cardiomyocytes	41/1558	156/10689	0.262820512820513	1.80313765182186	4.17396709884796	8.56131223689539e-05	0.00049336375602448	0.000264247460657075	12912/12043/381290/11931/23797/226849/12296/56508/18798/11909/108058/11928/14679/18749/12293/19046/14677/11938/11941/110891/11652/26417/52432/18747/73699/11933/235542/14678/18821/67972/432530/19052/12323/104111/26931/26932/73086/71978/11514/26416/12314	41
Human Diseases	Cancer: specific types	mmu05221	Acute myeloid leukemia	23/1558	70/10689	0.328571428571429	2.25423620025674	4.34869870274908	8.82550585294558e-05	0.000500111998333583	0.000267861844308699	23797/18706/18033/12395/109880/110157/16653/11652/26417/16150/18854/74769/19401/72508/16480/20851/20848/14784/20663/17869/12015/12675/18715	23
Environmental Information Processing	Signal transduction	mmu04014	Ras signaling pathway	56/1558	237/10689	0.236286919831224	1.62109812970215	3.99399458558071	0.000123175320584026	0.000686550967189653	0.000367719248680526	11352/23797/12064/241694/12048/18706/66350/109905/18033/18749/14688/14176/26414/19247/110157/18205/16653/11652/16001/26417/66922/14183/14182/18747/16337/16150/19417/114713/74769/215449/56480/237625/26420/18015/14784/56784/20663/18212/56044/66482/218397/14180/14702/26419/11600/23872/14811/224105/21844/17356/19765/12314/14164/12015/56392/12675	56
Organismal Systems	Environmental adaptation	mmu04714	Thermogenesis	56/1558	238/10689	0.235294117647059	1.61428679302273	3.95870838262955	0.000138743189045484	0.000760849746378458	0.000407513950846666	12912/74205/227197/67273/226646/64930/69487/11909/18749/12801/69893/76947/230075/108079/93760/19744/108099/12861/23945/68202/104263/66108/16653/68197/67003/14182/14081/18747/20586/26408/66414/68094/327826/432530/74370/70383/72508/57376/14784/104111/20663/70127/75597/17993/11514/19082/68194/239985/26416/66416/277250/329003/67155/12868/226139/110651	56
Human Diseases	Infectious disease: bacterial	mmu05100	Bacterial invasion of epithelial cells	24/1558	77/10689	0.311688311688312	2.13840588166647	4.14110889282848	0.000158913899933533	0.000857630571069858	0.000459350120108624	76709/67771/74117/103967/140579/18706/242687/19303/56378/56443/73178/12386/12927/12402/74769/83767/216033/20362/12928/66713/67300/140580/74325/12385	24
Organismal Systems	Endocrine system	mmu04928	Parathyroid hormone synthesis, secretion and action	32/1558	116/10689	0.275862068965517	1.89261210216458	3.99268848368862	0.000190622603540273	0.0010126825813077	0.000542396552836633	12912/12043/18798/18227/53416/11909/213498/14679/18749/14677/14673/109880/110157/232341/16974/26417/17258/14182/18747/14678/108737/20393/17938/432530/14674/104111/17260/238871/20683/11514/13653/15200	32
Environmental Information Processing	Signal transduction	mmu04022	cGMP-PKG signaling pathway	43/1558	172/10689	0.25	1.71517971758665	3.9057662988389	0.000198641629549575	0.00103904852379778	0.000556518249588283	12912/16367/381290/11539/11931/23797/18798/11909/19055/11928/14679/19059/19046/14677/11938/14673/54611/11941/110157/110891/11652/26417/17258/18021/16337/384783/11933/14678/18821/67972/17931/58802/432530/19058/22333/14674/104111/19878/17260/11514/12314/19877/12015	43
Organismal Systems	Immune system	mmu04062	Chemokine signaling pathway	47/1558	194/10689	0.242268041237113	1.66213292219737	3.84439145717592	0.00022746252694818	0.00116177253209706	0.000622249684373968	20846/23797/18798/18706/109905/14679/18033/18749/17096/14688/18762/19303/14677/320129/109880/110157/16653/11652/26417/18036/18747/16150/12927/12769/74769/14678/20847/56484/215449/432530/12928/20851/20848/14784/104111/19878/20663/140580/14702/11514/21844/19877/12015/16452/14773/110355/12675	47
Human Diseases	Infectious disease: viral	mmu05165	Human papillomavirus infection	77/1558	359/10689	0.214484679665738	1.47151908918298	3.75378263528633	0.000228937528383833	0.00116177253209706	0.000622249684373968	108664/12839/20846/14369/12912/329278/23797/226849/64930/58220/18759/18706/56458/433586/18033/18749/74164/12695/69116/16451/18762/19303/19699/19744/12576/14924/110157/11973/16653/11652/22215/23859/26417/52432/12367/18747/19651/16150/270118/73699/18746/245000/74769/235542/15182/20847/16404/237336/56480/19052/11975/103733/16416/103806/72508/16400/14784/26931/22031/20663/26932/14365/71978/19645/13383/16419/15975/12914/11964/21374/14991/11789/93687/93737/12015/19211/12675	77
Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway	40/1558	158/10689	0.253164556962025	1.7368908532523	3.85451447347092	0.000246526821098802	0.00123263410549401	0.000660203406348186	14369/209456/54401/58220/18759/12695/22062/18762/19046/68473/232157/12386/21679/21803/23859/21676/52432/73699/12160/11797/216033/103583/19052/13385/319710/22630/12166/50523/14365/71978/17869/13383/11789/12385/17131/17126/93737/14164/17128/12234	40
Metabolism	Glycan biosynthesis and metabolism	mmu00512	Mucin type O-glycan biosynthesis	13/1558	32/10689	0.40625	2.78716704107831	4.18210979812999	0.000293622537241726	0.00144683569075633	0.000774930571210046	20448/271786/231050/212996/233733/20444/108148/108150/270049/14426/78754/14423/14537	13
Human Diseases	Drug resistance: antineoplastic	mmu01521	EGFR tyrosine kinase inhibitor resistance	24/1558	80/10689	0.3	2.05821566110398	3.9242325091307	0.00030376401919765	0.00147542523610287	0.000790243237912682	12043/23797/12048/18706/13684/16451/109880/110157/16653/11652/16001/26417/14183/74769/56484/18015/72508/20848/14784/20663/100042150/12015/16452/19211	24
Human Diseases	Infectious disease: parasitic	mmu05145	Toxoplasmosis	30/1558	109/10689	0.275229357798165	1.88827124871925	3.85024883562045	0.000311730996173017	0.00149279631970177	0.000799547254824789	20846/12043/23797/12048/14679/18033/26409/16451/14677/26414/21803/11652/26417/18036/12367/14681/16150/16835/11797/14678/68652/26420/26399/20848/26419/15980/26416/12015/16452/12675	30
Human Diseases	Endocrine and metabolic disease	mmu04931	Insulin resistance	30/1558	110/10689	0.272727272727273	1.87110514645816	3.79330175014365	0.000369984034636296	0.00172452267219647	0.000923660750123808	12912/16367/23797/18706/56458/74343/18033/108079/18762/19046/108099/26414/19247/14583/11652/16337/384783/16150/74769/26420/72508/20848/74551/26419/210789/19082/170826/19211/76055/110651	30
Human Diseases	Cancer: specific types	mmu05213	Endometrial cancer	19/1558	58/10689	0.327586206896552	2.24747687132044	3.93488657330372	0.000370265161971596	0.00172452267219647	0.000923660750123808	23797/18706/109880/12386/110157/16653/11652/26417/74769/216033/56484/14784/20663/27015/17869/11789/12385/12015/19211	19
Genetic Information Processing	Chromosome	mmu03082	ATP-dependent chromatin remodeling	35/1558	136/10689	0.257352941176471	1.76562617986861	3.71168437169033	0.000421754319524197	0.0019377901167328	0.00103788758574233	227195/227867/407823/68142/93760/77045/22385/71777/233532/100043597/243842/20174/233875/12055/93762/20586/21761/15182/116848/68094/77605/57376/207165/22632/116870/70127/56249/51812/239985/210982/17191/268996/23942/67155/81601	35
Cellular Processes	Transport and catabolism	mmu04148	Efferocytosis	40/1558	163/10689	0.245398773006135	1.68361199272309	3.63282577490174	0.000490126260771546	0.00222190571549768	0.00119006095597863	12912/73122/17164/18514/228545/68365/228432/76295/11863/20501/108058/11303/11980/19247/11938/77573/19349/21803/26417/12367/18021/11502/12927/11487/69981/20393/16971/276891/12928/16416/12323/15251/218035/140580/219149/16419/16423/26416/16452/240672	40
Human Diseases	Cancer: specific types	mmu05215	Prostate cancer	29/1558	107/10689	0.271028037383178	1.85944717046777	3.69062546656166	0.000514715854010374	0.00227866985984586	0.00122046404257998	12912/12043/23797/18706/56458/18033/12576/109880/110157/16653/11652/16001/26417/14183/14182/16150/74769/14816/22027/14784/20663/13557/19645/12914/104156/21417/12015/19211/12675	29
Environmental Information Processing	Signal transduction	mmu04350	TGF-beta signaling pathway	30/1558	112/10689	0.267857142857143	1.83769255455712	3.68116422250244	0.000516051703553327	0.00227866985984586	0.00122046404257998	11477/13559/55994/230597/26965/21803/26417/73699/20466/12160/11481/18007/15182/380664/19052/20185/72508/66313/17129/218441/12166/17869/20683/12914/224109/68799/17131/17126/19877/17128	30
Genetic Information Processing	Folding, sorting and degradation	mmu03018	RNA degradation	24/1558	83/10689	0.289156626506024	1.98382232395564	3.71665873266102	0.000554036565898251	0.00241503118468468	0.0012934996747692	58184/24128/72162/319885/72587/231464/76522/53621/66373/27998/234594/68533/13209/24127/103135/72068/57316/13808/109075/18642/57259/70640/15526/225929	24
Human Diseases	Cancer: specific types	mmu05210	Colorectal cancer	25/1558	88/10689	0.284090909090909	1.94906786089392	3.69264844826724	0.000574006307612958	0.00247040689352412	0.00132315911015379	12043/23797/18706/26414/109880/110157/16653/21803/11652/26417/12367/74769/26420/72508/14784/20663/56044/27015/26419/17869/17685/11789/17126/17128/12015	25
Organismal Systems	Endocrine system	mmu04921	Oxytocin signaling pathway	38/1558	154/10689	0.246753246753247	1.69290465631929	3.57757995125107	0.000597833550944206	0.00251245568410049	0.00134568059860491	329251/16524/12296/18798/227541/108058/19055/14679/18749/19059/108079/12293/19046/14677/108099/207565/110157/16653/13631/26417/232807/18747/14681/18021/23938/14678/17931/432530/19058/12323/104111/19878/17260/11514/19082/16522/12314/19877	38
Organismal Systems	Nervous system	mmu04730	Long-term depression	19/1558	60/10689	0.316666666666667	2.17256097560976	3.76216324060149	0.000598555618859234	0.00251245568410049	0.00134568059860491	18798/14679/17096/14677/14673/14804/109880/110157/16653/16001/26417/12286/14681/73699/14678/14816/19052/12921/14674	19
Organismal Systems	Endocrine system	mmu04915	Estrogen signaling pathway	34/1558	134/10689	0.253731343283582	1.74077941486406	3.56438792428399	0.00066710947733064	0.0027660636864929	0.00148151398688319	12912/12043/16524/23797/18798/11909/18706/14679/18749/14677/110157/14228/16653/11652/26417/18747/14681/74769/14678/18390/14816/22027/432530/19401/14784/104111/17977/20663/55960/20683/11514/16522/12314/15200	34
Cellular Processes	Cellular community - eukaryotes	mmu04550	Signaling pathways regulating pluripotency of stem cells	35/1558	140/10689	0.25	1.71517971758665	3.51840912968547	0.000749414153806703	0.00306988930475035	0.00164424411678579	14369/23797/51869/18508/11477/18706/55994/84505/16451/13990/110157/16653/11652/16001/26417/14183/244349/14182/11481/74769/17268/20848/14784/16468/17129/16195/12166/14365/17869/26416/11789/17126/17128/16452/71041	35
Cellular Processes	Cell growth and death	mmu04218	Cellular senescence	43/1558	183/10689	0.234972677595628	1.6120814831962	3.44975986959218	0.000814106873076759	0.00329519448626307	0.00176491840905112	17164/23797/64930/15259/58800/13559/18706/56458/19055/15257/18033/27354/19059/19046/19744/231506/15258/110157/16653/21803/11652/26417/66922/19651/18021/245000/74769/56484/215999/19058/103583/22333/26399/217708/13557/19645/17869/26416/14991/12314/17126/19211/12234	43
Human Diseases	Endocrine and metabolic disease	mmu04936	Alcoholic liver disease	35/1558	141/10689	0.24822695035461	1.70301532242646	3.47105954804773	0.000860156201235655	0.00344062480494262	0.00184281142803428	72674/56752/23797/56458/18033/11364/26409/108079/108099/26414/207565/101214/11652/13106/12367/16150/26408/68652/56484/56480/26420/26399/11671/26398/53859/11430/22031/26419/19082/26416/64898/110695/20250/12675/20249	35
Cellular Processes	Cell growth and death	mmu04110	Cell cycle	38/1558	157/10689	0.24203821656051	1.66055615970172	3.44410930053622	0.000886562091870701	0.00350501292134928	0.00187729794239451	18393/226849/99152/54401/26428/17222/18538/13559/50793/66440/26429/59008/26965/12576/21803/19651/73699/245000/211586/20842/15182/19052/66156/217232/26931/22630/26932/66671/13557/218914/19645/17869/71175/12914/17126/77805/17128/13006	38
Human Diseases	Endocrine and metabolic disease	mmu04933	AGE-RAGE signaling pathway in diabetic complications	27/1558	101/10689	0.267326732673267	1.83405355939959	3.47872772529672	0.000992975188408191	0.00388059269033086	0.00207845986200384	20846/18802/12043/23797/18798/18706/56458/18033/18762/26414/12576/16653/21803/11652/26417/12367/74769/26420/20851/20848/26419/26416/13653/17126/13367/17128/16452	27
Human Diseases	Infectious disease: viral	mmu05160	Hepatitis C	39/1558	164/10689	0.23780487804878	1.63151241428974	3.366398634394	0.00109477723024761	0.00422982111686577	0.002265507904699	20846/12633/23797/54401/18706/18033/242653/16451/109880/110157/16653/11652/26417/52432/12367/16150/16835/73699/56469/74769/20847/56480/19052/20848/14784/13665/22031/22630/20663/13557/18260/71978/19645/17869/16341/15975/56173/12015/12675	39
Organismal Systems	Immune system	mmu04625	C-type lectin receptor signaling pathway	29/1558	112/10689	0.258928571428571	1.77643613607189	3.41197842766664	0.00114203878833131	0.00435627554607017	0.00233323736678062	20846/17164/23797/18706/19055/12042/18033/19059/26414/19247/110157/16653/11652/26417/66922/74256/18021/16150/74769/20847/19058/26420/53859/239114/26419/208650/26416/12314/12675	29
Metabolism	Lipid metabolism	mmu00561	Glycerolipid metabolism	19/1558	63/10689	0.301587301587302	2.06910569105691	3.51543270017246	0.00116406352035176	0.00435627554607017	0.00233323736678062	56752/104418/69923/23945/52123/102247/15450/28169/13139/11671/56077/217480/19012/380921/110197/55979/64898/225010/110695	19
Metabolism	Glycan biosynthesis and metabolism	mmu00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	10/1558	24/10689	0.416666666666667	2.85863286264442	3.76523060821638	0.00116594433733055	0.00435627554607017	0.00233323736678062	50785/14043/58193/83398/23908/15476/93683/50787/17423/14042	10
Environmental Information Processing	Signal transduction	mmu04151	PI3K-Akt signaling pathway	75/1558	368/10689	0.203804347826087	1.39824433498912	3.21133346340287	0.00129552691947049	0.00475325933980259	0.0025458633615661	12839/12912/13869/16367/12043/329278/23797/226849/64930/12064/54401/11909/12048/18706/74343/13684/18033/109333/14688/16451/108079/50791/14176/19699/19744/381810/12576/14924/110157/18205/16653/11652/16001/26417/52432/14183/14182/19651/16337/16150/320795/73699/74769/235542/20393/20869/16404/56484/22027/19052/16416/74370/72508/16400/14784/26931/22630/20663/26932/18212/74551/14180/14702/71978/17869/15370/75705/11600/16419/15975/14164/12015/16452/19211/12675	75
Environmental Information Processing	Signal transduction	mmu04668	TNF signaling pathway	30/1558	118/10689	0.254237288135593	1.74425056025761	3.35795533615515	0.0013001562311813	0.00475325933980259	0.0025458633615661	12633/12912/23797/16396/11909/18706/18033/26409/26414/11652/26417/12367/74256/16150/67384/16168/11797/74769/26408/68652/26420/26399/26398/53859/22031/73086/26419/26416/26410/12675	30
Human Diseases	Infectious disease: parasitic	mmu05142	Chagas disease	27/1558	103/10689	0.262135922330097	1.79844086892581	3.36332010955059	0.0013661832354892	0.00494151383049284	0.00264669316617728	12633/23797/18798/18706/14679/18033/14677/26414/21803/11652/26417/52432/14681/16150/73699/74769/14678/432530/26420/19052/26398/26419/71978/15980/26416/17126/12675	27
Organismal Systems	Endocrine system	mmu04917	Prolactin signaling pathway	21/1558	74/10689	0.283783783783784	1.94696076050376	3.3764523243572	0.00155821839779337	0.00557678163420786	0.00298694496197511	20846/23797/18706/18033/26414/110157/16653/11652/26417/74769/56484/26420/192157/20851/20848/14784/20663/26419/26416/56468/16452	21
Human Diseases	Endocrine and metabolic disease	mmu04932	Non-alcoholic fatty liver disease	38/1558	162/10689	0.234567901234568	1.6093044263776	3.22784228641145	0.00164399417182087	0.00582247935853224	0.00311854157593213	72674/227197/16367/67273/226646/23797/16396/18706/18033/230075/108079/108099/26414/12861/13666/68202/66108/21803/11652/68197/67003/13106/12367/16337/384783/16150/74769/26408/66414/26420/13665/17993/26419/19082/68194/26416/66416/12868	38
Organismal Systems	Development and regeneration	mmu04380	Osteoclast differentiation	33/1558	136/10689	0.242647058823529	1.66473325530469	3.22256487556455	0.00179142747564556	0.00627923032700507	0.0033631790915538	20846/12912/23797/18706/19055/18033/100201/26409/19059/16451/26414/11938/17342/21803/11652/26417/74256/16150/74769/14360/20847/68652/19058/26420/16416/26399/53859/14784/26419/15975/15980/26416/12675	33
Organismal Systems	Endocrine system	mmu04926	Relaxin signaling pathway	32/1558	131/10689	0.244274809160305	1.67590079275642	3.21514491626658	0.00185776744861439	0.00644531563804991	0.00345213500118463	12912/23797/18798/11909/18706/14679/18033/18749/14688/18762/14677/26414/110157/16653/21803/11652/26417/18747/14681/74769/14678/432530/26420/26398/14784/104111/20663/14702/26419/11514/26416/17126	32
Organismal Systems	Endocrine system	mmu04912	GnRH signaling pathway	24/1558	90/10689	0.266666666666667	1.82952503209243	3.26430764768806	0.00191785577897372	0.006537196964519	0.00350134698099624	18798/108058/18749/26414/110157/16653/26417/18747/432530/26420/26406/26399/12323/26398/14784/104111/20663/26419/11514/26416/26407/12314/13653/15200	24
Organismal Systems	Immune system	mmu04611	Platelet activation	31/1558	126/10689	0.246031746031746	1.68795464270432	3.20866381295314	0.00192270498956441	0.006537196964519	0.00350134698099624	23797/20619/18798/18759/18706/109905/14679/18749/17096/18762/19046/109305/14677/11652/20866/26417/18747/74769/14678/14360/17931/215449/432530/16416/14674/104111/19878/11514/26416/67268/19877	31
Genetic Information Processing	Folding, sorting and degradation	mmu03050	Proteasome	15/1558	47/10689	0.319148936170213	2.18959112883402	3.37604165404239	0.00201054795205854	0.00676818122475151	0.00362506300892264	70247/59029/19177/228769/26444/19185/26445/20422/26440/103554/69077/19184/66997/19167/19173	15
Organismal Systems	Endocrine system	mmu04923	Regulation of lipolysis in adipocytes	17/1558	57/10689	0.298245614035088	2.04617931220863	3.27121319599637	0.00237022124493063	0.00790073748310212	0.00423166434853457	16367/11539/23797/18706/14679/18749/14677/23945/11652/18747/16337/384783/74769/14678/432530/104111/11514	17
Human Diseases	Substance dependence	mmu05030	Cocaine addiction	15/1558	48/10689	0.3125	2.14397464698331	3.28109325893931	0.00253730046449755	0.00837555493135115	0.00448597833784442	12912/67839/12064/11909/14679/18033/18749/14677/18747/14678/13385/13195/14813/14811/17161	15
Human Diseases	Cancer: specific types	mmu05223	Non-small cell lung cancer	20/1558	72/10689	0.277777777777778	1.90575524176294	3.18528996526651	0.00263502966595739	0.00861452006178378	0.00461396894950029	23797/16574/18706/109880/110157/16653/11652/26417/74769/56484/20851/20848/14784/20663/13557/27015/19645/78798/16573/12015	20
Human Diseases	Neurodegenerative disease	mmu05020	Prion disease	57/1558	273/10689	0.208791208791209	1.43245778611632	2.98983579081486	0.0027001584692997	0.0087433702815419	0.00468298160590325	12912/70247/227197/67273/226646/16574/59029/19122/12995/19177/11909/26444/18706/19055/19185/18749/26445/230075/19059/26414/12861/13666/20422/68202/66108/68197/67003/26417/26440/12367/18747/74769/14360/66414/215999/19058/26420/22333/69077/19184/66997/14813/19167/13665/17993/26419/19173/14811/68194/26416/66416/22153/13653/67951/16573/12015/12868	57
Human Diseases	Infectious disease: viral	mmu05163	Human cytomegalovirus infection	54/1558	256/10689	0.2109375	1.44718288671374	2.99139202807879	0.0027395545739484	0.00878725052021185	0.00470648402475743	12912/23797/64930/18798/11909/18706/213498/19055/14679/18033/18749/14688/19059/16451/19303/14677/19744/14673/110157/16653/11652/26417/12367/18747/14681/18021/16150/12927/74769/14678/56480/432530/19058/12928/16416/14674/26399/72508/20848/14784/104111/19878/20663/13557/14702/19645/17869/20683/11514/26416/14991/12314/19877/12675	54
Metabolism	Lipid metabolism	mmu01040	Biosynthesis of unsaturated fatty acids	12/1558	35/10689	0.342857142857143	2.35224646983312	3.30983474109244	0.00283455213357925	0.00900698808800882	0.00482417628243197	56348/170439/70025/68801/57874/83603/11430/171210/171282/70757/20250/20249	12
Human Diseases	Cardiovascular disease	mmu05417	Lipid and atherosclerosis	47/1558	217/10689	0.216589861751152	1.48596215164189	2.98737865953174	0.00291293059955186	0.00917033707266328	0.00491166660548219	12043/18986/23797/18798/12048/18706/108058/19055/109905/18033/17096/26409/19059/11303/76580/26414/13666/16653/11652/26417/12367/18021/16150/16835/74769/26408/68652/22027/215449/56480/19058/26420/26399/12323/26398/20848/19878/13665/22031/26419/26416/12314/225164/12015/22359/16452/12675	47
Environmental Information Processing	Signal transduction	mmu04371	Apelin signaling pathway	33/1558	140/10689	0.235714285714286	1.61716944801027	3.03623630123317	0.00295745046274921	0.00922507483793332	0.00494098435592094	208727/23797/18798/14679/18749/14688/108079/14677/108099/18181/110157/16653/110891/11652/26417/17258/66922/18747/14678/21780/432530/14674/72508/104111/17260/14702/11514/19082/12314/225326/13653/17126/17128	33
Metabolism	Lipid metabolism	mmu00062	Fatty acid elongation	11/1558	31/10689	0.354838709677419	2.43444863141331	3.30370124715118	0.00309837546833983	0.00957679690214129	0.00512936800021809	56348/170439/70025/68801/57874/83603/171210/171282/72852/70757/54397	11
Organismal Systems	Endocrine system	mmu04922	Glucagon signaling pathway	26/1558	104/10689	0.25	1.71517971758665	3.02732610397889	0.00339280800711234	0.0103923848866504	0.00556619995476941	12912/23797/18798/11909/56458/74343/108058/19055/18749/19059/108079/108099/11652/18747/102093/18746/235344/19058/104570/12323/68734/74551/18642/19082/12914/12314	26
Human Diseases	Cancer: overview	mmu05207	Chemical carcinogenesis - receptor activation	49/1558	231/10689	0.212121212121212	1.45530400280079	2.88972102282376	0.00373376050477878	0.0113346301037927	0.00607086999367227	74229/12912/394430/613123/394432/394435/12043/66447/23797/11909/18706/11863/16649/11444/14679/18033/18749/71904/14176/384214/14677/110157/16653/11652/26417/18747/12286/74769/14678/56351/14871/22027/432530/72508/20851/20848/14784/104111/20663/14180/16648/19645/17869/11514/16646/12053/12015/16452/110651	49
Environmental Information Processing	Signal transduction	mmu04310	Wnt signaling pathway	39/1558	175/10689	0.222857142857143	1.52896020539153	2.91427691670037	0.00380055873324002	0.0114353094628461	0.00612479423242221	14369/107515/18798/12995/81004/108058/319478/19055/18749/26409/26563/19059/26414/26965/16974/13017/18747/18021/20187/21886/19058/103583/26420/407821/12323/18099/19878/26419/67772/14365/17869/12914/76441/11789/93687/328949/17128/12234/21888	39
Organismal Systems	Immune system	mmu04659	Th17 cell differentiation	26/1558	105/10689	0.247619047619048	1.69884467265725	2.97250894813176	0.00389902167259731	0.011628661128799	0.00622835410304095	20846/19055/18033/19059/16451/26414/21803/26417/18036/18021/16150/19883/19058/26420/19401/20851/20848/15251/16195/26419/15980/26416/17126/17128/16452/12675	26
Cellular Processes	Transport and catabolism	mmu04136	Autophagy - other	11/1558	32/10689	0.34375	2.35837211168164	3.17869633178929	0.00410964367132939	0.0121502508543651	0.00650771949784882	77040/66615/51897/93739/235040/19052/56486/74370/76559/68118/225326	11
Human Diseases	Cardiovascular disease	mmu05418	Fluid shear stress and atherosclerosis	34/1558	149/10689	0.228187919463087	1.56553316504553	2.87146604628669	0.00447994790056743	0.0131308817775252	0.00703294906350422	12043/66447/23797/11477/18706/16800/18033/26409/108079/18762/26414/11652/17258/16150/18104/11481/23938/74769/26408/20610/14871/22027/26420/16416/26399/26398/17260/26419/12166/15529/56551/26416/12314/12675	34
Organismal Systems	Nervous system	mmu04724	Glutamatergic synapse	28/1558	117/10689	0.239316239316239	1.64188143905731	2.88364602859742	0.00471061777662481	0.0136889747354909	0.00733186572520101	14660/18798/19055/14679/18749/14688/19059/14677/320129/26417/18747/12286/14681/22063/14678/14816/432530/19058/13385/14813/104111/26556/14702/11514/14811/224997/268934/110355	28
Organismal Systems	Nervous system	mmu04727	GABAergic synapse	23/1558	91/10689	0.252747252747253	1.73402784635134	2.90465162698482	0.00489753292434583	0.0141115355447253	0.0075581908645123	14660/70827/14679/18749/14409/14688/14400/14677/18747/12286/14681/93739/14678/432530/14401/56486/14406/14394/104111/268566/14702/11514/16522	23
Human Diseases	Cancer: overview	mmu05208	Chemical carcinogenesis - reactive oxygen species	48/1558	229/10689	0.209606986899563	1.43805461037833	2.76791616646308	0.00517743218260929	0.0147926633788837	0.00792300546299343	11352/227197/67273/66447/226646/23797/19271/18706/11863/18033/230075/384214/26414/12861/19247/68202/109880/110157/66108/16653/11652/68197/67003/26417/13106/16150/18104/74769/26408/66414/56484/14871/26420/22333/26398/53859/14784/15251/20663/17993/26419/68194/26416/66416/12015/19211/12868/12675	48
Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion	43/1558	202/10689	0.212871287128713	1.46045005655893	2.72901145874534	0.00592202037277009	0.0167790577228486	0.00898692565341427	12839/12043/329251/329278/23797/18706/109905/19046/19303/19699/26414/109880/110157/11652/16001/57342/26417/232807/12927/19417/11797/74769/14360/17931/16404/215449/26420/12928/16416/16400/14784/19878/11855/20663/26419/16419/224105/67268/19877/13367/12015/19211/18719	43
Metabolism	Amino acid metabolism	mmu00280	Valine, leucine and isoleucine degradation	16/1558	57/10689	0.280701754385965	1.92581582325519	2.89485836964308	0.00606809683024107	0.0170081349101909	0.00910962024601557	56752/13171/72039/11364/58875/66885/12039/208982/12040/66904/11671/13382/208715/110821/67041/110695	16
Human Diseases	Cancer: specific types	mmu05218	Melanoma	19/1558	72/10689	0.263888888888889	1.8104674796748	2.85018933498883	0.00613706387206958	0.0170081349101909	0.00910962024601557	23797/18706/14176/17342/109880/110157/16653/11652/16001/26417/14182/74769/13557/27015/14180/19645/14164/12015/19211	19
Organismal Systems	Excretory system	mmu04961	Endocrine and other factor-regulated calcium reabsorption	17/1558	62/10689	0.274193548387097	1.88116485154665	2.87422291635027	0.0061529429233926	0.0170081349101909	0.00910962024601557	381290/103967/11931/18798/11928/18749/11941/110891/11772/11771/18747/53869/11933/67972/71770/67300/74325	17
Organismal Systems	Nervous system	mmu04725	Cholinergic synapse	27/1558	114/10689	0.236842105263158	1.62490710087156	2.7707699895447	0.00631789280828645	0.0173232544743338	0.00927839945529334	12912/12043/23797/18798/18706/108058/11444/14679/18749/14688/14677/16653/11652/26417/18747/12286/14681/74769/14678/14360/432530/12323/104111/14702/11514/16522/16452	27
Human Diseases	Cancer: specific types	mmu05225	Hepatocellular carcinoma	38/1558	175/10689	0.217142857142857	1.48975609756098	2.69828405877669	0.00665837090059994	0.0180977875706811	0.00969324225921929	14369/66447/23797/12048/18706/93760/109880/110157/16974/16653/21803/11652/16001/26417/18104/20586/74769/50493/68094/14871/72508/57376/14784/20663/70127/13557/27015/14365/19645/17869/239985/11789/93687/17126/17128/12015/67155/19211	38
Organismal Systems	Immune system	mmu04658	Th1 and Th2 cell differentiation	22/1558	88/10689	0.25	1.71517971758665	2.78263271068003	0.00670682715854653	0.0180977875706811	0.00969324225921929	20846/19055/433586/18033/19059/16451/26414/26417/18036/18021/16150/17132/270118/19058/26420/103806/20851/26419/15980/26416/16452/12675	22
Human Diseases	Endocrine and metabolic disease	mmu04930	Type II diabetes mellitus	14/1558	48/10689	0.291666666666667	2.00104300385109	2.87114356992572	0.00691925202637212	0.0184163382354455	0.00986385917873708	16367/18706/18762/26414/26417/12286/16337/384783/16150/18746/74769/15275/26420/26419	14
Human Diseases	Infectious disease: viral	mmu05162	Measles	32/1558	142/10689	0.225352112676056	1.54607749190909	2.70586891364272	0.00693320968863831	0.0184163382354455	0.00986385917873708	20846/12043/23797/12995/12048/18706/56417/18033/26409/16451/22062/26414/12576/11652/18036/12367/16150/74769/20847/68652/56480/26420/20851/20848/13665/22031/26419/68135/208650/15975/12015/12675	32
Environmental Information Processing	Signal transduction	mmu04340	Hedgehog signaling pathway	16/1558	58/10689	0.275862068965517	1.89261210216458	2.81554508682638	0.00727250003603389	0.0191678295523374	0.0102663607199826	12043/18749/320129/26965/18747/103583/16568/20747/66313/19206/17237/117606/70425/93687/12234/110355	16
