gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Bnip3	0.0564025841651157	-0.0560221171508625	0.00559749596103791	0.000218111629359386	0.112424701315978	0	0	0
Ppm1k	0.0672283421622532	-0.0451252622126176	5.46383648602213e-07	3.01558154247338e-05	0.112353604374871	1	1	0
Ilkap	0.0480190547535756	-0.0642607608452677	0.00516973856173629	1.24959811383207e-06	0.112279815598843	0	0	0
Mapkapk3	0.0583583586896608	-0.0538090408621533	0.000980389546637984	0.000496245608854015	0.112167399551814	1	1	0
Wasl	0.0575018733339616	-0.0546604392011093	4.19123222782753e-07	1.55928170671621e-07	0.112162312535071	0	0	0
Psma1	0.0536859184731775	-0.0584022760658956	0.018664408014972	0.00278062861671067	0.112088194539073	0	1	1
Slain2	0.0576079310333999	-0.0544667037220634	7.5771276402619e-10	3.44476381658666e-12	0.112074634755463	0	0	0
Hs6st1	0.0592318066228086	-0.0527677693682038	0.005660820713154	0.00650619654665268	0.111999575991012	6	5	-1
Arl8b	0.0616372779345628	-0.0503414213856639	3.42693636896066e-08	3.50059316064198e-07	0.111978699320227	0	0	0
Adar	0.0597743593385388	-0.0521941741748993	0.00245326137381683	0.00202390910691064	0.111968533513438	7	5	-2
Ywhaq	0.0610444845939026	-0.0508852791571159	0.00124629691151925	0.00548543306543436	0.111929763751019	0	1	1
Paip2b	0.065974720478936	-0.0458091726022646	3.15379513444149e-05	0.000701848850653316	0.111783893081201	0	1	1
Rab11fip2	0.0607766456183303	-0.0509991362938075	7.48613083755767e-06	1.33593616626955e-05	0.111775781912138	0	1	1
Sft2d1	0.055785778249517	-0.0559881027326939	0.0245523000050771	0.00147017961353269	0.111773880982211	0	0	0
Nsd1	0.0581114595553062	-0.0536524214137583	7.43034670990502e-14	7.03844788268959e-15	0.111763880969064	0	0	0
Dennd4b	0.0644932116855849	-0.0471896568532759	0.00746486851360451	0.0395549791960559	0.111682868538861	0	0	0
Msl1	0.0540011249610567	-0.0575194291326339	0.00866135500874466	0.000151150496593871	0.111520554093691	0	0	0
Tshz1	0.0628837905884014	-0.0486268819523167	1.06104645314988e-16	4.94832274996327e-13	0.111510672540718	14	13	-1
Ing3	0.0585562313472501	-0.052954150925376	9.12299522104806e-07	5.58415761286218e-09	0.111510382272626	0	0	0
Dock9	0.0627712977570631	-0.0486884870815402	4.11366838874465e-32	2.66285635967056e-25	0.111459784838603	1	2	1
Sar1b	0.0613744698998138	-0.0500596489248007	4.52632306154633e-06	6.14412814671474e-06	0.111434118824614	0	0	0
Phf5a	0.0501041768513015	-0.0612227713824461	0.00608844954851654	2.02430584661056e-06	0.111326948233748	0	0	0
Endod1	0.0416326955294282	-0.0696339218440438	0.0363898752019323	3.74826605304374e-06	0.111266617373472	0	1	1
Zc3h15	0.0814071690757601	-0.0298560890243862	2.15368467921083e-07	0.0412825222575133	0.111263258100146	0	0	0
Asnsd1	0.0571254086343908	-0.0540832053494473	0.00295497523468681	0.000100463734572121	0.111208613983838	0	0	0
Cept1	0.0430159004188437	-0.0681774071877397	0.00114058221597692	7.27891864601309e-11	0.111193307606583	0	0	0
Farsa	0.0545127770679863	-0.056660930867723	0.0349198732112388	0.00529769924573209	0.111173707935709	0	0	0
Eif4g2	0.0509151723875884	-0.0601107052673645	0.0041150642603008	4.73738995918224e-05	0.111025877654953	0	0	0
Sp3	0.0710650058220001	-0.0399453031203069	2.89580050320016e-08	0.00210257268063261	0.111010308942307	1	2	1
Zbtb34	0.0523872179771467	-0.0585249347073663	0.000618386830042718	1.39740179277195e-06	0.110912152684513	0	0	0
Zbtb40	0.0808783261054226	-0.0299627807541094	1.08808465531774e-14	0.00573933599893565	0.110841106859532	1	2	1
Medag	0.0511255764001192	-0.059714011230461	0.00330092692581979	4.26314852232559e-05	0.11083958763058	4	2	-2
Inpp5a	0.059032909048817	-0.0516463692684599	2.34470974091067e-11	3.67736266235816e-11	0.110679278317277	3	6	3
Cry1	0.0653780491354345	-0.0452506631160697	2.32162809068477e-12	1.43875447791272e-08	0.110628712251504	1	2	1
Snx3	0.0659964933321778	-0.0445415923128773	1.98723058265965e-05	0.00328217795199228	0.110538085645055	0	0	0
Mpzl1	0.0612258596593298	-0.0493089680064367	1.19618304758007e-07	2.53207873242692e-07	0.110534827665766	4	3	-1
Srsf12	0.0551160821631808	-0.0553984843100375	1.37933757464649e-06	1.27551491524122e-09	0.110514566473218	0	1	1
Nfia	0.0798577637917998	-0.0306512358365327	2.00672984753761e-90	4.12759170366282e-16	0.110508999628332	12	20	8
Dync1li1	0.0571454630710437	-0.0532685695539472	0.000419466452184452	0.000229851426196153	0.110414032624991	0	0	0
Asf1a	0.0641720588329349	-0.0462153524464463	0.00104480365798332	0.00362712152114114	0.110387411279381	0	2	2
Syne1	0.0680360015119725	-0.0422680851439226	2.14579325380684e-66	3.29028145447546e-31	0.110304086655895	1	4	3
Arl14ep	0.0643971678727777	-0.0458283448975702	0.00421613598346841	0.0248922559147555	0.110225512770348	4	3	-1
Smurf2	0.0637938821086917	-0.0463206196976962	3.9778813508394e-11	5.93586630476023e-08	0.110114501806388	0	0	0
Cisd1	0.0548065404656302	-0.055176143697839	0.0067026543532424	0.000676156270712694	0.109982684163469	0	0	0
Fam133b	0.0561361124366457	-0.0537884744725683	2.68319929199046e-06	1.37572657956145e-07	0.109924586909214	0	0	0
Hpf1	0.059125284294638	-0.0506986678105598	2.78257758262747e-05	2.05837962373493e-05	0.109823952105198	0	0	0
Cnot9	0.0645180887689322	-0.0452017996043775	0.00114335432566444	0.0090247280891529	0.10971988837331	0	0	0
Smarca4	0.0599560774311891	-0.0496742627111993	6.16868777904097e-08	8.72002777521596e-08	0.109630340142388	0	0	0
Ormdl1	0.0768704485618761	-0.0327081042682563	2.16970631724604e-06	0.00690341293971478	0.109578552830132	0	0	0
Ruvbl2	0.0569060386504158	-0.0526583071219653	0.0242138892047095	0.00226546879442836	0.109564345772381	0	0	0
Smarce1	0.0610969443771602	-0.0481473721161398	0.000687492322786445	0.00119189694868996	0.1092443164933	0	0	0
Anks3	0.0636356053981231	-0.0455296495468011	0.000395672419517357	0.00179634597874446	0.109165254944924	0	0	0
Otulin	0.0537874864506571	-0.0551896808156976	1.9847667511575e-10	1.23168660172376e-13	0.108977167266355	1	1	0
Usp1	0.0678897626771373	-0.0410393766745318	0.000778745820415949	0.00835055854975126	0.108929139351669	0	1	1
Scamp1	0.0627985839213171	-0.0461024267241677	1.52957881994699e-10	3.5063620277561e-07	0.108901010645485	8	6	-2
Dlgap1	0.063204731636381	-0.0456837593942207	4.13955683284149e-101	2.18272321181474e-64	0.108888491030602	2	4	2
Cep120	0.0639336174014429	-0.0449510108326948	9.16381355786257e-14	4.71205379501163e-10	0.108884628234138	0	2	2
Nr4a2	0.0671467147709544	-0.0415976658744305	0.00387313648385108	0.0461251705499666	0.108744380645385	2	2	0
Clmp	0.0619700983562205	-0.0466574959892484	1.96245490136835e-08	9.3327915585234e-07	0.108627594345469	0	0	0
Mical2	0.0577837966678886	-0.0506972107040455	2.74488301207079e-09	4.00837031196974e-09	0.108481007371934	0	1	1
Zbtb4	0.0581975468885746	-0.0501099855245073	0.0279481847470111	0.0174192992887211	0.108307532413082	0	0	0
Sos2	0.0566708194101159	-0.0515352021088573	1.72095910131191e-14	1.58214319069727e-16	0.108206021518973	0	0	0
Ptpn11	0.0569477446446317	-0.0512506786502602	0.00239348930283706	0.00206199784789797	0.108198423294892	0	0	0
Tubg1	0.0520404313523601	-0.0560713235197591	0.025357952849777	0.00288731173435019	0.108111754872119	0	0	0
Ccdc186	0.0604089290827905	-0.0477014782895759	1.00903067853912e-07	6.06077192971413e-07	0.108110407372366	0	1	1
Nsmce4a	0.0504849026057193	-0.0576223447806984	0.000356373923509044	5.76629614464483e-09	0.108107247386418	0	0	0
Atp5o	0.0257199911688878	-0.0823132376186916	2.26938023307167e-07	0.0120359898384142	0.108033228787579	0	0	0
Rassf8	0.0553014933676206	-0.0527078886996477	1.78789217031013e-07	2.63002737156053e-08	0.108009382067268	12	9	-3
Jpt1	0.060402892522395	-0.0475861429945917	0.00633159137034826	0.0106655527360066	0.107989035516987	0	1	1
Akirin1	0.0557949784719215	-0.0521526367181348	0.0127011374940659	0.00240689175198428	0.107947615190056	0	0	0
Arf3	0.0520861360652597	-0.055713454578105	0.00567953098054578	0.00057550716478572	0.107799590643365	0	0	0
Gabrg2	0.0607371277855869	-0.0470177397024478	1.65838620182479e-13	1.01334988664308e-11	0.107754867488035	0	1	1
Tlcd4	0.0687334190502156	-0.0389585517863587	1.45693737154126e-15	5.56667592179207e-07	0.107691970836574	2	3	1
Adam1a	0.0512228287398924	-0.0563002635943633	0.00346646394035716	5.84347438515978e-05	0.107523092334256	0	0	0
Gm42878	0.0512228287398924	-0.0563002635943633	0.00346646394035716	5.84347438515978e-05	0.107523092334256	0	0	0
Arglu1	0.0481692210183823	-0.0593141517008698	0.000984350204342058	1.33329820938472e-06	0.107483372719252	0	0	0
Ncoa4	0.0589217732914512	-0.0485311916244341	0.005660820713154	0.00803066967205939	0.107452964915885	0	0	0
Marveld2	0.0742853465555622	-0.033145102850627	2.25675626690903e-07	0.00619466210367049	0.107430449406189	0	0	0
Negr1	0.0611013167981067	-0.04627863217024	6.57145737634418e-72	7.34496206701876e-49	0.107379948968347	1	1	0
Tmem104	0.0784623766806004	-0.0288989913101975	1.13061467952307e-08	0.0259278207869515	0.107361367990798	0	0	0
1700025G04Rik	0.0669078489886898	-0.0404264936414426	1.75283558429519e-40	7.20744636436147e-17	0.107334342630132	6	7	1
Naxd	0.0533965769157454	-0.0539175936922426	0.0191751975405596	0.0022484880130548	0.107314170607988	0	0	0
Copg1	0.0621688976973681	-0.0451062320558238	0.000253222815585842	0.000630579619557449	0.107275129753192	1	1	0
Cfap20	0.0679890514008618	-0.0392756146213373	0.00905616921740425	0.0424172757977053	0.107264666022199	0	1	1
Ammecr1l	0.065308623913251	-0.041933306109523	0.000430539961000371	0.0101455085155299	0.107241930022774	1	1	0
Faim	0.0711855261277358	-0.0360100176658142	0.000634648494081819	0.0455886821224361	0.10719554379355	2	2	0
Nfkbib	0.0657838493946221	-0.04136530901068	0.00497148858900137	0.00260334061464319	0.107149158405302	0	0	0
Slc25a33	0.0548435194720776	-0.0523017960721066	0.00019385934320979	2.18834096471307e-05	0.107145315544184	0	0	0
Rheb	0.0561377921159392	-0.0509114743514466	5.33814508860665e-05	6.77514743212401e-05	0.107049266467386	0	0	0
Phax	0.0608015799485273	-0.0462360630085313	0.00244830653122477	0.00672871167610056	0.107037642957059	0	0	0
Dnajb1	0.0679889817254528	-0.0389661097381779	0.0167033858173278	0.0425607872261922	0.106955091463631	0	0	0
Esco1	0.0554155385969997	-0.0512739449362986	2.93504032456174e-05	1.36740323939587e-05	0.106689483533298	0	0	0
Klhl23	0.054586341693637	-0.0520781910138759	0.00437374485265689	0.0003520709638802	0.106664532707513	0	0	0
Tmem59	0.0685052540944762	-0.0381559617196019	3.20576250900472e-05	0.00975500651459628	0.106661215814078	0	0	0
Mtx2	0.0524984220607273	-0.0541596283435422	8.76689837892789e-06	1.70473922420089e-07	0.106658050404269	2	1	-1
Tcf4	0.0624559421768918	-0.0440500521117531	2.92251110363465e-67	8.24086785499206e-35	0.106505994288645	1	5	4
Fat1	0.0673382976467621	-0.0391262006806259	3.56677426363057e-37	3.17465370813423e-16	0.106464498327388	4	5	1
Hspa9	0.0579189977969953	-0.0485296947753311	0.00195494310921642	0.000905145468590077	0.106448692572326	0	1	1
Zdhhc21	0.0595154099024953	-0.0469269254400686	1.52512174790632e-07	1.60185271770779e-06	0.106442335342564	0	0	0
Itga3	0.0550018297574046	-0.0513273963147267	0.000541667840747088	3.48118125233375e-05	0.106329226072131	0	1	1
Atg4b	0.0504486251464118	-0.0558778423699131	0.000388394089914793	4.28222339126384e-06	0.106326467516325	0	0	0
Inpp1	0.0517808400983315	-0.054499120813062	0.00275950308581745	4.55258383970517e-05	0.106279960911393	1	1	0
Sirt2	0.0561574976352182	-0.0500965485994279	0.00303624458931748	0.000436233332204704	0.106254046234646	0	0	0
Sar1a	0.068368400235276	-0.0378665835572827	0.000757994428001663	0.0225550697852866	0.106234983792559	0	0	0
Cadm1	0.0544840785906306	-0.0517141453265117	1.76512052452023e-55	1.03125717845448e-61	0.106198223917142	15	12	-3
Slc2a3	0.0550984713902791	-0.0510715134219315	1.1016711467755e-08	2.40925784972663e-11	0.106169984812211	0	1	1
Mtmr6	0.0455080211789396	-0.0605578157897603	0.000459293155181389	1.83376782288721e-09	0.1060658369687	0	0	0
Plekhg3	0.0483433873917053	-0.0576388627418632	0.01273092111228	0.000272620125485106	0.105982250133569	0	0	0
Coa7	0.0616054500353054	-0.0443207369864413	0.0221617703286383	0.0438321821056045	0.105926187021747	0	0	0
Pomgnt1	0.0633513726883492	-0.0425634245503924	3.78517677600152e-05	0.00112143442235614	0.105914797238742	0	0	0
Serinc1	0.066623181295009	-0.0392395034599625	0.000517342026621297	0.032002573905408	0.105862684754972	0	0	0
Samd12	0.0608971670388725	-0.0449167060330912	1.35795982750333e-71	2.48921179138922e-52	0.105813873071964	1	3	2
Pogk	0.0525057320158813	-0.0532970289688883	0.00113598576715053	1.45720276460039e-05	0.10580276098477	0	0	0
Acox1	0.0537820452942095	-0.0519425853690759	5.69329658753166e-06	7.35911561496108e-08	0.105724630663285	0	0	0
Spata7	0.0541949843572351	-0.0514885097486296	9.51245852081087e-07	3.21907343225443e-08	0.105683494105865	0	0	0
Cog2	0.0646183894893707	-0.0410622728549531	8.09447095703517e-05	0.00394416612157423	0.105680662344324	1	1	0
Numb	0.0617708300740488	-0.043887233756588	7.8582611434791e-15	2.20362406745817e-10	0.105658063830637	0	1	1
Arl3	0.0552167249230241	-0.0504153150556584	1.02548377094835e-05	4.91043358952217e-07	0.105632039978683	0	0	0
Tmem70	0.0572871887499604	-0.0482155376983995	0.0304738479923245	0.0125246776525874	0.10550272644836	0	0	0
Nadk	0.0457747125849185	-0.0597109400179393	0.0172690458353097	2.83710448232321e-05	0.105485652602858	0	0	0
Rab30	0.0605948719453014	-0.0448719288780094	5.87668736218517e-12	2.23821872080543e-09	0.105466800823311	0	0	0
Hmgcll1	0.0619115290967798	-0.0435354759946278	4.04275049342537e-23	4.08023682559181e-18	0.105447005091408	0	0	0
Gsr	0.0532389951890416	-0.052190564526868	8.24123751811642e-08	6.84335616305425e-10	0.10542955971591	0	0	0
Arih2	0.0509855703163937	-0.0544146565206415	6.3020309277002e-06	3.8707060332918e-09	0.105400226837035	0	0	0
Plekhm1	0.0570350808574479	-0.0483477591687092	1.65386711950695e-05	1.56565686189564e-05	0.105382840026157	0	0	0
Rlf	0.0561102969198627	-0.0492450130167043	3.53071583210419e-10	1.73623988442767e-10	0.105355309936567	0	0	0
Pfdn2	0.0463001921619807	-0.0590097573880762	0.0299395118919582	0.000221139979452597	0.105309949550057	0	0	0
Gm44965	0.0689581765154293	-0.0363066125521817	5.9647973636245e-07	0.00307111817739932	0.105264789067611	0	0	0
Errfi1	0.0461299313118969	-0.0591182077482104	0.0293326822128277	0.000167062525278949	0.105248139060107	0	0	0
Usp47	0.0645762372794072	-0.040416601572229	5.85065293067035e-12	3.41143323558079e-06	0.104992838851636	0	0	0
Enpp5	0.053987264480001	-0.0509398266223562	0.00108468810612918	0.000160881614633878	0.104927091102357	0	0	0
Usp30	0.0623759130900485	-0.0425182962894131	1.47598587826028e-07	2.16586396023168e-05	0.104894209379462	0	0	0
Ctcf	0.0601982595897675	-0.0446177295370713	4.34164328520319e-08	2.50008280437413e-06	0.104815989126839	0	0	0
Ssrp1	0.0684894945150621	-0.0362935405155694	0.000718587812149373	0.0130827402303955	0.104783035030632	0	0	0
Maip1	0.0538221497272063	-0.0509378930198549	0.00682504932459907	0.000324756973136068	0.104760042747061	0	0	0
Chd6	0.0513110042461138	-0.0534398423404052	2.8526402574637e-15	7.98708178023259e-22	0.104750846586519	9	8	-1
Herpud2	0.058752893815102	-0.0459609779119336	5.23840984529424e-06	8.76689291499237e-05	0.104713871727036	1	1	0
Neto2	0.0543003154140196	-0.0503614645593446	2.14668270219923e-05	5.34194452067698e-06	0.104661779973364	0	0	0
4931406P16Rik	0.0573877547894981	-0.0472353962459377	1.39400229851754e-06	1.29856356144411e-06	0.104623151035436	0	0	0
Nufip2	0.0725177627052545	-0.0320166486001957	5.60084689180873e-06	0.0415292936267975	0.10453441130545	0	0	0
Ints11	0.0538653618182849	-0.0506614812169161	0.00064681087672143	1.58368470139262e-05	0.104526843035201	0	0	0
Zbtb10	0.0630041161381745	-0.0415193750803292	4.05350894581226e-06	0.00111650197610953	0.104523491218504	2	2	0
Ap2a1	0.052789159133226	-0.0517218476834408	0.0013715961294327	8.60508889354442e-05	0.104511006816667	0	0	0
Stat2	0.0670081852520021	-0.0374234746891579	8.63562086357587e-05	0.0229216796147387	0.10443165994116	0	2	2
Vps26a	0.0499563052553682	-0.0544465102108884	0.00973771939043548	0.000436765172803473	0.104402815466257	1	1	0
Fam184b	0.059477760096637	-0.0448869363570167	4.35080645814349e-12	3.63352824694585e-11	0.104364696453654	0	1	1
Syt9	0.0667407784086211	-0.0375977575008714	1.62394290793536e-20	9.14211854115454e-08	0.104338535909492	1	1	0
Ank	0.0542477648660984	-0.0500815231120478	3.96151484194647e-12	1.15575093053639e-11	0.104329287978146	3	3	0
Abcf1	0.0534679258823831	-0.0508312421567991	0.0293633514163588	0.0106638813217603	0.104299168039182	0	0	0
Anapc11	0.0691879593346808	-0.0351088053094934	0.0109071719858582	0.00939952701530489	0.104296764644174	0	0	0
Zfp882	0.0610909798924971	-0.0431159465863735	0.0459821863053852	0.0352586658267465	0.104206926478871	0	0	0
Zfp790	0.0664022496387515	-0.03776684770881	0.000200208926647917	0.00784088212876872	0.104169097347562	0	0	0
Sbf2	0.0533232303313496	-0.0508075145863358	3.07482108042014e-35	2.148045345633e-45	0.104130744917685	0	0	0
Lims1	0.0615141888426387	-0.0424629509641282	4.00644219956622e-12	1.55058256974738e-09	0.103977139806767	1	1	0
Mob4	0.0586931810525878	-0.0452614349567561	0.00153305611166138	0.0052650556153833	0.103954616009344	0	0	0
Mmadhc	0.050499711031648	-0.0533315821209785	0.0185506096390638	2.56720945341207e-05	0.103831293152627	1	1	0
Tor1aip2	0.0516786575953203	-0.0519881014268643	0.000281490954499404	3.53080913071077e-06	0.103666759022185	0	0	0
Stard3nl	0.0665966437742568	-0.0370605537117805	9.62191850914338e-06	0.0100928000113495	0.103657197486037	4	5	1
Maoa	0.0598286104488781	-0.0438193208732857	0.0170098351757632	0.000534433385056386	0.103647931322164	0	1	1
Atg14	0.0531526477752227	-0.0504843593684308	8.4954105646932e-05	1.38906820456583e-06	0.103637007143653	0	0	0
Gcnt1	0.063214258679082	-0.0403051935146611	1.64269685760566e-09	2.02430584661056e-06	0.103519452193743	1	1	0
Map1b	0.0547398939471088	-0.0487545977535911	6.75864335306987e-12	3.71229095847273e-11	0.1034944917007	3	12	9
Rad23b	0.0531948546869523	-0.0502611676512076	0.000111529846927246	2.2572106055455e-05	0.10345602233816	3	0	-3
Zfp398	0.0484632340581368	-0.054907794921173	5.96670610445363e-05	5.76326731578451e-08	0.10337102897931	0	0	0
Ak6	0.0612633306327373	-0.0417662298984557	0.00135702473224079	0.00183711681557503	0.103029560531193	0	0	0
Usf3	0.0557281328372206	-0.0472994022849516	3.00843838951245e-06	1.70354961694386e-05	0.103027535122172	0	0	0
Zc3h14	0.0451402169102491	-0.057830284040231	0.000705873736401942	9.67659326008397e-08	0.10297050095048	0	0	0
Gm10033	0.0468089821020272	-0.0561406230125851	0.00943810860670767	4.27869832972646e-05	0.102949605114612	1	2	1
Zbtb2	0.0643371099712792	-0.0385180308980629	0.0013226833180707	0.0480999967713312	0.102855140869342	1	1	0
Zfp746	0.0461447094071904	-0.0566784431361914	0.0248400974996885	0.000148634733880526	0.102823152543382	0	0	0
Crlf3	0.0583746777533682	-0.0444461948656035	1.41648798535317e-06	9.67530960738193e-06	0.102820872618972	0	0	0
Dlgap3	0.0503250017045401	-0.0524881604023954	0.00357946823483039	0.000863145034615343	0.102813162106936	1	1	0
Fut8	0.0728021335218272	-0.0299835641752648	9.71507980506178e-24	9.9059358527629e-05	0.102785697697092	6	13	7
Dcun1d1	0.0588529562903138	-0.0437996819261056	3.46081160675331e-07	1.6006731581965e-06	0.102652638216419	0	0	0
Zfp239	0.0627215708750012	-0.0399291313936981	0.000777055571696006	0.0034957726494401	0.102650702268699	0	0	0
Mtdh	0.0540781052296335	-0.0485308258932026	1.19809243782229e-05	7.67590024304235e-06	0.102608931122836	1	1	0
Micu1	0.0546789078502197	-0.0479206482390893	6.35594752032684e-25	5.11832491433298e-28	0.102599556089309	0	0	0
Mblac2	0.0528701047395221	-0.0497120538300295	6.20101357454013e-06	2.83751279464481e-09	0.102582158569552	1	0	-1
Arid5b	0.0523331358223725	-0.05017146009405	7.24773192743825e-31	2.65989048989254e-47	0.102504595916422	2	3	1
Osbpl2	0.0621304398399362	-0.0403585732883599	8.44129852460948e-06	0.00114672332253096	0.102489013128296	1	1	0
Pcf11	0.0516904761635927	-0.0507503733993959	0.00528689656583265	0.00231156270371222	0.102440849562989	0	0	0
Hnrnpll	0.0415679663703465	-0.0607655605367715	0.00114189228267896	1.29115216506725e-09	0.102333526907118	1	1	0
Gtpbp1	0.0631687020186883	-0.0391387558092049	1.6485726022192e-06	0.000857250637857401	0.102307457827893	1	0	-1
Slc12a6	0.0525657085351018	-0.0497154495156019	4.30191813141626e-11	1.11340900531809e-12	0.102281158050704	0	1	1
Trmt6	0.0500523144845795	-0.0521095749308254	0.00185878100830359	6.20458039596401e-05	0.102161889415405	0	0	0
Sergef	0.0672364590477029	-0.0349006039192596	1.67622038985548e-25	1.85337188451533e-08	0.102137062966963	0	2	2
Ppp4r1	0.0528805910593996	-0.0492461276002983	8.33336185691584e-08	2.91596845143523e-08	0.102126718659698	0	0	0
Adnp2	0.062749210600715	-0.0392825084783152	0.000173163747736012	0.00579018335119236	0.10203171907903	1	3	2
Kcnab1	0.0574567555969465	-0.0444949419833144	2.65538932464148e-48	6.67031926086692e-44	0.101951697580261	1	4	3
Smarca5	0.0552883597756477	-0.0466427832695512	1.1679811310111e-05	9.24726149111448e-06	0.101931143045199	0	0	0
Atf2	0.0650296723080351	-0.0368534923652744	2.25157703759586e-11	1.86598636373817e-05	0.10188316467331	0	0	0
Slc43a2	0.0676625875203377	-0.0341943701791466	4.21371470258784e-06	0.02331756290257	0.101856957699484	0	0	0
Prdm10	0.0657557675780259	-0.0360497233333228	1.79478835818641e-15	1.23759812801961e-06	0.101805490911349	0	0	0
Svop	0.0558684426088157	-0.0459327030249207	3.58064462252976e-06	3.77358252667826e-06	0.101801145633736	0	0	0
Uhrf2	0.0555908786023694	-0.0462036364141381	3.93210265282405e-10	5.22053080168647e-09	0.101794515016508	0	1	1
Polr3gl	0.0657312861687013	-0.0360473372539911	0.000603703072228797	0.0252773393864171	0.101778623422692	0	0	0
Atg13	0.0463009579913045	-0.0553941573862719	0.0105454179965453	8.72693608990775e-05	0.101695115377576	0	0	0
Zdhhc16	0.0575917843194611	-0.0440839560978564	0.0123907638344259	0.00437622447209371	0.101675740417318	0	0	0
Ccm2	0.056138434375794	-0.0455271435934397	0.00024230045806784	0.000529351598928454	0.101665577969234	0	0	0
Arl6ip5	0.0648263535151657	-0.0367506459537144	3.89257982737158e-05	0.00555258550019995	0.10157699946888	0	1	1
Trappc6b	0.0506405309072673	-0.0508375395692258	0.0134221282748422	0.00372254144927962	0.101478070476493	0	0	0
Ap3m2	0.0523324901077391	-0.0491413639683165	0.00524159338258642	0.000857841208306413	0.101473854076056	1	1	0
Fam45a	0.0632106234870724	-0.0382438207853912	0.000407978885167715	0.0042882291382198	0.101454444272464	0	0	0
Kbtbd8	0.0576198702441846	-0.0438121597541013	0.000272883347039809	8.60083768177006e-05	0.101432029998286	0	0	0
Inpp5k	0.0521200433364322	-0.0492831160415947	0.0311716971562175	0.00435221298423277	0.101403159378027	0	0	0
Zc3h6	0.0492613245289409	-0.0521126487065274	3.89257982737158e-05	1.12172599553162e-07	0.101373973235468	0	0	0
Ccnh	0.0428783323589996	-0.0584476506952287	0.00025090116968255	3.18297360142883e-10	0.101325983054228	0	1	1
Kansl3	0.0582107528517667	-0.0430313945493921	0.000112689685984348	0.00116576620222484	0.101242147401159	0	0	0
Mta1	0.051249744237357	-0.0499512227794399	0.0330381538089874	0.011769292426047	0.101200967016797	2	1	-1
A430033K04Rik	0.0506262917704416	-0.050546540263767	1.07785408771685e-05	2.45521388089527e-07	0.101172832034209	0	0	0
Ncoa5	0.0532021423071752	-0.0479398928134358	5.11156597402368e-05	2.9157683718367e-05	0.101142035120611	0	0	0
Morc2a	0.0551084774062174	-0.04600635331927	2.20632660151529e-07	5.7875597240512e-07	0.101114830725487	1	1	0
Rap1gds1	0.0551133941731692	-0.0459860496904986	1.86126972951517e-28	1.95371948457172e-25	0.101099443863668	0	1	1
Arf2	0.0490057529565163	-0.0520819909772645	0.0255797057362688	0.00313153918053725	0.101087743933781	0	0	0
Gga3	0.0656134182331585	-0.0354558708073839	6.58364811143638e-05	0.00746828575534182	0.101069289040542	0	0	0
Zdhhc18	0.0714403670558978	-0.0295425206673084	1.15353190944213e-07	0.0108628103328397	0.100982887723206	2	2	0
Tpd52	0.0556450340540033	-0.0453150168837167	4.62555445368221e-10	2.47424047865171e-09	0.10096005093772	0	1	1
Ercc8	0.0635145390026879	-0.0374201674727977	7.31556194845564e-12	2.1891735310755e-08	0.100934706475486	0	1	1
Kif3a	0.0471163460370525	-0.0538176801434656	6.94510686255967e-05	1.69303465168355e-09	0.100934026180518	0	0	0
Sez6l2	0.0509163670092192	-0.0499494407633733	0.0272568283229228	0.00618413058983044	0.100865807772592	0	0	0
Canx	0.054871919454567	-0.0459534896959463	6.81775223618019e-06	8.50905693853935e-06	0.100825409150513	0	0	0
Igfals	0.0617361911526636	-0.0390702461838845	1.09331880135554e-05	0.000166788545070473	0.100806437336548	0	0	0
Rgs7bp	0.063959641924331	-0.0368426166763076	1.20665130083279e-17	1.49483890145788e-07	0.100802258600639	3	3	0
Kpna3	0.0547151746610815	-0.0460395251348925	5.75247837792431e-08	1.4769360983475e-07	0.100754699795974	0	0	0
Zfp292	0.0539455546405311	-0.0466837567227156	3.712253816729e-11	2.63274206003212e-10	0.100629311363247	1	1	0
Oxct1	0.0565933525875906	-0.0439954861813584	2.79767203553102e-18	1.64640381303442e-14	0.100588838768949	0	0	0
Rbm33	0.0596578679313512	-0.0408972804812828	5.25896594526845e-09	2.30500263969088e-05	0.100555148412634	0	0	0
Champ1	0.0469138515787599	-0.0535417963723765	0.0398138603611113	0.00143104101555679	0.100455647951136	0	0	0
Galnt13	0.0503644124677041	-0.0500714218755963	3.1469315503676e-43	1.15538174256438e-60	0.1004358343433	0	1	1
Psma3	0.0441805514032663	-0.0562218260609693	0.000458768776556584	2.1772897779712e-08	0.100402377464236	0	0	0
Usp46	0.0561493839062164	-0.0442146156061518	9.05406385294139e-07	2.10614291230443e-05	0.100363999512368	3	5	2
Unk	0.0567265829911232	-0.0436355470122568	3.32141656372402e-05	0.00059399959166593	0.10036213000338	0	0	0
Hmgn1	0.0527843741378489	-0.0475514902008559	0.0478932504961981	0.0210956598298185	0.100335864338705	0	0	0
Zfp871	0.0511219756186983	-0.0491348376242879	0.000234403721980475	6.59037763646237e-05	0.100256813242986	0	0	0
Zfp516	0.0331329201597311	-0.0670545386931951	0.000423104376384532	9.9885222098365e-27	0.100187458852926	1	2	1
