gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	n_concordant	dmr_group
Tpk1	Other	0.052520164786593	-0.0451406695676972	-0.0512212342351838	0.0534700733294476	-0.492798766838276	2.86508637773681	0.606770725677192	3	mC Hyper
Trib1	Active_Promoter	0.0172399350963935	-0.00635615833863493	-0.0122822411171992	-0.145553365046325	-0.341490096380265	2.18000484331145	0.515428007667595	3	Non-DMR
Triqk	Other	0.0087211276841126	0.000673876685777397	-0.000470058647932522	-0.0883405219875528	-0.546219789770486	2.67218567414681	0.743041937837644	3	Non-DMR
Trp73	Bivalent_Promoter	0.0166079516238908	-0.032123965199117	-0.0342673130807094	-0.908225357263452	-1.1306485071337	2.00868475872955	0.187742948411063	3	mC Hyper
Tsga8	Other	-0.0062519994164274	0.00452009825325594	0.00484019971564831	-0.915112934611199	-1.62373299656097	NA	0.746935966254479	3	Non-DMR
Wwox	Other	0.00556885773876636	-0.00999205504125905	-0.0104246644703295	0.022882282225502	-0.398130171299359	1.2996343188551	0.412123474732619	3	mC Hyper
Zfp516	Active_Promoter	0.022201331604682	-0.0536979546147827	-0.060908656554598	-0.078578833350621	-0.452257568606764	3.25620117032576	0.513491955567014	3	mC Hyper
Zfp608	Active_Promoter	0.1310912606693	-0.0673846444594366	-0.116188331843569	-0.224645622523575	-1.17560810675052	3.30791976589371	0.672581755817769	3	mC Hyper
Zic1	Active_Promoter	0.00417103288783368	-0.00187599710482505	-0.0984239355923392	0.00985815800133832	-1.10266132529974	2.31321721431482	0.967763593666277	3	Non-DMR
Zic5	Active_Promoter	0.0904217926455666	0.014603595009525	-0.160947857746409	-0.388583323990603	-0.636091371043759	NA	0.621548375085796	3	mC Hyper
