gene_symbol	gene_class	feature_idx	feature_label	distance_to_tss	k27ac_class
Entpd3	DEG_up	994	P60	1502309.5	lost_k27ac
Entpd3	DEG_up	995	P60	1604072	gained_k27ac
Lyzl4	DEG_up	993	P60	270080.5	stable_k27ac
Lyzl4	DEG_up	994	P60	400031.5	lost_k27ac
Lyzl4	DEG_up	995	P60	501794	gained_k27ac
Vipr1	DEG_up	993	P60	270700.5	stable_k27ac
Vipr1	DEG_up	994	P60	399411.5	lost_k27ac
Vipr1	DEG_up	995	P60	501174	gained_k27ac
Ano10	DEG_down	993	P60	922407.5	stable_k27ac
Ano10	DEG_down	994	P60	252295.5	lost_k27ac
Ano10	DEG_down	995	P60	150533	gained_k27ac
Tmem158	DEG_down	993	P60	1888748.5	stable_k27ac
Tmem158	DEG_down	994	P60	1218636.5	lost_k27ac
Tmem158	DEG_down	995	P60	1116874	gained_k27ac
Ppp1r14c	DEG_up	81	P60	1817264.5	gained_k27ac
Mthfd1l	DEG_down	81	P60	1210203.5	gained_k27ac
Mthfd1l	DEG_down	82	P60	1535030	lost_k27ac
Akap12	DEG_up	81	P60	916941.5	gained_k27ac
Akap12	DEG_up	82	P60	1241768	lost_k27ac
Rgs17	DEG_up	81	P60	739078.5	gained_k27ac
Rgs17	DEG_up	82	P60	414252	lost_k27ac
Rgs17	DEG_up	89	P60	1157230	stable_k27ac
Rgs17	DEG_up	90	P60	1236188.5	stable_k27ac
Rgs17	DEG_up	91	P60	1350569.5	lost_k27ac
Utrn	DEG_down	56	P60	1806120.5	lost_k27ac
Utrn	DEG_down	70	P60	980272.5	lost_k27ac
Utrn	DEG_down	71	P60	1108423	gained_k27ac
Utrn	DEG_down	72	P60	1197587.5	gained_k27ac
Cited2	DEG_down	73	P60	1682.5	stable_k27ac
Pex7	DEG_down	74	P60	1975687.5	stable_k27ac
Map3k5	DEG_down	74	P60	1948904.5	stable_k27ac
E030030I06Rik	DEG_up	74	P60	265893.5	stable_k27ac
Slc18b1	DEG_down	74	P60	1913609.5	stable_k27ac
Slc18b1	DEG_down	75	P60	1231294.5	lost_k27ac
L3mbtl3	DEG_up	75	P60	1347690.5	lost_k27ac
Slc16a10	DEG_down	76	P60	703850.5	stable_k27ac
Slc16a10	DEG_down	77	P60	1742212.5	lost_k27ac
Slc16a10	DEG_down	78	P60	1963813.5	lost_k27ac
Cdk19	DEG_down	76	P60	901156.5	stable_k27ac
Cdk19	DEG_down	77	P60	1544906.5	lost_k27ac
Cdk19	DEG_down	78	P60	1766507.5	lost_k27ac
Cdk19	DEG_down	79	P60	1891777.5	stable_k27ac
Cep57l1	DEG_down	77	P60	74599.5	lost_k27ac
Cep57l1	DEG_down	78	P60	296200.5	lost_k27ac
Cep57l1	DEG_down	79	P60	421470.5	stable_k27ac
Sesn1	DEG_down	77	P60	74535.5	lost_k27ac
Sesn1	DEG_down	78	P60	296136.5	lost_k27ac
Sesn1	DEG_down	79	P60	421406.5	stable_k27ac
Armc2	DEG_down	77	P60	133971.5	lost_k27ac
Armc2	DEG_down	78	P60	87629.5	lost_k27ac
Armc2	DEG_down	79	P60	212899.5	stable_k27ac
Septin10	DEG_down	83	P60	740053	stable_k27ac
Septin10	DEG_down	84	P60	891307.5	stable_k27ac
Septin10	DEG_down	85	P60	1583939	gained_k27ac
Mcu	DEG_down	83	P60	345208	stable_k27ac
Mcu	DEG_down	84	P60	496462.5	stable_k27ac
Mcu	DEG_down	85	P60	1189094	gained_k27ac
Micu1	DEG_down	83	P60	259423	stable_k27ac
Micu1	DEG_down	84	P60	410677.5	stable_k27ac
Micu1	DEG_down	85	P60	1103309	gained_k27ac
Cdh23	DEG_up	83	P60	734590	stable_k27ac
Cdh23	DEG_up	84	P60	583335.5	stable_k27ac
Cdh23	DEG_up	85	P60	109296	gained_k27ac
Cdh23	DEG_up	86	P60	1620819.5	lost_k27ac
Unc5b	DEG_up	83	P60	869681	stable_k27ac
Unc5b	DEG_up	84	P60	718426.5	stable_k27ac
Unc5b	DEG_up	85	P60	25795	gained_k27ac
Unc5b	DEG_up	86	P60	1485728.5	lost_k27ac
Col13a1	DEG_down	83	P60	2017208	stable_k27ac
Col13a1	DEG_down	84	P60	1865953.5	stable_k27ac
Col13a1	DEG_down	85	P60	1173322	gained_k27ac
Col13a1	DEG_down	86	P60	338201.5	lost_k27ac
Tspan15	DEG_down	85	P60	1425465	gained_k27ac
Tspan15	DEG_down	86	P60	86058.5	lost_k27ac
Dnajc12	DEG_down	86	P60	1065133.5	lost_k27ac
Ccdc6	DEG_up	88	P60	375634.5	lost_k27ac
Mrln	DEG_down	88	P60	483177.5	lost_k27ac
Bicc1	DEG_up	88	P60	1438213.5	lost_k27ac
Gstt1	DEG_down	92	P60	123473.5	lost_k27ac
Gstt1	DEG_down	93	P60	1004599	lost_k27ac
Gstt1	DEG_down	94	P60	1603758	stable_k27ac
Gstt1	DEG_down	95	P60	1705159	lost_k27ac
Gstt2	DEG_down	92	P60	162256.5	lost_k27ac
Gstt2	DEG_down	93	P60	965816	lost_k27ac
Gstt2	DEG_down	94	P60	1564975	stable_k27ac
Gstt2	DEG_down	95	P60	1666376	lost_k27ac
Zfp280b	DEG_up	92	P60	357539.5	lost_k27ac
Zfp280b	DEG_up	93	P60	770533	lost_k27ac
Zfp280b	DEG_up	94	P60	1369692	stable_k27ac
Zfp280b	DEG_up	95	P60	1471093	lost_k27ac
Ftcd	DEG_up	92	P60	900537.5	lost_k27ac
Ftcd	DEG_up	93	P60	227535	lost_k27ac
Ftcd	DEG_up	94	P60	826694	stable_k27ac
Ftcd	DEG_up	95	P60	928095	lost_k27ac
Ftcd	DEG_up	96	P60	1749971	lost_k27ac
Col6a2	DEG_up	92	P60	948519.5	lost_k27ac
Col6a2	DEG_up	93	P60	179553	lost_k27ac
Col6a2	DEG_up	94	P60	778712	stable_k27ac
Col6a2	DEG_up	95	P60	880113	lost_k27ac
Col6a2	DEG_up	96	P60	1701989	lost_k27ac
Slc19a1	DEG_down	92	P60	1357130.5	lost_k27ac
Slc19a1	DEG_down	93	P60	229058	lost_k27ac
Slc19a1	DEG_down	94	P60	370101	stable_k27ac
Slc19a1	DEG_down	95	P60	471502	lost_k27ac
Slc19a1	DEG_down	96	P60	1293378	lost_k27ac
Ilvbl	DEG_down	93	P60	1771163	lost_k27ac
Ilvbl	DEG_down	94	P60	1172004	stable_k27ac
Ilvbl	DEG_down	95	P60	1070603	lost_k27ac
Ilvbl	DEG_down	96	P60	248727	lost_k27ac
Ilvbl	DEG_down	97	P60	1137309	stable_k27ac
Ilvbl	DEG_down	98	P60	1219998.5	stable_k27ac
Syde1	DEG_down	93	P60	1788781	lost_k27ac
Syde1	DEG_down	94	P60	1189622	stable_k27ac
Syde1	DEG_down	95	P60	1088221	lost_k27ac
Syde1	DEG_down	96	P60	266345	lost_k27ac
Syde1	DEG_down	97	P60	1119691	stable_k27ac
Syde1	DEG_down	98	P60	1202380.5	stable_k27ac
Shc2	DEG_up	96	P60	1312299	lost_k27ac
Shc2	DEG_up	97	P60	73737	stable_k27ac
Shc2	DEG_up	98	P60	156426.5	stable_k27ac
Shc2	DEG_up	99	P60	979374	stable_k27ac
Shc2	DEG_up	100	P60	1030071.5	stable_k27ac
Shc2	DEG_up	101	P60	1137841.5	stable_k27ac
Shc2	DEG_up	102	P60	1390618	lost_k27ac
Shc2	DEG_up	103	P60	1513238	stable_k27ac
Shc2	DEG_up	104	P60	1661907.5	stable_k27ac
Shc2	DEG_up	105	P60	1775145.5	lost_k27ac
Palm	DEG_up	96	P60	1467953	lost_k27ac
Palm	DEG_up	97	P60	81917	stable_k27ac
Palm	DEG_up	98	P60	772.5	stable_k27ac
Palm	DEG_up	99	P60	823720	stable_k27ac
Palm	DEG_up	100	P60	874417.5	stable_k27ac
Palm	DEG_up	101	P60	982187.5	stable_k27ac
Palm	DEG_up	102	P60	1234964	lost_k27ac
Palm	DEG_up	103	P60	1357584	stable_k27ac
Palm	DEG_up	104	P60	1506253.5	stable_k27ac
Palm	DEG_up	105	P60	1619491.5	lost_k27ac
Plppr3	DEG_up	96	P60	1549015	lost_k27ac
Plppr3	DEG_up	97	P60	162979	stable_k27ac
Plppr3	DEG_up	98	P60	80289.5	stable_k27ac
Plppr3	DEG_up	99	P60	742658	stable_k27ac
Plppr3	DEG_up	100	P60	793355.5	stable_k27ac
Plppr3	DEG_up	101	P60	901125.5	stable_k27ac
Plppr3	DEG_up	102	P60	1153902	lost_k27ac
Plppr3	DEG_up	103	P60	1276522	stable_k27ac
Plppr3	DEG_up	104	P60	1425191.5	stable_k27ac
Plppr3	DEG_up	105	P60	1538429.5	lost_k27ac
Kiss1r	DEG_down	96	P60	1591352	lost_k27ac
Kiss1r	DEG_down	97	P60	205316	stable_k27ac
Kiss1r	DEG_down	98	P60	122626.5	stable_k27ac
Kiss1r	DEG_down	99	P60	700321	stable_k27ac
Kiss1r	DEG_down	100	P60	751018.5	stable_k27ac
Kiss1r	DEG_down	101	P60	858788.5	stable_k27ac
Kiss1r	DEG_down	102	P60	1111565	lost_k27ac
Kiss1r	DEG_down	103	P60	1234185	stable_k27ac
Kiss1r	DEG_down	104	P60	1382854.5	stable_k27ac
Kiss1r	DEG_down	105	P60	1496092.5	lost_k27ac
Grin3b	DEG_up	96	P60	1645096	lost_k27ac
Grin3b	DEG_up	97	P60	259060	stable_k27ac
Grin3b	DEG_up	98	P60	176370.5	stable_k27ac
Grin3b	DEG_up	99	P60	646577	stable_k27ac
Grin3b	DEG_up	100	P60	697274.5	stable_k27ac
Grin3b	DEG_up	101	P60	805044.5	stable_k27ac
Grin3b	DEG_up	102	P60	1057821	lost_k27ac
Grin3b	DEG_up	103	P60	1180441	stable_k27ac
Grin3b	DEG_up	104	P60	1329110.5	stable_k27ac
Grin3b	DEG_up	105	P60	1442348.5	lost_k27ac
Reep6	DEG_down	96	P60	2004334	lost_k27ac
Reep6	DEG_down	97	P60	618298	stable_k27ac
Reep6	DEG_down	98	P60	535608.5	stable_k27ac
Reep6	DEG_down	99	P60	287339	stable_k27ac
Reep6	DEG_down	100	P60	338036.5	stable_k27ac
Reep6	DEG_down	101	P60	445806.5	stable_k27ac
Reep6	DEG_down	102	P60	698583	lost_k27ac
Reep6	DEG_down	103	P60	821203	stable_k27ac
Reep6	DEG_down	104	P60	969872.5	stable_k27ac
Reep6	DEG_down	105	P60	1083110.5	lost_k27ac
Plk5	DEG_up	96	P60	2030840	lost_k27ac
Plk5	DEG_up	97	P60	644804	stable_k27ac
Plk5	DEG_up	98	P60	562114.5	stable_k27ac
Plk5	DEG_up	99	P60	260833	stable_k27ac
Plk5	DEG_up	100	P60	311530.5	stable_k27ac
Plk5	DEG_up	101	P60	419300.5	stable_k27ac
Plk5	DEG_up	102	P60	672077	lost_k27ac
Plk5	DEG_up	103	P60	794697	stable_k27ac
Plk5	DEG_up	104	P60	943366.5	stable_k27ac
Plk5	DEG_up	105	P60	1056604.5	lost_k27ac
Matk	DEG_up	97	P60	1541280	stable_k27ac
Matk	DEG_up	98	P60	1458590.5	stable_k27ac
Matk	DEG_up	99	P60	635643	stable_k27ac
Matk	DEG_up	100	P60	584945.5	stable_k27ac
Matk	DEG_up	101	P60	477175.5	stable_k27ac
Matk	DEG_up	102	P60	224399	lost_k27ac
Matk	DEG_up	103	P60	101779	stable_k27ac
Matk	DEG_up	104	P60	46890.5	stable_k27ac
Matk	DEG_up	105	P60	160128.5	lost_k27ac
Tjp3	DEG_up	97	P60	1579926	stable_k27ac
Tjp3	DEG_up	98	P60	1497236.5	stable_k27ac
Tjp3	DEG_up	99	P60	674289	stable_k27ac
Tjp3	DEG_up	100	P60	623591.5	stable_k27ac
Tjp3	DEG_up	101	P60	515821.5	stable_k27ac
Tjp3	DEG_up	102	P60	263045	lost_k27ac
Tjp3	DEG_up	103	P60	140425	stable_k27ac
Tjp3	DEG_up	104	P60	8244.5	stable_k27ac
Tjp3	DEG_up	105	P60	121482.5	lost_k27ac
Celf5	DEG_up	97	P60	1771054	stable_k27ac
Celf5	DEG_up	98	P60	1688364.5	stable_k27ac
Celf5	DEG_up	99	P60	865417	stable_k27ac
Celf5	DEG_up	100	P60	814719.5	stable_k27ac
Celf5	DEG_up	101	P60	706949.5	stable_k27ac
Celf5	DEG_up	102	P60	454173	lost_k27ac
Celf5	DEG_up	103	P60	331553	stable_k27ac
Celf5	DEG_up	104	P60	182883.5	stable_k27ac
Celf5	DEG_up	105	P60	69645.5	lost_k27ac
Tle2	DEG_down	97	P60	1862906	stable_k27ac
Tle2	DEG_down	98	P60	1780216.5	stable_k27ac
Tle2	DEG_down	99	P60	957269	stable_k27ac
Tle2	DEG_down	100	P60	906571.5	stable_k27ac
Tle2	DEG_down	101	P60	798801.5	stable_k27ac
Tle2	DEG_down	102	P60	546025	lost_k27ac
Tle2	DEG_down	103	P60	423405	stable_k27ac
Tle2	DEG_down	104	P60	274735.5	stable_k27ac
Tle2	DEG_down	105	P60	161497.5	lost_k27ac
Tle6	DEG_down	97	P60	1889418	stable_k27ac
Tle6	DEG_down	98	P60	1806728.5	stable_k27ac
Tle6	DEG_down	99	P60	983781	stable_k27ac
Tle6	DEG_down	100	P60	933083.5	stable_k27ac
Tle6	DEG_down	101	P60	825313.5	stable_k27ac
Tle6	DEG_down	102	P60	572537	lost_k27ac
Tle6	DEG_down	103	P60	449917	stable_k27ac
Tle6	DEG_down	104	P60	301247.5	stable_k27ac
Tle6	DEG_down	105	P60	188009.5	lost_k27ac
Chst11	DEG_down	102	P60	1956962	lost_k27ac
Chst11	DEG_down	103	P60	1834342	stable_k27ac
Chst11	DEG_down	104	P60	1685672.5	stable_k27ac
Chst11	DEG_down	105	P60	1572434.5	lost_k27ac
Chst11	DEG_down	106	P60	643984	gained_k27ac
Chst11	DEG_down	107	P60	1412968.5	lost_k27ac
Appl2	DEG_up	106	P60	19256	gained_k27ac
Appl2	DEG_up	107	P60	749728.5	lost_k27ac
Nuak1	DEG_up	106	P60	811115	gained_k27ac
Nuak1	DEG_up	107	P60	42130.5	lost_k27ac
Cdk17	DEG_down	108	P60	110067	lost_k27ac
Cdk17	DEG_down	109	P60	486541.5	lost_k27ac
Cdk17	DEG_down	110	P60	587226	lost_k27ac
Ntn4	DEG_down	108	P60	369739	lost_k27ac
Ntn4	DEG_down	109	P60	6735.5	lost_k27ac
Ntn4	DEG_down	110	P60	107420	lost_k27ac
Fgd6	DEG_down	108	P60	765059	lost_k27ac
Fgd6	DEG_down	109	P60	388584.5	lost_k27ac
Fgd6	DEG_down	110	P60	287900	lost_k27ac
Plxnc1	DEG_down	108	P60	1673893	lost_k27ac
Plxnc1	DEG_down	109	P60	1297418.5	lost_k27ac
Plxnc1	DEG_down	110	P60	1196734	lost_k27ac
Plxnc1	DEG_down	111	P60	1696724	lost_k27ac
Plxnc1	DEG_down	112	P60	1897707.5	lost_k27ac
Cradd	DEG_down	109	P60	1676716.5	lost_k27ac
Cradd	DEG_down	110	P60	1576032	lost_k27ac
Cradd	DEG_down	111	P60	1317426	lost_k27ac
Cradd	DEG_down	112	P60	1518409.5	lost_k27ac
Btg1	DEG_down	111	P60	24553	lost_k27ac
Btg1	DEG_down	112	P60	225536.5	lost_k27ac
Gm15663	DEG_down	55	P60	1708975.5	stable_k27ac
Syt1	DEG_down	55	P60	1728053.5	stable_k27ac
Trhde	DEG_down	57	P60	1920.5	stable_k27ac
Trhde	DEG_down	58	P60	213362.5	lost_k27ac
Trhde	DEG_down	59	P60	1843088.5	lost_k27ac
Lgr5	DEG_up	57	P60	787393.5	stable_k27ac
Lgr5	DEG_up	58	P60	572110.5	lost_k27ac
Lgr5	DEG_up	59	P60	1057615.5	lost_k27ac
Lgr5	DEG_up	60	P60	1292415.5	stable_k27ac
Ptprr	DEG_down	57	P60	1217826.5	stable_k27ac
Ptprr	DEG_down	58	P60	1002543.5	lost_k27ac
Ptprr	DEG_down	59	P60	627182.5	lost_k27ac
Ptprr	DEG_down	60	P60	861982.5	stable_k27ac
Kcnmb4	DEG_down	57	P60	1673491.5	stable_k27ac
Kcnmb4	DEG_down	58	P60	1458208.5	lost_k27ac
Kcnmb4	DEG_down	59	P60	171517.5	lost_k27ac
Kcnmb4	DEG_down	60	P60	406317.5	stable_k27ac
Msrb3	DEG_up	61	P60	1914387.5	lost_k27ac
Msrb3	DEG_up	62	P60	2004836.5	stable_k27ac
Tbc1d30	DEG_up	61	P60	1462210.5	lost_k27ac
Tbc1d30	DEG_up	62	P60	1552659.5	stable_k27ac
Kics2	DEG_down	61	P60	1073551.5	lost_k27ac
Kics2	DEG_down	62	P60	1164000.5	stable_k27ac
Avil	DEG_up	63	P60	71565.5	stable_k27ac
Avil	DEG_up	64	P60	30252.5	lost_k27ac
Avil	DEG_up	65	P60	86744	gained_k27ac
Avil	DEG_up	66	P60	501219	stable_k27ac
Avil	DEG_up	67	P60	606246	stable_k27ac
Avil	DEG_up	68	P60	663944	lost_k27ac
Avil	DEG_up	69	P60	1281373.5	lost_k27ac
Cyp27b1	DEG_down	63	P60	119106.5	stable_k27ac
Cyp27b1	DEG_down	64	P60	77793.5	lost_k27ac
Cyp27b1	DEG_down	65	P60	39203	gained_k27ac
Cyp27b1	DEG_down	66	P60	453678	stable_k27ac
Cyp27b1	DEG_down	67	P60	558705	stable_k27ac
Cyp27b1	DEG_down	68	P60	616403	lost_k27ac
Cyp27b1	DEG_down	69	P60	1233832.5	lost_k27ac
Arhgef25	DEG_up	63	P60	260939.5	stable_k27ac
Arhgef25	DEG_up	64	P60	219626.5	lost_k27ac
Arhgef25	DEG_up	65	P60	102630	gained_k27ac
Arhgef25	DEG_up	66	P60	311845	stable_k27ac
Arhgef25	DEG_up	67	P60	416872	stable_k27ac
Arhgef25	DEG_up	68	P60	474570	lost_k27ac
Arhgef25	DEG_up	69	P60	1091999.5	lost_k27ac
Kif5a	DEG_up	63	P60	334204.5	stable_k27ac
Kif5a	DEG_up	64	P60	292891.5	lost_k27ac
Kif5a	DEG_up	65	P60	175895	gained_k27ac
Kif5a	DEG_up	66	P60	238580	stable_k27ac
Kif5a	DEG_up	67	P60	343607	stable_k27ac
Kif5a	DEG_up	68	P60	401305	lost_k27ac
Kif5a	DEG_up	69	P60	1018734.5	lost_k27ac
Nxph4	DEG_up	63	P60	605415.5	stable_k27ac
Nxph4	DEG_up	64	P60	564102.5	lost_k27ac
Nxph4	DEG_up	65	P60	447106	gained_k27ac
Nxph4	DEG_up	66	P60	32631	stable_k27ac
Nxph4	DEG_up	67	P60	72396	stable_k27ac
Nxph4	DEG_up	68	P60	130094	lost_k27ac
Nxph4	DEG_up	69	P60	747523.5	lost_k27ac
Stat6	DEG_down	63	P60	713842.5	stable_k27ac
Stat6	DEG_down	64	P60	672529.5	lost_k27ac
Stat6	DEG_down	65	P60	555533	gained_k27ac
Stat6	DEG_down	66	P60	141058	stable_k27ac
Stat6	DEG_down	67	P60	36031	stable_k27ac
Stat6	DEG_down	68	P60	21667	lost_k27ac
Stat6	DEG_down	69	P60	639096.5	lost_k27ac
Nab2	DEG_down	63	P60	739424.5	stable_k27ac
Nab2	DEG_down	64	P60	698111.5	lost_k27ac
Nab2	DEG_down	65	P60	581115	gained_k27ac
Nab2	DEG_down	66	P60	166640	stable_k27ac
Nab2	DEG_down	67	P60	61613	stable_k27ac
Nab2	DEG_down	68	P60	3915	lost_k27ac
Nab2	DEG_down	69	P60	613514.5	lost_k27ac
Nemp1	DEG_down	63	P60	738000.5	stable_k27ac
Nemp1	DEG_down	64	P60	696687.5	lost_k27ac
Nemp1	DEG_down	65	P60	579691	gained_k27ac
Nemp1	DEG_down	66	P60	165216	stable_k27ac
Nemp1	DEG_down	67	P60	60189	stable_k27ac
Nemp1	DEG_down	68	P60	2491	lost_k27ac
Nemp1	DEG_down	69	P60	614938.5	lost_k27ac
Rbms2	DEG_down	63	P60	1251153.5	stable_k27ac
Rbms2	DEG_down	64	P60	1209840.5	lost_k27ac
Rbms2	DEG_down	65	P60	1092844	gained_k27ac
Rbms2	DEG_down	66	P60	678369	stable_k27ac
Rbms2	DEG_down	67	P60	573342	stable_k27ac
Rbms2	DEG_down	68	P60	515644	lost_k27ac
Rbms2	DEG_down	69	P60	101785.5	lost_k27ac
Timeless	DEG_up	63	P60	1302921.5	stable_k27ac
Timeless	DEG_up	64	P60	1261608.5	lost_k27ac
Timeless	DEG_up	65	P60	1144612	gained_k27ac
Timeless	DEG_up	66	P60	730137	stable_k27ac
Timeless	DEG_up	67	P60	625110	stable_k27ac
Timeless	DEG_up	68	P60	567412	lost_k27ac
Timeless	DEG_up	69	P60	50017.5	lost_k27ac
Esyt1	DEG_up	63	P60	1596727.5	stable_k27ac
Esyt1	DEG_up	64	P60	1555414.5	lost_k27ac
Esyt1	DEG_up	65	P60	1438418	gained_k27ac
Esyt1	DEG_up	66	P60	1023943	stable_k27ac
Esyt1	DEG_up	67	P60	918916	stable_k27ac
Esyt1	DEG_up	68	P60	861218	lost_k27ac
Esyt1	DEG_up	69	P60	243788.5	lost_k27ac
Dgka	DEG_down	63	P60	1815711.5	stable_k27ac
Dgka	DEG_down	64	P60	1774398.5	lost_k27ac
Dgka	DEG_down	65	P60	1657402	gained_k27ac
Dgka	DEG_down	66	P60	1242927	stable_k27ac
Dgka	DEG_down	67	P60	1137900	stable_k27ac
Dgka	DEG_down	68	P60	1080202	lost_k27ac
Dgka	DEG_down	69	P60	462772.5	lost_k27ac
Itga7	DEG_down	63	P60	2004674.5	stable_k27ac
Itga7	DEG_down	64	P60	1963361.5	lost_k27ac
Itga7	DEG_down	65	P60	1846365	gained_k27ac
Itga7	DEG_down	66	P60	1431890	stable_k27ac
Itga7	DEG_down	67	P60	1326863	stable_k27ac
Itga7	DEG_down	68	P60	1269165	lost_k27ac
Itga7	DEG_down	69	P60	651735.5	lost_k27ac
Inpp5j	DEG_down	156	P60	242042.5	gained_k27ac
Inpp5j	DEG_down	157	P60	343001.5	lost_k27ac
Slc35e4	DEG_down	156	P60	167800.5	gained_k27ac
Slc35e4	DEG_down	157	P60	66841.5	lost_k27ac
Sec14l2	DEG_down	156	P60	376551.5	gained_k27ac
Sec14l2	DEG_down	157	P60	275592.5	lost_k27ac
Sec14l2	DEG_down	167	P60	1901251	gained_k27ac
Sec14l2	DEG_down	170	P60	1990256	lost_k27ac
Zmat5	DEG_down	156	P60	957814.5	gained_k27ac
Zmat5	DEG_down	157	P60	856855.5	lost_k27ac
Zmat5	DEG_down	167	P60	1319988	gained_k27ac
Zmat5	DEG_down	170	P60	1408993	lost_k27ac
Znrf3	DEG_down	156	P60	1697983.5	gained_k27ac
Znrf3	DEG_down	157	P60	1597024.5	lost_k27ac
Znrf3	DEG_down	167	P60	579819	gained_k27ac
Znrf3	DEG_down	170	P60	668824	lost_k27ac
Znrf3	DEG_down	178	P60	1451741.5	lost_k27ac
Znrf3	DEG_down	181	P60	1515142.5	lost_k27ac
Znrf3	DEG_down	182	P60	1665804	lost_k27ac
Pgam2	DEG_up	157	P60	1955910.5	lost_k27ac
Pgam2	DEG_up	167	P60	220933	gained_k27ac
Pgam2	DEG_up	170	P60	309938	lost_k27ac
Pgam2	DEG_up	178	P60	1092855.5	lost_k27ac
Pgam2	DEG_up	181	P60	1156256.5	lost_k27ac
Pgam2	DEG_up	182	P60	1306918	lost_k27ac
Wdpcp	DEG_down	153	P60	1615560	gained_k27ac
Acyp2	DEG_down	154	P60	1161880	lost_k27ac
Acyp2	DEG_down	155	P60	1978174	lost_k27ac
Nsg2	DEG_up	154	P60	188996	lost_k27ac
Nsg2	DEG_up	155	P60	627298	lost_k27ac
Rhbdf1	DEG_down	154	P60	410833	lost_k27ac
Rhbdf1	DEG_down	155	P60	405461	lost_k27ac
Fgf18	DEG_up	154	P60	1335933	lost_k27ac
Fgf18	DEG_up	155	P60	519639	lost_k27ac
Tlx3	DEG_down	154	P60	1392122	lost_k27ac
Tlx3	DEG_down	155	P60	575828	lost_k27ac
Ranbp17	DEG_down	154	P60	1702279	lost_k27ac
Ranbp17	DEG_down	155	P60	885985	lost_k27ac
Gabrg2	DEG_down	158	P60	1512336.5	lost_k27ac
Ccnjl	DEG_down	158	P60	15590.5	lost_k27ac
Nhp2	DEG_down	160	P60	1546961	lost_k27ac
Nhp2	DEG_down	161	P60	1395134	stable_k27ac
Nhp2	DEG_down	162	P60	1905858	stable_k27ac
Fstl4	DEG_up	162	P60	760959	stable_k27ac
Fstl4	DEG_up	163	P60	1253510.5	lost_k27ac
Fstl4	DEG_up	164	P60	1546560	stable_k27ac
Ccdc69	DEG_down	162	P60	1552538	stable_k27ac
Ccdc69	DEG_down	163	P60	1059986.5	lost_k27ac
Ccdc69	DEG_down	164	P60	766937	stable_k27ac
Ccdc69	DEG_down	165	P60	264361	lost_k27ac
Slc36a1	DEG_up	162	P60	1678757	stable_k27ac
Slc36a1	DEG_up	163	P60	1186205.5	lost_k27ac
Slc36a1	DEG_up	164	P60	893156	stable_k27ac
Slc36a1	DEG_up	165	P60	138142	lost_k27ac
Myo15a	DEG_down	166	P60	1513542	stable_k27ac
Myo15a	DEG_down	168	P60	209724	lost_k27ac
Myo15a	DEG_down	169	P60	587480	gained_k27ac
Myo15a	DEG_down	171	P60	757929.5	stable_k27ac
Myo15a	DEG_down	172	P60	999284.5	lost_k27ac
Myo15a	DEG_down	173	P60	1078234.5	lost_k27ac
Myo15a	DEG_down	174	P60	1556158	gained_k27ac
Specc1	DEG_up	168	P60	1697148	lost_k27ac
Specc1	DEG_up	169	P60	899944	gained_k27ac
Specc1	DEG_up	171	P60	729494.5	stable_k27ac
Specc1	DEG_up	172	P60	488139.5	lost_k27ac
Specc1	DEG_up	173	P60	409189.5	lost_k27ac
Specc1	DEG_up	174	P60	68734	gained_k27ac
Zswim7	DEG_up	168	P60	2021760	lost_k27ac
Zswim7	DEG_up	169	P60	1224556	gained_k27ac
Zswim7	DEG_up	171	P60	1054106.5	stable_k27ac
Zswim7	DEG_up	172	P60	812751.5	lost_k27ac
Zswim7	DEG_up	173	P60	733801.5	lost_k27ac
Zswim7	DEG_up	174	P60	255878	gained_k27ac
Zfp286	DEG_down	169	P60	1732643	gained_k27ac
Zfp286	DEG_down	171	P60	1562193.5	stable_k27ac
Zfp286	DEG_down	172	P60	1320838.5	lost_k27ac
Zfp286	DEG_down	173	P60	1241888.5	lost_k27ac
Zfp286	DEG_down	174	P60	763965	gained_k27ac
Hs3st3b1	DEG_up	174	P60	1896793	gained_k27ac
Hs3st3b1	DEG_up	175	P60	1203811.5	gained_k27ac
Myocd	DEG_up	175	P60	143887.5	gained_k27ac
Gas7	DEG_down	176	P60	202029	lost_k27ac
Gas7	DEG_down	177	P60	1303760.5	gained_k27ac
Gas7	DEG_down	179	P60	1641254	stable_k27ac
Gas7	DEG_down	180	P60	1955015	stable_k27ac
Myh10	DEG_up	176	P60	1034093	lost_k27ac
Myh10	DEG_up	177	P60	67638.5	gained_k27ac
Myh10	DEG_up	179	P60	405132	stable_k27ac
Myh10	DEG_up	180	P60	718893	stable_k27ac
Arhgef15	DEG_down	176	P60	1300014	lost_k27ac
Arhgef15	DEG_down	177	P60	198282.5	gained_k27ac
Arhgef15	DEG_down	179	P60	139211	stable_k27ac
Arhgef15	DEG_down	180	P60	452972	stable_k27ac
Borcs6	DEG_down	176	P60	1402251	lost_k27ac
Borcs6	DEG_down	177	P60	300519.5	gained_k27ac
Borcs6	DEG_down	179	P60	36974	stable_k27ac
Borcs6	DEG_down	180	P60	350735	stable_k27ac
Tmem107	DEG_down	176	P60	1413340	lost_k27ac
Tmem107	DEG_down	177	P60	311608.5	gained_k27ac
Tmem107	DEG_down	179	P60	25885	stable_k27ac
Tmem107	DEG_down	180	P60	339646	stable_k27ac
