18	9	E	-2674854.8154440667	78
probinit	1	1.5175623548498698E-259
probinit	2	0.0
probinit	3	0.0
probinit	4	0.0
probinit	5	0.0
probinit	6	0.0
probinit	7	0.0
probinit	8	0.0
probinit	9	0.0
probinit	10	2.9818084880449237E-226
probinit	11	0.0
probinit	12	4.499624307446667E-176
probinit	13	1.0
probinit	14	5.411339734784936E-172
probinit	15	0.0
probinit	16	4.652979310230481E-205
probinit	17	1.9981761559072757E-271
probinit	18	4.402139864762095E-193
emissionprobs	14	2	H2AK119ub	1	1.896425161716182E-61
emissionprobs	14	3	H3K27ac	0	1.0
emissionprobs	14	3	H3K27ac	1	1.5351915842813337E-90
emissionprobs	14	4	H3K27me3	0	1.0
emissionprobs	14	4	H3K27me3	1	5.7477592799455945E-92
emissionprobs	14	5	H3K4me1	0	1.0
emissionprobs	14	5	H3K4me1	1	2.032125429509473E-34
emissionprobs	14	6	H3K4me3	0	1.0
emissionprobs	14	6	H3K4me3	1	6.0602741761363824E-90
emissionprobs	14	7	H3K9ac	0	1.0
emissionprobs	14	7	H3K9ac	1	3.6105346793934406E-100
emissionprobs	14	8	H3K9me3	0	1.0
emissionprobs	14	8	H3K9me3	1	9.67904759912981E-70
emissionprobs	15	0	ATAC	0	0.014417925238811429
emissionprobs	15	0	ATAC	1	0.9855820747611885
emissionprobs	15	1	CTCF	0	0.8480554714368347
emissionprobs	15	1	CTCF	1	0.15194452856316537
emissionprobs	15	2	H2AK119ub	0	1.0
emissionprobs	15	2	H2AK119ub	1	1.3091963872834138E-19
emissionprobs	15	3	H3K27ac	0	1.0
emissionprobs	15	3	H3K27ac	1	3.15212168351394E-168
emissionprobs	15	4	H3K27me3	0	1.0
emissionprobs	15	4	H3K27me3	1	2.0092362872235593E-78
emissionprobs	15	5	H3K4me1	0	1.0715596564878378E-42
emissionprobs	15	5	H3K4me1	1	1.0
emissionprobs	15	6	H3K4me3	0	1.0
emissionprobs	15	6	H3K4me3	1	1.9931912131670318E-196
emissionprobs	15	7	H3K9ac	0	1.0
emissionprobs	15	7	H3K9ac	1	1.9611991165468816E-187
emissionprobs	15	8	H3K9me3	0	1.0
emissionprobs	15	8	H3K9me3	1	4.23360591495037E-114
emissionprobs	16	0	ATAC	0	0.9629718213328846
emissionprobs	16	0	ATAC	1	0.03702817866711541
emissionprobs	16	1	CTCF	0	0.005882431053787703
emissionprobs	16	1	CTCF	1	0.9941175689462124
emissionprobs	16	2	H2AK119ub	0	1.0
emissionprobs	16	2	H2AK119ub	1	1.6042464102068429E-77
emissionprobs	16	3	H3K27ac	0	1.0
emissionprobs	16	3	H3K27ac	1	7.62048515939881E-70
emissionprobs	16	4	H3K27me3	0	1.0
emissionprobs	16	4	H3K27me3	1	4.058663304530891E-56
emissionprobs	16	5	H3K4me1	0	0.9760673422240274
emissionprobs	16	5	H3K4me1	1	0.023932657775972713
emissionprobs	16	6	H3K4me3	0	1.0
emissionprobs	16	6	H3K4me3	1	3.8424028998066874E-88
emissionprobs	16	7	H3K9ac	0	1.0
emissionprobs	16	7	H3K9ac	1	5.627519440254856E-46
emissionprobs	16	8	H3K9me3	0	1.0
emissionprobs	16	8	H3K9me3	1	7.681623978394175E-93
emissionprobs	17	0	ATAC	0	0.9906263409870689
emissionprobs	17	0	ATAC	1	0.009373659012931058
emissionprobs	17	1	CTCF	0	0.9929905359355587
emissionprobs	17	1	CTCF	1	0.007009464064441276
emissionprobs	17	2	H2AK119ub	0	1.0
emissionprobs	17	2	H2AK119ub	1	4.554321204438217E-98
emissionprobs	17	3	H3K27ac	0	1.0
emissionprobs	17	3	H3K27ac	1	6.408277788487226E-28
emissionprobs	17	4	H3K27me3	0	0.005956768613865005
emissionprobs	17	4	H3K27me3	1	0.994043231386135
emissionprobs	17	5	H3K4me1	0	0.9544164399041178
emissionprobs	17	5	H3K4me1	1	0.04558356009588212
emissionprobs	17	6	H3K4me3	0	1.0
emissionprobs	17	6	H3K4me3	1	2.7806533499514187E-53
emissionprobs	17	7	H3K9ac	0	0.999997727392914
emissionprobs	17	7	H3K9ac	1	2.272607085991247E-6
emissionprobs	17	8	H3K9me3	0	1.0
emissionprobs	17	8	H3K9me3	1	2.6523659293531365E-65
emissionprobs	18	0	ATAC	0	0.9712753819974737
emissionprobs	18	0	ATAC	1	0.028724618002526386
emissionprobs	18	1	CTCF	0	0.9979529585622122
emissionprobs	18	1	CTCF	1	0.002047041437787832
emissionprobs	18	2	H2AK119ub	0	0.992003917851401
emissionprobs	18	2	H2AK119ub	1	0.007996082148599029
emissionprobs	18	3	H3K27ac	0	1.0
emissionprobs	18	3	H3K27ac	1	6.179345217191592E-57
emissionprobs	18	4	H3K27me3	0	0.9826832512789495
emissionprobs	18	4	H3K27me3	1	0.01731674872105045
emissionprobs	18	5	H3K4me1	0	0.9761839388679571
emissionprobs	18	5	H3K4me1	1	0.02381606113204281
emissionprobs	18	6	H3K4me3	0	1.0
emissionprobs	18	6	H3K4me3	1	1.9785085476596555E-49
emissionprobs	18	7	H3K9ac	0	0.9983310601066563
emissionprobs	18	7	H3K9ac	1	0.001668939893343722
emissionprobs	18	8	H3K9me3	0	0.02995029425519426
emissionprobs	18	8	H3K9me3	1	0.9700497057448058
