component_1,component_2,label
-14.368842,-10.279702,0
18.294317,7.990551,3
3.5181453,1.8411024,6
-6.8309565,-3.1952674,0
-12.996617,-2.4899077,0
-11.012903,-11.021977,0
-24.454788,10.56553,8
22.848341,3.80777,3
10.455513,1.3155693,6
20.12535,2.2017374,3
21.300505,-11.794062,3
-7.075161,6.6141186,0
22.536686,0.29550692,3
14.078569,-3.0246763,9
-0.10930675,10.038619,6
-14.094604,5.9708376,0
-14.54916,-3.414925,0
-16.120039,9.004123,8
-23.64977,0.9804011,8
22.815634,5.0714364,3
17.052881,-9.780016,9
-16.267027,3.9412398,0
-23.146755,-0.13953148,8
1.9484069,-21.515066,2
6.2440615,-15.675917,9
-25.220613,4.9739156,8
-18.520351,6.116345,8
12.055609,6.9063325,6
-1.6811763,7.7996736,6
-11.526061,19.644371,4
1.9907635,-20.693832,9
-0.87052375,12.046975,6
2.4422715,6.0575147,6
-6.5338316,-8.860061,0
-12.495011,4.369784,0
-21.832134,7.9868665,8
23.97503,13.681539,7
0.18634646,-4.7210083,9
21.106657,5.0246005,3
7.7676616,-12.085181,9
-6.5934854,7.360435,0
-5.680613,7.9177465,0
-9.033519,-0.31566003,0
-0.34453803,-20.437878,9
0.058442276,0.9952614,0
-0.6890773,-20.642069,9
-11.661221,-9.661896,0
-14.278865,-9.5488,0
-4.749836,-19.403032,2
4.6918397,16.776665,6
1.8075855,16.548431,6
19.497564,9.402479,7
10.290278,-9.932529,9
7.1249924,11.17048,6
7.3504224,11.673496,6
-14.89819,1.3727627,0
2.73898,15.749601,6
5.504516,-12.922221,9
6.694695,-0.15520819,6
-9.7620325,-7.330487,0
21.775663,12.635487,7
18.50396,10.905214,7
7.2909336,13.937932,6
-0.1713955,10.370593,6
-10.101576,8.624194,0
0.60145634,-9.884899,0
-4.6997275,6.756454,6
-14.655383,-6.6715956,0
4.1181154,-13.4136715,9
-14.743441,-10.407675,0
0.7204927,-14.3638525,0
-16.098051,-7.3763213,0
19.624338,13.993307,7
20.00801,3.4924552,3
19.688072,-6.817889,3
2.332663,13.523878,6
-0.5401073,5.0122213,6
4.5686035,-7.485499,9
1.9408417,-8.225236,9
-12.328637,6.6194644,0
2.6566048,5.610831,6
1.1081984,-6.1188817,9
17.159008,-8.810417,9
-15.456606,6.659096,0
2.1570199,-12.302703,9
-18.423105,13.231634,8
-13.133043,4.122744,0
22.64749,-2.1852922,3
-18.674725,6.8973393,8
-5.673667,16.127571,6
-13.296175,-7.2005124,0
-16.557861,-3.1053357,0
1.4849069,-15.332493,9
25.376226,12.497513,7
6.2546244,9.158818,6
4.426336,15.198794,6
-9.168833,20.865189,4
20.149652,-10.027283,9
7.593811,-10.451389,9
4.545823,15.7546835,6
19.12165,-8.24969,3
-8.652926,-9.080209,0
3.6376975,-10.468047,9
-3.2912514,-8.730655,0
5.7859306,-16.05626,9
-5.971234,-15.243737,2
-16.802702,3.7413507,0
-21.648703,7.8743405,8
-4.1935186,10.08322,6
15.10108,10.715004,6
21.358778,14.111805,7
-5.9982104,7.0814805,0
11.160309,14.782552,6
7.6431885,-10.9236145,9
-9.611885,4.3556566,0
-17.823187,2.849314,0
12.723593,14.592344,6
-6.7979302,-7.91018,0
2.808778,-5.1243215,9
-2.5298562,-21.484833,9
-20.39954,6.0905814,8
-15.045712,4.611792,0
-7.6156526,-2.4127865,0
-24.061586,11.583682,8
14.04599,-3.471892,9
4.2514915,-9.163513,9
19.055681,11.34786,7
-16.00322,6.346957,0
7.8176036,6.8321114,6
-3.652764,5.6700616,6
-1.5595628,-20.688997,2
9.1699505,15.438766,6
16.527315,13.251043,6
2.0185769,-0.6489917,6
8.24023,8.41247,6
11.587258,-12.313528,9
2.1539586,-4.2323318,9
4.665296,13.1193285,6
-2.412309,-20.019522,2
11.030195,11.78075,6
0.2181463,-20.108978,9
-4.488431,-13.43143,9
-1.8523579,-5.3258843,0
-20.876501,9.996714,8
-6.9692073,-10.74031,0
1.656958,5.185485,6
1.3678994,6.7101674,6
-13.738204,6.654563,0
-17.046104,-4.6925406,0
-10.764088,-0.68246293,0
-8.792445,-4.428935,0
-6.4507594,-9.4699135,0
-12.31369,-4.28455,0
-0.97243565,-27.181242,9
-14.779757,-2.7014124,0
2.4524393,-12.082261,9
-4.461134,-12.914189,0
23.05395,4.0704675,3
7.194896,8.9411,6
19.775927,15.645106,7
19.810196,14.837518,7
-13.534122,7.5562024,0
21.525126,-10.578098,3
9.877182,8.894775,6
19.977018,-11.066474,9
-8.592648,21.194574,4
8.816307,3.4329288,6
9.684595,15.29516,6
4.0879827,-9.550812,9
14.490772,13.487302,6
12.348089,14.441113,6
-2.6572828,6.59237,6
-9.438823,-12.417953,0
10.089516,15.698221,6
-0.8138609,2.248265,0
3.5052154,-20.585623,9
0.054734837,15.900904,6
-5.6984553,16.849737,2
-13.743663,10.496316,0
-17.80192,-6.6156664,0
1.8551905,-23.443121,2
-9.715248,19.19924,4
13.839801,-18.369614,9
-23.71733,14.57279,8
15.608481,-6.049197,3
10.654294,-4.069385,9
17.346516,-5.449673,3
3.8195877,10.211971,6
-9.874791,1.7914119,0
-4.2008557,6.6771774,6
2.490133,13.935118,6
8.56235,-0.38618127,9
-6.0557933,-14.360859,0
10.774972,5.8472805,6
-4.889415,7.7676487,6
-8.595795,7.944046,0
5.0991035,-11.541313,9
3.2692904,-19.260014,9
-5.126285,-8.248949,0
-10.500289,3.926963,0
-21.943882,7.442295,8
-15.013757,-4.635068,0
19.57135,10.762985,7
14.699069,14.298607,6
7.0884604,-9.353426,9
17.281677,12.836057,7
-15.415494,6.3886967,0
17.323763,12.085227,7
2.2984846,-13.201468,9
13.748646,-9.27554,3
-8.340675,22.769295,2
-4.8523626,7.7475543,6
-16.578724,2.9776008,0
2.2587173,-13.801759,9
-6.802758,-3.862926,0
-5.836131,-7.9628963,0
-17.65261,14.348635,8
-7.5575585,7.035506,0
-24.272,6.37291,8
-20.545202,-2.3750565,0
22.93959,11.698527,7
18.634336,14.210382,7
17.80277,2.0345213,3
11.876578,8.317339,6
12.357803,13.041265,6
16.294216,-12.013209,9
-11.69797,-4.358863,0
3.567303,3.667939,6
-14.295221,-3.5832126,0
2.6605213,-3.099521,9
-17.903185,-7.0965686,0
-3.4496665,-8.860639,0
-3.2865138,9.937345,0
-10.256085,-2.9375489,0
-3.8206155,5.473886,0
17.752329,1.3389194,3
6.3888507,6.4519553,6
17.706125,-0.5556504,3
13.288068,13.307228,6
-2.6301396,4.5892534,0
-0.26543725,15.175176,6
0.539531,15.603263,6
-8.793828,4.3980737,0
0.33690304,11.197912,6
2.8874137,-25.089891,2
0.58349556,8.174059,6
1.2043641,-18.84773,9
-1.6155536,-15.649975,9
5.122248,5.6458554,6
-17.432724,-4.223443,0
-12.5834875,1.6282929,0
-15.84385,3.8826902,0
22.790169,3.2884638,3
21.205708,8.48847,7
19.48488,-6.933135,3
4.835667,-8.016889,9
-5.380649,2.3402698,0
-10.375045,1.176333,0
15.620353,-9.634521,9
-0.516838,9.753158,6
-17.347559,11.767071,8
-9.185054,5.6034327,0
-13.29075,-2.1985745,0
-9.731857,-5.176475,0
-14.730357,-5.7007356,0
-21.230312,1.668345,0
-5.120242,-22.496407,9
-10.946821,-12.6047945,0
13.978083,13.946596,6
11.033171,15.184455,6
-5.7734966,5.796618,0
-12.5352125,17.28653,4
-3.371181,9.354024,6
-16.136559,4.733086,0
-14.449325,-4.800562,0
-21.904142,12.248106,8
-21.041845,3.3536747,8
-5.2163186,-14.5848055,9
-20.915432,0.4960952,0
-12.284558,5.4424124,0
-6.691115,5.1747856,0
18.106964,9.762071,7
-0.4404641,-22.501734,2
-13.657578,9.252896,0
-7.4935613,10.573137,0
15.248726,2.3414845,3
3.3896232,-1.1050822,9
-12.75166,-3.1509302,0
16.118101,-7.807894,3
1.2644076,3.4207466,6
3.8157523,-1.7912034,9
-3.0323598,-4.6176863,0
-15.672981,9.176417,8
-10.178126,4.1709003,0
5.4099927,-9.478101,9
-14.376677,-5.4740477,0
-22.394827,9.973868,8
3.4791763,11.082155,6
21.987823,-5.154652,3
1.67447,11.088704,6
-17.30612,1.8632903,0
-13.600133,-2.3018477,0
-16.227583,0.050196793,0
23.467535,13.701915,7
-16.70494,7.428435,8
-2.082695,-21.3349,9
-11.6516,20.730066,4
-2.843445,12.3863735,6
-13.447717,-6.0906706,0
21.724411,-11.992968,3
1.2282646,16.923288,6
-10.824101,8.32043,0
-22.555153,4.1098533,8
-15.611291,4.9917407,0
-22.503036,-0.7204346,8
8.628213,1.7455952,6
17.450304,13.195818,7
8.438443,-10.073941,9
-11.917977,-2.6131601,0
-6.6092763,-12.150575,0
-9.543336,-3.5954218,0
-11.823677,9.03426,0
-2.8811393,-24.701153,9
0.44562268,-10.815696,0
-13.79281,-8.608797,0
12.242693,-12.224009,9
2.5300462,-14.923285,9
25.62368,-6.866226,1
2.9627585,2.3906074,6
-1.2942638,-15.338003,9
4.037869,14.181937,6
-19.696299,-4.457398,0
16.098936,6.040208,6
-1.0482978,10.611309,6
-16.8291,-4.866721,0
0.4728726,-4.289101,9
-1.4280329,-24.5391,2
20.623318,14.392594,7
-8.796873,20.955057,4
-10.682015,4.56323,0
-10.043743,-0.3578797,0
-15.877286,-10.454443,0
17.485443,-8.016355,9
13.285522,15.461866,6
8.106805,-11.769571,9
-0.05022335,-6.3908563,0
3.5716825,14.219497,6
9.450041,-13.598534,9
-7.127893,6.430893,0
-22.48994,8.738063,8
-13.649562,-11.541547,0
16.58301,14.933111,7
2.2933059,7.4716277,6
4.9335246,8.422391,6
-6.3061523,6.456818,0
-8.2211,2.0370948,0
-15.429431,3.9380043,0
8.649017,12.676057,6
-0.7096035,-17.515541,9
21.991285,3.4277992,3
6.5747,0.4403326,6
-12.413609,17.120409,4
24.039629,11.397398,7
-14.515663,7.0790715,0
13.361469,-12.21478,9
18.617222,12.133803,7
-11.202906,-9.183697,0
-18.505663,7.0552273,8
-16.252554,-11.173484,0
18.953527,7.050395,3
18.930962,-6.196712,3
12.146589,-14.313384,9
5.6898155,-14.380366,9
-12.1152115,2.8981018,0
-3.5975943,0.7611086,2
2.5702643,-21.469715,2
-8.788865,-6.785487,0
0.2524321,-23.61389,2
1.7899605,-3.6653376,9
0.7188965,16.462782,6
-10.494561,19.205452,4
12.556913,-11.503494,9
-7.808519,-2.1510353,0
-0.45128223,-4.0485754,0
-20.373491,3.4630797,0
-18.072723,-8.483407,0
-0.1720339,8.486166,6
-23.191528,5.9623957,8
-7.97129,-9.577046,0
-17.446102,3.3253696,0
-22.01957,6.7417336,8
2.9244375,-1.5741897,9
-10.7263365,5.998449,0
0.7274245,-7.0347056,0
8.450094,-11.994383,9
6.2761116,-6.608524,9
-7.5204215,5.1206017,0
13.860112,-14.454856,9
5.409228,-13.537093,9
-8.661773,9.198402,0
19.822172,-12.540414,9
14.123596,11.281866,6
7.5567565,-15.491102,9
-11.082391,-7.207857,0
10.648287,-14.149664,9
-10.137014,-11.65985,0
-7.022573,0.19597822,0
21.62278,-11.977541,3
-6.323603,-8.553318,0
-5.1858025,-2.5187829,0
-5.626776,-0.8240565,0
14.230272,-15.183668,9
-15.757521,10.349113,0
-4.749149,-15.41687,0
-23.51281,6.6234546,8
-14.338988,-6.660623,0
-11.017505,2.6860623,0
12.98475,5.285213,6
12.13458,-13.844921,9
-8.161961,-3.59986,0
14.544411,-17.648209,9
-0.14301209,12.810394,6
1.1972709,-0.7447205,6
14.732946,4.0891685,3
10.820497,6.992524,6
-5.0800376,5.1312933,0
-21.214874,-1.693091,0
13.584221,-12.125521,9
-6.5089374,-5.425722,0
2.0774045,-13.09479,9
-15.280625,-0.8876807,0
24.517662,-8.176756,3
-11.893397,4.502299,0
-4.907698,-6.480386,0
-9.901247,18.252592,4
-16.36382,7.5829816,8
-5.171665,16.23509,6
-20.95134,2.0661943,0
-21.98529,-0.3134187,0
2.9788446,-23.030575,2
2.655808,-23.149548,2
2.0623446,-22.244965,2
1.4509916,-2.1894038,9
-1.2309748,-14.75412,9
-16.967382,-3.9725497,0
12.586443,-12.963549,9
-7.8173666,3.0191145,0
7.737879,-8.453634,9
1.588271,5.879011,6
8.993316,-7.3192487,9
-16.15426,7.4844804,8
15.27623,-7.6670175,3
-9.444895,-10.835435,0
15.490255,-14.860998,9
-22.598999,0.37406722,8
11.480653,3.5866768,6
6.3544054,-14.000064,9
-14.88795,7.2957215,0
-13.205779,-9.869032,0
22.150892,-11.024568,3
3.3094413,-8.675723,9
22.235964,-9.093654,3
7.1822257,-8.097832,9
-12.883636,-9.84043,0
-22.52573,7.899117,8
-12.600616,18.899538,4
-22.956532,-0.91757226,8
-17.848316,18.223497,4
22.872444,12.505845,7
7.4490285,-15.246426,9
-15.389743,11.264426,0
-25.33895,14.595703,8
-9.010079,-7.4498796,0
-11.999042,4.710918,0
-22.350973,13.380986,8
6.205911,-8.71247,9
-4.2191286,-19.547943,4
4.93429,13.700119,6
-14.135958,-4.0312653,0
-12.305197,21.413023,4
-23.385954,3.9714537,8
-25.054377,14.544752,8
-21.733276,16.74556,8
2.4360466,15.99529,6
15.239184,12.161307,6
5.8124256,-9.688569,9
-24.269241,12.386542,8
-19.35694,10.392819,8
-3.490905,-21.712336,9
-21.376608,11.3309555,8
-0.75986063,-24.91895,2
18.272547,11.961908,7
10.017813,15.154294,6
4.0671163,-5.7958956,9
-13.402039,8.148552,0
2.9592965,-17.814768,9
-22.167818,8.874431,8
-21.448858,11.802926,8
-3.0398202,-28.541025,9
-4.838853,-26.21231,9
-10.115679,20.03421,4
-17.82928,-10.189903,0
-20.572239,2.8731053,0
-3.5436487,-28.34788,9
-23.702208,15.009262,8
-20.334272,16.864908,8
-24.847843,4.2119565,8
3.4281094,10.831288,6
6.6741676,-13.7646,9
-24.115398,4.2598286,8
-19.4113,-7.9824777,0
-4.922702,-27.147137,9
22.29384,-8.38974,3
21.845047,4.674196,3
-2.9119961,5.2537913,0
-2.4512959,-21.280458,2
-14.77,21.5212,4
-20.938036,-0.82249403,0
-10.132568,19.15854,4
-25.0875,11.520312,8
-23.489334,8.574896,8
2.4730694,-25.05315,2
-8.142849,7.6114187,0
-14.184367,9.767962,0
-24.226301,10.855607,8
-13.977965,18.587683,4
2.0173872,-25.389996,2
-5.7591014,-8.084567,0
-11.977208,-8.213858,0
-3.300057,-19.36013,2
-14.561366,-8.557324,0
-15.434478,-3.213835,0
-0.46894097,-24.12913,2
-20.477304,10.95669,8
-25.061972,6.7380376,8
-6.446516,-4.433842,0
0.48549098,16.692596,6
-18.53144,2.127196,0
-19.208729,16.67769,8
-11.904603,-12.6942,0
-3.1683803,-27.981049,9
-2.2183993,3.9499993,0
-18.384945,17.132986,4
-4.1176167,-26.357115,9
-15.7472925,-13.328021,0
-13.526086,4.641862,0
-14.108445,3.3614297,0
-21.144518,-2.8112936,0
-23.998634,14.753782,8
-16.894999,10.356525,8
-21.302866,8.698557,8
-27.004633,10.639552,8
-26.497213,10.272443,8
-14.5959015,20.253418,4
-3.8823514,-26.685852,9
-4.801383,-7.798444,0
1.1584909,17.140053,6
-17.535936,-7.408796,0
-2.2178366,-28.14148,9
-18.424227,-0.6620634,0
-19.206463,17.430511,4
-9.956967,22.812197,4
-26.369305,11.416535,8
1.801777,15.249712,6
-0.8207074,13.488767,6
-12.148157,19.768335,4
3.5256855,-24.906366,2
4.026821,-24.968744,2
-13.30228,-10.572602,0
-24.661379,8.047139,8
-18.67484,-0.04967793,0
23.134434,11.418833,7
6.3916817,10.056796,6
-14.610712,6.204619,0
4.8996954,-10.784952,9
-8.498976,-11.189994,0
-13.453454,16.594948,4
-26.69535,10.637072,8
-14.179536,-7.6876884,0
-21.845976,11.414212,8
-25.710802,13.97829,8
-24.141094,14.573725,8
-25.564621,7.929256,8
-22.444551,4.864887,8
-19.629726,-3.9093244,0
10.146824,9.3267565,6
-13.555779,15.951352,4
-11.994058,17.416555,4
0.99071014,-25.057957,2
-19.731384,0.31552333,0
-24.5833,12.65049,8
-25.358597,8.809013,8
-15.148858,16.186945,4
-8.416987,-5.113732,0
-7.2584386,-11.198814,0
-15.488416,4.32899,0
-12.410438,19.937279,4
-18.825552,13.168397,8
-11.908698,18.053999,4
-19.004684,-1.6713344,0
-14.588001,21.71678,4
-14.18114,20.13194,4
-13.658201,19.664713,4
-5.283473,-25.324757,9
-4.2871413,-27.609077,9
1.0989243,11.461601,6
-8.584193,-3.425773,0
-13.758787,21.421696,4
-19.610193,10.586284,8
-22.982172,1.8677512,8
-4.837055,-22.635952,9
-19.775723,15.354077,8
-13.264535,21.418793,4
-10.569928,8.032903,0
3.9118183,-15.4067745,9
-11.1218,20.242111,4
-18.30292,4.0740566,0
-24.585316,1.6593543,8
-3.5870817,-25.7681,9
-17.438362,18.22149,4
-3.906934,-27.674986,9
-4.5515184,-25.944153,9
-12.025056,-3.06934,0
-12.7844095,17.446,4
-7.332663,-3.9856381,0
-20.964928,12.667933,8
-12.4948845,21.267263,4
-2.7605598,-22.680899,9
-12.741813,-13.119267,0
-23.206726,10.32739,8
-25.17604,12.040594,8
-24.488312,9.945925,8
2.3805017,15.358258,6
13.217754,-15.150651,9
-15.838525,-13.383606,0
-5.4379706,-24.116806,9
-12.994416,4.2741785,0
-24.681374,13.667435,8
-18.795906,15.8587265,4
-24.767935,14.791677,8
3.072859,-7.6780057,9
-25.229246,7.7109327,8
-25.900537,14.211038,8
-26.301758,11.380226,8
-3.483645,-26.50279,9
2.6431208,16.276375,6
-17.51918,7.432165,8
-20.419067,14.119051,8
-21.950897,3.8948455,8
-12.242187,20.74018,4
21.252277,-5.774439,3
13.975837,11.015404,6
7.7938824,10.984401,6
-0.06907927,8.627776,6
-10.688672,21.40722,4
-25.116562,13.931391,8
-10.762933,21.980808,4
-22.433939,-2.0457945,8
20.992283,11.668108,7
0.044016562,-21.577852,2
16.627752,-13.7422695,9
21.177565,10.647312,7
-11.307228,18.570885,4
-22.02107,7.621312,8
-21.571411,0.023420142,0
-4.3527284,-24.170483,9
-23.69505,11.578455,8
-26.109207,12.1456175,8
-4.8641925,-25.473057,9
-4.0031366,-28.324831,9
-12.683974,17.234425,4
3.8808477,3.3508468,6
1.2239554,-24.588743,2
-5.3696156,-5.5155716,0
-5.6708446,-13.976892,0
-25.681524,13.05813,8
-19.625725,11.559613,8
-18.162415,10.296208,8
-20.987602,12.547806,8
13.554834,-13.6202,9
-4.500208,-26.652693,9
-25.389019,14.517793,8
-4.7519565,-26.8942,9
-4.488201,-27.448206,9
5.553215,16.437126,6
-7.8071904,23.21652,7
3.4206052,12.259071,6
-3.638519,-10.567439,0
-12.232295,-7.3593073,0
-14.915813,21.6709,4
-5.8111978,2.565112,0
-13.218028,20.237432,4
-23.542133,8.357565,8
2.1133733,-14.672682,9
-19.708252,9.630823,8
0.7990656,-23.35188,2
-9.231086,8.905662,0
-12.624894,-10.811504,0
-11.308624,20.609121,4
3.4781957,-15.75143,9
-23.698296,4.7367067,8
-20.780745,-1.7206143,0
-4.394396,-27.711008,9
-13.677101,-4.7058134,0
-16.785192,-5.676806,0
-2.979475,-29.244173,5
-10.0828285,1.1853596,0
-22.116484,12.536918,8
1.317201,-16.05592,9
-22.660885,0.097746335,8
-12.604784,19.267485,4
-13.737486,17.661325,4
-4.3725595,-26.919102,9
-3.7642083,-27.325628,9
-5.176682,-27.442892,9
-15.89301,-9.103765,0
-25.933277,9.18587,8
-11.503166,-13.352812,0
7.6924353,-7.5217824,9
2.7211864,6.3934574,6
7.916849,5.18657,6
-10.2095585,-10.453314,0
1.0729101,-19.986416,9
-2.8157065,-20.00723,2
-20.397705,10.016683,8
-10.757606,-0.13813086,0
22.483315,-5.3613048,3
12.934415,-16.119102,9
-19.09189,1.6939096,0
-12.417292,-9.733094,0
-18.012974,1.1123157,0
-12.376865,19.292711,4
4.223668,-10.792586,9
-14.478464,-8.485296,0
-24.59627,11.201075,8
22.20363,-8.381965,3
-1.4062833,-19.936504,2
-3.3713608,-9.761463,0
-22.040691,0.10229622,8
-16.788942,-9.353703,0
4.99671,6.726243,6
-4.0928307,5.304076,0
2.8391435,-11.334876,9
-19.845924,2.5606804,0
21.328032,-2.068522,3
20.234724,-6.721912,3
-5.8382006,-6.8517137,0
-8.249169,3.4574747,0
-17.833603,-8.304336,0
-24.341475,13.471275,8
0.21619995,-21.623331,2
3.4015234,-0.56169903,6
-15.41215,-3.6168082,0
-19.255577,-1.8982769,0
-23.150162,5.2729115,8
-23.060755,13.088977,8
12.000289,-2.694249,9
15.920155,-14.368363,9
-4.0592933,-12.293905,0
-16.606388,-10.957277,0
-4.4822955,-19.247126,4
0.042842858,-24.045036,2
-0.8847228,-24.074965,2
-25.492422,5.4679203,8
8.342944,5.1403713,6
-0.25065333,16.256256,6
-7.9492135,5.3376265,0
-1.2358212,-28.101406,9
-23.04242,2.6249776,8
-19.717186,-4.7719765,0
-14.443587,16.19895,4
-2.1304245,-16.670496,9
-18.780844,-3.8988469,0
-24.251842,5.8659625,8
5.4278746,9.731654,6
-14.47289,6.8659463,0
-24.009449,6.750755,8
-0.8537671,-4.5141387,0
7.1121655,-14.759576,9
1.0360312,-14.677488,0
-25.046291,10.998343,8
13.237221,6.7545824,6
-21.979816,14.5941725,8
-1.1538942,-15.871961,9
-13.680522,-10.624742,0
-12.623924,18.039711,4
20.90641,-1.4324089,3
1.3808349,15.967528,6
0.7831374,4.190838,6
-22.967915,15.053006,8
-24.378618,3.3166475,8
-6.786352,-7.410679,0
-7.3353457,-8.325686,0
-20.290342,11.22187,8
-17.940079,-0.40588683,4
-3.3293037,-21.427176,9
-12.4747,-6.6733565,0
2.2796488,-16.519297,9
-4.7554784,-21.89048,9
-14.962919,-8.58659,0
-25.499498,11.140192,8
-23.64909,2.9728632,8
12.739295,-13.141336,9
11.478687,-11.479466,9
-10.446187,5.164884,0
-1.695918,-19.168428,9
-5.7497225,-7.441383,0
-6.8019876,-24.911089,0
-25.210606,12.831219,8
8.46412,-11.801878,9
-12.1060705,-8.828645,0
5.44289,-16.62482,9
-12.385403,-10.538238,0
-15.415905,-7.6418395,0
-3.6138647,-23.347048,9
-14.068269,4.4106174,0
10.394165,11.785695,6
-7.901786,-10.694163,0
-13.3436985,-6.50093,0
-24.584663,13.757418,8
-26.134226,10.323069,8
14.728835,-17.594849,5
-13.137236,-1.2261648,0
-11.87413,4.5265,0
3.7328007,-25.24143,2
-19.566431,-0.9800099,0
3.8141973,-10.272743,9
-9.301362,-6.664719,0
-6.934391,-9.42047,0
-20.104063,-1.0460824,0
-6.934455,-10.677226,0
-13.364942,-10.920361,0
-16.964771,6.42875,0
-22.972624,15.446021,8
-5.2897086,-7.4060006,0
-16.010368,-4.609863,0
-22.900818,15.344925,8
20.637983,-7.7682767,3
-13.670765,-3.008926,0
-17.212595,-9.038336,0
-12.145071,-1.4523163,0
-1.0912846,-28.003328,9
-12.960764,17.732042,4
-23.905054,7.5221057,8
14.4379425,-1.5627899,3
16.439592,-8.173057,9
-0.24365014,-17.871954,9
-18.758139,0.26481974,0
-12.776108,-4.417236,0
21.765564,5.6812797,3
8.039762,-5.62677,9
-19.223743,-3.0124555,0
4.1907806,-13.475349,9
-9.667441,1.3061669,0
-1.3829443,-16.1223,9
-5.24496,-9.010897,0
-9.816694,22.754595,4
-7.4810653,-4.0883694,0
-21.665354,9.942673,8
-15.261548,19.281301,4
-12.38834,20.4568,4
-25.884808,9.683139,8
-3.9665282,6.0820217,6
-9.620458,8.207414,0
-10.430264,22.238579,4
15.99086,-11.768478,9
17.988111,-0.4774676,3
12.852987,-13.376668,9
0.64459926,4.7097487,6
-5.925817,-21.094027,0
0.6254291,-17.473198,9
2.1288745,-15.067379,9
-24.773232,12.190489,8
-14.203939,19.69466,4
-11.607497,20.64195,4
-21.483273,1.1638434,0
12.841864,-12.776717,9
3.2440972,-13.056541,9
7.5007796,-4.184392,9
-5.5533676,8.448364,0
-2.3448532,-15.80107,9
-12.394546,-7.321237,0
3.403853,-11.17772,9
-15.6087885,-8.997291,0
-8.6316805,-12.666131,0
-10.973748,-10.729241,0
-21.677605,0.3300503,0
-20.740166,-3.808722,0
-22.802145,10.876379,8
-19.25956,8.171027,8
-8.045446,-8.956251,0
-3.3458176,-17.455996,9
-12.267264,20.17369,4
-13.477319,-7.454421,0
-0.36016268,-20.92065,2
-14.79272,-5.293674,0
-20.77405,-3.4026089,0
-14.879946,21.73964,4
-15.075532,18.887003,4
-18.958614,-8.466445,0
-10.616904,3.2775078,0
-6.5882974,-6.8535266,0
1.6442373,-11.386698,9
-12.621339,4.7588134,0
-15.860343,3.7605038,0
2.4962566,-24.946192,2
-11.413195,-13.699633,0
-23.31786,14.832773,8
-18.1161,17.970947,4
15.736491,-9.903805,9
21.16046,-13.024425,3
7.1907616,-6.9775376,9
-1.6449533,-15.425467,9
-19.61564,-0.6125275,0
-0.90879816,-23.856258,2
-21.503483,-2.316594,0
-7.8995543,7.599543,0
0.70892096,-5.7981653,9
-11.701376,20.262999,4
-22.240026,2.0787318,8
-14.551803,-5.027261,0
-18.009264,-2.1186323,0
-11.768757,21.264599,4
-22.278284,6.007193,8
-11.226119,3.5896046,0
-8.791254,22.988367,7
14.892708,-14.111859,9
14.67745,-11.092486,3
-3.7577367,-6.929219,0
-21.486736,1.1843917,0
-17.716,-6.249386,0
-11.966868,-13.508531,0
-15.824472,-10.80608,0
-10.379134,22.842905,4
25.017937,12.464627,7
20.544312,-7.4350824,3
21.071577,-7.4015436,3
11.770569,-0.21103959,9
5.458842,-11.821747,9
-1.469251,-21.755938,2
-1.6326166,-21.103346,9
-6.817787,-8.673806,0
-18.540144,16.455875,4
-19.087433,3.3617852,0
-22.476168,6.7102942,8
-19.354658,1.0226731,0
16.862574,14.390989,7
16.640285,12.5571,6
3.8620834,16.539455,6
18.91831,-5.4750853,3
10.223072,-9.801905,9
7.457323,9.612122,6
3.3714755,-6.216853,9
-1.0347617,13.554635,6
7.9121933,0.89964026,6
-3.6265366,4.5986094,0
-3.7499526,12.199584,0
-13.081793,-8.432303,0
7.975658,-12.66422,9
7.029971,-11.177047,9
5.039342,-10.915774,9
-9.697393,-10.059778,0
-4.767601,-23.990137,9
-22.571451,-3.4300408,0
-5.0887103,-26.911854,9
19.068419,5.691125,3
-7.2006316,-5.0841994,0
2.019802,-23.628614,2
-13.918854,-8.664143,0
-15.167605,8.723522,0
-22.323107,12.539497,8
-20.003702,-4.188182,0
-23.501272,4.804643,8
13.674775,12.734396,6
18.84267,12.329664,7
11.662531,12.620582,6
13.136652,0.60423386,3
13.893962,7.7902403,6
2.8139417,-8.701932,9
6.0394106,-9.67085,9
-5.396248,10.379385,0
-21.221022,14.984665,8
-8.174381,10.477841,0
-19.535212,12.425985,8
-21.73182,9.350588,8
-4.348224,-22.995403,9
-20.970833,12.474323,8
-22.651707,7.91094,8
15.316061,-8.517134,9
5.616066,14.233521,6
-0.34254524,17.024334,6
7.708806,-12.838317,9
-0.7481141,-22.559526,2
-19.321283,6.724938,8
-16.38274,-11.420905,0
-21.512907,2.7050831,8
-22.552658,2.7639384,8
-21.74601,3.596597,8
15.721322,-7.277389,3
6.0274167,0.748297,6
12.497354,0.51696956,3
10.0735,9.563593,6
-9.848248,-10.683483,0
-21.522934,16.375679,8
-13.057816,-12.036378,0
4.320467,4.7641087,6
-6.260025,-14.803214,0
-5.272634,6.241412,0
-1.6366562,11.85963,6
-8.037512,-10.853683,0
-12.898809,8.298999,0
22.797909,-0.8423625,3
16.421549,4.2321897,3
7.3152356,1.5859742,6
0.26500785,-19.54487,9
-14.104271,7.4760766,0
-0.3882173,2.790611,6
0.90954906,3.708917,6
4.4521933,-9.57145,9
-3.7884302,-4.77192,0
-21.734997,13.050185,8
-15.648589,-0.23049644,0
