Distance	Interaction Frequency (interChr=1.674308e-01)
28845000	1.403646e-05
28850000	1.443883e-05
28855000	1.451642e-05
28860000	1.334268e-05
28865000	1.381198e-05
28870000	1.363401e-05
28875000	1.373041e-05
28880000	1.374112e-05
28885000	1.345077e-05
28890000	1.375307e-05
28895000	1.364250e-05
28900000	1.399172e-05
28905000	1.304755e-05
28910000	1.352688e-05
28915000	1.340191e-05
28920000	1.360988e-05
28925000	1.406492e-05
28930000	1.319001e-05
28935000	1.442520e-05
28940000	1.296737e-05
28945000	1.458132e-05
28950000	1.425454e-05
28955000	1.430179e-05
28960000	1.348874e-05
28965000	1.301964e-05
28970000	1.437056e-05
28975000	1.333708e-05
28980000	1.323450e-05
28985000	1.374579e-05
28990000	1.333717e-05
28995000	1.258095e-05
29000000	1.351546e-05
29005000	1.440385e-05
29010000	1.381666e-05
29015000	1.382008e-05
29020000	1.393994e-05
29025000	1.409577e-05
29030000	1.372917e-05
29035000	1.277697e-05
29040000	1.380430e-05
29045000	1.435844e-05
29050000	1.413907e-05
29055000	1.366038e-05
29060000	1.294029e-05
29065000	1.353781e-05
29070000	1.348029e-05
29075000	1.388807e-05
29080000	1.329163e-05
29085000	1.437007e-05
29090000	1.296500e-05
29095000	1.349217e-05
29100000	1.322125e-05
29105000	1.483554e-05
29110000	1.313132e-05
29115000	1.358597e-05
29120000	1.353186e-05
29125000	1.407597e-05
29130000	1.353440e-05
29135000	1.407039e-05
29140000	1.381957e-05
29145000	1.471476e-05
29150000	1.305061e-05
29155000	1.204621e-05
29160000	1.333594e-05
29165000	1.490603e-05
29170000	1.321931e-05
29175000	1.468556e-05
29180000	1.401390e-05
29185000	1.489995e-05
29190000	1.480662e-05
29195000	1.459929e-05
29200000	1.542033e-05
29205000	1.312401e-05
29210000	1.285905e-05
29215000	1.230722e-05
29220000	1.411681e-05
29225000	1.312863e-05
29230000	1.409794e-05
29235000	1.391431e-05
29240000	1.335846e-05
29245000	1.400828e-05
29250000	1.443541e-05
29255000	1.310963e-05
29260000	1.353691e-05
29265000	1.414796e-05
29270000	1.427847e-05
29275000	1.344252e-05
29280000	1.245539e-05
29285000	1.300679e-05
29290000	1.309714e-05
29295000	1.353902e-05
29300000	1.381792e-05
29305000	1.472273e-05
29310000	1.337895e-05
29315000	1.361590e-05
29320000	1.354884e-05
29325000	1.428810e-05
29330000	1.275966e-05
29335000	1.360577e-05
29340000	1.311287e-05
29345000	1.445890e-05
29350000	1.471935e-05
29355000	1.311651e-05
29360000	1.421271e-05
29365000	1.306616e-05
29370000	1.394563e-05
29375000	1.416440e-05
29380000	1.372691e-05
29385000	1.445717e-05
29390000	1.372046e-05
29395000	1.343891e-05
29400000	1.322086e-05
29405000	1.359183e-05
29410000	1.281468e-05
29415000	1.252096e-05
29420000	1.349994e-05
29425000	1.416316e-05
29430000	1.301077e-05
29435000	1.329646e-05
29440000	1.370476e-05
29445000	1.360362e-05
29450000	1.277640e-05
29455000	1.320266e-05
29460000	1.351652e-05
29465000	1.325868e-05
29470000	1.299669e-05
29475000	1.312955e-05
29480000	1.331079e-05
29485000	1.480894e-05
29490000	1.418112e-05
29495000	1.243290e-05
29500000	1.393724e-05
29505000	1.317806e-05
29510000	1.387392e-05
29515000	1.342684e-05
29520000	1.357731e-05
29525000	1.425970e-05
29530000	1.329137e-05
29535000	1.248010e-05
29540000	1.299197e-05
29545000	1.376682e-05
29550000	1.349987e-05
29555000	1.304904e-05
29560000	1.450791e-05
29565000	1.263595e-05
29570000	1.321286e-05
29575000	1.409714e-05
29580000	1.380980e-05
29585000	1.337588e-05
29590000	1.330326e-05
29595000	1.344180e-05
29600000	1.260307e-05
29605000	1.329687e-05
29610000	1.435165e-05
29615000	1.322745e-05
29620000	1.337929e-05
29625000	1.366494e-05
29630000	1.335522e-05
29635000	1.313184e-05
29640000	1.284442e-05
29645000	1.268220e-05
29650000	1.305252e-05
29655000	1.367414e-05
29660000	1.288661e-05
29665000	1.424619e-05
29670000	1.308713e-05
29675000	1.395768e-05
29680000	1.229007e-05
29685000	1.369740e-05
29690000	1.280615e-05
29695000	1.371297e-05
29700000	1.174456e-05
29705000	1.288305e-05
29710000	1.406243e-05
29715000	1.344776e-05
29720000	1.337036e-05
29725000	1.345578e-05
29730000	1.326603e-05
29735000	1.392788e-05
29740000	1.340653e-05
29745000	1.298650e-05
29750000	1.330824e-05
29755000	1.298966e-05
29760000	1.381965e-05
29765000	1.349355e-05
29770000	1.345562e-05
29775000	1.380323e-05
29780000	1.385564e-05
29785000	1.392902e-05
29790000	1.272838e-05
29795000	1.309265e-05
29800000	1.375277e-05
29805000	1.255327e-05
29810000	1.348788e-05
29815000	1.342192e-05
29820000	1.358706e-05
29825000	1.399245e-05
29830000	1.380172e-05
29835000	1.389950e-05
29840000	1.441725e-05
29845000	1.311096e-05
29850000	1.244647e-05
29855000	1.344903e-05
29860000	1.337371e-05
29865000	1.331500e-05
29870000	1.383398e-05
29875000	1.336062e-05
29880000	1.294016e-05
29885000	1.469847e-05
29890000	1.313313e-05
29895000	1.347214e-05
29900000	1.314166e-05
29905000	1.368712e-05
29910000	1.289385e-05
29915000	1.364615e-05
29920000	1.340693e-05
29925000	1.231685e-05
29930000	1.414496e-05
29935000	1.387248e-05
29940000	1.266042e-05
29945000	1.316906e-05
29950000	1.370214e-05
29955000	1.293942e-05
29960000	1.354180e-05
29965000	1.273591e-05
29970000	1.368706e-05
29975000	1.385215e-05
29980000	1.283406e-05
29985000	1.277429e-05
29990000	1.319663e-05
29995000	1.284984e-05
30000000	1.356079e-05
30005000	1.340646e-05
30010000	1.297498e-05
30015000	1.284301e-05
30020000	1.433745e-05
30025000	1.302284e-05
30030000	1.323835e-05
30035000	1.406039e-05
30040000	1.302482e-05
30045000	1.259196e-05
30050000	1.420868e-05
30055000	1.331787e-05
30060000	1.364340e-05
30065000	1.361863e-05
30070000	1.342511e-05
30075000	1.226007e-05
30080000	1.444991e-05
30085000	1.411902e-05
30090000	1.318945e-05
30095000	1.303888e-05
30100000	1.196711e-05
30105000	1.312477e-05
30110000	1.315999e-05
30115000	1.410643e-05
30120000	1.398831e-05
30125000	1.392187e-05
30130000	1.392735e-05
30135000	1.248437e-05
30140000	1.261502e-05
30145000	1.399861e-05
30150000	1.341071e-05
30155000	1.359903e-05
30160000	1.242206e-05
30165000	1.328976e-05
30170000	1.303117e-05
30175000	1.350347e-05
30180000	1.370816e-05
30185000	1.326408e-05
30190000	1.333920e-05
30195000	1.311783e-05
30200000	1.309917e-05
30205000	1.360118e-05
30210000	1.400527e-05
30215000	1.366102e-05
30220000	1.381229e-05
30225000	1.276315e-05
30230000	1.388638e-05
30235000	1.298174e-05
30240000	1.279377e-05
30245000	1.285583e-05
30250000	1.286017e-05
30255000	1.254959e-05
30260000	1.277866e-05
30265000	1.321466e-05
30270000	1.247589e-05
30275000	1.312519e-05
30280000	1.260935e-05
30285000	1.324222e-05
30290000	1.300690e-05
30295000	1.234466e-05
30300000	1.186231e-05
30305000	1.314505e-05
30310000	1.365311e-05
30315000	1.156310e-05
30320000	1.302328e-05
30325000	1.334997e-05
30330000	1.250141e-05
30335000	1.234991e-05
30340000	1.303793e-05
30345000	1.272957e-05
30350000	1.243343e-05
30355000	1.204129e-05
30360000	1.254318e-05
30365000	1.307987e-05
30370000	1.230408e-05
30375000	1.267754e-05
30380000	1.238189e-05
30385000	1.280779e-05
30390000	1.217138e-05
30395000	1.209175e-05
30400000	1.337553e-05
30405000	1.412222e-05
30410000	1.258791e-05
30415000	1.336125e-05
30420000	1.293067e-05
30425000	1.302601e-05
30430000	1.305182e-05
30435000	1.309339e-05
30440000	1.186022e-05
30445000	1.294831e-05
30450000	1.340290e-05
30455000	1.330528e-05
30460000	1.232325e-05
30465000	1.261826e-05
30470000	1.252081e-05
30475000	1.277902e-05
30480000	1.318530e-05
30485000	1.235776e-05
30490000	1.345796e-05
30495000	1.241603e-05
30500000	1.308155e-05
30505000	1.292242e-05
30510000	1.320480e-05
30515000	1.274039e-05
30520000	1.255578e-05
30525000	1.131610e-05
30530000	1.337460e-05
30535000	1.264953e-05
30540000	1.325743e-05
30545000	1.324127e-05
30550000	1.256063e-05
30555000	1.352903e-05
30560000	1.255254e-05
30565000	1.164926e-05
30570000	1.287834e-05
30575000	1.200858e-05
30580000	1.265415e-05
30585000	1.280840e-05
30590000	1.238741e-05
30595000	1.316685e-05
30600000	1.271263e-05
30605000	1.232034e-05
30610000	1.240654e-05
30615000	1.337350e-05
30620000	1.246168e-05
30625000	1.307473e-05
30630000	1.301309e-05
30635000	1.234444e-05
30640000	1.205959e-05
30645000	1.268972e-05
30650000	1.237143e-05
30655000	1.210573e-05
30660000	1.333564e-05
30665000	1.270222e-05
30670000	1.224713e-05
30675000	1.307292e-05
30680000	1.154589e-05
30685000	1.246321e-05
30690000	1.359946e-05
30695000	1.297467e-05
30700000	1.269900e-05
30705000	1.349792e-05
30710000	1.252469e-05
30715000	1.252739e-05
30720000	1.347867e-05
30725000	1.294055e-05
30730000	1.455286e-05
30735000	1.318323e-05
30740000	1.381484e-05
30745000	1.208186e-05
30750000	1.247339e-05
30755000	1.300790e-05
30760000	1.224317e-05
30765000	1.252304e-05
30770000	1.214214e-05
30775000	1.150472e-05
30780000	1.251963e-05
30785000	1.284432e-05
30790000	1.173124e-05
30795000	1.274779e-05
30800000	1.290784e-05
30805000	1.233225e-05
30810000	1.305481e-05
30815000	1.198271e-05
30820000	1.377342e-05
30825000	1.246761e-05
30830000	1.254019e-05
30835000	1.317609e-05
30840000	1.278204e-05
30845000	1.332327e-05
30850000	1.211478e-05
30855000	1.189464e-05
30860000	1.216124e-05
30865000	1.254191e-05
30870000	1.273755e-05
30875000	1.312161e-05
30880000	1.267508e-05
30885000	1.289733e-05
30890000	1.212405e-05
30895000	1.215462e-05
30900000	1.189059e-05
30905000	1.309717e-05
30910000	1.281424e-05
30915000	1.309745e-05
30920000	1.194971e-05
30925000	1.225001e-05
30930000	1.229203e-05
30935000	1.166588e-05
30940000	1.123222e-05
30945000	1.263447e-05
30950000	1.296217e-05
30955000	1.355428e-05
30960000	1.307670e-05
30965000	1.295200e-05
30970000	1.227852e-05
30975000	1.245054e-05
30980000	1.307132e-05
30985000	1.269671e-05
30990000	1.204949e-05
30995000	1.229290e-05
31000000	1.243178e-05
31005000	1.279462e-05
31010000	1.298126e-05
31015000	1.329948e-05
31020000	1.196722e-05
31025000	1.315664e-05
31030000	1.398550e-05
31035000	1.309463e-05
31040000	1.319991e-05
31045000	1.317992e-05
31050000	1.332377e-05
31055000	1.246769e-05
31060000	1.316260e-05
31065000	1.239090e-05
31070000	1.293808e-05
31075000	1.148120e-05
31080000	1.321648e-05
31085000	1.236860e-05
31090000	1.248297e-05
31095000	1.325220e-05
31100000	1.252387e-05
31105000	1.191726e-05
31110000	1.257086e-05
31115000	1.299620e-05
31120000	1.167131e-05
31125000	1.158799e-05
31130000	1.259661e-05
31135000	1.260615e-05
31140000	1.348445e-05
31145000	1.252030e-05
31150000	1.227366e-05
31155000	1.295175e-05
31160000	1.223352e-05
31165000	1.320285e-05
31170000	1.331155e-05
31175000	1.270393e-05
31180000	1.289282e-05
31185000	1.302057e-05
31190000	1.179398e-05
31195000	1.244022e-05
31200000	1.319861e-05
31205000	1.212018e-05
31210000	1.318381e-05
31215000	1.214796e-05
31220000	1.258603e-05
31225000	1.233122e-05
31230000	1.256113e-05
31235000	1.335099e-05
31240000	1.287081e-05
31245000	1.209401e-05
31250000	1.161766e-05
31255000	1.201461e-05
31260000	1.256699e-05
31265000	1.344278e-05
31270000	1.216213e-05
31275000	1.245195e-05
31280000	1.289472e-05
31285000	1.223336e-05
31290000	1.213593e-05
31295000	1.280553e-05
31300000	1.215746e-05
31305000	1.209416e-05
31310000	1.335590e-05
31315000	1.264084e-05
31320000	1.210508e-05
31325000	1.249737e-05
31330000	1.359911e-05
31335000	1.235426e-05
31340000	1.285971e-05
31345000	1.182545e-05
31350000	1.253003e-05
31355000	1.206647e-05
31360000	1.376160e-05
31365000	1.196605e-05
31370000	1.439766e-05
31375000	1.176786e-05
31380000	1.282429e-05
31385000	1.277096e-05
31390000	1.286958e-05
31395000	1.271618e-05
31400000	1.351657e-05
31405000	1.343543e-05
31410000	1.278447e-05
31415000	1.360107e-05
31420000	1.239117e-05
31425000	1.191710e-05
31430000	1.316932e-05
31435000	1.214467e-05
31440000	1.254076e-05
31445000	1.302160e-05
31450000	1.275400e-05
31455000	1.374216e-05
31460000	1.177270e-05
31465000	1.340756e-05
31470000	1.327577e-05
31475000	1.381848e-05
31480000	1.285214e-05
31485000	1.278737e-05
31490000	1.288871e-05
31495000	1.305599e-05
31500000	1.267697e-05
31505000	1.279108e-05
31510000	1.274756e-05
31515000	1.258711e-05
31520000	1.305209e-05
31525000	1.282923e-05
31530000	1.338279e-05
31535000	1.280167e-05
31540000	1.284874e-05
31545000	1.302852e-05
31550000	1.211056e-05
31555000	1.335896e-05
31560000	1.260641e-05
31565000	1.231819e-05
31570000	1.280983e-05
31575000	1.218003e-05
31580000	1.225698e-05
31585000	1.270569e-05
31590000	1.349952e-05
31595000	1.332167e-05
31600000	1.326067e-05
31605000	1.356485e-05
31610000	1.255011e-05
31615000	1.272394e-05
31620000	1.317540e-05
31625000	1.292610e-05
31630000	1.305856e-05
31635000	1.157494e-05
31640000	1.396293e-05
31645000	1.225126e-05
31650000	1.249533e-05
31655000	1.324679e-05
31660000	1.293547e-05
31665000	1.276026e-05
31670000	1.378293e-05
31675000	1.439699e-05
31680000	1.343269e-05
31685000	1.160767e-05
31690000	1.319372e-05
31695000	1.162141e-05
31700000	1.246443e-05
31705000	1.210708e-05
31710000	1.354500e-05
31715000	1.376778e-05
31720000	1.258956e-05
31725000	1.329702e-05
31730000	1.344766e-05
31735000	1.195073e-05
31740000	1.307456e-05
31745000	1.364917e-05
31750000	1.246211e-05
31755000	1.278401e-05
31760000	1.342617e-05
31765000	1.233060e-05
31770000	1.327138e-05
31775000	1.251022e-05
31780000	1.297223e-05
31785000	1.257346e-05
31790000	1.359760e-05
31795000	1.300074e-05
31800000	1.210581e-05
31805000	1.188431e-05
31810000	1.176577e-05
31815000	1.206350e-05
31820000	1.216520e-05
31825000	1.161676e-05
31830000	1.230356e-05
31835000	1.223628e-05
31840000	1.300245e-05
31845000	1.207380e-05
31850000	1.292454e-05
31855000	1.343091e-05
31860000	1.269337e-05
31865000	1.272808e-05
31870000	1.290671e-05
31875000	1.255842e-05
31880000	1.307391e-05
31885000	1.295445e-05
31890000	1.250276e-05
31895000	1.221576e-05
31900000	1.302132e-05
31905000	1.284046e-05
31910000	1.288060e-05
31915000	1.328429e-05
31920000	1.312200e-05
31925000	1.316329e-05
31930000	1.269800e-05
31935000	1.194855e-05
31940000	1.262239e-05
31945000	1.227119e-05
31950000	1.190458e-05
31955000	1.267907e-05
31960000	1.275507e-05
31965000	1.232712e-05
31970000	1.240252e-05
31975000	1.299579e-05
31980000	1.276925e-05
31985000	1.198897e-05
31990000	1.220655e-05
31995000	1.263507e-05
32000000	1.352360e-05
32005000	1.367996e-05
32010000	1.224505e-05
32015000	1.280245e-05
32020000	1.348151e-05
32025000	1.247295e-05
32030000	1.300877e-05
32035000	1.261413e-05
32040000	1.116095e-05
32045000	1.247300e-05
32050000	1.381524e-05
32055000	1.331325e-05
32060000	1.332440e-05
32065000	1.243758e-05
32070000	1.280487e-05
32075000	1.208033e-05
32080000	1.269728e-05
32085000	1.183739e-05
32090000	1.183492e-05
32095000	1.247852e-05
32100000	1.266682e-05
32105000	1.354945e-05
32110000	1.242881e-05
32115000	1.319855e-05
32120000	1.268409e-05
32125000	1.284207e-05
32130000	1.290130e-05
32135000	1.276209e-05
32140000	1.174035e-05
32145000	1.216649e-05
32150000	1.250783e-05
32155000	1.275814e-05
32160000	1.281049e-05
32165000	1.238907e-05
32170000	1.283308e-05
32175000	1.217962e-05
32180000	1.235712e-05
32185000	1.157502e-05
32190000	1.352475e-05
32195000	1.258719e-05
32200000	1.295587e-05
32205000	1.261999e-05
32210000	1.308861e-05
32215000	1.256242e-05
32220000	1.287576e-05
32225000	1.323717e-05
32230000	1.361017e-05
32235000	1.274692e-05
32240000	1.373965e-05
32245000	1.262605e-05
32250000	1.180323e-05
32255000	1.320666e-05
32260000	1.283325e-05
32265000	1.287580e-05
32270000	1.381273e-05
32275000	1.339481e-05
32280000	1.207341e-05
32285000	1.321082e-05
32290000	1.341248e-05
32295000	1.309206e-05
32300000	1.256409e-05
32305000	1.189639e-05
32310000	1.289335e-05
32315000	1.383395e-05
32320000	1.275762e-05
32325000	1.257103e-05
32330000	1.228526e-05
32335000	1.268830e-05
32340000	1.245261e-05
32345000	1.220402e-05
32350000	1.286681e-05
32355000	1.331883e-05
32360000	1.365679e-05
32365000	1.293415e-05
32370000	1.202053e-05
32375000	1.265062e-05
32380000	1.379282e-05
32385000	1.336175e-05
32390000	1.211570e-05
32395000	1.234126e-05
32400000	1.233587e-05
32405000	1.235108e-05
32410000	1.223980e-05
32415000	1.209091e-05
32420000	1.227340e-05
32425000	1.214542e-05
32430000	1.251389e-05
32435000	1.242740e-05
32440000	1.272840e-05
32445000	1.202051e-05
32450000	1.190879e-05
32455000	1.295732e-05
32460000	1.217978e-05
32465000	1.199773e-05
32470000	1.170022e-05
32475000	1.280376e-05
32480000	1.309673e-05
32485000	1.262424e-05
32490000	1.230214e-05
32495000	1.308877e-05
32500000	1.249916e-05
32505000	1.328586e-05
32510000	1.275867e-05
32515000	1.297752e-05
32520000	1.322212e-05
32525000	1.260108e-05
32530000	1.305545e-05
32535000	1.254784e-05
32540000	1.094799e-05
32545000	1.187939e-05
32550000	1.273363e-05
32555000	1.318877e-05
32560000	1.228331e-05
32565000	1.397558e-05
32570000	1.225751e-05
32575000	1.201450e-05
32580000	1.310645e-05
32585000	1.323670e-05
32590000	1.208038e-05
32595000	1.355707e-05
32600000	1.275122e-05
32605000	1.153446e-05
32610000	1.171748e-05
32615000	1.300586e-05
32620000	1.309710e-05
32625000	1.198533e-05
32630000	1.249746e-05
32635000	1.281794e-05
32640000	1.334766e-05
32645000	1.204729e-05
32650000	1.276197e-05
32655000	1.148280e-05
32660000	1.229137e-05
32665000	1.197477e-05
32670000	1.194468e-05
32675000	1.232797e-05
32680000	1.247591e-05
32685000	1.253453e-05
32690000	1.162075e-05
32695000	1.215119e-05
32700000	1.220258e-05
32705000	1.311396e-05
32710000	1.242963e-05
32715000	1.245435e-05
32720000	1.262773e-05
32725000	1.245813e-05
32730000	1.253284e-05
32735000	1.280458e-05
32740000	1.238707e-05
32745000	1.267170e-05
32750000	1.276837e-05
32755000	1.240223e-05
32760000	1.263409e-05
32765000	1.261029e-05
32770000	1.266594e-05
32775000	1.184728e-05
32780000	1.229162e-05
32785000	1.160842e-05
32790000	1.160140e-05
32795000	1.384878e-05
32800000	1.227355e-05
32805000	1.335711e-05
32810000	1.292435e-05
32815000	1.313388e-05
32820000	1.356589e-05
32825000	1.275206e-05
32830000	1.282220e-05
32835000	1.210335e-05
32840000	1.243743e-05
32845000	1.294134e-05
32850000	1.252728e-05
32855000	1.278751e-05
32860000	1.252092e-05
32865000	1.211148e-05
32870000	1.232860e-05
32875000	1.340530e-05
32880000	1.190229e-05
32885000	1.212944e-05
32890000	1.261623e-05
32895000	1.276085e-05
32900000	1.218520e-05
32905000	1.336785e-05
32910000	1.273929e-05
32915000	1.308834e-05
32920000	1.148921e-05
32925000	1.233490e-05
32930000	1.356870e-05
32935000	1.313910e-05
32940000	1.266663e-05
32945000	1.251137e-05
32950000	1.246467e-05
32955000	1.178366e-05
32960000	1.275559e-05
32965000	1.261063e-05
32970000	1.270131e-05
32975000	1.265996e-05
32980000	1.259019e-05
32985000	1.215544e-05
32990000	1.376209e-05
32995000	1.239541e-05
33000000	1.229847e-05
33005000	1.393243e-05
33010000	1.270103e-05
33015000	1.244746e-05
33020000	1.209770e-05
33025000	1.286437e-05
33030000	1.165308e-05
33035000	1.224214e-05
33040000	1.137327e-05
33045000	1.288489e-05
33050000	1.352136e-05
33055000	1.263536e-05
33060000	1.159649e-05
33065000	1.192118e-05
33070000	1.187340e-05
33075000	1.170639e-05
33080000	1.251862e-05
33085000	1.266678e-05
33090000	1.251894e-05
33095000	1.137793e-05
33100000	1.260662e-05
33105000	1.218989e-05
33110000	1.198106e-05
33115000	1.254107e-05
33120000	1.224016e-05
33125000	1.289935e-05
33130000	1.235841e-05
33135000	1.170068e-05
33140000	1.184343e-05
33145000	1.184765e-05
33150000	1.285348e-05
33155000	1.248836e-05
33160000	1.312607e-05
33165000	1.325881e-05
33170000	1.231109e-05
33175000	1.220335e-05
33180000	1.338615e-05
33185000	1.295607e-05
33190000	1.290739e-05
33195000	1.160268e-05
33200000	1.258475e-05
33205000	1.267739e-05
33210000	1.237518e-05
33215000	1.308410e-05
33220000	1.261919e-05
33225000	1.282627e-05
33230000	1.248442e-05
33235000	1.250489e-05
33240000	1.310348e-05
33245000	1.192612e-05
33250000	1.171063e-05
33255000	1.304741e-05
33260000	1.185918e-05
33265000	1.194192e-05
33270000	1.279268e-05
33275000	1.235823e-05
33280000	1.263277e-05
33285000	1.297227e-05
33290000	1.244354e-05
33295000	1.158064e-05
33300000	1.303513e-05
33305000	1.210585e-05
33310000	1.218599e-05
33315000	1.208584e-05
33320000	1.137908e-05
33325000	1.302999e-05
33330000	1.291458e-05
33335000	1.258298e-05
33340000	1.244677e-05
33345000	1.334046e-05
33350000	1.292394e-05
33355000	1.277408e-05
33360000	1.243812e-05
33365000	1.282699e-05
33370000	1.149054e-05
33375000	1.210273e-05
33380000	1.239674e-05
33385000	1.215476e-05
33390000	1.200368e-05
33395000	1.229404e-05
33400000	1.220154e-05
33405000	1.270207e-05
33410000	1.126330e-05
33415000	1.314590e-05
33420000	1.221785e-05
33425000	1.181616e-05
33430000	1.280431e-05
33435000	1.260443e-05
33440000	1.194475e-05
33445000	1.274959e-05
33450000	1.196992e-05
33455000	1.268527e-05
33460000	1.220230e-05
33465000	1.182976e-05
33470000	1.199126e-05
33475000	1.346985e-05
33480000	1.299449e-05
33485000	1.281594e-05
33490000	1.285097e-05
33495000	1.211684e-05
33500000	1.266151e-05
33505000	1.221880e-05
33510000	1.266250e-05
33515000	1.285073e-05
33520000	1.280566e-05
33525000	1.105293e-05
33530000	1.152294e-05
33535000	1.237352e-05
33540000	1.209031e-05
33545000	1.181156e-05
33550000	1.214508e-05
33555000	1.230505e-05
33560000	1.162651e-05
33565000	1.211774e-05
33570000	1.143832e-05
33575000	1.260437e-05
33580000	1.202061e-05
33585000	1.213327e-05
33590000	1.080486e-05
33595000	1.250385e-05
33600000	1.161324e-05
33605000	1.252826e-05
33610000	1.284777e-05
33615000	1.166334e-05
33620000	1.162463e-05
33625000	1.247370e-05
33630000	1.196664e-05
33635000	1.112903e-05
33640000	1.175230e-05
33645000	1.199196e-05
33650000	1.268529e-05
33655000	1.289415e-05
33660000	1.234227e-05
33665000	1.161047e-05
33670000	1.202754e-05
33675000	1.286681e-05
33680000	1.241073e-05
33685000	1.190315e-05
33690000	1.242257e-05
33695000	1.177920e-05
33700000	1.319823e-05
33705000	1.179205e-05
33710000	1.253879e-05
33715000	1.128876e-05
33720000	1.257434e-05
33725000	1.107896e-05
33730000	1.255944e-05
33735000	1.226195e-05
33740000	1.251812e-05
33745000	1.187443e-05
33750000	1.242245e-05
33755000	1.254702e-05
33760000	1.237772e-05
33765000	1.185966e-05
33770000	1.216673e-05
33775000	1.261925e-05
33780000	1.334979e-05
33785000	1.181867e-05
33790000	1.211657e-05
33795000	1.355069e-05
33800000	1.288306e-05
33805000	1.244312e-05
33810000	1.424615e-05
33815000	1.222300e-05
33820000	1.134534e-05
33825000	1.181187e-05
33830000	1.273833e-05
33835000	1.216063e-05
33840000	1.230883e-05
33845000	1.224388e-05
33850000	1.241420e-05
33855000	1.161082e-05
33860000	1.177802e-05
33865000	1.204293e-05
33870000	1.142565e-05
33875000	1.190116e-05
33880000	1.267710e-05
33885000	1.250951e-05
33890000	1.209787e-05
33895000	1.166770e-05
33900000	1.207197e-05
33905000	1.215971e-05
33910000	1.133572e-05
33915000	1.132275e-05
33920000	1.214942e-05
33925000	1.335729e-05
33930000	1.137522e-05
33935000	1.211729e-05
33940000	1.192656e-05
33945000	1.207975e-05
33950000	1.161064e-05
33955000	1.127096e-05
33960000	1.157744e-05
33965000	1.257747e-05
33970000	1.198374e-05
33975000	1.233108e-05
33980000	1.197794e-05
33985000	1.213607e-05
33990000	1.282838e-05
33995000	1.151691e-05
34000000	1.200829e-05
34005000	1.103834e-05
34010000	1.267102e-05
34015000	1.208973e-05
34020000	1.218979e-05
34025000	1.186278e-05
34030000	1.153903e-05
34035000	1.179059e-05
34040000	1.203957e-05
34045000	1.255493e-05
34050000	1.242218e-05
34055000	1.222974e-05
34060000	1.234805e-05
34065000	1.238313e-05
34070000	1.239151e-05
34075000	1.171150e-05
34080000	1.183384e-05
34085000	1.169869e-05
34090000	1.165719e-05
34095000	1.211109e-05
34100000	1.205373e-05
34105000	1.179640e-05
34110000	1.235176e-05
34115000	1.203461e-05
34120000	1.254104e-05
34125000	1.138905e-05
34130000	1.140483e-05
34135000	1.261202e-05
34140000	1.222801e-05
34145000	1.195505e-05
34150000	1.201312e-05
34155000	1.198356e-05
34160000	1.223386e-05
34165000	1.237445e-05
34170000	1.301646e-05
34175000	1.198967e-05
34180000	1.102415e-05
34185000	1.234205e-05
34190000	1.205657e-05
34195000	1.182019e-05
34200000	1.193552e-05
34205000	1.124770e-05
34210000	1.291024e-05
34215000	1.152676e-05
34220000	1.212908e-05
34225000	1.124285e-05
34230000	1.227085e-05
34235000	1.291245e-05
34240000	1.149960e-05
34245000	1.282577e-05
34250000	1.261387e-05
34255000	1.149114e-05
34260000	1.183533e-05
34265000	1.219968e-05
34270000	1.243748e-05
34275000	1.203177e-05
34280000	1.202973e-05
34285000	1.275240e-05
34290000	1.240119e-05
34295000	1.117186e-05
34300000	1.295474e-05
34305000	1.206182e-05
34310000	1.149698e-05
34315000	1.283761e-05
34320000	1.192530e-05
34325000	1.179015e-05
34330000	1.200805e-05
34335000	1.181359e-05
34340000	1.207392e-05
34345000	1.160139e-05
34350000	1.185230e-05
34355000	1.240655e-05
34360000	1.222861e-05
34365000	1.276127e-05
34370000	1.244319e-05
34375000	1.315362e-05
34380000	1.222049e-05
34385000	1.227171e-05
34390000	1.136132e-05
34395000	1.245728e-05
34400000	1.212067e-05
34405000	1.217174e-05
34410000	1.307778e-05
34415000	1.157551e-05
34420000	1.155305e-05
34425000	1.295733e-05
34430000	1.172367e-05
34435000	1.207437e-05
34440000	1.178678e-05
34445000	1.116917e-05
34450000	1.164691e-05
34455000	1.197834e-05
34460000	1.199134e-05
34465000	1.204642e-05
34470000	1.153142e-05
34475000	1.276415e-05
34480000	1.200099e-05
34485000	1.173507e-05
34490000	1.222525e-05
34495000	1.192841e-05
34500000	1.198298e-05
34505000	1.208463e-05
34510000	1.293782e-05
34515000	1.237700e-05
34520000	1.126828e-05
34525000	1.263477e-05
34530000	1.135461e-05
34535000	1.282418e-05
34540000	1.182901e-05
34545000	1.264073e-05
34550000	1.261071e-05
34555000	1.244488e-05
34560000	1.187207e-05
34565000	1.184758e-05
34570000	1.132439e-05
34575000	1.201904e-05
34580000	1.201174e-05
34585000	1.270818e-05
34590000	1.160304e-05
34595000	1.201405e-05
34600000	1.260899e-05
34605000	1.178190e-05
34610000	1.154448e-05
34615000	1.167219e-05
34620000	1.275040e-05
34625000	1.328806e-05
34630000	1.227844e-05
34635000	1.224378e-05
34640000	1.234242e-05
34645000	1.222485e-05
34650000	1.161275e-05
34655000	1.210604e-05
34660000	1.331611e-05
