gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Rfx4	-0.0123276674224708	0.00611144213136539	0.0184391095538362	Q2: mC dn/hmC up	0.062031233326757	0.832152506468972	275.604835544024	0	0	0	0.240909	-0.123733	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Kif6	-0.0117098953104491	0.00670173045972303	0.0184116257701721	Q2: mC dn/hmC up	-0.139767304810048	0.616248229637482	84.0444501159728	0	0	0	0.073305	0.694096	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Nek11	-0.0106341925592833	0.00777472529717024	0.0184089178564536	Q2: mC dn/hmC up	0.248190476353722	0.586521027990403	30.1052209031556	0	0	0	-0.356254	0.851363	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Crtac1	-0.00861300704861045	0.0097573083353425	0.018370315383953	Q2: mC dn/hmC up	0.656453673865079	1.50471658052764e-05	71.7060008593515	2	2	0	0.134981	-0.074691	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Asb18	-0.0115198991043817	0.00679645167516933	0.018316350779551	Q2: mC dn/hmC up	0.27308018356549	0.827802502140201	5.6931943815285	0	0	0	-0.276561	-0.367389	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Impg1	-0.0121771216064208	0.00611369647859386	0.0182908180850147	Q2: mC dn/hmC up	-0.138892141620762	0.876911627031342	17.0371374088983	2	2	0	-0.11187	-0.279005	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Cobll1	-0.00766718390721732	0.010600115825942	0.0182672997331594	Q2: mC dn/hmC up	0.0789025692290494	0.804551638454437	344.104645800724	2	2	0	0.530394	0.436509	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Pdlim5	-0.0106553459711176	0.00760623210500155	0.0182615780761192	Q2: mC dn/hmC up	0.102149461930293	0.775244543965204	311.428235821511	2	2	0	-0.049062	0.225291	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Glis3	-0.00970298446584184	0.00845731135895475	0.0181602958247966	Q2: mC dn/hmC up	0.240977735388938	0.274330954081327	147.348073983095	2	2	0	-0.028276	0.159325	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Nell1	-0.0040412408799132	0.0140879325398524	0.0181291734197656	Q2: mC dn/hmC up	-0.0273050508780352	0.977359341119215	500.665585465233	3	3	0	0.286131	0.187228	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Antxr2	-0.00757679589856375	0.0105422478329096	0.0181190437314733	Q2: mC dn/hmC up	0.0621102220877037	0.898484001209237	63.4315934956231	0	0	0	0.268487	-0.078909	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Mboat2	-0.0120181968828031	0.00608861990442103	0.0181068167872242	Q2: mC dn/hmC up	0.318429528825357	0.0126152019053248	369.122503300704	0	0	0	0.010116	0.321862	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Grin2b	-0.00660653841819303	0.011486061055046	0.018092599473239	Q2: mC dn/hmC up	0.269064353644215	0.0442740796984818	937.382182311767	1	1	0	0.092103	0.528627	quantifiable	0	0	No Change	Repressed_Promoter	1	2	MeCP2 Both	FALSE
Bcl11a	-0.00769478374909793	0.0103889025429373	0.0180836862920352	Q2: mC dn/hmC up	-0.0583966690899285	0.873532171797117	105.587253656761	3	3	0	0.355616	-0.183054	quantifiable	0	0	No Change	Repressed_Promoter	2	0	MeCP2 Up Only	TRUE
Spock3	-0.0131299578597666	0.00492943117107438	0.0180593890308409	Q2: mC dn/hmC up	-0.307830282980744	0.191303546966507	475.604770629659	0	0	0	-0.1882	0.076322	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Ltbp1	-0.00898037815035668	0.00899946957171217	0.0179798477220689	Q2: mC dn/hmC up	-0.185539948776513	0.725980658894375	35.8802129966231	0	0	0	-0.325167	-0.312207	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Mdfic	-0.0130889753208161	0.00484902490299742	0.0179380002238135	Q2: mC dn/hmC up	0.116670045807533	0.852468457387097	22.8084160387525	3	3	0	0.025448	0.170662	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Fbn2	-0.00968117462037865	0.00822097793276544	0.0179021525531441	Q2: mC dn/hmC up	-0.392652442025283	0.544379675006779	27.9957092811103	0	0	0	-0.340028	-0.589287	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Nrg1	-0.0145951891315919	0.00329801955407308	0.0178932086856649	Q2: mC dn/hmC up	0.361151281136186	0.191762955374605	725.542430815115	2	2	0	-0.085568	-0.132632	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Ppfibp2	-0.0128299854856525	0.00503229507081773	0.0178622805564702	Q2: mC dn/hmC up	0.176147758872446	0.261212969964541	216.066053645656	0	0	0	-0.349175	0.154184	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
1700113H08Rik	-0.00896513398188081	0.00886313263269951	0.0178282666145803	Q2: mC dn/hmC up	NA	NA	NA	1	1	0	-0.173665	0.357909	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Dpysl3	-0.00935015549245977	0.0084453629545222	0.017795518446982	Q2: mC dn/hmC up	0.60900888727682	2.58930512344018e-10	169.908409858648	0	0	0	0.067205	-0.051637	quantifiable	1	0	Gained Only	Bivalent_Promoter	0	0	No MeCP2	FALSE
Myo16	-0.0122017106914224	0.00546278112182164	0.017664491813244	Q2: mC dn/hmC up	0.0918681648509828	0.774309683134083	1192.90604689837	5	5	0	0.203911	0.251597	quantifiable	0	0	No Change	Other	0	2	MeCP2 Down Only	FALSE
Cfap61	-0.0102682582513813	0.00736546507548876	0.0176337233268701	Q2: mC dn/hmC up	0.0883003145310875	0.953571723718837	14.5661207943488	0	0	0	0.054669	0.829371	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Evc2	-0.00899600474179785	0.00850714425411259	0.0175031489959104	Q2: mC dn/hmC up	0.159782313436399	0.774764704370329	33.2275711875543	0	0	0	0.162141	0.231654	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Zfhx3	-0.00648207669098011	0.0109228055516823	0.0174048822426624	Q2: mC dn/hmC up	0.739665468425328	1.48182822898609e-05	247.530353308835	0	0	0	-0.013391	0.032397	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tafa2	-0.0113626577572655	0.00600296938949715	0.0173656271467627	Q2: mC dn/hmC up	0.339538782999893	0.293267158516395	102.643577722893	1	1	0	-0.238444	-0.17999	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Sorcs1	-0.00637124187470683	0.0109670517145637	0.0173382935892705	Q2: mC dn/hmC up	0.451092028309632	0.0794731705142659	1378.01586359468	5	5	0	0.072606	0.523187	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Ttc23l	-0.00932128060329218	0.00798075663542976	0.0173020372387219	Q2: mC dn/hmC up	NA	NA	NA	0	0	0	-0.241272	-0.337421	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Hs3st4	-0.00531752806654828	0.0119731730849714	0.0172907011515197	Q2: mC dn/hmC up	0.130897477744607	0.847466348097244	47.3665338892322	1	1	0	0.046545	-0.018887	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Ccl1	-0.0113566175678389	0.00593170365067697	0.0172883212185159	Q2: mC dn/hmC up	NA	NA	NA	0	0	0	-0.155701	-0.174662	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Dach1	-0.00706038217548455	0.0102248143410593	0.0172851965165439	Q2: mC dn/hmC up	-0.161453841621477	0.692913929392924	867.926715674453	1	1	0	0.04738	-0.057137	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Colgalt2	-0.0108285721055276	0.00644278066950535	0.0172713527750329	Q2: mC dn/hmC up	-0.329030957980218	0.330104945459803	42.617801645766	1	1	0	-0.255705	-0.268864	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Inpp5d	-0.0103684281370953	0.00689628137607118	0.0172647095131664	Q2: mC dn/hmC up	0.437975251450819	0.0231074993644	54.7571205311152	0	0	0	-0.125895	0.03182	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Gxylt2	-0.0098850433941684	0.00736521151450502	0.0172502549086734	Q2: mC dn/hmC up	-0.0318793912302419	0.982388264792856	7.60789773410814	1	1	0	0.253261	-0.066636	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Vwc2	-0.00959780622905593	0.00755104901331942	0.0171488552423753	Q2: mC dn/hmC up	0.203484295981869	0.644465089937054	58.9556978600043	0	0	0	-0.272029	-0.351874	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Ak5	-0.00989836836138536	0.00722752644758923	0.0171258948089746	Q2: mC dn/hmC up	0.387942817015627	0.0028944901901419	142.077040761786	1	1	0	-0.096195	0.281205	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Msrb3	-0.0129207852036162	0.00418018469000625	0.0171009698936224	Q2: mC dn/hmC up	0.521545726134218	0.000384495412510899	301.49966576793	1	1	0	-0.027822	0.402379	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Phactr2	-0.0114261229061495	0.00564685167417976	0.0170729745803293	Q2: mC dn/hmC up	0.0471578693597911	0.881416374564896	728.062527327313	-1	0	1	-0.135696	-0.033504	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Il1rap	-0.00932555506467714	0.00773529321259586	0.017060848277273	Q2: mC dn/hmC up	0.332922363865919	0.0357169483576113	368.022593293825	1	1	0	0.08135	0.640887	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Col27a1	-0.00909873021364105	0.00795634509220658	0.0170550753058476	Q2: mC dn/hmC up	0.368785156697178	0.0017211398531213	488.843034753515	1	1	0	-0.026655	-0.25439	quantifiable	0	0	No Change	Other	0	1	MeCP2 Down Only	FALSE
Col25a1	-0.00817134945505971	0.00886036305495871	0.0170317125100184	Q2: mC dn/hmC up	0.291676595936986	0.345162882962749	127.464790937794	1	1	0	-0.231765	0.188512	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Pgm5	-0.0082861695979155	0.0086917564833308	0.0169779260812463	Q2: mC dn/hmC up	0.288155472855832	0.465004627133679	43.3824985397614	0	0	0	-0.1957	-0.408734	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Ppp1r1c	-0.0120233756804504	0.00491186528183259	0.016935240962283	Q2: mC dn/hmC up	NA	NA	NA	0	0	0	-0.186389	-0.500037	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
4930579F01Rik	-0.0123390973659003	0.0045413679196616	0.0168804652855619	Q2: mC dn/hmC up	NA	NA	NA	0	0	0	0.055348	0.335984	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Grb10	-0.0113537432874119	0.00550247708058953	0.0168562203680014	Q2: mC dn/hmC up	0.255829781902913	0.0934266073568958	1158.54100911393	1	1	0	0.011205	0.23453	quantifiable	1	0	Gained Only	Other	2	0	MeCP2 Up Only	FALSE
Gli3	-0.0131901290547671	0.00364257151915125	0.0168327005739184	Q2: mC dn/hmC up	0.0496509353937235	0.771219270984863	363.139446653346	0	0	0	-0.339723	-0.88697	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Itgb6	-0.00652230069056736	0.0101548072049549	0.0166771078955223	Q2: mC dn/hmC up	1.45939346935583	0.0617806978771701	4.68881402455729	3	3	0	0.019463	-0.350506	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Col23a1	-0.0083735717679585	0.00803466520066544	0.0164082369686239	Q2: mC dn/hmC up	0.0853526918155378	0.871150204143328	96.9798143386744	2	2	0	0.035334	-0.16144	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Cdcp3	-0.00968157689809379	0.00667058589432457	0.0163521627924184	Q2: mC dn/hmC up	NA	NA	NA	0	0	0	-0.331475	-0.166994	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
St6galnac5	-0.00921814017709277	0.00703393215919033	0.0162520723362831	Q2: mC dn/hmC up	1.00208397782932	0.427339502257576	3.78258314810069	2	2	0	0.025022	0.223319	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
0610040J01Rik	-0.0113553785959982	0.00468719565042097	0.0160425742464192	Q2: mC dn/hmC up	-0.410214566915174	0.0801688707888973	142.972050595009	0	0	0	-0.203967	-0.27165	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Pakap	-0.0118680426237989	0.00414864598906425	0.0160166886128632	Q2: mC dn/hmC up	0.33255850272219	0.0843368627232222	249.011071953655	1	1	0	0.279293	0.681886	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Aff3	-0.0106004322969691	0.00534186465217615	0.0159422969491452	Q2: mC dn/hmC up	0.121517249029881	0.572925022014258	1656.12358983208	3	3	0	0.129365	0.356605	quantifiable	0	0	No Change	Other	0	3	MeCP2 Down Only	FALSE
Syt16	-0.00851967923299013	0.00730437496964539	0.0158240542026355	Q2: mC dn/hmC up	-0.0411841191233293	0.9465406330727	81.1741528780063	0	0	0	0.049263	0.541644	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Col14a1	-0.00634323715180574	0.00947220932503429	0.01581544647684	Q2: mC dn/hmC up	0.010311716729476	0.987108514469009	106.494089571958	1	1	0	-0.537868	-0.198109	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Mertk	-0.00893719351352207	0.00679969729701341	0.0157368908105355	Q2: mC dn/hmC up	0.290891826782148	0.33320383895142	462.386701940787	0	0	0	-0.092848	0.197106	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
C1qtnf7	-0.00883066078743622	0.00687565396651145	0.0157063147539477	Q2: mC dn/hmC up	0.912659550864535	0.271812086386218	6.23495039780373	0	0	0	-0.452641	-0.511435	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Luzp2	-0.00850553646292429	0.00717981912271483	0.0156853555856391	Q2: mC dn/hmC up	-0.326232076453342	0.16523262236996	1802.07422383	5	5	0	-0.058333	0.517114	quantifiable	0	0	No Change	Repressed_Promoter	2	0	MeCP2 Up Only	TRUE
Lypd6b	-0.00629738658093748	0.00938359386876988	0.0156809804497074	Q2: mC dn/hmC up	0.834625837282904	0.00134398274287787	28.475915216893	2	2	0	0.061361	0.071354	quantifiable	3	0	Gained Only	Repressed_Promoter	0	1	MeCP2 Down Only	FALSE
Tns1	-0.00915558651257109	0.00651019513310866	0.0156657816456797	Q2: mC dn/hmC up	0.0045813737906561	0.991955833908189	323.311881120288	4	4	0	0.038819	-0.229736	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	TRUE
Mettl24	-0.00959473391464261	0.00604775045758926	0.0156424843722319	Q2: mC dn/hmC up	-0.121058334786509	0.756433602222203	60.2019721340957	0	0	0	0.356639	0.640892	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Grm7	-0.00321883097224362	0.0124168640885912	0.0156356950608348	Q2: mC dn/hmC up	0.222444030519301	0.516670539412161	1334.64178908928	2	2	0	0.239424	0.774472	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Efna5	-0.00596960942440905	0.00960049861430361	0.0155701080387127	Q2: mC dn/hmC up	0.229314310527858	0.290069461680028	604.005689851135	9	9	0	0.289131	-0.056515	quantifiable	0	0	No Change	Repressed_Promoter	9	0	MeCP2 Up Only	FALSE
Dok6	-0.0071992332862908	0.00834197165624496	0.0155412049425358	Q2: mC dn/hmC up	0.691994186096856	0.00026825947359962	195.448896992137	1	1	0	-0.13194	0.25569	quantifiable	1	0	Gained Only	Repressed_Promoter	0	0	No MeCP2	FALSE
Kcnn2	-0.00742777687785212	0.00808624025643556	0.0155140171342877	Q2: mC dn/hmC up	0.179644290216332	0.316008990961466	1966.00607669064	4	4	0	0.461443	0.626083	quantifiable	0	0	No Change	Other	3	0	MeCP2 Up Only	TRUE
Lrrk1	-0.0115043894626072	0.00400060511583568	0.0155049945784429	Q2: mC dn/hmC up	0.0439128060163012	0.943076135292043	40.5437793820573	0	0	0	-0.070839	0.111187	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Pakap	-0.0118680426237989	0.0035955384428322	0.0154635810666311	Q2: mC dn/hmC up	0.33255850272219	0.0843368627232222	249.011071953655	1	1	0	0.279293	0.681886	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Amotl1	-0.00839088575870073	0.00706244705631906	0.0154533328150198	Q2: mC dn/hmC up	0.390024741208028	0.00223549793654349	203.604460477677	1	1	0	0.055327	0.468008	quantifiable	1	0	Gained Only	Bivalent_Promoter	0	0	No MeCP2	FALSE
Chst9	-0.00619090965706581	0.00913444081791645	0.0153253504749823	Q2: mC dn/hmC up	0.0222309905850461	0.96972348060981	231.944256828136	3	3	0	0.069818	0.237105	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Rftn1	-0.00651619120387892	0.00876472525641192	0.0152809164602908	Q2: mC dn/hmC up	0.0651246067889353	0.83080380282539	227.603240237599	1	2	1	0.290695	0.034156	quantifiable	1	0	Gained Only	Other	4	2	MeCP2 Both	FALSE
Dach2	-0.00985247877407147	0.00526895941133645	0.0151214381854079	Q2: mC dn/hmC up	0.327588878076977	0.639676765792253	43.5877367735266	2	2	0	0.017403	0.285975	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Pdzrn4	-0.00700510372659102	0.0079749618425783	0.0149800655691693	Q2: mC dn/hmC up	-0.0109535542680748	0.987499365849388	130.773912157644	1	1	0	0.18874	-0.182716	quantifiable	1	0	Gained Only	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Tenm3	-0.0122636725772417	0.00270251039658309	0.0149661829738248	Q2: mC dn/hmC up	0.239400551441518	0.215114935263935	338.983124585448	4	4	0	-0.072044	-0.334292	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	TRUE
Kank1	-0.0107901470191383	0.00412492156138351	0.0149150685805218	Q2: mC dn/hmC up	0.111378442220839	0.738060560283755	350.958616757622	0	0	0	0.020178	-0.374039	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Esrrb	-0.00999734764998705	0.00487754558945426	0.0148748932394413	Q2: mC dn/hmC up	0.38705652610689	0.13659160162205	111.835709928798	3	3	0	-0.090205	-0.485795	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Rai14	-0.0105684616312495	0.00429554078410847	0.0148640024153579	Q2: mC dn/hmC up	0.638865052585649	0.000103619921809003	90.271532895208	0	0	0	-0.187566	0.050217	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Mast4	-0.00770464404313542	0.00707094507816985	0.0147755891213053	Q2: mC dn/hmC up	0.121396928287157	0.589804873017439	1551.92708306425	2	2	0	-0.191792	0.098264	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Unc5d	-0.00359716876463323	0.0111522938354451	0.0147494626000783	Q2: mC dn/hmC up	1.27954689314645	1.57019945247882e-18	773.636482608365	5	5	0	0.284782	0.217066	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
P3h2	-0.00845575617132133	0.00629223979555209	0.0147479959668734	Q2: mC dn/hmC up	0.204347134959352	0.648006097689653	46.5327056212411	2	2	0	-0.173768	0.201896	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	TRUE
Fndc1	-0.00965230192360422	0.00504025957824547	0.0146925615018497	Q2: mC dn/hmC up	0.100216911709791	0.923293383075703	11.8829044395046	0	0	0	-0.362515	-0.294133	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Susd1	-0.00896728232703481	0.00553956349602926	0.0145068458230641	Q2: mC dn/hmC up	0.477630686394669	0.42229545796271	10.7666541113303	3	3	0	0.544755	-0.049216	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Grip1	-0.00870761351325167	0.00576488033946694	0.0144724938527186	Q2: mC dn/hmC up	1.12911588873853	3.41858891484949e-12	992.758339213257	2	2	0	-0.018944	0.091456	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Card11	-0.00909145282213009	0.00536713207020018	0.0144585848923303	Q2: mC dn/hmC up	NA	NA	NA	1	1	0	-0.183504	-0.082328	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Dock2	-0.00758383955594166	0.00684017761012791	0.0144240171660696	Q2: mC dn/hmC up	0.157671821554304	0.673021921500271	44.1953590278308	0	0	0	-0.043364	-0.543355	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	TRUE
Trpc5	-0.00954970718640269	0.00481066486917958	0.0143603720555823	Q2: mC dn/hmC up	0.0660605267810985	0.856885247683322	154.047169493384	1	1	0	0.30104	0.335846	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Adgra3	-0.00800626410184924	0.00629402411299812	0.0143002882148474	Q2: mC dn/hmC up	0.620558642368797	4.30373464074967e-06	116.628569610077	0	2	2	0.494525	0.422771	quantifiable	0	1	Lost Only	Repressed_Promoter	7	0	MeCP2 Up Only	TRUE
Pced1b	-0.00860199951515228	0.00568006055923367	0.014282060074386	Q2: mC dn/hmC up	0.350429152214939	0.0457334712514794	96.8858736301732	0	0	0	-0.270766	0.104774	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Mecom	-0.00613524413690225	0.00811838679087525	0.0142536309277775	Q2: mC dn/hmC up	0.22987147840273	0.503221741992667	116.171511391273	1	1	0	-0.112372	0.297255	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Ccdc146	-0.00955699781339126	0.00455345318290748	0.0141104509962987	Q2: mC dn/hmC up	-0.809738703711183	0.23726501033616	6.59835000606566	0	0	0	0.288828	1.058189	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Arhgap18	-0.00933984615303729	0.00476989789596268	0.014109744049	Q2: mC dn/hmC up	0.0292869718313048	0.960978422688325	45.8221636094631	1	1	0	-0.123819	0.019561	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Tshz2	-0.0102907331570762	0.00376314593403979	0.014053879091116	Q2: mC dn/hmC up	-0.136887971382568	0.898544930001465	10.7398484405869	1	1	0	-0.347461	0.153926	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Rbm47	-0.0106315237537635	0.00338942850768394	0.0140209522614475	Q2: mC dn/hmC up	0.311033661583874	0.583452811263105	17.9277370113612	1	1	0	-0.234665	-0.531471	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Itga9	-0.00586213996925444	0.00807631414272578	0.0139384541119802	Q2: mC dn/hmC up	0.326233000220462	0.105518533868073	69.3132888028784	0	0	0	0.003948	-0.086474	quantifiable	0	0	No Change	Repressed_Promoter	0	1	MeCP2 Down Only	TRUE
Tgfbr2	-0.00805818510755429	0.00584687149858755	0.0139050566061418	Q2: mC dn/hmC up	0.314679289289337	0.156730228480691	60.9122126277246	0	0	0	-0.332962	-0.46468	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Thsd7b	-0.00324232037705463	0.0106605988708576	0.0139029192479122	Q2: mC dn/hmC up	0.205881565083828	0.67513147543154	118.51566628164	5	5	0	0.501841	0.601102	quantifiable	0	0	No Change	Other	10	0	MeCP2 Up Only	FALSE
Slc8a1	-0.00536121296936165	0.0085321179059544	0.0138933308753161	Q2: mC dn/hmC up	-0.04139924793548	0.947787993918102	7182.41850772688	3	3	0	0.372471	-0.258378	quantifiable	1	0	Gained Only	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Khdrbs2	-0.0057667592111903	0.00811211403947977	0.0138788732506701	Q2: mC dn/hmC up	-0.104028810597722	0.884472671709706	396.368143319652	0	0	0	0.55329	0.750311	quantifiable	1	0	Gained Only	Repressed_Promoter	0	0	No MeCP2	TRUE
Fn1	-0.00819434937670049	0.00561860091857229	0.0138129502952728	Q2: mC dn/hmC up	0.0700332432808037	0.811955814820991	176.861293185302	0	0	0	-0.340529	-0.247515	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Shisa9	-0.00737725220326668	0.0063971904822456	0.0137744426855123	Q2: mC dn/hmC up	-0.0426803038001684	0.86949872889072	480.544351063292	2	2	0	0.158981	0.095566	quantifiable	1	0	Gained Only	Repressed_Promoter	0	1	MeCP2 Down Only	TRUE
Prr5l	-0.00864056561652271	0.00511966982543149	0.0137602354419542	Q2: mC dn/hmC up	0.132834701461138	0.639676765792253	400.385698459868	0	0	0	-0.017059	-0.403109	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	TRUE
Pakap	-0.00672991214080287	0.00679552884085535	0.0135254409816582	Q2: mC dn/hmC up	0.33255850272219	0.0843368627232222	249.011071953655	1	1	0	0.279293	0.681886	quantifiable	0	0	No Change	Repressed_Promoter	1	0	MeCP2 Up Only	FALSE
Sncaip	-0.0065823563662033	0.00691363862216	0.0134959949883633	Q2: mC dn/hmC up	0.0868857934776058	0.873809984260876	192.184722501949	1	1	0	0.646323	0.330907	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Dnah8	-0.00861597320994911	0.00475515193335858	0.0133711251433077	Q2: mC dn/hmC up	0.446696196897989	0.645059900021606	5.47381627973245	0	0	0	-0.176423	-0.174648	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ror2	-0.00889894480435938	0.00441697847732542	0.0133159232816848	Q2: mC dn/hmC up	0.221202427187516	0.500833932205442	42.5072914489547	1	1	0	-0.264885	-0.550524	quantifiable	0	0	No Change	Repressed_Promoter	0	0	No MeCP2	FALSE
Gpc6	-0.00513764253901772	0.00805271582879685	0.0131903583678146	Q2: mC dn/hmC up	0.166960580445191	0.543456205507227	2989.35034345368	1	1	0	0.066545	0.38392	quantifiable	1	0	Gained Only	Bivalent_Promoter	0	0	No MeCP2	FALSE
Adamtsl3	-0.00991133824165169	0.0032708931931912	0.0131822314348429	Q2: mC dn/hmC up	NA	NA	NA	1	1	0	-0.175262	-0.186623	quantifiable	0	0	No Change	Repressed_Promoter	0	1	MeCP2 Down Only	FALSE
