SYMBOL	n_peaks	n_up	n_down	n_ns	mean_fold	min_fdr	gene_peak_class
Cwc27	1	0	0	1	0.0901663046983975	0.646671616161728	No significant peaks
Cwf19l1	3	0	0	3	-0.0374544730071382	0.789024299768647	No significant peaks
Cwh43	4	0	0	4	-0.0827339638169979	0.565192941634345	No significant peaks
Cx3cl1	5	0	0	5	-0.0117813689060854	0.708391659308056	No significant peaks
Cx3cr1	4	0	0	4	0.182870060287009	0.225483796692173	No significant peaks
Cxadr	7	0	0	7	0.00909851614260791	0.484704683215007	No significant peaks
Cxcl1	6	0	0	6	-0.0321220764959626	0.717926785742502	No significant peaks
Cxcl10	1	0	0	1	-0.0130272179228275	1	No significant peaks
Cxcl11	1	1	0	0	2.39475707718339	1.12072864935425e-11	Has UP peak(s)
Cxcl12	62	0	0	62	-0.0281863669744662	0.195738443431725	No significant peaks
Cxcl13	5	0	0	5	-0.0303192921407041	0.381078908855397	No significant peaks
Cxcl14	16	0	0	16	-0.00334478251781344	0.575355600373058	No significant peaks
Cxcl15	1	0	0	1	-0.00371456065090732	1	No significant peaks
Cxcl17	2	0	0	2	0.0091309672862136	0.993405160105261	No significant peaks
Cxcl2	2	0	0	2	-0.0113198087028315	0.901749379801593	No significant peaks
Cxcl3	2	0	0	2	-0.0144822121370639	0.917844736495536	No significant peaks
Cxcl5	4	0	0	4	-0.030335192756772	0.384231959502048	No significant peaks
Cxcr1	2	0	0	2	-0.0259469853803852	0.833209283814152	No significant peaks
Cxcr2	5	0	0	5	-0.0662143465766698	0.538063030562804	No significant peaks
Cxcr3	4	0	0	4	-0.0133234306378334	0.793535153491488	No significant peaks
Cxcr4	43	0	0	43	-0.0245573455808849	0.242239435485603	No significant peaks
Cxcr5	6	0	0	6	0.0568130600115859	0.596438516604645	No significant peaks
Cxcr6	5	0	0	5	-0.0360909776778983	0.449405291662736	No significant peaks
Cxxc1	3	0	0	3	0.0291764753319875	0.788477944433927	No significant peaks
Cxxc4	8	0	0	8	0.0591607575627564	0.172373290162439	No significant peaks
Cxxc5	25	0	0	25	0.0143939891800699	0.0617888499826758	No significant peaks
Cyb561	11	0	0	11	-0.0444430706003658	0.24738492606819	No significant peaks
Cyb561a3	2	0	0	2	-0.0182574841129146	0.867936692227776	No significant peaks
Cyb561d1	4	0	0	4	-0.0888111654244998	0.449605049727718	No significant peaks
Cyb561d2	1	0	0	1	0.0174095993537181	0.944212203941538	No significant peaks
Cyb5a	7	0	0	7	-0.0181115473865726	0.599446237534594	No significant peaks
Cyb5b	8	0	0	8	-0.034551591448107	0.787575661494427	No significant peaks
Cyb5d1	2	0	0	2	-0.0427515278649569	0.976170393406049	No significant peaks
Cyb5d2	1	0	0	1	-0.162167787852149	0.499506543800579	No significant peaks
Cyb5r1	1	0	0	1	0.00184484847066423	0.995301403868097	No significant peaks
Cyb5r2	1	0	0	1	-0.0289782548586344	0.897546682723222	No significant peaks
Cyb5r3	3	0	0	3	-0.0272026232472735	0.610949829087189	No significant peaks
Cyb5r4	6	0	0	6	-0.0203018401678956	0.848719293112398	No significant peaks
Cyb5rl	6	0	0	6	-0.0674330393182229	0.469442998252189	No significant peaks
Cyba	4	0	0	4	-0.0432465368354307	0.54839005334802	No significant peaks
Cybb	4	0	0	4	-0.00757991302260958	0.987829961913488	No significant peaks
Cybc1	2	0	0	2	-0.0465932590617164	0.651488451023289	No significant peaks
Cybrd1	4	0	0	4	-0.0602826765338776	0.610493491108621	No significant peaks
Cyc1	3	0	0	3	-0.119265432889905	0.447827451709211	No significant peaks
Cycs	6	0	0	6	-0.0891038189302254	0.16000846854065	No significant peaks
Cyct	2	0	0	2	-0.0255647258377463	0.801732525231521	No significant peaks
Cyfip1	7	0	0	7	-0.0163912644870493	0.384034568282773	No significant peaks
Cyfip2	11	0	0	11	-0.0450291563057595	0.167012612558347	No significant peaks
Cygb	1	0	0	1	0.0096867864907309	0.971594953817132	No significant peaks
Cylc2	11	4	0	7	0.75963217449914	1.34851432029021e-07	Has UP peak(s)
Cyld	25	0	0	25	-0.0246546305824001	0.343297163674531	No significant peaks
Cym	4	0	0	4	-0.0734187774629993	0.555042436768771	No significant peaks
Cyp11a1	14	0	0	14	-0.0153821919673807	0.407053866907496	No significant peaks
Cyp11b1	2	0	0	2	-0.0979256278497851	0.7032369539041	No significant peaks
Cyp11b2	2	0	0	2	-0.104360584911412	0.438619784435225	No significant peaks
Cyp17a1	4	0	0	4	-0.0338061348392715	0.669367680285516	No significant peaks
Cyp19a1	11	0	0	11	-0.0243278365231256	0.625150774390417	No significant peaks
Cyp1a1	3	0	0	3	-0.0299598479292075	0.633692538356633	No significant peaks
Cyp1a2	5	0	0	5	-0.023113443485186	0.379480444833829	No significant peaks
Cyp1b1	14	0	0	14	0.00296228379492802	0.352406771483364	No significant peaks
Cyp20a1	1	0	0	1	0.0185288861241594	0.939921299855857	No significant peaks
Cyp21a1	6	0	0	6	-0.0212601913339056	0.846791682401798	No significant peaks
Cyp24a1	1	0	0	1	-0.114970679407302	0.63210718932595	No significant peaks
Cyp26a1	10	0	0	10	0.0157340629000686	0.634880330024778	No significant peaks
Cyp26b1	32	0	0	32	-0.0300750456709513	0.182879972982998	No significant peaks
Cyp26c1	5	0	0	5	-0.0554302060609894	0.362964644293874	No significant peaks
Cyp27a1	5	0	0	5	0.0208042559477396	0.543572239935193	No significant peaks
Cyp27b1	1	0	0	1	-0.0645664978113648	0.76324206108725	No significant peaks
Cyp2a12	4	0	0	4	-0.0270380816580797	0.607023375849581	No significant peaks
Cyp2a22	3	0	0	3	0.00971347006673676	0.942613829391811	No significant peaks
Cyp2a4	5	0	0	5	-0.00305290278733998	1	No significant peaks
Cyp2a5	2	0	0	2	0.00800027539619655	1	No significant peaks
Cyp2ab1	3	0	0	3	-0.00742020703395561	0.988063646477398	No significant peaks
Cyp2b10	3	0	0	3	-0.00223238182043583	0.725073268846031	No significant peaks
Cyp2b13	1	0	0	1	4.37075129195931e-05	1	No significant peaks
Cyp2b19	1	0	0	1	-0.107691523198238	0.671056922150698	No significant peaks
Cyp2b23	1	0	0	1	-0.333451367091952	0.271704525874197	No significant peaks
Cyp2c23	1	0	0	1	-0.224171235819906	1	No significant peaks
Cyp2c39	1	0	0	1	0.0522008442525613	1	No significant peaks
Cyp2c55	1	0	0	1	0.0981104060875038	1	No significant peaks
Cyp2d10	3	0	0	3	-0.0410421791513921	0.713937208000261	No significant peaks
Cyp2d12	3	0	0	3	0.00491678445711504	0.919245792857718	No significant peaks
Cyp2d13	5	0	0	5	-0.0469839417496044	0.525621476027797	No significant peaks
Cyp2d22	3	0	0	3	0.00026907120726632	0.925812031146359	No significant peaks
Cyp2d26	6	0	0	6	-0.0172972135887366	0.796555848880853	No significant peaks
Cyp2d34	4	0	0	4	-0.00444865414600192	0.708693888446351	No significant peaks
Cyp2d37-ps	5	0	0	5	-0.0607941378392772	0.525704042500318	No significant peaks
Cyp2d40	3	0	0	3	0.018899113421264	0.834408919161228	No significant peaks
Cyp2d9	13	0	0	13	-0.00859552542449997	0.245462304949114	No significant peaks
Cyp2e1	4	0	0	4	-0.0964762968714421	0.408097277756693	No significant peaks
Cyp2f2	4	0	0	4	0.0203529051662916	0.916634057646197	No significant peaks
Cyp2j11	3	0	0	3	0.00393750450402131	0.724036824580124	No significant peaks
Cyp2j13	2	0	0	2	-0.0354726810259917	0.803681386316924	No significant peaks
Cyp2j5	7	3	0	4	0.441412466966176	0.00849469861005218	Has UP peak(s)
Cyp2j6	1	0	0	1	0.0158948017780217	1	No significant peaks
Cyp2j8	2	0	0	2	0.0470545996702131	0.804930989217116	No significant peaks
Cyp2j9	1	0	0	1	-0.027898899747948	0.902253850033833	No significant peaks
Cyp2r1	1	0	0	1	-0.0647490127924738	0.745024356132561	No significant peaks
Cyp2s1	4	0	0	4	0.0109383467467617	0.786475500765357	No significant peaks
Cyp2t4	1	0	0	1	0.0272099848814549	0.912282004935842	No significant peaks
Cyp2u1	6	0	0	6	0.0192260021719798	0.475637101395083	No significant peaks
Cyp2w1	3	0	0	3	-0.073855803705084	0.43604224755185	No significant peaks
Cyp39a1	6	0	0	6	-0.0202222385954885	0.186198061467982	No significant peaks
Cyp3a11	2	0	0	2	-0.0281342984407435	1	No significant peaks
Cyp3a41a	2	0	0	2	-0.0134047213071513	0.944432161393472	No significant peaks
Cyp3a41b	11	0	0	11	0.0248626028373185	0.639095902875081	No significant peaks
Cyp3a44	3	0	0	3	0.0241485145525963	0.937477372133966	No significant peaks
Cyp3a57	2	0	0	2	0.0014028564515866	1	No significant peaks
Cyp46a1	9	0	1	8	-0.0993383443276023	0.00821121479236012	Has DOWN peak(s) only
Cyp4a10	1	0	0	1	0.0212478411862003	1	No significant peaks
Cyp4a12a	1	0	0	1	0.158281661221543	1	No significant peaks
Cyp4a12b	2	0	0	2	-0.0034055247552625	1	No significant peaks
Cyp4a14	1	0	0	1	0.0232312104637446	1	No significant peaks
Cyp4a29	2	0	0	2	-0.0622927747139441	0.768930598642428	No significant peaks
Cyp4a30b	2	0	0	2	-0.0951037151202387	1	No significant peaks
Cyp4a31	2	0	0	2	-0.0216109977881749	0.851269949504787	No significant peaks
Cyp4a32	2	0	0	2	-0.0429773336947285	0.920311885142596	No significant peaks
Cyp4b1	3	0	0	3	-0.237460448691663	0.858020630287738	No significant peaks
Cyp4b1-ps2	2	0	0	2	0.00120647197227615	0.799274763092964	No significant peaks
Cyp4f13	5	0	0	5	-0.129271961128965	0.134889365337259	No significant peaks
Cyp4f14	4	0	0	4	-0.0307941795999559	0.779378805870458	No significant peaks
Cyp4f15	4	0	0	4	-0.0317672454774285	0.61598470620593	No significant peaks
Cyp4f16	5	0	0	5	-0.018511592841608	0.864925536822995	No significant peaks
Cyp4f17	1	0	0	1	-0.0349030172065461	0.901749379801593	No significant peaks
Cyp4f18	5	0	0	5	-0.0239373203992217	0.50793412681196	No significant peaks
Cyp4f37	4	0	0	4	-0.106545704150368	0.731700870561002	No significant peaks
Cyp4f39	6	0	0	6	-0.10268756278907	0.121129002982454	No significant peaks
Cyp4f40	5	0	0	5	-0.0618143476723683	0.577884883833802	No significant peaks
Cyp4f41-ps	2	0	0	2	-0.068591301955311	0.440063656726002	No significant peaks
Cyp4v3	3	0	0	3	-0.224763023446018	0.13659412305746	No significant peaks
Cyp4x1	1	0	0	1	0.150127711442657	1	No significant peaks
Cyp51	2	0	0	2	-0.0297462627543127	0.977285824503952	No significant peaks
Cyp7b1	7	0	0	7	-0.0493532676200976	0.211972224894875	No significant peaks
Cyp8b1	2	0	0	2	-0.0152269097960418	0.873892436128271	No significant peaks
Cypt1	1	0	0	1	0.0454405747383957	1	No significant peaks
Cypt12	4	2	0	2	0.82529478799296	3.19822930723053e-05	Has UP peak(s)
Cypt14-ps	4	1	0	3	0.330492884252974	0.00331795794957391	Has UP peak(s)
Cypt2	4	0	0	4	0.0646546423289495	0.856054880072878	No significant peaks
Cyren	6	0	0	6	-0.029825668732111	0.616882903993559	No significant peaks
Cyria	29	0	0	29	-0.0460181639302772	0.12200239331892	No significant peaks
Cyrib	23	0	0	23	-0.0148008584231528	0.321772008991922	No significant peaks
Cys1	6	0	0	6	0.0108606580121814	0.797016658218562	No significant peaks
Cysltr1	2	0	0	2	-0.0750858155855496	1	No significant peaks
Cysltr2	14	0	0	14	-0.0612990599765737	0.386903609446637	No significant peaks
Cysrt1	1	0	0	1	-0.0124205106069436	0.965430487572449	No significant peaks
Cystm1	14	0	0	14	-0.0605055409178359	0.089925106993342	No significant peaks
Cyth1	23	0	0	23	-0.0401727806037984	0.574132841060889	No significant peaks
Cyth2	6	0	0	6	-0.0123873114558033	0.65057601849029	No significant peaks
Cyth3	6	0	0	6	-0.00193793851463849	0.744677665924295	No significant peaks
Cyth4	15	0	1	14	-0.227037880798949	0.00568038600722573	Has DOWN peak(s) only
Cytip	16	5	0	11	0.609195538418342	1.56355967208835e-12	Has UP peak(s)
Cytl1	10	0	0	10	-0.0228328215260258	0.479531451513253	No significant peaks
Cyyr1	14	1	0	13	0.180104870485082	7.08321340970046e-05	Has UP peak(s)
Czib	1	0	0	1	-0.00802230307103239	0.974806073046176	No significant peaks
D030018L15Rik	9	0	0	9	-0.0254526923942455	0.855493518429253	No significant peaks
D030024E09Rik	41	4	0	37	0.0973199944561891	2.32181032962478e-05	Has UP peak(s)
D030025E07Rik	24	0	0	24	0.00134146210498424	0.198175398578399	No significant peaks
D030025P21Rik	12	0	0	12	0.0174489542500114	0.0805646552603511	No significant peaks
D030028A08Rik	4	0	0	4	-0.00533526815012943	0.875108077739514	No significant peaks
D030045P18Rik	50	13	0	37	0.560300884020572	7.59256908309945e-19	Has UP peak(s)
D030056L22Rik	1	0	0	1	-0.0279620582609595	0.889881870703617	No significant peaks
D030068K23Rik	17	0	0	17	-0.0101572452106851	0.656763951704056	No significant peaks
D130009I18Rik	24	0	0	24	0.000954287803278222	0.631698889245143	No significant peaks
D130017N08Rik	3	0	0	3	-0.0325306399744319	0.707665876557463	No significant peaks
D130020L05Rik	1	0	0	1	-0.177917334670735	0.463065527357195	No significant peaks
D130040H23Rik	2	0	0	2	-0.104976791834058	0.593172738959021	No significant peaks
D130043K22Rik	6	0	0	6	-0.0509449998383131	0.609308343680957	No significant peaks
D14Ertd670e	6	0	0	6	0.0583397164835031	0.196730791541101	No significant peaks
D16Ertd472e	15	0	0	15	-0.00933416835245289	0.44028104371898	No significant peaks
D16Ertd519e	6	0	0	6	0.063841869769529	0.835973630766732	No significant peaks
D17H6S53E	1	0	0	1	-0.00647060943948711	0.981772721814843	No significant peaks
D1Pas1	25	1	0	24	0.0696368271740344	8.04745149522543e-06	Has UP peak(s)
D230030E09Rik	14	0	0	14	0.000630697847401918	0.678564819864649	No significant peaks
D2hgdh	5	0	0	5	0.00162654783795256	0.684098845492363	No significant peaks
D330023K18Rik	1	0	0	1	0.00415917515948291	0.988887789698895	No significant peaks
D330041H03Rik	6	0	0	6	-0.0137255415004861	0.915034828813171	No significant peaks
D330046F09Rik	9	0	0	9	-0.0392804126879297	0.543627613155664	No significant peaks
D330050G23Rik	10	1	0	9	0.0703295716185607	0.00513377968521551	Has UP peak(s)
D3Ertd751e	25	0	0	25	0.0252730207097982	0.51484553089152	No significant peaks
D430019H16Rik	12	0	0	12	-0.0609282493944217	0.45370542643144	No significant peaks
D430036J16Rik	4	0	0	4	0.0289329099441491	0.888412331553261	No significant peaks
D430041D05Rik	39	0	0	39	-0.0482447228253248	0.171360722514806	No significant peaks
D530049I02Rik	20	1	0	19	0.0383346465122506	0.00493217845792922	Has UP peak(s)
D5Ertd579e	10	0	0	10	-0.0101490045660649	0.718541345228711	No significant peaks
D5Ertd605e	1	0	0	1	0.0774672913605542	1	No significant peaks
D5Ertd615e	3	0	0	3	-0.000790712356355543	0.94135010729655	No significant peaks
D630003M21Rik	6	0	0	6	-0.0522235522883539	0.443898239558597	No significant peaks
D630013N20Rik	17	0	0	17	-0.00438619855550862	0.503009855768038	No significant peaks
D630023F18Rik	1	0	0	1	0.00483344922568817	1	No significant peaks
D630024D03Rik	24	4	0	20	0.300263202773402	2.35988756347551e-06	Has UP peak(s)
D630029K05Rik	4	0	0	4	-0.0540549088194378	0.450929805878449	No significant peaks
D630033O11Rik	6	0	0	6	-0.136067585540948	0.18515877863032	No significant peaks
D630039A03Rik	7	0	0	7	-0.0265745985373098	0.734544508453344	No significant peaks
D630044L22Rik	2	0	0	2	0.010205909820051	0.946351254238149	No significant peaks
D630045J12Rik	29	0	0	29	-0.0539217875236966	0.21671324138705	No significant peaks
D6Ertd474e	32	0	0	32	0.0080148787016292	0.434971987253259	No significant peaks
D6Ertd527e	17	0	0	17	0.0106818144419423	0.482348119024045	No significant peaks
D6Wsu163e	3	0	0	3	-0.0472039290645557	0.684964712542192	No significant peaks
D730003I15Rik	9	0	0	9	-0.045790316118014	0.549349057829352	No significant peaks
D730045A05Rik	28	0	0	28	-0.0136792527438515	0.186297894412076	No significant peaks
D730050B12Rik	52	6	0	46	0.125654476323474	0.00330814283901227	Has UP peak(s)
D7Ertd443e	40	5	0	35	0.180489776156967	0.00263836867891854	Has UP peak(s)
D830005E20Rik	1	0	0	1	-0.0369392790069646	1	No significant peaks
D830013O20Rik	24	0	0	24	-0.00534604113457026	0.369437733439913	No significant peaks
D830032E09Rik	10	1	0	9	0.218449355868377	0.0471778008470566	Has UP peak(s)
D8Ertd738e	3	0	0	3	-0.00971862592877773	0.918053311128429	No significant peaks
D930007P13Rik	14	0	0	14	-0.0591213365772796	0.567016916052339	No significant peaks
D930015M05Rik	6	0	0	6	0.00826811668967255	0.567881865594425	No significant peaks
D930020B18Rik	5	0	0	5	-0.0224489262295416	0.51472970806619	No significant peaks
D930028M14Rik	5	0	0	5	-0.0894143161233767	0.324733779319414	No significant peaks
D930032P07Rik	2	0	0	2	-0.0057254600456727	0.916106006460869	No significant peaks
D930048N14Rik	1	0	0	1	0.00995004590055591	0.973039803594779	No significant peaks
Daam1	33	0	0	33	-0.0192577217981825	0.0501242348373941	No significant peaks
Daam2	22	0	0	22	0.00682552374276078	0.119879233103531	No significant peaks
Dab1	148	9	0	139	0.101920293461202	1.64292720477161e-07	Has UP peak(s)
Dab2	15	0	0	15	-0.0467206266199903	0.777563317006589	No significant peaks
Dab2ip	49	3	0	46	0.0934606398981547	1.84160825774992e-08	Has UP peak(s)
Dach1	33	1	0	32	0.152649593433083	1.13578524485904e-06	Has UP peak(s)
Dach2	2	0	0	2	0.0390528688615295	0.970122421613043	No significant peaks
Dact1	13	3	0	10	0.274345222307437	0.000588961268983696	Has UP peak(s)
Dact2	24	0	0	24	-0.0376434614560463	0.0738975950668516	No significant peaks
Dact3	3	0	0	3	-0.131061341915513	0.273596013192004	No significant peaks
Dad1	37	0	0	37	-0.0280999956234203	0.0880038720584319	No significant peaks
Dag1	3	0	0	3	0.0216729467276922	0.612777936395911	No significant peaks
Dagla	26	0	2	24	-0.14447315909719	0.000365767537733705	Has DOWN peak(s) only
Daglb	6	0	0	6	-0.0411812092202586	0.762182690692019	No significant peaks
Dalir	6	0	0	6	-0.0149821074407182	0.721250911839607	No significant peaks
Dalrd3	1	0	0	1	-0.103282144609969	0.609492969464033	No significant peaks
Dancr	1	0	0	1	-0.0379818753556497	0.813667399113498	No significant peaks
Dand5	4	0	0	4	0.0177660010352524	0.775394684445616	No significant peaks
Dao	4	0	0	4	-0.0131916373570552	0.924447407351569	No significant peaks
Dap	26	0	0	26	-0.0760334834477268	0.163099483985147	No significant peaks
Dap3	1	0	0	1	-0.122765289139106	1	No significant peaks
Dapk1	55	0	0	55	-0.0847188110657277	0.0861649142930979	No significant peaks
Dapk2	32	0	1	31	-0.0689300351941612	0.0218201936382581	Has DOWN peak(s) only
Dapl1	23	10	0	13	0.777625945817773	2.6796265831575e-18	Has UP peak(s)
Dapp1	13	1	0	12	0.231730993865546	6.62789603839752e-09	Has UP peak(s)
Dars1	4	0	0	4	-0.00193869605256759	0.921795078905667	No significant peaks
Dars2	1	0	0	1	-0.0359890883903789	0.886942222478529	No significant peaks
Daw1	6	2	0	4	0.613352283770147	0.000345412749574248	Has UP peak(s)
Daxx	1	0	0	1	-0.0129375005921513	0.961641824206195	No significant peaks
Dazap1	7	0	0	7	-0.0264237901936915	0.738684232857615	No significant peaks
Dazl	19	3	0	16	0.403201539150899	3.35164252181896e-06	Has UP peak(s)
Dbf4	2	0	0	2	-0.0333910572801791	0.967894287097699	No significant peaks
Dbh	6	0	1	5	-0.308723130539528	0.00108233274267937	Has DOWN peak(s) only
Dbhos	2	0	0	2	-0.2932976541586	0.109243338682007	No significant peaks
Dbi	4	0	0	4	-0.00154955552598421	0.818270033069198	No significant peaks
Dbn1	6	0	4	2	-0.625092514776508	0.00261604861468808	Has DOWN peak(s) only
Dbndd1	1	0	0	1	-0.0107989214295231	0.965250597229372	No significant peaks
Dbndd2	2	0	0	2	-0.0113775290672523	0.901744081322396	No significant peaks
Dbnl	4	0	0	4	-0.0894082782833371	0.281351940713927	No significant peaks
Dbp	1	0	0	1	-0.141385250440612	0.477474337356356	No significant peaks
Dbpht2	19	0	0	19	-0.00276108382099778	0.401835407913402	No significant peaks
Dbr1	1	0	0	1	-0.0255315270711418	0.902941521347555	No significant peaks
Dbt	3	0	0	3	-0.234203511096318	0.815975808616551	No significant peaks
Dbx1	6	0	0	6	-0.034861207674867	0.788478451831853	No significant peaks
Dbx2	7	0	0	7	-0.0251154491417906	0.684964712542192	No significant peaks
Dcaf1	1	0	0	1	0.0357916020093361	0.872819521120743	No significant peaks
Dcaf10	3	0	0	3	-0.0482483822525079	0.560315477315771	No significant peaks
Dcaf11	2	0	0	2	0.0736562410618197	0.491577537655459	No significant peaks
Dcaf12	3	0	0	3	0.0320620426096489	0.821821621998358	No significant peaks
Dcaf12l1	1	0	0	1	-0.0179864713740335	0.941585298956673	No significant peaks
Dcaf12l2	1	0	0	1	0.0480426351419175	0.826868589608065	No significant peaks
Dcaf13	2	0	0	2	-0.0368892667577616	0.876800656583306	No significant peaks
Dcaf15	4	0	0	4	-0.0750530387594221	0.45308852516494	No significant peaks
Dcaf4	5	0	0	5	0.0253854881369655	0.861644573469526	No significant peaks
Dcaf5	7	0	0	7	-0.0313937429132483	0.880392981292093	No significant peaks
Dcaf6	2	0	0	2	-0.0163890338135635	0.89218388437707	No significant peaks
Dcaf7	4	0	0	4	-0.0661545376390471	0.481991165780872	No significant peaks
Dcaf8	2	0	0	2	-0.0484631448675538	0.592141272607828	No significant peaks
Dcaf8l	6	0	0	6	0.0737906177036587	0.915410241571524	No significant peaks
Dcakd	3	0	0	3	-0.0379903503592445	0.542198538530985	No significant peaks
Dcbld1	4	0	0	4	-0.0577131320592467	0.48856550404323	No significant peaks
Dcbld2	19	0	0	19	-0.0208840099257026	0.651034988227385	No significant peaks
Dcc	62	0	2	60	-0.0289747478527883	0.0232015933827015	Has DOWN peak(s) only
Dcdc2a	15	0	0	15	-0.0747093018000349	0.562745284296575	No significant peaks
Dcdc2b	1	0	0	1	-0.60725273324339	0.110908423361247	No significant peaks
Dcdc2c	57	0	0	57	-0.0245862344152398	0.255175798764004	No significant peaks
Dchs1	7	0	0	7	-0.0178698184216412	0.814640385906646	No significant peaks
Dchs2	3	0	0	3	0.0116464324981565	0.817486185877828	No significant peaks
Dck	4	0	0	4	-0.0336364827670751	0.653555058011474	No significant peaks
Dclk1	53	6	0	47	0.207682127268068	2.23678228642942e-09	Has UP peak(s)
Dclk2	45	4	0	41	0.138722046465007	1.61938333611775e-07	Has UP peak(s)
Dclk3	22	0	0	22	-0.0404990500182477	0.555300384564385	No significant peaks
Dclre1a	4	0	0	4	0.00975125246759488	0.858542814412859	No significant peaks
Dclre1b	1	0	0	1	0.0185854357141645	0.930246925337222	No significant peaks
Dclre1c	4	0	0	4	-0.0228897037135379	0.854555503869506	No significant peaks
Dcn	2	0	0	2	-0.11620415188126	0.920741694197238	No significant peaks
Dcp1a	7	0	0	7	-0.00121112339088008	0.595516884604681	No significant peaks
Dcp1b	10	0	0	10	-0.0327125229143873	0.551433835634928	No significant peaks
Dcp2	24	0	0	24	-0.0104572627621382	0.557343820304448	No significant peaks
Dcpp1	1	0	0	1	-0.022288205314041	0.929044304665406	No significant peaks
Dcpp2	6	0	0	6	-0.0507055102376143	0.502147817910833	No significant peaks
Dcpp3	3	0	0	3	-0.0266925431941727	0.919735768596148	No significant peaks
Dcps	3	0	0	3	0.0957105538844961	0.21682200752943	No significant peaks
Dcst1	5	0	0	5	-0.0115269559471313	0.746553282205334	No significant peaks
Dcstamp	16	11	0	5	1.29760467851028	1.73988479495275e-13	Has UP peak(s)
Dct	13	0	0	13	-0.00480872795346639	0.360823409915573	No significant peaks
Dctd	25	1	0	24	0.07980625535272	1.98259074320411e-05	Has UP peak(s)
Dctn1	11	0	0	11	-0.0301966996919562	0.720520233189684	No significant peaks
Dctn2	3	0	0	3	-0.0147090327784737	0.783091866792882	No significant peaks
Dctn3	3	0	0	3	-0.0459079093998504	0.471387910156492	No significant peaks
Dctn4	3	0	0	3	0.0218057632403529	0.879025383341336	No significant peaks
Dctn6	11	0	0	11	-0.0102529855351839	0.66332078765339	No significant peaks
Dctpp1	2	0	0	2	-0.0152029391212431	0.837087266898884	No significant peaks
Dcun1d1	2	0	0	2	-0.318658271972522	1	No significant peaks
Dcun1d2	1	0	0	1	0.0135231083431134	0.963072282698095	No significant peaks
Dcun1d3	2	0	0	2	-0.0591288308654075	0.83737221472511	No significant peaks
Dcun1d4	16	0	0	16	-0.0566948890142579	0.23844301749704	No significant peaks
Dcun1d5	1	0	0	1	0.0547389757267962	0.820810656264236	No significant peaks
Dcx	12	1	0	11	0.270240694996564	7.18377566536801e-05	Has UP peak(s)
Dcxr	1	0	0	1	-0.029529343524299	0.870662342554808	No significant peaks
Dda1	3	0	0	3	-0.0117692462865361	0.81680055033678	No significant peaks
Ddah1	23	0	0	23	0.00182930877155421	0.560072033238788	No significant peaks
Ddah2	1	0	0	1	-0.0110960136583121	0.967027260058524	No significant peaks
Ddb1	3	0	0	3	-0.0257844139437751	0.65057601849029	No significant peaks
Ddb2	1	0	0	1	-0.0383992960268617	0.840495768937427	No significant peaks
Ddc	16	0	0	16	-0.00253906014602298	0.57139421660903	No significant peaks
Ddhd1	34	0	0	34	-0.0255535770769132	0.463065527357195	No significant peaks
Ddhd2	1	0	0	1	-0.021474929667219	0.921060943202754	No significant peaks
Ddi1	4	0	0	4	0.0342412864666888	0.762977480963209	No significant peaks
Ddi2	1	0	0	1	0.0666585510962435	1	No significant peaks
Ddit3	1	0	0	1	-0.0332043176795583	0.858804133013914	No significant peaks
Ddit4	7	0	0	7	-0.0837728693246057	0.143862615953746	No significant peaks
Ddit4l	6	0	1	5	-0.356947140690375	0.00438899603577123	Has DOWN peak(s) only
Ddn	2	0	0	2	-0.0438145711926321	0.766172721545584	No significant peaks
Ddo	9	0	0	9	0.0697817394481249	0.0613997467702869	No significant peaks
Ddost	6	0	0	6	0.0193261215536978	0.451931097130902	No significant peaks
Ddr1	11	0	0	11	-0.0236984865720528	0.450643808965646	No significant peaks
Ddr2	13	0	0	13	0.00335817268220397	0.799516419860929	No significant peaks
Ddrgk1	3	0	0	3	-0.00673410059948426	0.715997176026288	No significant peaks
Ddt	1	0	0	1	-0.0339415513412794	1	No significant peaks
Ddx1	22	0	0	22	-0.0183048171612754	0.306996477724335	No significant peaks
Ddx10	7	0	0	7	-0.0841951417370596	0.455508682761472	No significant peaks
Ddx11	22	1	0	21	0.0195668995513142	4.98807014388275e-05	Has UP peak(s)
Ddx17	2	0	0	2	-0.0188015707142307	0.865016866637059	No significant peaks
Ddx18	10	1	0	9	0.173251496428383	0.00468952948240406	Has UP peak(s)
Ddx19a	7	0	0	7	-0.00899456599146084	0.880835710249822	No significant peaks
Ddx19b	1	0	0	1	-0.0818143773412659	0.685531462520974	No significant peaks
Ddx20	35	1	0	34	0.0979161677338254	0.0285668405117587	Has UP peak(s)
Ddx21	4	0	0	4	-0.0633500451436096	0.499771630760797	No significant peaks
Ddx23	3	0	0	3	-0.0314762859548155	0.617499032843348	No significant peaks
Ddx24	6	0	0	6	0.0140936011016631	0.637636381716466	No significant peaks
Ddx25	8	1	0	7	0.127910739459626	0.00118321085495564	Has UP peak(s)
Ddx27	10	0	0	10	-0.0338429987740466	0.548545844724726	No significant peaks
Ddx28	1	0	0	1	0.0681122290291476	0.756532850555163	No significant peaks
Ddx31	5	0	0	5	0.0137867358949934	0.640165932130714	No significant peaks
Ddx39a	2	0	0	2	0.0043887527842944	0.9771486502755	No significant peaks
Ddx39b	2	0	0	2	-0.0318951666014154	0.570245269046221	No significant peaks
Ddx3x	3	0	0	3	-0.054147575884687	0.641927154998528	No significant peaks
