gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Atp6v1g1	0.0715488433670236	-0.029666331110789	0.101215174477813	Q4: mC up/hmC dn	-0.186320710736458	0.312606712884688	170.867221105132	0	0	0	0.240136	0.61355	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Setd7	0.0788199054321356	-0.0223893406492485	0.101209246081384	Q4: mC up/hmC dn	-0.0988563309736281	0.337233318949858	1908.07585511068	0	0	0	0.214908	0.368393	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
St3gal2	0.0852534562039059	-0.0159252491534751	0.101178705357381	Q4: mC up/hmC dn	-0.00778461666642395	0.977232936945085	894.764724955916	-2	0	2	0.206189	0.340701	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rab14	0.0568611958105061	-0.0442793426075799	0.101140538418086	Q4: mC up/hmC dn	-0.0697162538489253	0.767783983228972	867.490820683456	0	0	0	-0.172768	0.438542	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Rnf166	0.0479431335196423	-0.0531943766295417	0.101137510149184	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.236257	0.123747	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dlgap1	0.0574751699920202	-0.0436342144755493	0.101109384467569	Q4: mC up/hmC dn	-0.194271857673162	0.2841116900646	17404.3162319907	1	1	0	0.335555	0.535025	quantifiable	0	1	Lost Only	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Podxl2	0.0824870792717156	-0.0184261686297233	0.100913247901439	Q4: mC up/hmC dn	-0.529624198490398	7.6466233601079e-13	450.210687608492	0	0	0	0.384691	0.247179	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cog1	0.0878622545743094	-0.0130192214379552	0.100881476012265	Q4: mC up/hmC dn	-0.430141766174655	0.00599142502260455	258.252593255077	0	0	0	0.150116	0.52685	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Rnf7	0.0613154033781114	-0.0395627828651808	0.100878186243292	Q4: mC up/hmC dn	-0.0794167470705472	0.828211280056862	135.971709852814	1	1	0	-0.132098	0.669334	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Grpel2	0.0751243314157745	-0.0257398300083937	0.100864161424168	Q4: mC up/hmC dn	-0.195177830994498	0.178468115220245	383.637958542538	0	0	0	0.387225	0.566247	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rasip1	0.0618394514008689	-0.0389456578815335	0.100785109282402	Q4: mC up/hmC dn	-0.445314068956822	0.25297614533311	21.7991836989925	0	0	0	0.183881	0.048445	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Jup	0.0652129101356424	-0.0355525790380876	0.10076548917373	Q4: mC up/hmC dn	-0.0679841470779148	0.755234556391487	954.107955089544	-1	0	1	-0.141155	-0.828549	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Lipe	0.0748451882778345	-0.025794504078197	0.100639692356032	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.02358	0.312758	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fkbp4	0.0784794116621811	-0.0221031601036741	0.100582571765855	Q4: mC up/hmC dn	-0.0130375865138169	0.964668208829745	477.961169173627	-2	0	2	-0.126594	0.717978	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mypop	0.0769414642566206	-0.0236305936641721	0.100572057920793	Q4: mC up/hmC dn	0.146050214341223	0.839941781408929	27.4500908203239	0	0	0	0.063757	0.12754	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zscan26	0.0483818357930326	-0.0520989471336442	0.100480782926677	Q4: mC up/hmC dn	-0.0343350091476712	0.914124333097718	223.91293130963	0	0	0	0.156014	1.488083	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ccpg1	0.0482987476422195	-0.0521808960638949	0.100479643706114	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.032009	0.396966	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Polr3h	0.0587133564652772	-0.0417149864282361	0.100428342893513	Q4: mC up/hmC dn	-0.241236989008077	0.352224673502913	108.05279750448	-1	0	1	-0.282987	0.225497	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Denn2b	0.0577424838811242	-0.0426292360675202	0.100371719948644	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fam126b	0.0517008903170845	-0.0485783051787805	0.100279195495865	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Anp32b	0.0462956801215981	-0.0539333331486852	0.100229013270283	Q4: mC up/hmC dn	-0.276501528179563	0.0122641918034634	258.279328949321	-1	0	1	0.088468	0.876219	quantifiable	0	1	Lost Only	Other	1	0	MeCP2 Up Only	FALSE
Ndufv3	0.0545062790529355	-0.0456491000628886	0.100155379115824	Q4: mC up/hmC dn	-0.244333085486296	0.0382864820557794	275.523204079282	0	0	0	0.078875	0.424063	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Slc29a4	0.0585283711454004	-0.0416198602916644	0.100148231437065	Q4: mC up/hmC dn	-0.374011187765238	4.33342221608288e-05	594.321407980317	0	0	0	-0.061106	0.506412	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Rab33a	0.0601904366808044	-0.0399035953508678	0.100094032031672	Q4: mC up/hmC dn	-0.445603750654109	0.0208052533395364	94.7524783405536	0	0	0	0.488973	0.741892	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
C77080	0.0755854669943801	-0.0244283993610961	0.100013866355476	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Kat14	0.052962895810136	-0.0470148021402548	0.0999776979503908	Q4: mC up/hmC dn	-0.173553927709551	0.163419262022028	346.515498672026	0	0	0	0.288059	1.297512	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dele1	0.0661405014501745	-0.033834664431895	0.0999751658820695	Q4: mC up/hmC dn	-0.0452829059759561	0.898683658681018	265.92313204701	0	0	0	0.271985	0.541685	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Micu3	0.0449532342746497	-0.0550125822707343	0.099965816545384	Q4: mC up/hmC dn	-0.305963258205769	0.0222784921565176	2169.82126905414	-1	0	1	0.120164	1.240445	quantifiable	0	1	Lost Only	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Ift57	0.0690701511093562	-0.0308949303446606	0.0999650814540168	Q4: mC up/hmC dn	-0.845631056586	4.73270137737113e-12	216.266212674166	0	0	0	1.009481	1.326181	quantifiable	0	2	Lost Only	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Fbxl3	0.075508804262881	-0.0243416276925419	0.099850431955423	Q4: mC up/hmC dn	0.0457602035663737	0.752614814222386	859.764261965719	0	0	0	0.30311	0.733791	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Surf4	0.0524319487792282	-0.0473386872436163	0.0997706360228445	Q4: mC up/hmC dn	-0.0563141855061777	0.884108216379565	172.700755580819	0	0	0	0.201639	0.686489	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Myt1	0.0723931283634205	-0.0273333766136058	0.0997265049770263	Q4: mC up/hmC dn	-0.375260620541844	4.49362092344407e-12	1964.37643411572	-2	0	2	0.270928	0.879807	quantifiable	0	1	Lost Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Pogk	0.0525046686488341	-0.0471922875906269	0.099696956239461	Q4: mC up/hmC dn	-0.398804754177571	6.43830408626839e-05	311.396405896678	0	0	0	0.537506	0.983297	quantifiable	0	2	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Spty2d1	0.0668214344183406	-0.0327061112303586	0.0995275456486992	Q4: mC up/hmC dn	-0.102230217643463	0.671322944000267	253.31638927948	1	1	0	0.126994	0.230283	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Smndc1	0.0627347018285987	-0.0367789093804387	0.0995136112090374	Q4: mC up/hmC dn	0.0111202968586612	0.978035342036486	327.17404515983	0	0	0	-0.022441	0.222058	quantifiable	3	0	Gained Only	Other	0	0	No MeCP2	FALSE
Yy1	0.058867148752849	-0.0405844930661354	0.0994516418189844	Q4: mC up/hmC dn	-0.0570208654321278	0.726817133750001	458.895807812544	0	0	0	-0.218466	0.179504	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Yipf4	0.0573853405443717	-0.0420062112188568	0.0993915517632285	Q4: mC up/hmC dn	0.044024689314963	0.901133997865574	127.087885547796	0	0	0	0.17755	0.665301	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Bcl7b	0.0623421823313097	-0.0370320625687905	0.0993742449001002	Q4: mC up/hmC dn	0.188792492150023	0.25785579691144	253.471308487353	0	0	0	0.364478	0.087215	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Gramd4	0.0710708911915655	-0.0282606139298069	0.0993315051213724	Q4: mC up/hmC dn	-0.353421305374213	0.000445208468390755	770.397384501872	0	1	1	0.194711	0.455157	quantifiable	0	1	Lost Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Ranbp6	0.054185226044051	-0.0451014044441859	0.0992866304882369	Q4: mC up/hmC dn	0.0220297211840014	0.956214499607653	159.670539822607	0	0	0	1.146719	1.692423	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Smg1	0.0577342893177428	-0.0415409462576026	0.0992752355753454	Q4: mC up/hmC dn	0.143759887783852	0.372173293898083	8454.90427477783	0	0	0	-0.253061	0.47907	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	TRUE
Bcl10	0.0528026479724849	-0.0464514377820041	0.099254085754489	Q4: mC up/hmC dn	-0.284057506853549	0.095237686008288	84.5490695900043	0	0	0	0.747624	1.106559	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Ano3	0.0523855149271684	-0.0468669458139753	0.0992524607411437	Q4: mC up/hmC dn	-1.78750982962324	2.61528034534024e-60	1020.25796950028	-1	0	1	0.664824	1.376129	quantifiable	0	1	Lost Only	Active_Promoter	6	0	MeCP2 Up Only	FALSE
Snx21	0.0543542888433984	-0.0448728870917572	0.0992271759351556	Q4: mC up/hmC dn	0.125258633864378	0.623967151540664	145.98817980758	0	0	0	-0.193833	0.139431	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rara	0.0656887105767438	-0.0334938795730577	0.0991825901498015	Q4: mC up/hmC dn	-0.483171326533419	0.0204776951536102	377.433887541566	0	0	0	0.182164	0.442509	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zfp385b	0.0547007257492477	-0.0444753216247056	0.0991760473739532	Q4: mC up/hmC dn	-0.100651735625678	0.757573526258078	14010.6469432341	3	3	0	-0.029883	0.06926	quantifiable	7	0	Gained Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Sp2	0.0765841794147529	-0.0225583107658499	0.0991424901806028	Q4: mC up/hmC dn	-0.477123911916956	0.000389253159974292	108.47084115292	-1	0	1	0.277501	0.410433	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Tmem104	0.0815260591723456	-0.0175820505153243	0.0991081096876699	Q4: mC up/hmC dn	-0.276434239363811	0.0441580264887674	497.661570561522	0	0	0	0.193151	0.513371	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Pnmal1	0.054897464816027	-0.0442002185974621	0.0990976834134891	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cbx1	0.0519540435070605	-0.0470890713145267	0.0990431148215872	Q4: mC up/hmC dn	0.0367437339971119	0.891817002957535	267.679084656769	0	0	0	-0.047398	0.425986	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ranbp9	0.0555088490793781	-0.0434934006380987	0.0990022497174769	Q4: mC up/hmC dn	0.0040816758548621	0.988598199374005	1569.96540599344	-1	0	1	-0.167015	0.779981	quantifiable	0	0	No Change	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Eif4g2	0.0535476020022788	-0.0454319742993752	0.098979576301654	Q4: mC up/hmC dn	-0.0199444515329168	0.944140717702818	2043.61891462527	0	0	0	-0.538998	-0.019061	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm4356	0.0523859903259565	-0.0464975684056701	0.0988835587316266	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tpd52l2	0.055191910582375	-0.043598562015036	0.098790472597411	Q4: mC up/hmC dn	0.0117340884558441	0.967359114944814	315.179754016242	0	0	0	-0.243151	0.616866	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Mterf2	0.0498908283689654	-0.0488966914450819	0.0987875198140473	Q4: mC up/hmC dn	0.00554955340849551	0.987884920866066	160.012241703015	0	0	0	0.323804	0.606233	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nacc1	0.0539766250805501	-0.0448055695481446	0.0987821946286947	Q4: mC up/hmC dn	0.0716425707164962	0.72549991477583	635.646587127051	0	0	0	-0.231698	0.572007	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cd164	0.066693428737686	-0.0319883236121347	0.0986817523498207	Q4: mC up/hmC dn	-0.0990825181370882	0.577517608225953	330.415503031408	0	0	0	0.502339	0.872506	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm11983	0.0503633105051006	-0.0482758737948952	0.0986391842999958	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mapk8ip2	0.0529264451882249	-0.0457035081726788	0.0986299533609037	Q4: mC up/hmC dn	0.0624682718327929	0.824436779583894	1170.83304404543	0	0	0	-0.523907	-0.252856	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ist1	0.0545535226493307	-0.0440655396562008	0.0986190623055314	Q4: mC up/hmC dn	-0.00084739300972207	0.998321284959922	380.876172002739	0	0	0	-0.240105	0.840041	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Slco3a1	0.0639974629093868	-0.0345925255514656	0.0985899884608524	Q4: mC up/hmC dn	-0.625299805867802	1.83319185563313e-09	3151.67019461838	-5	0	5	0.365137	0.403014	quantifiable	0	4	Lost Only	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Lrfn3	0.0556728755524775	-0.0428428733303592	0.0985157488828367	Q4: mC up/hmC dn	-0.240600090849816	0.212813910308743	145.237294160918	0	0	0	-0.016613	0.255174	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Acot2	0.0466544910641598	-0.0518442819574051	0.0984987730215649	Q4: mC up/hmC dn	-0.647080203286369	0.480113721248521	6.09109816916437	0	0	0	0.326582	0.611391	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Arl6ip5	0.0648419562448461	-0.0336359115706713	0.0984778678155175	Q4: mC up/hmC dn	-0.25246082794063	0.0270104058723641	460.77729832063	0	0	0	0.426131	1.041049	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Scamp1	0.0604248457941775	-0.0380261731483548	0.0984510189425323	Q4: mC up/hmC dn	-0.147933573854264	0.082248511584947	898.763635626445	0	0	0	0.315779	1.017975	quantifiable	0	1	Lost Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Mrps14	0.0547570413925346	-0.0436841767178728	0.0984412181104073	Q4: mC up/hmC dn	-0.281288590217355	0.271442122751382	90.1594657363433	0	0	0	0.333214	0.652354	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nfe2l1	0.0712011684279107	-0.0272188672070083	0.098420035634919	Q4: mC up/hmC dn	-0.0269140426319712	0.935066119050268	599.748750843687	0	0	0	0.099224	0.078887	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Hmgn1	0.0622543782329715	-0.0361469673653172	0.0984013455982887	Q4: mC up/hmC dn	-0.157758798611611	0.613978533825341	84.4070906481104	0	0	0	0.250038	0.512105	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Gcnt1	0.0552304457580975	-0.0430861556430124	0.0983166014011099	Q4: mC up/hmC dn	-3.20971941294299	4.21796002057637e-60	73.6890513194018	-6	0	6	0.210212	0.307543	quantifiable	0	2	Lost Only	Other	6	0	MeCP2 Up Only	TRUE
Sidt1	0.0641870438423581	-0.0340563780118688	0.0982434218542269	Q4: mC up/hmC dn	-0.342204069725395	0.121589079921924	1442.18982525286	0	1	1	0.913026	0.994971	quantifiable	0	1	Lost Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Tef	0.07972545587323	-0.0184985249405832	0.0982239808138132	Q4: mC up/hmC dn	-0.192423179108047	0.203481598413623	1657.01572252353	-1	0	1	0.092382	0.524793	quantifiable	0	1	Lost Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Srsf5	0.0580879268173436	-0.0400971162836181	0.0981850431009617	Q4: mC up/hmC dn	0.0587503527920034	0.832284381281732	1600.88920746219	0	0	0	-0.143029	0.461419	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cdip1	0.053172352501731	-0.0449590528646731	0.098131405366404	Q4: mC up/hmC dn	-0.0133954481658409	0.95996158091181	882.118133092962	0	0	0	-0.191737	-0.738583	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Api5	0.0584176038404929	-0.0396886694109052	0.0981062732513981	Q4: mC up/hmC dn	-0.0347153640354977	0.865903567274437	836.411114206986	-1	0	1	0.056205	0.810084	quantifiable	1	1	Both	Active_Promoter	9	0	MeCP2 Up Only	FALSE
Safb	0.0594363850096328	-0.0385882155765556	0.0980246005861884	Q4: mC up/hmC dn	0.026784795742744	0.936618528582705	968.987860900196	0	0	0	-0.554673	-0.278235	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zc3h15	0.0572320240549826	-0.0407868339675435	0.0980188580225261	Q4: mC up/hmC dn	0.0717179998115356	0.794923353468149	441.135650055015	0	0	0	-0.266539	1.077748	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Smad7	0.0719927500017776	-0.0259764355015253	0.0979691855033029	Q4: mC up/hmC dn	-0.167797825736567	0.146634066688375	420.250962325972	0	1	1	0.163101	0.244129	quantifiable	1	0	Gained Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Svop	0.0522267843936809	-0.0457393068293678	0.0979660912230487	Q4: mC up/hmC dn	-0.271359743857472	0.00442371148107077	617.214529562113	0	0	0	-0.187585	0.489341	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Wasl	0.0533733068856035	-0.0445407444373682	0.0979140513229717	Q4: mC up/hmC dn	-0.0122040368865504	0.960619695549439	1022.9046449239	0	0	0	0.339537	1.01461	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Cygb	0.0662953568967322	-0.0316100587126005	0.0979054156093326	Q4: mC up/hmC dn	-0.261122062191268	0.240210061852681	162.133232434334	-1	0	1	-0.082334	0.205595	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
9030025P20Rik	0.0611830308667585	-0.036719726824656	0.0979027576914145	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Hmgcll1	0.0536693171763069	-0.0441647760506628	0.0978340932269696	Q4: mC up/hmC dn	-0.826138272810309	5.16258896227943e-11	1401.98589666266	0	0	0	0.276875	1.111285	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	TRUE
Lsm8	0.0560500550910036	-0.0417738217509991	0.0978238768420027	Q4: mC up/hmC dn	-0.126091845819192	0.63696849444809	130.942814998297	2	2	0	0.537199	0.781751	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Clip3	0.0642739590081363	-0.0335285680565886	0.0978025270647249	Q4: mC up/hmC dn	-0.0053310401685177	0.991031415079565	6300.69540819434	0	0	0	-0.208097	0.12642	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Cemip2	0.0586196146349924	-0.0391387039877704	0.0977583186227628	Q4: mC up/hmC dn	-0.638170858747006	2.94116213115784e-16	969.536459239818	-2	0	2	0.425087	0.699725	quantifiable	0	1	Lost Only	Active_Promoter	5	0	MeCP2 Up Only	FALSE
Rfk	0.0660518975180676	-0.0316999466619873	0.0977518441800549	Q4: mC up/hmC dn	-0.280812215161662	0.168927278260664	142.085539912454	0	0	0	0.793907	1.18125	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Prelid3a	0.0580401989891957	-0.0397010236915613	0.0977412226807569	Q4: mC up/hmC dn	0.160453220230481	0.326309696653397	245.728462781087	0	0	0	0.076938	0.535729	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Micu1	0.0504965304273366	-0.0472407319189318	0.0977372623462684	Q4: mC up/hmC dn	-0.975472572678949	7.45892819963435e-48	1250.67114413547	-2	0	2	0.198262	0.790017	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Metap1	0.0531738465509927	-0.0445393263251074	0.0977131728761001	Q4: mC up/hmC dn	-0.315617539096293	0.00383123252464412	316.419289218476	0	0	0	0.312761	0.918275	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cltb	0.067252318819791	-0.0304406983890581	0.0976930172088491	Q4: mC up/hmC dn	-0.132761443957666	0.0501223756765522	1064.09890694881	0	0	0	-0.180637	0.347809	quantifiable	0	0	No Change	Active_Promoter	0	1	MeCP2 Down Only	FALSE
Samd12	0.0565029813770113	-0.0411859100222279	0.0976888913992392	Q4: mC up/hmC dn	-0.928168435161171	2.75115947836604e-07	3144.65439753742	-1	0	1	0.712106	1.156194	quantifiable	0	1	Lost Only	Active_Promoter	3	1	MeCP2 Both	FALSE
Necab3	0.0513250495258422	-0.046185317971471	0.0975103674973131	Q4: mC up/hmC dn	-2.0518554084249	1.44244958767316e-07	86.10571335274	0	0	0	0.347915	0.317166	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Mrpl48	0.062108784472164	-0.035351173995314	0.097459958467478	Q4: mC up/hmC dn	-0.223244022004512	0.0373605864747296	350.897933117992	0	0	0	0.124952	0.439772	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ankrd13b	0.0629583419814526	-0.0344286131630615	0.097386955144514	Q4: mC up/hmC dn	-0.312659294644273	0.157154201247254	248.04080277703	0	0	0	-0.051723	-0.232475	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Crebrf	0.0429774996195685	-0.0543902761566473	0.0973677757762158	Q4: mC up/hmC dn	0.1599217221802	0.11932658895905	1082.92300344028	1	1	0	-0.298521	-0.050053	one_condition	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Gabrg2	0.0525065536056784	-0.0448587720543582	0.0973653256600366	Q4: mC up/hmC dn	-0.43068344249495	0.0171370667031075	266.682961548444	0	2	2	0.254057	0.933082	quantifiable	0	0	No Change	Active_Promoter	6	0	MeCP2 Up Only	FALSE
Pgrmc2	0.0591818562066178	-0.0380877541736744	0.0972696103802922	Q4: mC up/hmC dn	0.0392421738030808	0.912377218144854	232.685155032645	1	1	0	0.393164	0.822464	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Immp1l	0.0492247846390952	-0.0480261657516456	0.0972509503907407	Q4: mC up/hmC dn	-0.166931956637789	0.402932628520679	949.824531315295	0	0	0	0.220995	0.901095	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cap1	0.0586442340411012	-0.0385959104908614	0.0972401445319626	Q4: mC up/hmC dn	-0.0133742251621557	0.954475282086954	563.747867541212	0	0	0	-0.184859	0.48287	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dixdc1	0.0548858417115964	-0.0423355151552721	0.0972213568668685	Q4: mC up/hmC dn	-0.0407993127420846	0.801660233530132	1846.91392167437	1	1	0	0.247217	0.708472	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Aph1b	0.066235070962893	-0.0309570362675378	0.0971921072304308	Q4: mC up/hmC dn	-0.42198942011379	0.00121247615938121	171.476561096138	0	0	0	0.285012	0.371388	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tshz1	0.057513094425645	-0.0396747321205701	0.0971878265462151	Q4: mC up/hmC dn	-0.341561126526116	2.58963534958118e-05	706.835910471455	0	1	1	0.507975	0.689536	quantifiable	1	0	Gained Only	Active_Promoter	5	0	MeCP2 Up Only	FALSE
Gm44965	0.0592308618797702	-0.0379335884557043	0.0971644503354746	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Bsg	0.0587449553559603	-0.0383605052578437	0.097105460613804	Q4: mC up/hmC dn	0.0254428957947865	0.95589681838224	1136.6145179093	0	0	0	-0.142032	0.049297	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mtmr6	0.0492808280804381	-0.0476641091414321	0.0969449372218702	Q4: mC up/hmC dn	-0.065515227375201	0.637254986728908	729.908277923423	-1	0	1	-0.020189	0.761467	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Gga3	0.0575090102884651	-0.0394201705602416	0.0969291808487067	Q4: mC up/hmC dn	0.145553152853756	0.455254150593858	482.055320788334	0	0	0	-0.341104	0.133762	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ip6k1	0.0549236396525798	-0.0419744657422842	0.096898105394864	Q4: mC up/hmC dn	0.0315835452967778	0.914124333097718	383.12596706544	0	0	0	-0.225068	-0.189877	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sbf2	0.0511918740924614	-0.0456950371275641	0.0968869112200255	Q4: mC up/hmC dn	-0.667265225640396	1.29274608866334e-09	2286.57122835473	0	0	0	0.104548	0.684497	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Crls1	0.0589809243984769	-0.0378857594068987	0.0968666838053756	Q4: mC up/hmC dn	-0.166678354095474	0.270872956594836	204.424689927599	0	0	0	0.231261	1.267318	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sirt4	0.0705792022739151	-0.0262276725588367	0.0968068748327518	Q4: mC up/hmC dn	-0.120302822312639	0.711321991479933	80.7858243640703	0	0	0	0.264359	0.46407	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
