gene	mecp2_mean_fold	mecp2_nearest_fdr	gb_log2fc	mc_diff	hmc_diff	chromatin_state
Dclk1	0.207682127268068	0.833046439486593	0.570993	0.0172550598313572	0.00166211538941743	Other
Rnf19a	0.207107001144186	1	0.172626	0.0319024362442619	-0.0268202310037237	Active_Promoter
Fam135a	0.20653881376132	0.839321022669965	0.636555	0.0431363463755113	-0.0340985450647041	Active_Promoter
Vwa8	0.20624311601834	5.84182824010456e-08	0.318019	0.022661407791593	-0.0133126945071892	Active_Promoter
Crb2	0.20616733703073	0.878630052183433	0.237232	-0.0226982578284651	-0.00513414388022723	Repressed_Promoter
Jph1	0.20585204993964	0.803361841569105	0.952408	0.10751476880553	-0.0540499801764602	Active_Promoter
Pyroxd2	0.204239828741067	0.483490261359503	0.589141	-0.032339448912909	0.015156635128965	Other
Gabrr2	0.20390489856054	0.988263618984546	0.920371	0.0271936438487604	0.000208964612205043	Other
Il15	0.203841657865501	0.891881767306507	0.229369	0.012225838096971	0.00463090250067087	Repressed_Promoter
Mndal	0.203590878915953	0.238287661157019	0.023064	0.0307277018739973	-0.0163310462801722	Other
Gnpda1	0.203398045918808	0.979605483082997	0.235044	0.0272353075859026	-0.0287321491599933	Other
Abca4	0.202502708052926	0.794045265742319	0.462572	0.00480837941686862	-0.00564762704209038	Other
Fbxo7	0.201833242840023	0.778891539807893	0.187556	0.0159765069654489	-0.0136693261602119	Active_Promoter
Grb10	0.199682772206416	0.960600061656077	0.011205	-0.00701872669568093	0.00418096394779649	Other
Tm4sf1	0.199239606268723	0.882511803791586	0.310613	-0.0239254600619279	0.00817037377323912	Other
Sec61b	0.19879205371063	0.78135563329726	0.671168	0.014108763354884	-0.0144593244584615	Active_Promoter
Grid2	0.197969047122528	0.84718124859513	0.27983	0.00602604385466898	-0.00935805024206267	Active_Promoter
Spata13	0.197873372962918	0.912920933671944	0.704997	0.0251426890646891	-0.00581885756090525	Other
Tmprss11a	0.197816635457531	0.963094137485329	0.716433	0.0109916238005034	0.00215651192717219	Other
Eomes	0.196727554903509	0.638012980131462	0.714384	0.0717417150234643	-0.0641562575085227	Bivalent_Promoter
Rbm28	0.196480856628627	1	0.050587	0.0178283052068566	-0.0201354374263596	Other
Oprm1	0.196441063425114	1	0.34863	0.0347071770205072	-0.0206431430250062	Other
Gja5	0.196334416776523	0.877841492761908	0.550056	0.00852669528330696	0.00504769726922659	Other
Snd1	0.195724559039268	0.720664799275917	0.564256	0.0603850703852541	-0.02922029177523	Active_Promoter
Eepd1	0.195610411668876	0.98843542806658	0.215504	0.0344869332961676	-0.0165124647827608	Active_Promoter
Lgi1	0.195290193966369	0.00283355629629667	0.484994	0.137128718547332	-0.0689376887599581	Other
Ppfia2	0.194891283682031	0.332895878992984	0.242529	0.0118533329311248	-0.0151247760997615	Active_Promoter
Cisd2	0.194854774974809	0.438246332667587	0.065465	0.0203997082336285	-0.0245134744194992	Active_Promoter
Pla2g2c	0.194838840809478	0.546692936393094	0.285134	0.0138067338664217	-0.00978367105745603	Other
Rap1gds1	0.194075364612454	0.992648256029289	0.336111	0.0589552228108525	-0.0463858665280747	Active_Promoter
Fat1	0.193108306119461	0.870034624367957	0.260457	0.0530505146378002	-0.0309814799624568	Active_Promoter
Gclm	0.19308485749451	1	0.466678	0.163626383332672	-0.109341876534835	Active_Promoter
Efna5	0.191921508730031	0.964828481170476	0.289131	-0.00457871000455101	0.00865504680453709	Repressed_Promoter
Plxna2	0.191802193022331	0.960755741874081	0.023352	0.018172222209433	-0.0208026867768259	Active_Promoter
Mgll	0.191480625380925	0.561256538038991	0.521825	0.135007943743503	-0.0344510690408868	Active_Promoter
Chil5	0.190770712324546	0.522672055451005	1.268412	0.0434771112803811	-0.00792167938640856	Other
Syt4	0.190454911319849	0.833605924537414	0.466461	0.12714936839884	0.0372724160255243	Active_Promoter
Reep3	0.190430826010315	0.868861270975032	0.805503	0.0911945118268505	-0.0219556265139648	Active_Promoter
Rims2	0.18875213344162	0.9919428583616	0.347742	0.0766967482766715	-0.0502960509946944	Active_Promoter
Muc15	0.1864396382572	1	0.893125	0.0518332920582599	-0.0329416288971142	Other
Cmc2	0.186215556875839	0.718579081929158	0.111499	0.0189328375875092	-0.0208742279352494	Active_Promoter
Fgf12	0.185954296090666	0.860991449104342	0.353961	0.0334207006557549	-0.0314878061880423	Other
Aebp2	0.184024880634502	1	0.157349	0.0398196288841063	-0.0380986788897404	Active_Promoter
Car10	0.183907218839993	0.421704002565441	0.108735	0.0668918157778959	-0.0370553938111877	Active_Promoter
Nr3c1	0.182448297048112	0.346198411537629	0.700881	0.118582066046669	-0.0381450757047865	Active_Promoter
Clstn2	0.182254046269238	0.986181950260273	0.191084	-0.0183874528420911	0.0207278884204261	Repressed_Promoter
Adgrl3	0.18133895824376	0.840243946869599	0.498302	-0.01506900584641	0.0155560764189318	Active_Promoter
Gnpda2	0.18127226006938	0.934649203722853	0.24764	0.0336640376041656	-0.0346775757970519	Active_Promoter
Hs6st3	0.180650934166271	0.990661532577023	0.221865	0.0181827706367668	-0.0238960808062406	Active_Promoter
Ss18	0.180593977622973	0.923699477794642	0.160002	0.0360047430370788	-0.0337538503582801	Active_Promoter
D7Ertd443e	0.180489776156967	0.130845441448401	0.118556	-0.0109139129837845	0.027878557243763	Repressed_Promoter
Adamts16	0.179950092136011	0.874437960851541	0.547022	0.00854766789880401	0.00863443791107921	Other
Utrn	0.179227054876743	0.988726331901746	0.354986	0.0216925927631982	-0.0227171464577389	Other
Rapgef2	0.178469862652163	0.975782083368124	0.046963	0.00792042723025355	-0.0180262326223938	Active_Promoter
Snx16	0.178429318434217	0.859791396477443	0.054245	0.0143193615634332	-0.0197108757302873	Active_Promoter
Adcy8	0.177678323417127	0.593001436710074	0.277289	0.0233209238088742	-0.016170602044563	Active_Promoter
Rab28	0.17759084460671	0.697351394027746	0.332629	0.0365211669607787	-0.0290156236618376	Active_Promoter
Usp46	0.17666676240617	0.990507964084428	0.376664	0.0666375446029002	-0.0285914740414081	Active_Promoter
Antxr2	0.175565696239177	0.21967633240402	0.268487	-0.00838580081293216	0.0110380219938489	Repressed_Promoter
Sdc2	0.174678855087891	0.741924585268067	0.402644	0.0453488322147493	-0.0367613793407093	Active_Promoter
Rpl37a	0.174412612761099	0.997005606266789	0.016936	0.0418327302048797	-0.0350303117884576	Active_Promoter
Marchf3	0.17403530677645	0.473590382373985	0.584348	0.0393382304167558	-0.0330553635719409	Active_Promoter
Ddx18	0.173251496428383	0.90091563942581	0.058511	0.0222676079820033	-0.012119984283774	Active_Promoter
Gabra2	0.172550280627259	0.973745153366705	0.436144	-0.00784084135753282	0.0171600797127034	Repressed_Promoter
Trp53i11	0.172502384518936	0.692736716856784	0.072753	0.0786040380033767	-0.0564049521916706	Active_Promoter
Crybb2	0.172032834313152	1	0.0198	-0.0180364069276505	0.0262359652678384	Other
Abtb1	0.171954000338213	0.98165303224225	0.387753	0.148505571397798	-0.0504551682099579	Active_Promoter
Sesn1	0.171689102134887	0.940756262232826	0.6451	0.120693588980564	-0.0489156469602452	Active_Promoter
Upp2	0.171513400506678	0.852508595868697	0.513536	0.0132920397985904	-0.00745761921905025	Active_Promoter
Dync1i1	0.17074721523386	0.744559661381928	0.254905	0.0238006258552119	-0.0261948610880923	Active_Promoter
Fra10ac1	0.17014914443892	0.93823289909892	0.208536	0.016168613992371	-0.0117694881522456	Other
Spry2	0.170000622540628	0.97045791463334	0.683946	0.169619652521318	0.0392053725932666	Active_Promoter
Bloc1s2	0.169944473691867	1	0.412976	0.0132985892619526	-0.0112422817135676	Other
Chd9	0.169715793828297	0.787808756381725	0.261936	0.0328538712150787	-0.0221365879859758	Active_Promoter
Pde1c	0.169694774124453	0.662512364923849	0.461244	0.0256786530972861	-0.014773126108455	Other
Pde3a	0.169131941000732	0.0764699032799493	0.162242	0.023220617159056	-0.0274077381994918	Active_Promoter
Cenpf	0.168177166915233	0.898174750815869	0.695534	-0.0080527351594627	0.0217824050900226	Other
Aff1	0.168004715187649	0.948554689116314	0.396653	0.0109000701485777	-0.025924340151033	Other
Gk2	0.16796088227307	0.720458945090126	0.10437	-0.0195676136476919	0.021891328668891	Other
Rabgap1l	0.167742375363692	0.940113900409561	0.206524	0.0154152483271145	-0.0190138464647612	Active_Promoter
Nqo1	0.167562762294656	0.90522205109577	0.449802	0.0322840360156472	-0.018284258771881	Other
Dpf1	0.16727520663317	0.667737526111294	0.533969	0.0569320285022195	-0.0213713777362744	Active_Promoter
Ttc8	0.167102895529704	0.554609527902474	0.32861	0.013489300255117	-0.00678098524378978	Other
Itga7	0.167087106655144	0.969671763051711	0.430848	0.128205969755496	-0.0359748176146689	Active_Promoter
Paqr9	0.167003789217386	0.932847914164909	0.62619	0.132163523530301	-0.0210783845208422	Active_Promoter
Ube2u	0.165960965706283	0.761323659239373	0.086048	-0.00901810714113338	-0.00181010405585719	Repressed_Promoter
Smc5	0.165642747635869	0.981893757648922	0.229125	0.0528237550899888	-0.0394018779136929	Active_Promoter
Epha6	0.165537526579656	0.696269608378255	0.017835	-0.00403703094452057	0.0017343577821395	Repressed_Promoter
Perp	0.165259324878704	0.972977260131089	0.532872	0.0132246413148734	-0.00466840907460878	Other
Ehd3	0.165129807297543	0.917151535510087	0.255612	0.0596872456578491	-0.0237572121019524	Active_Promoter
Slc12a2	0.16484225184299	0.984684822871953	0.086062	0.0923869029260765	-0.0544435443650779	Active_Promoter
Septin11	0.163686777230496	0.969550966055502	0.05704	0.0066225358075398	-0.0145011813130356	Active_Promoter
Rdh5	0.163648221319301	0.935458716478565	0.941911	0.119961538480191	0.0162715612724058	Other
Herc3	0.163409950415466	1	0.463657	0.043233489766802	-0.0268165670877727	Active_Promoter
Dmbx1	0.162867481968843	0.134538796423069	0.020849	-0.0196591777533642	0.0395648436662811	Repressed_Promoter
Aig1	0.162539340076797	0.71215000533575	0.56966	0.0808819806409217	-0.0410188900482102	Active_Promoter
Rph3al	0.162467379019431	0.809730256122509	0.153253	0.0368955695305466	-0.0143496011817557	Other
Nampt	0.162321375060089	0.786794618329851	0.407121	0.0848582703070512	-0.061466642724269	Active_Promoter
Cdh2	0.162279270764995	0.790781522607237	0.293069	0.00463860666050742	-0.00446563390715118	Active_Promoter
Traf3	0.162187573647828	0.956495668542534	0.174669	0.0727088495786465	-0.0570998595761757	Active_Promoter
Tbata	0.162070430079209	0.238603654267627	0.45974	0.0660571552158957	-0.0172101470103573	Other
Olfml2b	0.161977663044782	0.894702255968141	0.841504	-0.0199471183211413	0.0344328712907414	Other
Plekhf1	0.161855069504655	0.888540279474362	0.452216	0.168498151688174	-0.0290324692162142	Other
Map1b	0.160954812818084	0.638133629108132	0.016297	0.0512246763696418	-0.0337384754434688	Active_Promoter
Hpf1	0.160953456769804	0.792970456907301	0.25	0.0365489469901926	-0.0377511276393762	Other
Peli1	0.160863627124412	0.916244188571285	0.051313	0.0352796148651158	-0.0278582661042126	Active_Promoter
Lrrn1	0.160712428494809	0.993864598796709	0.460161	0.137802817859855	-0.0693689510246577	Active_Promoter
Cdk5rap2	0.160007581355205	0.720758135242166	0.258071	0.00792489234737492	-0.00483748400708303	Active_Promoter
Arhgef3	0.159976416182014	0.493754395317822	0.615883	0.0406016013928899	-0.0191012115470949	Other
Jam3	0.159579945465848	0.784852065319213	0.210143	0.0266974647406737	-0.0315901555482294	Other
Ccn1	0.158841678842376	0.81460993639457	0.490483	-0.0489237645812185	-0.000317737406137671	Repressed_Promoter
Efcab2	0.158641555053623	0.684698926328331	0.740308	0.0405442291335094	-0.00978996047250322	Other
Chrnb4	0.156878248119093	0.921391512654177	0.144375	-0.0259859059065326	0.0122407209745507	Repressed_Promoter
Nrep	0.156247741466866	0.551679360464921	0.306063	0.0864132216019039	0.00777378002196966	Active_Promoter
Hivep2	0.156171607098833	0.935764453933887	0.111134	0.0313221556315526	-0.0185543005340534	Active_Promoter
P3h4	0.155763707433797	0.802817603930149	0.308144	0.0668959546564373	-0.0125945068963558	Other
Gramd1b	0.153834090661521	0.771519356325558	0.177016	0.0785315494832169	-0.0393402875183748	Active_Promoter
Yod1	0.153560142989788	1	0.370748	0.0614719766471763	-0.0352990190612692	Active_Promoter
Lyn	0.153181425243147	0.966069180786798	0.457238	0.085540435146561	-0.0700588677444902	Active_Promoter
Rab2a	0.152909556963525	0.973868369039319	0.02818	0.0587843382611916	-0.0441816461574926	Active_Promoter
Dach1	0.152649593433083	0.93022298594525	0.04738	-0.00469611137451886	0.01082969845529	Repressed_Promoter
Fer	0.152412067651382	0.753220999049195	0.152561	0.0272557716055867	-0.0277869844202728	Active_Promoter
Racgap1	0.152273931835513	0.929952883876608	0.410326	0.0264553933919618	-0.012095308034519	Other
Fam174a	0.152174971154486	0.988295488109909	0.42762	0.0521032525535057	-0.0291362017599229	Active_Promoter
Bmp5	0.151712477484941	0.0613997467702869	0.123181	0.0963061392566568	-0.0659002353724788	Other
Ppp1r3b	0.151448923352278	0.725141230948054	0.398864	-0.0244256957147911	-0.000405084326140198	Repressed_Promoter
Mreg	0.151416420543226	0.355456775465634	0.253612	0.0747862759408012	-0.0768175309323835	Active_Promoter
Rp9	0.151106522110423	0.93823289909892	0.380828	0.0666038983686968	-0.042444448278386	Other
Osbpl3	0.150967658346486	0.826308783900498	0.49171	0.0158711275495153	-0.00839424599999608	Bivalent_Promoter
Papolb	0.150929327047205	0.874202645509475	0.297323	0.0256799550968572	0.0030359068788799	Other
Myo5c	0.150675730199868	0.882485327641528	0.459962	0.0071033179457668	0.00917642543297681	Other
Cntnap2	0.150279106434505	0.647041652479516	0.051369	0.0236244532788065	-0.0364919986297312	Active_Promoter
Cyp4x1	0.150127711442657	1	0.022009	0.0159180545426559	-0.00985417320877602	Active_Promoter
Dpys	0.149911850089951	0.834742308571652	1.1413	0.0473289103157158	-0.00885964102391515	Other
Vldlr	0.149910156228638	0.682043715555278	0.390481	0.061063109910958	-0.0456702606226283	Active_Promoter
Epha7	0.149659699259521	0.766482625055953	0.40679	0.0422928978117008	-0.0395759662242322	Active_Promoter
Nlgn1	0.149563013540012	0.968270264981923	0.463816	0.0162364972229359	-0.0153371228741007	Other
Pecam1	0.149324691800167	0.981905684057314	0.055858	0.00760596396056468	-0.0085324488543642	Other
Cobl	0.14853546475963	0.886556719294386	0.336467	0.00383658320552094	0.0205258270679507	Repressed_Promoter
Sox6	0.148314127811172	0.0224539373567525	0.268392	-0.00254365846712334	0.0148401341655971	Repressed_Promoter
Capza1	0.147601381236135	0.212505167223946	0.00518	0.0297033526942232	-0.0262186707907084	Active_Promoter
Jarid2	0.147579017780286	0.986366117380207	0.002328	0.0551961197013426	-0.0167363899852113	Active_Promoter
Ocln	0.144580939514874	0.814323191026697	0.299471	0.0389731897171368	-0.0334288071491773	Active_Promoter
Sgk1	0.144265519363372	0.924849490581884	0.330047	0.076575825600841	-0.052528889186772	Active_Promoter
Rab11fip2	0.144093467121806	0.942374400281255	0.486606	0.0456535461080173	-0.0377735302238716	Other
Synpr	0.143871099397554	0.927221744965855	0.315752	0.0242992024151635	-0.0262767772158975	Active_Promoter
Lims1	0.142905556416401	0.288413492802778	0.803772	0.0527634879513391	-0.0292751551486285	Other
Grb14	0.142789471187181	0.940796968711423	0.39312	-0.0204257106502643	0.021852669454524	Repressed_Promoter
Cdyl	0.142591188637665	0.883493499198037	0.296816	0.0428382645639506	-0.034777334456113	Active_Promoter
C330018D20Rik	0.142383614828061	0.548440751111367	0.741653	0.0304617008353611	-0.016343871485675	Other
Astn1	0.142167520991657	0.0831739894756825	0.278917	0.0210126383400169	-0.0188135287477824	Active_Promoter
Pdrg1	0.141636347750813	0.869602726278255	0.043858	0.122667214136705	-0.0264965477376624	Active_Promoter
Parva	0.141519470227808	0.906347884360997	0.22933	0.0237813972323808	-0.0198941345543126	Other
Add3	0.141498271809165	0.97316772835828	0.566704	0.0967114447336624	-0.0595527544630374	Active_Promoter
Ccdc69	0.140728508722963	0.876540508956423	0.212771	0.0227268718784388	-0.0231776136137162	Other
Cdk17	0.140456633891402	0.963562040766153	0.407857	0.0916117110032357	-0.0482503285239106	Active_Promoter
Mterf3	0.140307486255426	1	0.080423	0.0227822241026105	-0.0237639650888809	Active_Promoter
Plppr1	0.140072562484931	0.134899902059251	0.434513	-0.00929231671858077	0.0109584731465756	Repressed_Promoter
Gpd2	0.1399769906643	0.974296485306887	0.392399	0.0423364326852566	-0.042051671621059	Active_Promoter
Plpp1	0.139953043248445	0.842052051810985	0.49365	0.00861559138331403	-0.0142470331728178	Active_Promoter
Nedd4l	0.139293527168353	0.580055468017367	0.041315	0.0456919314464484	-0.0196324171067791	Active_Promoter
Map3k5	0.139242954328007	0.969700330771391	0.567914	0.0470181516679727	-0.026318143354272	Active_Promoter
Dpyd	0.139193155447459	0.963360129351082	0.224336	-0.00327026513031647	0.00365672926081868	Other
Dclk2	0.138722046465007	0.781650458481889	0.476138	0.0974036510345218	-0.0638980626837974	Active_Promoter
Pomgnt2	0.138205181730475	0.895597978274074	0.006069	0.0333281116034668	-0.00987724973639675	Other
Ptprb	0.136791077648818	0.818441445399369	0.656756	0.0347047445220245	-0.0141857659341061	Other
Chchd6	0.136006012978366	0.866889628676943	0.57805	0.035603693365829	-0.0122338537065929	Other
Tbc1d4	0.135670093761896	0.993715772222266	0.369001	0.0376740127599547	-0.0280685269461745	Active_Promoter
Pacrg	0.134890847691366	0.991921038729075	0.071609	0.00782836676307819	-0.0139264344269887	Active_Promoter
Sgpl1	0.13485864762122	0.930281068874959	0.073521	0.0410810049187008	-0.0338725167078993	Active_Promoter
Nek10	0.134426005290306	0.0336422431081227	0.715441	0.0129715835765386	-0.00528083509340278	Other
Armc2	0.134223113284076	0.675121135153542	0.686296	0.0270370694536193	-0.00653160153957741	Other
Art1	0.133986091599576	1	0.196342	-0.0176923582773123	0.0276098692710875	Other
Tubb2b	0.132266202641208	0.861751769218745	0.505876	-0.0445675327247022	-0.0206891116865843	Repressed_Promoter
Sdccag8	0.13217373094832	0.754542871780803	0.539806	0.0255527369192267	-0.00694883700558482	Active_Promoter
Flrt2	0.132038714014397	0.962015275842063	0.098169	-0.010737151767808	0.00788612161219963	Repressed_Promoter
Dusp26	0.131737236627923	0.861616979259418	0.723383	0.0386464031521347	-0.00250289869382811	Active_Promoter
Inpp5f	0.13172401476671	0.915087339210671	0.198689	0.0529054020548476	-0.0338847273128691	Other
Stmn2	0.131556739461163	1	0.400307	0.0492056205277216	-0.0091177795252787	Active_Promoter
Cobll1	0.13152321411211	0.716076858789505	0.530394	-0.00913043325950558	0.0120888717501652	Repressed_Promoter
Aoah	0.131506637827199	0.994323562332	0.431951	0.00798200205386046	-0.00492993595919215	Other
Apln	0.131396287920018	0.919633130707447	0.360889	0.0596459799861925	-0.0362716846437842	Active_Promoter
Cntn1	0.13128387877236	0.786656762047835	0.209207	0.0337404087659104	-0.0314427858667951	Active_Promoter
Rwdd3	0.130331978609047	0.8656790853059	1.096999	0.0551913470318813	-0.0269734877249427	Other
Exph5	0.130161238295548	0.952135959015676	0.417431	0.11082889304928	-0.0377761740419593	Active_Promoter
Khdrbs3	0.130022166498113	0.806509451748845	0.537701	-0.0157523476664069	0.0332095591024712	Repressed_Promoter
Mybpc3	0.129857847997532	0.508652237900736	0.457763	0.0493102970661312	-0.0372201166790433	Other
Ipo11	0.129631442097424	0.738801738790651	0.00409	0.0127776487317529	-0.0184214341389674	Active_Promoter
Adamts6	0.129332411852559	0.133926177245616	0.353194	0.0093812527850341	-0.0126261604072054	Active_Promoter
Ccnq	0.128526049388279	0.944933300739411	0.528553	0.0679723613423291	-0.0478534372509179	Other
Triobp	0.128178557855073	0.829337853670042	0.429575	0.0374051842162061	-0.0152635526692813	Other
Rmi2	0.12811524499662	0.912950092366188	0.232288	0.0237318731740486	-0.0174960117790065	Other
Ddx25	0.127910739459626	0.965023731433148	0.255248	0.0148141046102865	-0.0141186903096925	Active_Promoter
Mtfr1	0.127771903229726	0.98443061560793	0.726222	0.022873636341613	-0.0239981317087031	Active_Promoter
Bag3	0.127302585586367	0.985360128561673	0.410764	0.0558856257415649	-0.0279551875040747	Other
Synj2	0.127274030057358	0.926207542203595	0.291403	0.0301026750101669	-0.0250975056587487	Other
Irs1	0.127126690049768	0.908458443905731	0.268357	0.0341231200945962	-0.0234164459028334	Active_Promoter
Lrp4	0.126825859067631	0.718125230901708	0.32788	0.00926704609328122	-0.0138393223131122	Bivalent_Promoter
Me3	0.126738472935908	1	0.293417	0.0494015433251859	-0.0356259503028994	Active_Promoter
H3f3a	0.126633549861084	0.478376555435873	0.070233	0.0320371170877905	0.0230252085519025	Active_Promoter
Lrrn3	0.126525744809966	0.912323992226194	0.318405	0.0309548347643218	-0.0286389847103072	Active_Promoter
Schip1	0.126280646769393	0.726548677342675	0.406731	0.0111393491905919	0.00833723205408476	Bivalent_Promoter
Arrdc4	0.126191354478562	0.905950412249399	0.847997	0.0164232639887631	-0.00682271044817927	Active_Promoter
Sncaip	0.125847886614375	0.891403161202867	0.646323	-0.00471808528828133	0.00634059170056099	Repressed_Promoter
Nrg4	0.125653572767835	0.76692147531407	0.619789	0.0268681010337835	-0.0102703630168507	Other
Vwc2l	0.124929239443504	0.968675333751114	0.466387	-0.00704776045043143	0.0158231541064652	Repressed_Promoter
Efr3b	0.124853712751754	0.698881901236713	0.618524	0.0738629215736718	-0.0342180948516928	Active_Promoter
Nckap5	0.124684227640104	0.825434179485974	0.340452	-0.00367612463153932	0.0161814985317481	Repressed_Promoter
Lrrc17	0.124378678600601	0.934514589483468	0.0289	-0.00902597049135168	0.00852654939225585	Repressed_Promoter
Fosl2	0.12422681062939	0.640038815375035	0.303928	-0.0259720891206342	0.0097266786946302	Active_Promoter
Nfib	0.124086418415999	0.7528981866796	0.652472	0.0700950392548942	-0.0237294096850187	Bivalent_Promoter
Tmx1	0.123829089892672	0.839712068631808	0.176865	0.0551530890158115	-0.0473522473521958	Active_Promoter
Tle1	0.123453834436438	0.26967236592787	0.018853	-0.0259606910142441	0.00252206685653358	Bivalent_Promoter
Rab15	0.12301289190952	0.92617698970043	0.349648	0.100499077261545	0.0189778556719151	Active_Promoter
Itpk1	0.122829146974105	0.955983582625542	0.351161	0.0999405716026295	-0.0333543573786836	Active_Promoter
Gnai1	0.122823230160869	0.928833036481237	0.598299	0.0949129776916535	-0.0571743238565581	Active_Promoter
Prkaa2	0.122487389015997	1	0.169284	0.0510842020196827	-0.0308929961191393	Active_Promoter
Ppp1r14c	0.121876020544398	0.524875251718873	0.342713	-0.0290206817880544	0.0271812478927356	Active_Promoter
Ift122	0.121487650004157	0.941585298956673	0.490045	0.0218772775721623	-0.000107493772069783	Other
Wipi1	0.121372320670435	0.125196126874218	0.432678	0.0153809032580595	-0.00549339316942951	Active_Promoter
Slc14a1	0.121293571327649	0.952184298746302	0.315186	-0.0234662079067837	0.0163398374579844	Repressed_Promoter
P4ha1	0.121226212536091	0.695357174205401	0.220966	0.0376801456687086	-0.0309541275344996	Active_Promoter
Gria1	0.120787655227961	0.382688477081809	0.334095	-0.0118013302962764	0.0383325494305525	Repressed_Promoter
Spon1	0.120360470040471	0.954547562619955	0.218157	0.0527938447680154	-0.0290890040397686	Active_Promoter
Lrrc55	0.119988061941859	0.895135011067714	0.36003	-0.0226497258481159	0.0172877356824368	Repressed_Promoter
Tox3	0.119591481391182	0.915059092448666	0.491322	-0.00904675079974615	0.0200551974118067	Repressed_Promoter
Gm5134	0.119362204851444	0.905572388351947	0.771035	0.018779273524291	-0.00128820255112622	Other
Traf6	0.119195272956047	0.780262164343017	0.282964	0.0170710145096523	-0.0182725071171609	Active_Promoter
Fgd6	0.118893873425852	0.945818688149101	0.500496	0.00646050360724959	-0.00688335283356241	Active_Promoter
Asap1	0.11873211733645	0.02003975456976	0.352888	-0.0167834446712587	0.0152239438142839	Bivalent_Promoter
Gprc5c	0.118678836388472	0.892048292738864	0.0857	0.0892805798261923	0.00134165731189934	Active_Promoter
Myo10	0.118043157484124	0.432995845625511	0.587224	0.021286549789484	-0.0184077161226908	Bivalent_Promoter
Galnt13	0.117267399602225	0.826930341559619	0.225679	0.0375516602480622	-0.0402839521718671	Active_Promoter
Asph	0.116625758975415	0.692907652721699	0.506918	0.0482550466919406	-0.022775772572353	Active_Promoter
Phkb	0.116240815001592	1	0.257024	0.0210905557783175	-0.0214933006244026	Active_Promoter
Rgmb	0.116156697299987	0.695594282281443	0.64967	0.0887466264999109	-0.0497932203181667	Bivalent_Promoter
Mrps27	0.11607948423165	0.763413671975782	0.620412	0.046269849518411	-0.0128644133335777	Active_Promoter
Nr4a3	0.115535485707052	0.985345682975089	0.202946	0.0114400130675438	-0.0183128767324111	Active_Promoter
Inip	0.115460347402058	0.867907635399434	0.823502	0.0272403144843174	-0.00856752548320401	Other
Isx	0.114700000808281	0.944919154683494	1.320302	-0.0179958941899827	0.0623392789204601	Other
Tanc1	0.114278044082837	0.97602509077055	0.125578	0.0361143147792424	-0.0270217011610542	Active_Promoter
Foxa2	0.114268098509397	0.988031822928063	0.316838	0.0397089098674579	0.0169181784866985	Repressed_Promoter
Usp38	0.114176068419335	0.574710598540358	0.452605	0.0271979107243842	-0.0163768845570813	Active_Promoter
Commd2	0.113798191600496	0.599968731788596	0.240309	0.0204791803885115	-0.0267682072844075	Active_Promoter
Trpc5	0.113667048908642	0.327351116541159	0.30104	-0.00798415038820721	0.00646674694049557	Repressed_Promoter
Arap2	0.112942636787811	0.934330776896448	0.112447	-0.00624061795720832	0.0133123327571075	Repressed_Promoter
Ldlrad4	0.11271319585693	0.978765651249057	0.530241	0.0659254524540464	-0.0255313899299223	Active_Promoter
Dlgap2	0.112464619329029	0.979520460566746	0.211165	-0.00990314375371859	0.0257731012088165	Repressed_Promoter
Dlgap1	0.112463224408036	0.764979092035598	0.335555	0.0574751699920202	-0.0436342144755493	Active_Promoter
Zfp395	0.112300656139091	0.89810070699411	0.298884	0.114584486314202	-0.0545077076744132	Active_Promoter
Exoc4	0.11206072910545	0.991099398781016	0.396016	0.0224965902376667	-0.0205179228778773	Other
Rprm	0.111604778270507	0.79547802515826	0.230571	-0.029649887524229	-0.0156137219294884	Repressed_Promoter
Rhoj	0.111213271732452	0.973649928409927	0.300402	-0.0205454219722816	0.0253670469547897	Repressed_Promoter
Myt1	0.11102298862298	0.929862202450363	0.270928	0.0723931283634205	-0.0273333766136058	Active_Promoter
Zfp957	0.109391444361399	0.957676265659126	0.378867	0.013733337650473	-0.00883523645177134	Other
Tec	0.109100407698869	0.769716271870267	0.322696	-0.00564190550798294	-0.0137665726662007	Other
Acot2	0.108739121063163	0.804892378269553	0.326582	0.0466544910641598	-0.0518442819574051	Other
A930009A15Rik	0.108715483216348	0.263304097411527	0.315563	-0.013205648020806	0.0382840136958078	Other
Htatip2	0.108694743576524	0.718691915652465	0.566754	-0.0181336135901723	0.0155809470306964	Repressed_Promoter
Tpk1	0.108683081668487	0.978637152416747	0.472551	0.0514645629158759	-0.0434484162094557	Other
Prkn	0.108514576748482	0.702661161885747	0.242473	0.0115040566499094	-0.0134455457406649	Other
Sidt1	0.108442957374236	0.550640383959025	0.913026	0.0641870438423581	-0.0340563780118688	Active_Promoter
Pex7	0.108075375352559	0.976361844671595	0.327797	0.0186391963602853	-0.010009277548884	Other
Psd2	0.107657882524095	0.998268511326073	0.016332	-0.00827249014588571	0.00276136388323533	Other
Ppm1l	0.107106880683331	0.766455021988583	0.562851	0.0810215464206032	-0.0533058403207834	Active_Promoter
Lrrc3b	0.10710333575106	0.471560360933639	0.538858	0.076650874213538	-0.0295273883676874	Active_Promoter
Elavl4	0.105932125725586	0.967846138279127	0.271924	0.0223935769414534	-0.0229008410013719	Active_Promoter
