gene	mc_significant	mc_hyper	coordinated	mecp2_bound	mecp2_sig_change	mecp2_sig_up
Gm10058	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10130	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10131	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10184	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10220	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10228	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10229	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10267	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10277	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm10282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10318	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10320	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10334	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10340	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10354	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10358	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10375	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10377	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10378	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10406	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10409	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10424	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1043	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10439	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10486	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10487	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10488	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm10639	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10681	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10767	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10775	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10778	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm1110	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm11100	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11213	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1123	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm11232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11236	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1140	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm1141	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11437	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm11444	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11487	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11541	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm11549	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11554	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11555	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11559	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11562	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11563	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11564	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11565	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11567	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11568	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11595	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11627	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm11634	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11639	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11733	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Gm11756	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11757	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11808	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11939	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm11983	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm11992	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12117	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12166	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12169	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12184	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12185	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12216	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12248	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm12253	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12258	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm12353	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm12394	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12569	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12689	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12695	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12728	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12790	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12794	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm128	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm12800	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12830	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12845	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12886	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm12888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13023	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13030	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13078	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13083	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13084	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13088	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13089	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13090	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13101	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13103	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13128	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13199	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm13212	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13271	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13272	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13283	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13285	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13288	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1330	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13398	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13420	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13539	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13547	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm136	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm13889	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm13941	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14137	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14139	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14147	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14151	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14226	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14295	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14305	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14325	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14326	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14327	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14393	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14399	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14401	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14403	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14408	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14409	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14410	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14412	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14418	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14443	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14459	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14496	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14525	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14548	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14569	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm14632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14685	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14692	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14698	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14743	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14781	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14819	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm14862	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm15013	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15023	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15056	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15080	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15085	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15091	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15093	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15097	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15107	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15114	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15127	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15128	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15130	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15155	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15217	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15262	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1527	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15294	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15446	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm15448	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15517	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm1553	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm15557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm15737	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1604b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm16181	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm16223	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
Gm16253	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm16286	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm16368	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm16427	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm16440	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm16506	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm16513	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1673	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17018	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17019	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17026	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17067	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17078	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17079	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17087	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17093	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17174	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17175	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17190	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm17266	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm17359	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17416	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17455	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm17654	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17655	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17657	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17660	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17783	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm17949	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm18336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm18596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm19345	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm19410	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
Gm19426	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm19668	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm19684	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm1979	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm1993	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm19935	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm19965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2000	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20075	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2012	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20219	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm2022	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2030	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm2035	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20379	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20390	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20403	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2042	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm20422	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20431	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20441	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20449	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20458	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20479	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20481	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm20489	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20498	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20503	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20509	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20517	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm20518	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20521	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20532	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20537	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20538	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20547	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2056	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20604	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm20605	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20661	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20662	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20671	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20683	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20695	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20696	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20708	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20715	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20716	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm20741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2075	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20767	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm20916	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21103	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2115	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21188	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21319	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21411	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21560	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21680	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21698	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21731	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21762	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21818	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21885	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm21915	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21936	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21969	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21970	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21972	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21973	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21974	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21976	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21977	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21983	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm21985	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm21987	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21988	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm21992	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm2237	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2244	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2381	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm2411	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm266	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm2663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm26920	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm26938	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm26965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm26992	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm27021	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm27027	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm27029	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm27235	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28035	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28036	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28038	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28040	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28042	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm28043	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm28044	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28047	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28051	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28053	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm281	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28168	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28230	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28269	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm28305	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28308	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2832	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28360	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28363	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28374	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28539	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28551	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28635	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28710	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28729	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm28778	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm28845	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2888	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2897	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29094	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29133	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2916	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29427	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm2956	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29564	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29609	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm29644	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29695	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gm29735	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2974	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29776	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm29797	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm2a	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Gm3002	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm3005	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm30083	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm3015	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm30191	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
