gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	expr_tier1	expr_tier2
Srsf9	0.0419397026845225	-0.0344677547290967	0.0764074574136193	Q4: mC up/hmC dn	0.282372501213155	0.045595788279812	250.285418805208	Up	Not DEG
Nxt1	0.0564991867794412	-0.019906885849129	0.0764060726285702	Q4: mC up/hmC dn	-0.124084518650719	0.834194251694826	21.8066493151396	Not Significant	Not DEG
Baz2a	0.0476201726158286	-0.0287836328290154	0.076403805444844	Q4: mC up/hmC dn	0.0258335501031165	0.935143993969327	1146.89695226887	Not Significant	Not DEG
Lrtm2	0.0492233292441531	-0.027121222302919	0.0763445515470721	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Tomm20	0.0405545836852266	-0.0357618657527249	0.0763164494379515	Q4: mC up/hmC dn	0.154374233778747	0.55697337449272	347.311411422258	Not Significant	Not DEG
Ggps1	0.0411948285993233	-0.0351068518213278	0.0763016804206511	Q4: mC up/hmC dn	0.156327547516403	0.283600051846146	235.131446585411	Not Significant	Not DEG
Tcea1	0.0379678953279112	-0.0383335743265158	0.076301469654427	Q4: mC up/hmC dn	0.0355753986280413	0.91440215259333	268.687279592497	Not Significant	Not DEG
Gm49405	0.031835935576967	-0.0444610074618035	0.0762969430387705	Q4: mC up/hmC dn	-0.213865864443988	0.825434220172424	8.71070202250244	Not Significant	Not DEG
Olfr68	0.068855067807446	-0.00743718940784804	0.076292257215294	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Igsf3	0.0340452415465561	-0.0422146504914657	0.0762598920380218	Q4: mC up/hmC dn	-0.146241399970773	0.653130747553663	152.245215925452	Not Significant	Not DEG
Mkrn2	0.037466942500596	-0.0387788485383205	0.0762457910389165	Q4: mC up/hmC dn	-0.0137443690564045	0.964534917109667	222.840338766285	Not Significant	Not DEG
Ndufs4	0.036292686620684	-0.0399179644048107	0.0762106510254947	Q4: mC up/hmC dn	0.00713817881105457	0.980001657977689	1030.68525203702	Not Significant	Not DEG
Adamtsl2	-0.035292918026416	0.0409122462312798	0.0762051642576957	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Nkapd1	0.0347550245185869	-0.0414499401041979	0.0762049646227848	Q4: mC up/hmC dn	0.0598693170866358	0.832389240109376	200.721836499772	Not Significant	Not DEG
Hsp90b1	0.0428615131153258	-0.0333399092918067	0.0762014224071325	Q4: mC up/hmC dn	0.230710158667542	0.154531456952419	613.492564969764	Not Significant	Not DEG
Mrpl52	0.0509571762211125	-0.025242691280624	0.0761998675017365	Q4: mC up/hmC dn	-0.163573501750638	0.805710155273982	15.3925507013836	Not Significant	Not DEG
Npvf	0.0496149593982392	-0.0265659321025777	0.0761808915008169	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Rdh14	0.0448603283241233	-0.0313049226830656	0.0761652510071889	Q4: mC up/hmC dn	0.05810339947034	0.873809984260876	106.028326424541	Not Significant	Not DEG
Rnf217	0.040669357417951	-0.0354684643963051	0.076137821814256	Q4: mC up/hmC dn	-0.127471961401148	0.51159834420695	1121.61856268692	Not Significant	Not DEG
Mb21d2	0.033342890342642	-0.0427876421783797	0.0761305325210217	Q4: mC up/hmC dn	-0.224452875334603	0.0918758287360684	965.124282750573	Not Significant	Not DEG
Zfp3	0.041242496010177	-0.0348832281097894	0.0761257241199665	Q4: mC up/hmC dn	-0.138272009918944	0.67211791895211	70.2725160174054	Not Significant	Not DEG
Fem1b	0.0380276884290617	-0.038081500557359	0.0761091889864207	Q4: mC up/hmC dn	0.0541033165631889	0.699317037248078	669.035538849098	Not Significant	Not DEG
Sema7a	-0.0515526469693509	-0.0245288714491959	0.0760815184185468	Q1: mC dn/hmC dn	0.497188559155404	3.65302173966537e-07	1338.96349007157	Up	Up
Atg4a-ps	-0.0414043394759424	0.0346647942763983	0.0760691337523406	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Ndufab1	0.0411420826158869	-0.0348968151618156	0.0760388977777026	Q4: mC up/hmC dn	-0.0326594926671237	0.923058780729318	261.910778147357	Not Significant	Not DEG
Psmb5	0.0420915651203733	-0.0339345904927528	0.0760261556131261	Q4: mC up/hmC dn	-0.00398534347858561	0.99735787749868	37.1043093513892	Not Significant	Not DEG
Mex3c	0.0401214927168439	-0.0358863602860418	0.0760078530028857	Q4: mC up/hmC dn	-0.0944631142071145	0.603436409867394	274.243023628209	Not Significant	Not DEG
Ap3m2	0.0498250519753156	-0.0261353502381434	0.075960402213459	Q4: mC up/hmC dn	0.265605137603711	0.00530221108572146	441.076526102344	Up	Not DEG
Reps1	0.0371716844744822	-0.0387885775691265	0.0759602620436086	Q4: mC up/hmC dn	0.00974401241255254	0.961753631685525	1142.5601453316	Not Significant	Not DEG
H2az2	0.0346915057737238	-0.041267312459766	0.0759588182334898	Q4: mC up/hmC dn	0.0188841980031167	0.961934056460622	140.896669224562	Not Significant	Not DEG
Maoa	0.039205160952216	-0.0367455642547988	0.0759507252070148	Q4: mC up/hmC dn	-0.790549683145489	1.52242641224174e-05	192.54842426066	Down	Down
Hcfc2	0.0401220152750406	-0.0358040096628494	0.07592602493789	Q4: mC up/hmC dn	-0.098562460778613	0.541892679987539	463.455887410356	Not Significant	Not DEG
Calu	0.0402577090160858	-0.0356392675295593	0.0758969765456452	Q4: mC up/hmC dn	-0.0200024488727001	0.934618908774909	447.841081906621	Not Significant	Not DEG
Elovl4	0.0469094393075852	-0.0289704370941554	0.0758798764017406	Q4: mC up/hmC dn	0.0237555412971833	0.953062199998452	380.012503461594	Not Significant	Not DEG
Cebpg	0.0403026054963249	-0.0355510748712428	0.0758536803675677	Q4: mC up/hmC dn	0.0719272393051006	0.741375443878719	271.97604861824	Not Significant	Not DEG
AW209491	0.0464293477756454	-0.029398504753301	0.0758278525289465	Q4: mC up/hmC dn	0.223992387982835	0.35550381380192	91.0220857550177	Not Significant	Not DEG
Snx5	0.0433765822036977	-0.0324448660064341	0.0758214482101318	Q4: mC up/hmC dn	-0.202129947086236	0.114211858437495	271.021403781843	Not Significant	Not DEG
Mef2a	0.0411950480096044	-0.0346196781312247	0.0758147261408291	Q4: mC up/hmC dn	-0.107857032391183	0.581320569485702	407.071952477906	Not Significant	Not DEG
Rnf34	0.0364684054760012	-0.0393315802518914	0.0757999857278925	Q4: mC up/hmC dn	-0.0587528921631105	0.803637825945687	269.594839173943	Not Significant	Not DEG
Uqcrfs1	0.047199617377368	-0.028579381409246	0.075778998786614	Q4: mC up/hmC dn	0.155145870268773	0.47194047343947	132.529554705693	Not Significant	Not DEG
Ccdc50	0.0424907361352354	-0.0332779647183576	0.0757687008535929	Q4: mC up/hmC dn	-0.126791577250172	0.314468842547858	939.934910959151	Not Significant	Not DEG
Chmp2b	0.0358297216685849	-0.0398818578098253	0.0757115794784102	Q4: mC up/hmC dn	-0.160064371726085	0.302450592486374	213.76492759393	Not Significant	Not DEG
1700066M21Rik	0.0490820708077704	-0.0265940121551033	0.0756760829628737	Q4: mC up/hmC dn	-0.21205166764418	0.452570167033537	86.0569794883976	Not Significant	Not DEG
Cherp	0.0457980881470734	-0.0298632857548957	0.0756613739019691	Q4: mC up/hmC dn	0.0419232365581096	0.887810827684488	448.057207263168	Not Significant	Not DEG
Zfp747	0.0425077244437215	-0.0331423821570856	0.0756501066008072	Q4: mC up/hmC dn	0.0370244471187146	0.963899971269882	31.5341453822522	Not Significant	Not DEG
Prkar1b	0.0532420919351829	-0.0223774437061121	0.075619535641295	Q4: mC up/hmC dn	-0.220400642936396	0.0143582000292197	1514.65839812496	Down	Not DEG
Gosr2	0.0378855139478754	-0.037725853526927	0.0756113674748024	Q4: mC up/hmC dn	0.14351673318585	0.296777199751944	330.807073024545	Not Significant	Not DEG
Ssbp4	0.0537730628197982	-0.0218173778250778	0.0755904406448759	Q4: mC up/hmC dn	0.201961473066091	0.471229275065917	139.139891381478	Not Significant	Not DEG
Tmem80	0.0411891256053376	-0.0343941891364486	0.0755833147417863	Q4: mC up/hmC dn	0.0763414693838141	0.809794994513943	134.841251147846	Not Significant	Not DEG
Cfc1	-0.0596379212157022	0.0159318980625676	0.0755698192782698	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Lsm5	0.0559164393241103	-0.0196382605314187	0.075554699855529	Q4: mC up/hmC dn	-0.190063734848213	0.741625004600488	23.6040038402658	Not Significant	Not DEG
Msh2	0.0410627305699184	-0.0344636334178564	0.0755263639877747	Q4: mC up/hmC dn	-0.233577005312689	0.0405129898788865	296.303993783846	Down	Not DEG
Klhl24	0.0403073873410262	-0.03521399502526	0.0755213823662862	Q4: mC up/hmC dn	0.196893924184187	0.0741447608336422	631.071207493718	Not Significant	Not DEG
Dnm1l	0.0412932761641369	-0.0341695076542895	0.0754627838184264	Q4: mC up/hmC dn	-0.0484632032215833	0.829941882510978	1887.53376197423	Not Significant	Not DEG
Zbtb4	0.0525259367333946	-0.02289815598398	0.0754240927173745	Q4: mC up/hmC dn	0.0418467609710987	0.87139346345273	1508.76676927241	Not Significant	Not DEG
Ficd	0.0411859719302998	-0.034212219614779	0.0753981915450788	Q4: mC up/hmC dn	0.0296697183030941	0.95309530295112	81.7784781608094	Not Significant	Not DEG
Rnf4	0.0412084286283548	-0.0341865953139202	0.0753950239422751	Q4: mC up/hmC dn	0.101818483260322	0.526196733113879	342.754947998515	Not Significant	Not DEG
Il16	0.0690017153425211	-0.00637885927342219	0.0753805746159433	Q4: mC up/hmC dn	-0.22100519099977	0.0355576657202649	4646.36094910005	Down	Not DEG
Ube2q2	0.0388545675958166	-0.0365152010816468	0.0753697686774635	Q4: mC up/hmC dn	0.134053177957569	0.392777060518964	923.038546055565	Not Significant	Not DEG
Slc46a3	0.0436131837885685	-0.0317498073440208	0.0753629911325893	Q4: mC up/hmC dn	0.00796996059275077	0.9872458434776	184.70841778141	Not Significant	Not DEG
Morc2a	0.0381315661374003	-0.0372175621399529	0.0753491282773532	Q4: mC up/hmC dn	0.126884947387564	0.184573261825139	800.098516414882	Not Significant	Not DEG
Ddx50	0.0434561320159959	-0.0318920453532071	0.075348177369203	Q4: mC up/hmC dn	0.0900381998156294	0.705582529305838	570.714633629632	Not Significant	Not DEG
Tnfrsf18	0.0404949959644533	-0.0348456991067565	0.0753406950712098	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Mrpl49	0.0457171226602388	-0.0295922243292619	0.0753093469895007	Q4: mC up/hmC dn	0.182805493048743	0.592415069919186	62.1372251728432	Not Significant	Not DEG
Rnf2	0.0375522864217899	-0.0377447764550591	0.075297062876849	Q4: mC up/hmC dn	-0.066293574639017	0.719384050151021	271.465932078194	Not Significant	Not DEG
Nudc	0.0343732331127258	-0.0409212486199177	0.0752944817326435	Q4: mC up/hmC dn	0.0299610850123995	0.943403571264005	242.201018865264	Not Significant	Not DEG
Zfp148	0.0409432564039722	-0.0343500862409547	0.0752933426449269	Q4: mC up/hmC dn	-0.00618717100942555	0.983902813443526	2212.5380147584	Not Significant	Not DEG
Ap4s1	0.0377232610785903	-0.0375530796320651	0.0752763407106553	Q4: mC up/hmC dn	0.143138151837283	0.425552112716966	614.094014134315	Not Significant	Not DEG
Fam102b	0.0443205169704699	-0.0309511154122918	0.0752716323827617	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Csf2	-0.0415370209040463	0.0337337477154742	0.0752707686195205	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Cggbp1	0.0428934291704381	-0.0323737759861369	0.075267205156575	Q4: mC up/hmC dn	0.0623245444864305	0.824436779583894	251.640260139225	Not Significant	Not DEG
Ppfia1	0.0492627890769846	-0.0259999194792084	0.0752627085561929	Q4: mC up/hmC dn	0.0541033560988785	0.775455226203286	1746.99749722724	Not Significant	Not DEG
Ctsw	0.0377286168079759	-0.0375245196499012	0.0752531364578771	Q4: mC up/hmC dn	-0.242204719494497	0.727756974686788	20.700224027974	Not Significant	Not DEG
C1qtnf12	0.042459033008334	-0.0327527661980369	0.0752117992063709	Q4: mC up/hmC dn	-0.212096459038776	0.722272628134692	27.2099402332471	Not Significant	Not DEG
Nhlrc3	0.0451180534314988	-0.0300625424699168	0.0751805959014156	Q4: mC up/hmC dn	-0.235337379179802	0.410368591143407	88.7929723299207	Not Significant	Not DEG
Papss1	0.040459300338959	-0.0346970196395548	0.0751563199785138	Q4: mC up/hmC dn	-0.177374459682371	0.066743291067385	589.916967031164	Not Significant	Not DEG
Car12	0.0438774393878644	-0.0312650539036338	0.0751424932914982	Q4: mC up/hmC dn	-1.07359425397727	1.82515831549174e-05	35.9609771958949	Down	Down
Mtdh	0.0442306999448968	-0.0309090584576159	0.0751397584025127	Q4: mC up/hmC dn	0.0292782135050288	0.907010391077253	1070.82793220887	Not Significant	Not DEG
Tmem91	0.048960588822834	-0.0261565276917343	0.0751171165145684	Q4: mC up/hmC dn	-0.312756673596405	0.476524815601128	33.2180834996103	Not Significant	Not DEG
Cstf2t	0.0559777566682781	-0.0191379715248368	0.0751157281931149	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Wapl	0.0403964807806175	-0.0347124828048574	0.0751089635854749	Q4: mC up/hmC dn	0.0506938860148758	0.774279559970397	1218.12224248754	Not Significant	Not DEG
Rsf1	0.0415348380824133	-0.0335419699377785	0.0750768080201918	Q4: mC up/hmC dn	-0.0545683838495949	0.884933182935222	286.649599895335	Not Significant	Not DEG
Trnt1	0.0405294258861923	-0.0345354438009546	0.0750648696871469	Q4: mC up/hmC dn	-0.148244313183981	0.283071083889125	438.939741040714	Not Significant	Not DEG
Tmem169	0.0436403629842035	-0.0314220676558246	0.075062430640028	Q4: mC up/hmC dn	-0.687446129799232	3.67855485110996e-06	122.996993947355	Down	Down
Ninj1	0.0425159953681509	-0.0325286423085798	0.0750446376767307	Q4: mC up/hmC dn	-0.187281592596502	0.716599540733286	53.4805368724395	Not Significant	Not DEG
Vwa7	0.0559873361718912	-0.0190522639314908	0.075039600103382	Q4: mC up/hmC dn	-0.0905780247305385	0.849315235832714	135.986828919811	Not Significant	Not DEG
Synj2bp	0.0432267329064812	-0.0318067217743089	0.0750334546807901	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
A430033K04Rik	0.0375962499829573	-0.03742874092198	0.0750249909049373	Q4: mC up/hmC dn	-0.150369884333772	0.343419001383336	273.064145884985	Not Significant	Not DEG
Sgpl1	0.0410810049187008	-0.0338725167078993	0.0749535216266001	Q4: mC up/hmC dn	-0.0483478835474224	0.810440981665952	353.010730269398	Not Significant	Not DEG
Ccdc43	0.0461522588112359	-0.0287828261174161	0.074935084928652	Q4: mC up/hmC dn	-0.200165882787715	0.338610108764599	129.250314933283	Not Significant	Not DEG
Art5	-0.034412050943147	0.0405204442189588	0.0749324951621058	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Eif2s2	0.0385901599991574	-0.0363236544104609	0.0749138144096183	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Pomgnt1	0.0548581113781508	-0.0200517318241926	0.0749098432023433	Q4: mC up/hmC dn	-0.0119375785989761	0.977331659362847	195.145152462156	Not Significant	Not DEG
Id1	-0.0448190325172088	-0.0300898287455896	0.0749088612627984	Q1: mC dn/hmC dn	0.276843103433655	0.711853800838176	13.3734435682032	Not Significant	Not DEG
Kat5	0.036651139449625	-0.0382461473924873	0.0748972868421123	Q4: mC up/hmC dn	0.0223575783888028	0.935563266776016	275.961523083502	Not Significant	Not DEG
Zbtb46	0.0479641573667664	-0.0269119345655232	0.0748760919322896	Q4: mC up/hmC dn	-0.0564153486523189	0.738747392407329	1526.58809421911	Not Significant	Not DEG
Larp1	0.0432260135507248	-0.0316369393869008	0.0748629529376256	Q4: mC up/hmC dn	-0.0900165068207819	0.359301003535687	1309.13716861309	Not Significant	Not DEG
Maml2	0.0439422835621666	-0.030897111934319	0.0748393954964856	Q4: mC up/hmC dn	0.0936453881344065	0.701909381446	1832.05422939032	Not Significant	Not DEG
Sav1	0.0383578453996667	-0.0364642352660699	0.0748220806657366	Q4: mC up/hmC dn	-0.255217366896986	0.0661936004234199	259.927899951927	Not Significant	Not DEG
Mapkapk3	0.0554585855249348	-0.019349723691494	0.0748083092164288	Q4: mC up/hmC dn	-0.870035153163658	3.01885329627573e-05	57.243580723741	Down	Down
Cul1	0.0387248471974601	-0.0360530135641932	0.0747778607616533	Q4: mC up/hmC dn	0.00385669276495807	0.986668284942452	1525.0361359425	Not Significant	Not DEG
Mafk	-0.0508767707330322	0.0238983167850123	0.0747750875180446	Q2: mC dn/hmC up	0.379258267379279	0.547283689098042	15.2431385887507	Not Significant	Not DEG
Champ1	0.0484071243233906	-0.0263305648728731	0.0747376891962637	Q4: mC up/hmC dn	0.0161447075622873	0.970963772343047	231.054561047004	Not Significant	Not DEG
Tmem170b	0.0408113853590938	-0.0338878754480239	0.0746992608071177	Q4: mC up/hmC dn	0.0493015605678092	0.758697168636607	936.469415659852	Not Significant	Not DEG
Serpinb1b	0.0390403138061559	0.0356530848441985	0.0746933986503544	Q3: mC up/hmC up	-0.657318804159581	0.531879518885637	5.09549739228865	Not Significant	Not DEG
Svip	0.0482284183373515	-0.0264554348145309	0.0746838531518824	Q4: mC up/hmC dn	-0.0294297560359266	0.949611339427499	158.488737090664	Not Significant	Not DEG
Sart1	0.0442329273563508	-0.0304362746118491	0.0746692019681999	Q4: mC up/hmC dn	0.208403578875195	0.354097039226222	219.096919091815	Not Significant	Not DEG
Zfp740	0.0419772028561789	-0.0326824604154773	0.0746596632716562	Q4: mC up/hmC dn	0.0890983077928943	0.766392173714783	280.123590076233	Not Significant	Not DEG
Sphk1	-0.0477816350510561	-0.02683609463196	0.0746177296830161	Q1: mC dn/hmC dn	0.122728022182147	0.904152442921267	9.46191576869551	Not Significant	Not DEG
Ipo7	0.0420009939086843	-0.0326143754867729	0.0746153693954572	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Rce1	0.0456191653417448	-0.0289942436911927	0.0746134090329375	Q4: mC up/hmC dn	-0.0139713645893478	0.980791915654885	50.6541780356711	Not Significant	Not DEG
Tmem229b	0.0527209176749383	-0.021883739669463	0.0746046573444012	Q4: mC up/hmC dn	0.0368097501576978	0.840559813988402	1510.63029585415	Not Significant	Not DEG
Neto2	0.0368043024177445	-0.0377763652188644	0.0745806676366089	Q4: mC up/hmC dn	-0.239938649326474	0.0459498086339804	1517.17332898648	Down	Not DEG
Mphosph6	0.0440065197938412	-0.0305271130779477	0.0745336328717889	Q4: mC up/hmC dn	-0.255267086830307	0.172578799771337	153.834221379998	Not Significant	Not DEG
Mlst8	0.0282519671277915	-0.0462809395794401	0.0745329067072316	Q4: mC up/hmC dn	0.0456388383305525	0.915537489751863	129.556907115802	Not Significant	Not DEG
Oga	0.0413704125649746	-0.033140792798991	0.0745112053639657	Q4: mC up/hmC dn	0.0100795033971647	0.959165008882436	1151.91327187204	Not Significant	Not DEG
Prpf4	0.0426665860816301	-0.0318366114211644	0.0745031975027945	Q4: mC up/hmC dn	-0.0694181386114565	0.763477808072878	193.446534070124	Not Significant	Not DEG
Plekhh3	-0.0490887420821404	-0.025375742054012	0.0744644841361524	Q1: mC dn/hmC dn	0.190129981898846	0.434520308742974	197.115654714661	Not Significant	Not DEG
Ndufs1	0.0417782543063364	-0.0326434405017661	0.0744216948081025	Q4: mC up/hmC dn	0.0469331239123124	0.873532171797117	380.362227808514	Not Significant	Not DEG
Rb1cc1	0.0409825534226639	-0.0334327502134866	0.0744153036361505	Q4: mC up/hmC dn	0.00543654827732182	0.987884920866066	2014.67443246176	Not Significant	Not DEG
Aasdhppt	0.0465088891219203	-0.0279008845319733	0.0744097736538936	Q4: mC up/hmC dn	-0.026613586019912	0.950143080149097	194.450362196469	Not Significant	Not DEG
Cfap36	0.04082542241016	-0.0335766740964367	0.0744020965065967	Q4: mC up/hmC dn	-0.088683194726941	0.689991671284703	512.267443541211	Not Significant	Not DEG
Cops2	0.0381803323927872	-0.0362017632807808	0.074382095673568	Q4: mC up/hmC dn	0.0787077168203224	0.564397142490301	535.237763289844	Not Significant	Not DEG
Zdhhc5	0.0383689369056023	-0.0360101911951507	0.074379128100753	Q4: mC up/hmC dn	0.0678359618382782	0.617753358943664	616.477009166009	Not Significant	Not DEG
Dynlt3	0.0428182667076878	-0.0315581600072447	0.0743764267149325	Q4: mC up/hmC dn	-0.011183710234149	0.979795416706128	251.419300820963	Not Significant	Not DEG
Slc35e2	0.0385729248668902	-0.0358019164584995	0.0743748413253898	Q4: mC up/hmC dn	0.213487844711893	0.208545510741752	135.470705912259	Not Significant	Not DEG
Masp2	0.0424411453712872	-0.0318714375295348	0.074312582900822	Q4: mC up/hmC dn	0.0212153511850313	0.970133351835843	93.3229343049481	Not Significant	Not DEG
Hpf1	0.0365489469901926	-0.0377511276393762	0.0743000746295689	Q4: mC up/hmC dn	0.000380201023726622	0.999037571426104	360.731384043597	Not Significant	Not DEG
Csnk1g3	0.0390703456899093	-0.0352123342017136	0.0742826798916229	Q4: mC up/hmC dn	-0.0512071844739482	0.79249308462693	1615.98559878577	Not Significant	Not DEG
Zfp644	0.0360499478854929	-0.0382281877592965	0.0742781356447894	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Plch2	0.05291023136441	-0.021351034117029	0.074261265481439	Q4: mC up/hmC dn	-0.0470911740500153	0.884472671709706	2056.86849981825	Not Significant	Not DEG
Dctn3	0.0437402611637278	-0.0305206005549075	0.0742608617186353	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Ostc	0.0394542612026108	-0.0348008070056941	0.0742550682083049	Q4: mC up/hmC dn	-0.0476744452909892	0.923293383075703	64.5115424562694	Not Significant	Not DEG
Etf1	0.0379712116821773	-0.0362808035447284	0.0742520152269057	Q4: mC up/hmC dn	-0.0295872007920488	0.894808003592459	460.620358815975	Not Significant	Not DEG
Snhg11	-0.0495384999514185	0.0246853721256581	0.0742238720770766	Q2: mC dn/hmC up	0.612173438532841	5.43795800484366e-08	3783.70289093194	Up	Up
Eef1akmt1	0.0386796980909119	-0.0355352446308477	0.0742149427217596	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Dr1	0.042562377603876	-0.0316141397051296	0.0741765173090056	Q4: mC up/hmC dn	0.0957940623112148	0.676338928767023	149.537614649648	Not Significant	Not DEG
Ndufb2	0.0382288688469287	-0.0359246182032124	0.0741534870501411	Q4: mC up/hmC dn	0.141449387091277	0.336696678836195	217.802935708971	Not Significant	Not DEG
Nipal3	0.0413413930535274	-0.0327905841106097	0.0741319771641371	Q4: mC up/hmC dn	-0.431749189035393	0.00105872872790696	514.86249595487	Down	Down
Nsmce3	0.0512596447591361	-0.0228654782042484	0.0741251229633845	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Gpn3	0.0441667563762911	-0.0299479922128762	0.0741147485891673	Q4: mC up/hmC dn	-0.133167677050976	0.778020861060273	51.9337973412637	Not Significant	Not DEG
Kif5b	0.0395000241418904	-0.0345962718234081	0.0740962959652984	Q4: mC up/hmC dn	0.0551131547257774	0.764454460193336	852.645997022575	Not Significant	Not DEG
Prl	-0.0380449892735135	0.0360307787059001	0.0740757679794136	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Nmt1	0.0411053250478615	-0.0329361611879641	0.0740414862358256	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Fgf14	0.0374067712965627	-0.0366131786247734	0.074019949921336	Q4: mC up/hmC dn	-0.154813249309804	0.663190820367854	39405.8081478687	Not Significant	Not DEG
Ykt6	0.0384687803849117	-0.0355492012886428	0.0740179816735546	Q4: mC up/hmC dn	0.00107434018876865	0.997618532986226	358.010367645497	Not Significant	Not DEG
Zfp358	0.0446523009445124	-0.0293323779359912	0.0739846788805037	Q4: mC up/hmC dn	-0.0975661059274326	0.742746890646699	132.466539030324	Not Significant	Not DEG
Htr5a	-0.0514113235261078	0.0225581263066383	0.0739694498327461	Q2: mC dn/hmC up	0.527991741016304	0.111361528814539	28.2821094349823	Not Significant	Not DEG
Sf3b1	0.0355021587660692	-0.0384459717921014	0.0739481305581706	Q4: mC up/hmC dn	0.0042125022459075	0.987884920866066	1920.53486589955	Not Significant	Not DEG
Cyb5b	0.0332576197452921	-0.0406337350090758	0.0738913547543679	Q4: mC up/hmC dn	-0.119872583046092	0.43975026519944	397.409926609033	Not Significant	Not DEG
Ap1g1	0.0384167945475513	-0.0354439626721849	0.0738607572197363	Q4: mC up/hmC dn	0.00704287355280876	0.976205512067484	1116.02602662952	Not Significant	Not DEG
Rap1gap	0.0497235931075326	-0.0241140804387242	0.0738376735462568	Q4: mC up/hmC dn	-0.0375013044186894	0.896035128477399	1432.49204823814	Not Significant	Not DEG
Pigbos1	0.0408010385164823	-0.0330305144152123	0.0738315529316946	Q4: mC up/hmC dn	-0.299611192463069	0.560729711309317	27.279495902395	Not Significant	Not DEG
Jazf1	0.0386375790769283	-0.0351779990414945	0.0738155781184228	Q4: mC up/hmC dn	-0.394168795231806	0.000487979815190743	1500.34605394623	Down	Down
Polr2a	0.0411413663649827	-0.0326596399363447	0.0738010063013274	Q4: mC up/hmC dn	0.211468702945966	0.0274924750271722	860.070146937171	Up	Not DEG
Chchd2	0.0534705166343656	-0.0203137099860526	0.0737842266204182	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Cavin2	0.0339234770134156	-0.0398403859806424	0.073763862994058	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Shisal1	-0.0348504961021675	0.0389122192891263	0.0737627153912938	Q2: mC dn/hmC up	1.34270783544533	2.9483692701254e-15	132.413644306966	Up	Up
Usp1	0.0409741878098073	-0.0327883113718392	0.0737624991816466	Q4: mC up/hmC dn	0.0449721190009442	0.877985939840379	307.163882278236	Not Significant	Not DEG
Phc3	0.0385921835743462	-0.0351634026960334	0.0737555862703796	Q4: mC up/hmC dn	0.0986137745028816	0.394592360220194	1925.55821829887	Not Significant	Not DEG
Krt36	-0.0451129041092851	0.0286399641540507	0.0737528682633359	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Fam45a	0.03945471967614	-0.0342957313094851	0.0737504509856251	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Gstt1	0.0359654206470709	-0.0377841054723804	0.0737495261194512	Q4: mC up/hmC dn	-0.681021613940515	4.31354371069977e-05	67.4240092284935	Down	Down
Ube2j1	0.0424713451934379	-0.0312309784762492	0.0737023236696871	Q4: mC up/hmC dn	0.0373382537394899	0.894426396021053	705.467002000211	Not Significant	Not DEG
Ppfia4	0.0380617851942505	-0.0356281270825901	0.0736899122768406	Q4: mC up/hmC dn	0.106358978132674	0.701909381446	2636.75140717005	Not Significant	Not DEG
Gtf2h1	0.0367263570920346	-0.0369555917650441	0.0736819488570787	Q4: mC up/hmC dn	-0.029835225823083	0.894575233672322	368.015007109977	Not Significant	Not DEG
Pten	0.046350464068931	-0.0273264904297266	0.0736769544986576	Q4: mC up/hmC dn	0.07155452341818	0.543095097050164	2111.81102523625	Not Significant	Not DEG
Epn1	0.0420438617535384	-0.0315730574673205	0.0736169192208588	Q4: mC up/hmC dn	0.130344010537699	0.572293118658843	722.810057453408	Not Significant	Not DEG
