gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_atac_up	n_atac_down	net_atac
BC024978	0.0360263560206902	-0.0404200122989222	0.0016615732758205	1.6785685093406e-08	0.0764463683196124	0	0	0
Ndufa10	0.0440494345337739	-0.0323828170001504	1.56767406100893e-10	8.62846780225992e-10	0.0764322515339242	0	0	0
Snrpb2	0.0432216766439539	-0.0331929129283868	7.08591898959999e-05	3.66800850943526e-06	0.0764145895723407	0	0	0
Chmp4b	0.0533399115984475	-0.023068612561611	4.93876980976714e-19	1.84955674612752e-05	0.0764085241600586	1	0	1
Cab39	0.0403946357429399	-0.03600779669105	5.06204082570488e-12	5.38659682167776e-13	0.0764024324339899	0	0	0
Zfp770	0.0550525294911032	-0.0213131834095459	1.85972306426959e-05	0.0270380687910852	0.0763657129006491	0	0	0
Simc1	0.040160898331308	-0.0361943599152309	1.43523996910885e-14	9.58716690417352e-17	0.0763552582465389	0	0	0
Ccar2	0.043890622563568	-0.0324572840468002	0.000169435602086895	0.000417646963841261	0.0763479066103682	0	0	0
Cyb5r3	0.0504537142511643	-0.0258922638005494	1.2376459969893e-05	0.00232884935219149	0.0763459780517137	0	0	0
Map3k3	0.0400150526862056	-0.0363087389798572	3.49945205107212e-15	2.26478602889662e-17	0.0763237916660628	0	0	0
Pop5	0.0420295137044777	-0.034291402351293	1.89020311683873e-05	1.99651997148965e-05	0.0763209160557707	1	0	1
Rab3ip	0.0388431602316086	-0.0374413264875339	4.62356618505512e-24	3.95922413060454e-33	0.0762844867191425	0	0	0
S100pbp	0.0391162399361779	-0.0371193045726474	8.3853631705784e-09	3.02620245366418e-10	0.0762355445088252	0	0	0
Cnot8	0.0382035060971948	-0.0380312287229358	0.000177897143866574	3.77949947271683e-06	0.0762347348201306	0	0	0
4930453N24Rik	0.0324098173053387	-0.0437951857427933	0.000679363711653118	6.96087608932667e-11	0.0762050030481319	0	1	-1
Ap1s3	0.0352346972934946	-0.0409509897961232	1.52911804349809e-16	3.90006165594772e-44	0.0761856870896178	0	0	0
Tcf12	0.0349794502373728	-0.0411981713911921	7.03096614955742e-36	4.74589879820422e-60	0.0761776216285649	0	1	-1
Noct	0.0404201009222007	-0.0357283734867248	5.35809468669418e-09	5.56952853028304e-10	0.0761484744089255	8	0	8
Ndufs4	0.0338642489901417	-0.0422692584236228	7.41972777739929e-17	4.69698089093031e-33	0.0761335074137645	0	0	0
Fam45a	0.0439711421716282	-0.0321574034554415	1.56113424197576e-06	2.62245300991023e-06	0.0761285456270697	0	0	0
Sar1a	0.0455634054660394	-0.0305408775443724	5.37614121607577e-06	5.8374202389077e-05	0.0761042830104118	0	0	0
Tor1aip2	0.0376020159484965	-0.0385012954857051	5.08770106133016e-09	1.62033779598941e-14	0.0761033114342017	0	0	0
Nutf2	0.0388989145245379	-0.0371898498923868	0.000116331113613418	7.10463279113015e-06	0.0760887644169247	0	0	0
Terf1	0.0375081048075792	-0.0385754792979302	1.98821025097953e-10	1.26061004977597e-15	0.0760835841055093	0	0	0
Senp3	0.0437945983757014	-0.0322778520284858	0.000196012166232261	0.000211606743517384	0.0760724504041872	0	0	0
Cpd	0.0562745716312421	-0.0197692876945763	8.69241374167146e-28	8.27749885376991e-06	0.0760438593258183	0	0	0
Sp1	0.0424704557055827	-0.0335415529883912	6.22008976948933e-08	2.19008961076702e-06	0.076012008693974	0	0	0
Acap3	0.0550032565362393	-0.0210004440952808	2.06040447121359e-07	0.0253798823358788	0.0760037006315201	0	0	0
Stam	0.0400091291234811	-0.0359862519951925	9.27912698816528e-15	6.91814528100472e-16	0.0759953811186736	0	0	0
Hnrnpul1	0.0423610706589833	-0.0336192577514259	9.29472152112125e-13	9.33017875536219e-14	0.0759803284104092	0	0	0
Ndufb5	0.0377768868862473	-0.0381499942177725	0.000306241344849507	4.94908497554122e-06	0.0759268811040197	0	0	0
Tmem11	0.0487865903930974	-0.0271388256392869	2.66749458127768e-06	0.00530063109040026	0.0759254160323843	0	0	0
Dapk3	0.0377487225370317	-0.0381748509872291	3.42386079739771e-05	2.46714626423761e-08	0.0759235735242607	0	0	0
Selenof	0.0438220768816094	-0.032101409150758	5.50149514029549e-11	2.07736447367037e-09	0.0759234860323675	0	0	0
Gga1	0.0448651331977967	-0.031057891164817	2.5716759356291e-05	2.80041307892606e-05	0.0759230243626138	0	0	0
Zfp516	0.022201331604682	-0.0536979546147827	7.55269442012417e-12	1.03450412048908e-126	0.0758992862194647	0	0	0
Atp6v0a1	0.0399338355770973	-0.0359457164704261	4.07456584884199e-18	5.1845837721856e-22	0.0758795520475234	0	0	0
Bnipl	0.0452457464083442	-0.0306129971531187	4.3743174198729e-05	0.000611592310699101	0.0758587435614629	0	0	0
Ube2q2	0.0362887475377651	-0.0395477275135548	3.07136239413494e-10	3.47221693337542e-17	0.07583647505132	0	0	0
Senp6	0.0390252219325913	-0.0368035146713735	8.4419934607606e-16	1.9240386087536e-21	0.0758287366039648	0	0	0
C9orf72	0.0402937378420965	-0.0355009739662272	1.39121168563034e-12	2.89512840683516e-19	0.0757947118083236	0	0	0
Naa50	0.0388089288551897	-0.0369857048487976	8.73806625560435e-05	5.03776594060949e-06	0.0757946337039873	0	0	0
Hsp90b1	0.0438202994630987	-0.0319183101643142	3.27989728798163e-07	4.38176969048111e-07	0.0757386096274129	0	0	0
Heca	0.0395727952724373	-0.0361343805777986	1.53743242679216e-16	2.64332606428255e-21	0.0757071758502359	0	0	0
Cs	0.0440440722882549	-0.031628050604861	3.31145755135788e-09	3.22033368352739e-07	0.0756721228931159	0	0	0
Hmg20a	0.0466277109799698	-0.0290380126130032	6.262517936867e-23	3.27408679161294e-12	0.0756657235929729	0	0	0
Itfg2	0.0317492394562597	-0.0438951572515661	0.00316778915378116	3.06869634722135e-08	0.0756443967078259	0	0	0
Gm49383	0.0601607851706152	-0.0154628214835339	3.70041824217861e-08	0.0435870191269803	0.0756236066541491	0	0	0
Ubtf	0.0339989332239348	-0.0415705193583612	0.00233051675828766	5.01253144593342e-06	0.075569452582296	0	0	0
Fam102a	0.0374130019450356	-0.0381089329787973	3.39383277448827e-08	1.34129266588134e-10	0.0755219349238329	0	0	0
Chtf8	0.0487038302234654	-0.0268155226357215	0.00168910825925919	0.0263936505740513	0.0755193528591869	0	0	0
St6galnac6	0.0462430229991403	-0.0292725767781921	2.49171086299368e-10	1.88566044790828e-08	0.0755155997773324	0	0	0
Dennd4c	0.0356439834853074	-0.0398564160424283	2.30159827600735e-20	5.88309376783519e-38	0.0755003995277357	0	0	0
Dnajc3	0.0416562947016688	-0.0338357953698641	9.6862518993745e-16	2.10312305737339e-15	0.0754920900715329	0	0	0
Cyb5b	0.0328191561404391	-0.0426714177899592	5.08060583636806e-09	1.41057863268467e-20	0.0754905739303982	0	1	-1
Fundc1	0.0524631686016129	-0.0230058413876291	0.00326120932493884	0.0105694885509795	0.075469009989242	0	1	-1
Ttpal	0.0393447158733616	-0.0361092541398011	4.4292165524049e-05	7.2968432861925e-06	0.0754539700131628	0	0	0
Fubp1	0.0367761569819364	-0.0386759629352832	2.41812950640624e-06	7.02971091239715e-11	0.0754521199172196	0	0	0
Ndufv1	0.0496139917480092	-0.0258107799391464	0.0104417324609556	0.0109049506625492	0.0754247716871556	0	0	0
Golgb1	0.0434529363807789	-0.0319605075827814	1.95870924773644e-32	7.13384214396498e-30	0.0754134439635603	0	0	0
Srrm4	0.0435520344226691	-0.0318552087226001	1.74660316086328e-47	6.12029411898359e-30	0.0754072431452692	0	1	-1
Hipk1	0.0435194903169913	-0.0318528520214643	5.62004213880036e-16	8.83533715546349e-12	0.0753723423384556	1	0	1
Gdi2	0.0474805367371158	-0.0278315957312681	2.03155965465289e-11	4.65797051482577e-06	0.075312132468384	0	0	0
Prpf39	0.0457275276879225	-0.0295593883816546	3.04937368785743e-08	8.52110325306616e-06	0.0752869160695772	0	0	0
Gm50241	0.0494144478111168	-0.0258491018184358	0.00153290927784478	0.0349266735579895	0.0752635496295526	0	0	0
Slk	0.0365883301404928	-0.0386565549662349	5.16621670020201e-14	1.13345822910468e-24	0.0752448851067276	0	0	0
Hmgcr	0.0455361196345966	-0.0296776741499489	1.32447582103558e-12	2.33151277342483e-10	0.0752137937845455	0	0	0
Oxsm	0.0492119390386042	-0.0259399652118551	0.000235012120420519	0.00787003915736613	0.0751519042504593	0	0	0
Akirin1	0.0430740533299401	-0.0320666861944924	4.53426903415655e-05	0.000191351828375625	0.0751407395244325	0	0	0
Thap12	0.039940437448338	-0.0352002389082219	7.63656294320997e-05	1.76589603994932e-06	0.0751406763565598	0	0	0
Srrm1	0.0401964314324214	-0.0349431775804176	1.44668146058025e-12	1.38174992246137e-14	0.0751396090128389	0	0	0
Zfp317	0.0416360057699569	-0.0334426856157049	1.09823115952449e-08	4.0217896250369e-09	0.0750786913856617	0	0	0
Ets2	0.0462558870852583	-0.0287625235267997	1.01792949414952e-08	6.14209352568332e-05	0.075018410612058	1	1	0
Ppfia4	0.038024710068751	-0.0369637336865988	4.16460660315111e-07	9.31012751362225e-09	0.0749884437553497	0	0	0
Actl6b	0.0273753872386328	-0.0475821549935395	0.0055469906051747	3.27578229251614e-13	0.0749575422321723	0	0	0
Gpr183	0.034552999498814	-0.0403761424225751	0.000328494973640446	1.79972176727569e-07	0.0749291419213891	0	0	0
Rnf138	0.0428213270498119	-0.0320664707691117	1.30792816031591e-05	7.063217753102e-05	0.0748877978189236	0	0	0
Lhfp	0.0507782504076019	-0.0240756401493167	2.97803176425379e-81	1.7565139007141e-19	0.0748538905569186	0	0	0
Itga3	0.0418793272299121	-0.0329610174938153	4.42355298660551e-11	3.0025080717697e-11	0.0748403447237273	0	1	-1
Dgkz	0.0554987986101502	-0.0193349194545837	1.06863445236998e-14	0.00607149797932341	0.0748337180647338	0	0	0
Hsf2	0.0338507901679234	-0.040932836888623	4.69780080236878e-06	3.8206068291141e-12	0.0747836270565463	0	0	0
Rab11b	0.0435777018598027	-0.0311912322086738	8.02973447613392e-05	0.000523688206353482	0.0747689340684765	0	0	0
Dek	0.0307208399110654	-0.0440188426722026	0.00115191086897998	1.20244502624277e-10	0.074739682583268	0	0	0
Atg14	0.0409740694991814	-0.0337571052238061	5.70571950765352e-13	3.21593867074107e-16	0.0747311747229874	0	0	0
Gba2	0.0533489867999866	-0.0213613616567974	1.13247117628864e-08	0.00542803154950612	0.074710348456784	0	0	0
U2af2	0.047319986756355	-0.0273618593703291	3.81630842405911e-06	0.000750945072830848	0.074681846126684	0	0	0
Ptpn11	0.0430178618152794	-0.031644803419379	3.07844477957017e-15	3.07537380587339e-11	0.0746626652346584	0	2	-2
Tcaf1	0.0415602340665431	-0.0330679059532609	2.57800623995141e-10	4.0634310417796e-09	0.074628140019804	0	0	0
Armc1	0.0428581930139995	-0.0317063438672641	4.82419026979164e-11	1.11268300793231e-09	0.0745645368812636	2	0	2
4931428F04Rik	0.0523273771164193	-0.0222293319086184	8.46629310913795e-06	0.022397018354188	0.0745567090250378	0	0	0
Apba1	0.0441343569442237	-0.0304160343968348	7.04099043672852e-66	1.66585961400925e-39	0.0745503913410585	0	0	0
Cfap36	0.0344104136023143	-0.0401166651759183	0.00064815190429552	4.51876728898102e-09	0.0745270787782326	0	0	0
Mlycd	0.0331844333141456	-0.0413417147686051	0.00101492479887288	1.4986698549916e-07	0.0745261480827507	0	0	0
Clp1	0.040833686449975	-0.0336851005640299	0.00487335877584532	9.56909625085397e-05	0.0745187870140049	0	0	0
Thrap3	0.0440285670699773	-0.0304747059406359	2.41233058250341e-12	5.3169664109494e-09	0.0745032730106131	1	0	1
Ap2m1	0.047574972972319	-0.0269276598686624	0.000872328383509648	0.0135409109325542	0.0745026328409814	0	0	0
Gpn3	0.0469720350708819	-0.0274889346396913	2.23931500819003e-06	5.28408910990256e-05	0.0744609697105732	0	0	0
Mfap1a	0.0339059416282494	-0.0405192646456669	0.0307955598713358	0.000167184676594521	0.0744252062739164	0	0	0
Rad21	0.0381567790507239	-0.0362585629369817	1.03151661895767e-09	1.38408574039795e-13	0.0744153419877056	0	0	0
Med15	0.0379263713924796	-0.0364862561081503	7.83642163927326e-14	1.66641371195974e-18	0.0744126275006299	0	0	0
Asph	0.0494878436261856	-0.0249235591823806	9.85052820152715e-77	1.80206735911985e-26	0.0744114028085663	0	1	-1
Patz1	0.0413268932464307	-0.0329983207059356	3.39456846461723e-07	1.44232602739821e-07	0.0743252139523662	0	0	0
Naa30	0.0403244931336884	-0.0339867368031218	0.000335585818108125	0.000443735637407583	0.0743112299368101	0	0	0
Gar1	0.0530852651669632	-0.0212230329368172	0.000216119967100746	0.0222794207523879	0.0743082981037804	0	0	0
Cltc	0.0436757899587665	-0.0306323849945686	5.39418395708854e-17	5.28245609841733e-12	0.0743081749533351	0	0	0
Tysnd1	0.0406633552233223	-0.0336416760935909	0.0159141629074303	0.00900327650166708	0.0743050313169132	0	0	0
Cdk4	0.0509932925639084	-0.0233066003329255	6.34136840590527e-05	0.0111809520503611	0.0742998928968339	0	0	0
Pigb	0.032311548066184	-0.0419683854787394	1.52426201535657e-08	2.86059395018178e-26	0.0742799335449233	0	0	0
Psmd2	0.0411359185456054	-0.0331252451624236	2.87396929902574e-05	1.36203119800588e-05	0.074261163708029	0	0	0
Sqstm1	0.0271239341093356	-0.0471329735243602	0.0436185550351725	4.79557129179407e-07	0.0742569076336957	0	0	0
Prss52	0.0473338689499051	-0.0268836418218926	0.00105237260229425	0.0315192290239557	0.0742175107717977	5	0	5
Ankrd49	0.0594791759115981	-0.0146939055688144	0.00881226196563403	0.0381819573668246	0.0741730814804125	0	0	0
Rab37	0.0345525622894122	-0.039614510494803	5.42226140578071e-16	1.48193932483479e-41	0.0741670727842152	0	0	0
Fads6	0.0419123712480327	-0.0322411451283972	3.00020531576347e-06	2.17634384131531e-06	0.0741535163764299	0	0	0
Cebpzos	0.0382911364731591	-0.0358438204682578	0.0246198585441824	0.000216661170405109	0.0741349569414169	0	0	0
Zfp521	0.0471753097980059	-0.0269588458984101	2.14104795756572e-102	7.92819017218171e-36	0.074134155696416	2	0	2
Fgf14	0.0365422146352774	-0.0375877110974152	4.17941748466933e-52	3.07913120612722e-66	0.0741299257326926	0	2	-2
Ergic2	0.0404821710049972	-0.0336266944155814	7.88427634978818e-10	4.38400381688639e-13	0.0741088654205786	0	0	0
Top2b	0.0380992759196993	-0.0359946462546457	4.46617404282283e-10	1.27585159458301e-12	0.074093922174345	0	0	0
Rwdd1	0.0399355916693362	-0.0341195453483722	9.01870089153754e-05	7.56001593303302e-05	0.0740551370177084	0	0	0
Msra	0.0510563682928663	-0.0229746581383073	8.1449710757518e-96	2.34315298001281e-23	0.0740310264311737	2	0	2
Gtf3c4	0.0402405284096951	-0.0337871021006067	0.000108985411586472	6.97865482491877e-06	0.0740276305103018	1	0	1
Pan2	0.0406238893023246	-0.0333884004021878	6.11493632225209e-10	3.91435966775436e-14	0.0740122897045124	0	0	0
Kif26b	0.0379358332347628	-0.0360679182976636	2.45346162189621e-83	3.39647460939352e-94	0.0740037515324264	4	6	-2
Luc7l2	0.0363947729406477	-0.0375914378532296	1.86418736580035e-09	2.63073910008613e-12	0.0739862107938774	0	0	0
Kat7	0.0418062295857625	-0.0321668640907088	2.68986946844678e-14	3.44958118220347e-13	0.0739730936764713	0	0	0
Fbxw7	0.0366416132379299	-0.0372784273908822	9.33973781799311e-30	1.63519776543166e-46	0.0739200406288121	2	0	2
Mprip	0.035751785652298	-0.0381438254719383	4.29954479819949e-16	5.50130013021166e-22	0.0738956111242363	0	0	0
Kpna1	0.0423614738237035	-0.0315297003061173	1.86529208921619e-14	9.85541929946713e-14	0.0738911741298208	0	0	0
Ap4s1	0.0388350062311376	-0.035017246428257	4.80269698525323e-13	1.28842703149943e-15	0.0738522526593946	0	0	0
Gtf2a2	0.0534014754061057	-0.0204454451852224	5.65230617550359e-05	0.0144448671438925	0.0738469205913281	0	0	0
Ccnl2	0.0410004514810405	-0.0328415800041333	2.6290400112691e-05	1.61307878590923e-05	0.0738420314851738	0	0	0
Mllt6	0.0359004679928744	-0.0379379961726043	0.000160973856056051	2.92781353137294e-06	0.0738384641654787	0	0	0
Igf2r	0.0523848994223836	-0.0214466951147887	2.3919546895257e-37	3.61659292704461e-09	0.0738315945371723	0	0	0
Rdh13	0.035352863958545	-0.0384399047104991	7.90481280170559e-06	1.26776200366454e-09	0.0737927686690441	0	0	0
Got2	0.0355064701272859	-0.0382746287909733	2.70909995675271e-07	2.04901898476952e-12	0.0737810989182592	0	0	0
Zfp710	0.0373015600432418	-0.0364756080696787	4.58079772940313e-15	4.32313426128127e-18	0.0737771681129205	0	1	-1
Vdac1	0.0489884815788706	-0.024785917039351	4.09621467744714e-11	0.000125068793401264	0.0737743986182216	0	0	0
Tnrc6b	0.0332735837895555	-0.0404860083973375	2.58268128196881e-30	3.53343788092575e-59	0.073759592186893	0	0	0
Srcap	0.0414803812427725	-0.0322744740379284	9.48873751905183e-13	1.56265648230499e-11	0.0737548552807009	0	0	0
Sart1	0.0480428196883372	-0.0256916690224067	3.24605806838273e-06	0.00111269114157704	0.073734488710744	0	0	0
Nepro	0.0389873441185458	-0.0347155583093752	0.00027066915254621	2.23859318409219e-07	0.0737029024279209	0	0	0
Rprd1a	0.0432069391002869	-0.0304691713333358	1.01691470273385e-11	1.73869009454341e-08	0.0736761104336227	0	0	0
Jazf1	0.0373205561084818	-0.0363232378797321	1.51452365143648e-71	1.95679936852269e-91	0.0736437939882139	0	5	-5
Rnf144a	0.0455757988697397	-0.0280504799482417	2.46215306645238e-34	3.63634593574006e-17	0.0736262788179814	0	0	0
Sod1	0.0429355293589364	-0.0306884499129724	0.00932905573417996	0.00885483471976307	0.0736239792719088	0	0	0
Vps54	0.0344944582465287	-0.0390845665194202	1.36367283570251e-15	1.77134804807618e-26	0.073579024765949	0	0	0
Vac14	0.0543387039643232	-0.0192179357081876	8.13355706801477e-32	3.9689188975084e-06	0.0735566396725108	0	1	-1
Arhgap5	0.0349125626224658	-0.0386195490210295	8.86649005738908e-09	1.17074898627399e-12	0.0735321116434952	0	0	0
Slc43a2	0.0591488256964157	-0.0143673586257318	8.42704542401145e-26	0.0137711186628086	0.0735161843221475	0	0	0
Ahctf1	0.0408627527854346	-0.032645786293504	1.39371871284564e-20	5.40383539358176e-21	0.0735085390789386	0	0	0
Gpr153	0.0327186745857768	-0.0407547602656894	0.00737401566031741	4.46042127224261e-05	0.0734734348514662	0	4	-4
Hprt	0.0452211988728517	-0.0282330826027147	8.80162858429375e-06	2.58161254635488e-05	0.0734542814755664	0	0	0
Ilrun	0.0387400268836275	-0.0347137781643577	8.51833456087069e-15	7.000044575166e-15	0.0734538050479853	0	0	0
Rasa2	0.0392643367233543	-0.0341795804442163	1.82091566398422e-27	2.09573943654047e-34	0.0734439171675705	0	2	-2
Mtmr2	0.0382098239586415	-0.0352136480723328	9.66173597636487e-15	2.3791083678653e-19	0.0734234720309743	2	0	2
Hs6st1	0.0382846436230458	-0.0351375710419131	3.03536641705018e-08	2.68915238686702e-09	0.0734222146649589	1	4	-3
Fam53a	0.0339638266704654	-0.0394575602786211	3.36114631516891e-05	7.84584980917894e-11	0.0734213869490865	0	0	0
Smap2	0.0409516810102067	-0.0324681017849677	4.40678153589407e-11	4.03552605818574e-10	0.0734197827951745	0	0	0
Irf2	0.0366206377161807	-0.0367848964450985	1.25116816070852e-29	7.92856807807371e-43	0.0734055341612793	2	0	2
P2ry13	0.037456250389252	-0.0359461880973106	0.0452332820967343	0.0194946837098392	0.0734024384865627	0	0	0
Lztr1	0.0388789138887602	-0.034470970304788	0.000116329183145389	1.89045332856473e-06	0.0733498841935482	0	0	0
Mcts2	0.0507915814888988	-0.0225549967824463	0.0132750474732118	0.0338460959068112	0.0733465782713451	0	1	-1
Tspan5	0.0591731580703421	-0.0141698813867003	7.20702240131755e-120	4.27859956357749e-08	0.0733430394570423	1	1	0
Map3k2	0.0435676512096089	-0.0297562108132608	1.7266279144002e-19	8.83129650939459e-13	0.0733238620228697	0	0	0
Ppp2r2a	0.0391512844888018	-0.0341475205340057	2.12969118447453e-11	1.11007915535379e-10	0.0732988050228075	1	0	1
Otud7b	0.0319513204000328	-0.0413390658613813	1.54760824671133e-08	5.23968361029051e-22	0.073290386261414	0	0	0
Kdm3b	0.0376739450190271	-0.0356118710033796	1.61655401956371e-19	2.87847475072059e-27	0.0732858160224067	0	0	0
Eif2b5	0.0356943454621391	-0.0375913761329054	0.000463919646793708	1.82425487234396e-08	0.0732857215950445	0	0	0
Cadps2	0.0331134417896116	-0.0401536037802908	1.46534555779001e-75	5.22243643462726e-141	0.0732670455699024	1	1	0
Pogz	0.0390750829557592	-0.0341773663329234	9.56976227016541e-12	1.79420780884333e-12	0.0732524492886826	0	0	0
Ubxn7	0.0359552181916197	-0.0372898764029666	1.08939951807027e-08	1.28773833823784e-12	0.0732450945945863	0	0	0
Rcor1	0.0340107536335839	-0.0391974168645575	4.53268707630242e-16	1.1119288834326e-29	0.0732081704981414	0	0	0
Spock1	0.0365246603206735	-0.0366733372074751	4.55208414068464e-118	4.54345168558569e-156	0.0731979975281486	0	2	-2
Dpf3	0.0464857302160783	-0.0267090475133541	1.29085348863344e-78	1.50828449848215e-30	0.0731947777294323	1	0	1
Rbm12b1	0.0392299152835294	-0.0339541740744571	0.048869871055249	0.0107263511843493	0.0731840893579865	0	0	0
Nfxl1	0.0400420978935034	-0.0331293337052952	1.20582851013888e-14	8.90541308046027e-18	0.0731714315987987	0	0	0
Arid1b	0.0481974893158517	-0.0249709786787302	8.49352725394517e-138	2.97961194754262e-43	0.0731684679945818	1	0	1
Aebp1	0.0424386087854745	-0.0307185114220199	0.000168437527889081	0.000222046502919593	0.0731571202074944	0	0	0
Gpatch8	0.035969929591684	-0.0371676201099912	2.96500148930854e-16	3.07662822202236e-23	0.0731375497016752	0	0	0
Pias2	0.0382491810977763	-0.034874591451366	1.96313114261458e-14	1.53993208202366e-15	0.0731237725491423	0	0	0
Tmem183a	0.0351455874576879	-0.0379750913030298	0.000333787207221605	1.55569159957041e-07	0.0731206787607177	0	0	0
Ndufv2	0.0436210994273383	-0.0294848446479367	2.08144574743056e-06	0.000298922413526476	0.0731059440752749	0	0	0
Atg101	0.0377077244731692	-0.0353913269666468	0.00457250263226634	1.55696798245774e-05	0.073099051439816	0	0	0
Usp22	0.0395009870571171	-0.033589680248519	3.07967712335828e-07	1.16382862542073e-07	0.0730906673056361	0	0	0
Ythdf2	0.0385567332505942	-0.0345219213236733	1.03457711785588e-05	9.17065674368597e-06	0.0730786545742674	0	0	0
Il1rapl1	0.0330940316119437	-0.0399750990518296	3.92963556915769e-56	2.42448752593366e-302	0.0730691306637733	0	3	-3
Ppp1r37	0.0399890307586385	-0.0330784416154237	3.71292812534708e-06	6.53066147762205e-06	0.0730674723740621	0	1	-1
Clock	0.0373170745897896	-0.0357393218569117	6.32516182871796e-18	9.41447648324675e-23	0.0730563964467013	0	0	0
Mcoln1	0.0404880506338041	-0.0325474424971379	0.000941628638243201	0.000210658289773782	0.073035493130942	0	0	0
Map3k5	0.0461804323790646	-0.0268296863564873	6.39022264699558e-85	3.51918152032431e-42	0.0730101187355518	0	0	0
Usf3	0.0384776403337579	-0.0345311864704986	4.10581645082233e-13	3.35447973873971e-14	0.0730088268042565	0	0	0
St13	0.0378696851319271	-0.0351161360707235	1.50936828835619e-09	6.54208379291261e-14	0.0729858212026506	0	0	0
9930021J03Rik	0.0369186882096891	-0.036063251663526	1.60712389885737e-15	8.46549803874639e-21	0.0729819398732151	0	0	0
Lonp1	0.0394165669518998	-0.0335528759059636	0.00318645087354264	9.3228931735297e-05	0.0729694428578633	0	0	0
Arel1	0.0362180393144154	-0.0367204753370247	1.361808130637e-13	8.1000334897854e-22	0.0729385146514401	0	0	0
Mtdh	0.0441124004589664	-0.0288250647577425	3.47268253053095e-13	5.04822429614913e-08	0.0729374652167089	0	0	0
Tmc7	0.031967720816946	-0.0409662913414323	1.69284984356336e-09	2.70403156923024e-26	0.0729340121583783	0	0	0
Bpnt1	0.0436766227486874	-0.0292368511246966	3.83184352186719e-14	1.67639425144102e-11	0.072913473873384	0	0	0
Mss51	0.0420488840369831	-0.0308610756922825	0.0001519655114492	0.000320113982581719	0.0729099597292657	0	0	0
Pms2	0.0488005233586899	-0.024106528319208	9.045205383672e-16	2.75822980242522e-10	0.0729070516778979	0	0	0
Zfp821	0.0430994844376585	-0.0298005670911112	1.12142506093744e-07	8.57089402111695e-07	0.0729000515287697	0	0	0
Eloa	0.0391781287561584	-0.0337031508341235	1.64122119734135e-05	7.12507009303348e-07	0.072881279590282	0	0	0
Rab28	0.0422629867373134	-0.0305458698806274	6.57657045675158e-15	2.25743172237719e-10	0.0728088566179408	4	0	4
Gsr	0.0333864711696952	-0.0394128239972579	4.19675362732967e-14	7.5189843997986e-28	0.0727992951669531	0	1	-1
Man1c1	0.0420671287674136	-0.0307166837830524	5.97785946101512e-42	3.32735242070862e-25	0.072783812550466	0	0	0
Akap11	0.0459452371249843	-0.0268291131644263	3.09848967513012e-14	5.39029764592999e-07	0.0727743502894106	0	1	-1
Sap18	0.0366362766522091	-0.036135095582905	0.0154242688306395	0.00226331162027954	0.0727713722351141	0	0	0
Urgcp	0.042080442354979	-0.0306726037741967	1.73741707786341e-13	2.7563675662338e-10	0.0727530461291757	0	0	0
Rnf6	0.0393044163984597	-0.0333887565323511	2.62988971336681e-06	5.09499440610099e-08	0.0726931729308108	0	0	0
Taf10	0.0334975723553381	-0.0391592536224919	0.037716597763733	0.000359937829731451	0.07265682597783	0	0	0
Stx5a	0.0402703838909297	-0.0323323154227595	0.000360006206261543	2.96044996722718e-06	0.0726026993136893	0	0	0
Guf1	0.0416388977368907	-0.0309627363324115	6.83412915585332e-07	2.21265262343734e-08	0.0726016340693022	0	0	0
Ube2i	0.0515612563347167	-0.0210388301898016	8.67810556297583e-05	0.013225420587906	0.0726000865245183	0	0	0
4930579G24Rik	0.0462833984889452	-0.0262944649223489	0.00217489572270495	0.00769218700334392	0.0725778634112941	0	0	0
Strn	0.0347765237726821	-0.0377994384034511	7.99378499320124e-24	7.48883534788666e-39	0.0725759621761333	0	0	0
Sc5d	0.0394787620350363	-0.0330846642385709	1.37712787325646e-05	9.87559472588335e-07	0.0725634262736072	1	0	1
Ndufa12	0.0348724580977879	-0.0376675941393009	2.84613840226783e-05	3.37338738070415e-10	0.0725400522370888	0	0	0
N4bp2l2	0.0425404009644207	-0.0299912023867414	5.52790701813291e-15	7.45060600992742e-10	0.0725316033511621	0	0	0
Ccdc189	0.0484820316477852	-0.0240171567565887	0.000675919151298554	0.000358357406963627	0.0724991884043738	0	0	0
Zdhhc17	0.0353714220936344	-0.0370911350166122	2.41296146367456e-16	3.07938394444476e-24	0.0724625571102466	0	1	-1
Larp1	0.0424834154274136	-0.0299694728635664	4.04182340617065e-11	1.13855870127169e-07	0.0724528882909801	0	1	-1
Degs1	0.0495983575617097	-0.0228464264581036	8.18020015375014e-06	0.0189853144415658	0.0724447840198133	0	0	0
Osbpl8	0.0330681281438882	-0.0393602033162868	2.86872407638214e-23	4.75646112513782e-43	0.072428331460175	1	0	1
Col4a3bp	0.0347225181645816	-0.0377027721594997	1.2103191354729e-18	4.46198135873401e-31	0.0724252903240813	0	0	0
Tmem50b	0.0404247041667078	-0.0319985952381649	1.0152938482386e-09	3.32537307914972e-09	0.0724232994048727	0	0	0
Nemf	0.0340786816680949	-0.0383431752166408	2.12025335701519e-11	8.04630559488442e-22	0.0724218568847357	0	0	0
Nop58	0.0420069646080551	-0.0304041696575635	1.05149766182933e-09	4.60305707879033e-11	0.0724111342656186	0	0	0
