gene	is_coordinated	is_mecp2_up	mc_diff	hmc_diff	delta_ratio	mecp2_mean_fold	atac_fold	k27me3_fold	k119ub_fold
Cdc34b	FALSE	FALSE	0.0232547683283897	-0.00834517197612439	-0.00958910404161284	NA	NA	NA	NA
Cdc42	TRUE	FALSE	0.0156155584714994	-0.0212123885341222	-0.0238640811468982	0.0011027697649804	0.127294767339562	NA	NA
Cdh10	TRUE	FALSE	0.0121778967028556	-0.00908992606508083	-0.0107084256318638	0.0667633322180474	0.132351933135454	1.32904917608159	0.607427903290892
Cdh2	TRUE	FALSE	0.00463860666050742	-0.00446563390715118	-0.00526264738732923	0.162279270764995	0.0700067620067638	NA	1.15116563557203
Cdh8	TRUE	FALSE	0.0851710967214157	-0.0680490187218008	-0.0817655021820655	0.508490708046445	-0.533376796224603	NA	0.654849615593051
Cdk5rap2	TRUE	FALSE	0.00792489234737492	-0.00483748400708303	-0.00606255493712599	0.160007581355205	0.0604436735203635	0.991657458503043	0.988964581717466
Cdon	TRUE	FALSE	0.0176671109921198	-0.028042941367272	-0.0314717096376716	-0.0231022311204589	0.0783336728602985	0.212920513640335	0.693827297004705
Celf4	TRUE	FALSE	0.00569343124302657	-0.0105893076406534	-0.0113613339941356	0.00272716744509251	0.134161014399002	0.166475370879345	0.115305591654595
Celsr2	TRUE	FALSE	0.011975123094157	-0.0105459782947786	-0.0125290149515468	-0.0955707970026428	0.0286466737966178	NA	0.148306120821209
Cend1	FALSE	FALSE	0.0873201273140664	-0.0317398754876377	-0.0983159506256238	-0.0518251768414849	0.0172655544293085	NA	-0.0768938427149157
Cep85	TRUE	FALSE	0.0117437392483937	-0.0191684750307145	-0.0205050297176097	-0.0189327372408883	0.00172075530578502	NA	NA
Cep85l	TRUE	FALSE	0.0643345876647606	-0.0483249661341589	-0.0598172167861878	-0.0600258457261975	-0.0295152724876151	NA	NA
Cers2	TRUE	FALSE	0.0527761390493281	-0.027055804211911	-0.0442845758441728	0.0122443766689386	0.0270970833786903	NA	NA
Cfap44	TRUE	FALSE	0.00841804473678354	-0.00639152255995827	-0.00764338116351448	0.080168825526136	0.202167593603374	NA	0.695412739422325
Cfap74	TRUE	FALSE	0.0105673903584504	-0.0212563286842293	-0.0222265323658441	0.0129914039958466	0.102988585954605	NA	NA
Cfl1	TRUE	FALSE	0.0280104984413766	-0.0328796804625435	-0.080991420601243	-0.106454524094738	-0.0471861602061136	NA	NA
Cflar	TRUE	FALSE	0.0426598367809667	-0.0362970070997584	-0.0427142706221682	-0.0358946889065086	-0.0761134342536815	NA	0.714189400639144
Chd4	TRUE	FALSE	0.0166454325400559	-0.0259113543030959	-0.0282685044130394	-0.071464546408933	0.0543793873823631	NA	0.329234403455874
Chl1	TRUE	FALSE	0.0576023955145132	-0.0346508040653259	-0.0488864094636278	0.69274316025405	-0.0972769598506132	NA	0.708908466664275
Chmp2b	TRUE	FALSE	0.0358297216685849	-0.0398818578098253	-0.0462496362089041	-0.00355788830215406	0.0391865924621458	NA	1.03137203272827
Chrnb2	TRUE	FALSE	0.0671055507379485	-0.0296042786169018	-0.052171656539636	-0.00787529789245034	0.0502096462863249	NA	0.423164330352719
Ckap5	TRUE	FALSE	0.0342848920542017	-0.030557863651363	-0.0340137268332764	-0.103904394355455	0.0835026326607567	NA	0.471289486807288
Clasp2	TRUE	FALSE	0.0211362123372537	-0.0216680608009563	-0.0256146463182994	0.00207748120528505	0.10287669426889	NA	NA
Clcn1	TRUE	FALSE	0.0244600513836519	-0.0283623794404529	-0.0308652575342476	-0.0351224298029256	NA	NA	NA
Clcn3	TRUE	FALSE	0.0614866573860672	-0.0430287681771714	-0.0605043726347321	-0.078239775181245	0.052417976103574	NA	1.01531275201707
Clip1	TRUE	FALSE	0.0225429772395294	-0.0229777432924596	-0.0282579869641149	-0.0113242210727067	0.17115470730316	NA	NA
Clmp	TRUE	FALSE	0.0586249762035771	-0.0333639233863841	-0.048418277587749	0.100382335384125	0.0148402103953478	NA	0.104783276982183
Cln8	TRUE	FALSE	0.0192954995906762	-0.0148159914485933	-0.0206629066612918	-0.0475364980666226	-0.0353345038923323	-0.217983740376018	0.751203691585376
Clptm1	TRUE	FALSE	0.0276941838989141	-0.0268329562506422	-0.0311142999977928	-0.0188892875082701	0.0971899718943875	NA	NA
Clstn1	TRUE	FALSE	0.00962982112504918	-0.0232851150099751	-0.0252547952648589	-0.0298617939990819	0.150241120543121	NA	0.110518944108406
Clstn3	TRUE	FALSE	0.0216670100708816	-0.0319324264662016	-0.0347951018809344	0.00127463721560035	0.148455622012669	NA	-0.0297553577821426
Cltb	TRUE	FALSE	0.067252318819791	-0.0304406983890581	-0.0591282237647813	-0.130725241415266	0.122411222408973	NA	0.0937727963543089
Cltc	TRUE	FALSE	0.044649169746667	-0.0344321951960208	-0.045358469657052	-0.0158805956353085	-0.13408629049739	NA	NA
Clu	FALSE	FALSE	0.0159774944142098	-0.00107572958691068	-0.00467225721915551	0.0676255248309668	0.215120046512807	NA	0.715546708434662
Cnksr2	TRUE	FALSE	0.0235056084305192	-0.0222267248300969	-0.0299104055442105	0.727699678592421	0.16337962042328	NA	NA
Cnr1	FALSE	TRUE	0.156555408467778	0.0108585009044822	-0.123067879392291	0.982511496368871	-0.0113194869570328	2.9864586855909	0.622549190841626
Cnrip1	FALSE	FALSE	0.0315302280289578	-0.0312140135864896	-0.0367549578540725	NA	0.152561593116215	NA	0.182424249678988
Cntn1	TRUE	FALSE	0.0337404087659104	-0.0314427858667951	-0.0376005705397938	0.13128387877236	0.128929748269271	NA	0.909582787728146
Cntn4	TRUE	FALSE	0.0218803185213701	-0.0212830426485636	-0.0240321861640854	0.344101930591976	0.2847478011175	0.263826439595217	0.126916857878009
Cntn5	FALSE	FALSE	0.00282055209611176	0.00436950847761169	0.00440078842322469	0.377664112696738	-0.220993512562973	0.334160927631822	0.28246162168226
Cntn6	TRUE	TRUE	0.0601156302345282	-0.05549487333954	-0.0635133648117805	1.05746297748356	0.0931382028798877	NA	1.14728709640151
Cntnap1	TRUE	FALSE	0.0206109869319276	-0.0163513288363947	-0.0646685640026451	0.0249505438083907	0.313538380157536	NA	-0.23869932610125
Cntnap2	TRUE	FALSE	0.0236244532788065	-0.0364919986297312	-0.0393324239469024	0.150279106434505	0.0368995441740154	0.925572064971836	1.11500679783041
Cntnap4	TRUE	FALSE	0.0142809565486886	-0.0178223616215739	-0.0195603918231262	0.102026349110939	-0.0594464187933793	NA	0.244468559171664
Cobl	FALSE	FALSE	0.00383658320552094	0.0205258270679507	0.0214958975725755	0.14853546475963	0.717697677395615	-0.339707556063454	0.461876652513101
Copa	TRUE	FALSE	0.00994238252637569	-0.0164193636658838	-0.018484116999395	0.00374293623618081	NA	NA	NA
Cpeb2	TRUE	FALSE	0.120545259485309	-0.0498608823788154	-0.100055364307064	0.274525683669698	-0.0794611434171405	0.321627003490726	0.66637271344314
Cpeb3	TRUE	FALSE	0.0239261769770991	-0.032898777304692	-0.037879623451384	-0.0424389597536303	0.107802184147689	NA	0.147286825430393
Cpeb4	TRUE	FALSE	0.0808881893998538	-0.0347282881386165	-0.0770080494249532	0.379670651914064	0.023285817476601	NA	1.07178646152761
Cplx2	TRUE	FALSE	0.10841400722995	-0.0300098748895779	-0.0779920965055171	0.0903935992080824	0.112116785223618	NA	0.217986226974882
Cpne1	TRUE	FALSE	0.0144195942824943	-0.0214393656360321	-0.023886573932504	-0.0402523072060041	NA	NA	NA
Creb1	TRUE	FALSE	0.0317328101793259	-0.0353364162476835	-0.0397730379478186	0.579085547856709	0.141637576011493	NA	0.516243659650379
Crhr1	TRUE	FALSE	0.0593501563137719	-0.0128390743444847	-0.0472288697562886	-0.00232249833770661	0.186424524435709	NA	-0.348938601240267
Cript	TRUE	FALSE	0.030259436289731	-0.0245822965775054	-0.0298268418661665	-0.0362948098561965	0.0429313554558511	NA	-0.239064312792894
Crk	TRUE	FALSE	0.0443127611352967	-0.0361383062276505	-0.0458192694677277	-0.00183861998701725	-0.00136669038928604	NA	NA
Crkl	TRUE	FALSE	0.0422763441390512	-0.0282741871920211	-0.0458137006106241	-0.0233144971738842	0.0637040638005275	NA	NA
Crmp1	TRUE	FALSE	0.0327022380428607	-0.0301791696456093	-0.0409401487172275	-0.0457811311290295	-0.105912060666278	0.0680089609941595	0.45668480510703
Crtc1	TRUE	FALSE	0.0431189586378894	-0.0209747474749274	-0.0394523518115013	-0.0460369203501514	0.0550718481908273	NA	-0.644329427133545
Csnk1d	TRUE	FALSE	0.0179044308200583	-0.0214538067262205	-0.0262292120226988	-0.0584439959830164	0.0793068850302244	NA	NA
Cspg5	TRUE	FALSE	0.0182249570505323	-0.0241549893434009	-0.0303738456602158	0.0293908094161024	-0.0315129387784755	NA	0.125201412711802
Ctbp1	TRUE	FALSE	0.0293720801198187	-0.0400935159710959	-0.0470637697731203	-0.00646675099582476	0.0223502403587569	NA	NA
Ctbp2	TRUE	FALSE	0.0679458834458385	-0.0403974656175611	-0.0686301058933939	-0.00755979308919484	0.0830165496375649	NA	0.00504946865359923
Ctdsp1	FALSE	FALSE	0.0764602448765751	-0.0134614609682256	-0.041277927328956	-0.130492328064718	-0.0440695771104165	NA	0.374624897104772
Ctnna1	TRUE	FALSE	0.019547377620072	-0.0222752476175659	-0.0255562920885017	-0.0237852972837903	-0.00134129578734168	NA	NA
Ctnna2	TRUE	FALSE	0.0112735044384841	-0.00827187511712998	-0.00964935784179582	0.22390598524564	0.0128409437058602	NA	1.02766761008666
Ctnnd1	TRUE	FALSE	0.0264943457887107	-0.0320039157526503	-0.0366945087731257	-0.0319159254552165	NA	NA	NA
Ctnnd2	TRUE	FALSE	0.0024308168873991	-0.0135805529910716	-0.0122361551774046	-0.133006004563496	0.0251147511505216	NA	0.145543987601405
Ctsb	TRUE	FALSE	0.0239027587155584	-0.0259303922687021	-0.0314084982617824	-0.0273917816937051	0.0104225377957958	NA	0.457945177937237
Cul3	TRUE	FALSE	0.014982850680912	-0.0192702005054687	-0.0208880963188428	0.0278375670755445	-0.0869978369108673	NA	-0.10730904971846
Cul5	TRUE	FALSE	0.0233478898475269	-0.024295466552183	-0.0262869069214603	-0.105212265425145	0.0547157434154704	NA	NA
Cyfip1	TRUE	FALSE	0.0106505443402092	-0.0144976241359963	-0.0155220669681219	-0.0163912644870493	0.0374040077273916	NA	NA
Cyfip2	TRUE	FALSE	0.031280087019722	-0.0291741760060012	-0.0371223480996336	-0.0450291563057595	0.123513534523455	NA	NA
Cyth1	TRUE	FALSE	0.0782518744745134	-0.037258277306406	-0.0605820725876344	-0.0401727806037984	0.0112482251554555	NA	0.0425319557308757
Dab1	FALSE	FALSE	0.0142048911345548	0.00158168147102827	-0.00155094474598236	0.101920293461202	0.00124636342199783	-0.0129543673787594	0.119887253947151
Dab2ip	FALSE	FALSE	0.0386447012673928	-0.00252180459580892	-0.0272341216007674	0.0934606398981547	0.356241804880092	NA	0.193731161069889
Dact1	TRUE	FALSE	0.0980509145741837	-0.0487036263712767	-0.0786824240827926	0.274345222307437	0.0937562456672155	0.574489194718472	0.491616093818135
Dag1	TRUE	FALSE	0.0260452053486167	-0.0286668281484805	-0.0331494855140412	0.0216729467276922	-0.0504431011717768	NA	NA
Daw1	FALSE	FALSE	0.00897031614731925	0.00570167202590649	0.00450130182482356	0.613352283770147	0.477958775087827	NA	0.952858701297151
Dbi	FALSE	FALSE	0.103453945778173	-0.010318945028384	-0.0495100495488988	-0.00154955552598421	0.0254992955484542	NA	0.628498642401766
Dclk1	FALSE	FALSE	0.0172550598313572	0.00166211538941743	-0.00330983822402139	0.207682127268068	0.327262170308967	-0.462032075336866	-0.0552023569843751
Dclk2	TRUE	FALSE	0.0974036510345218	-0.0638980626837974	-0.0870574972108589	0.138722046465007	-0.0179330654346606	NA	0.224130373238753
Dctn1	TRUE	FALSE	0.0321462137257278	-0.0304434283413936	-0.0412223560164507	-0.0301966996919562	-0.0404961344491766	1.40297686769279	0.535367524231895
Ddit3	TRUE	FALSE	0.0391347537404798	-0.0321329597053848	-0.0990384402302458	-0.0332043176795583	0.0442591068258434	NA	0.20651495692609
Ddx56	TRUE	FALSE	0.0342289949554478	-0.019782401750707	-0.0259420856477599	-0.0129777253882119	0.0531185112751572	NA	NA
Ddx6	TRUE	FALSE	0.0288576745518473	-0.0322077031173162	-0.045585917673898	0.0171633273548753	0.14531923751174	NA	NA
Degs1	TRUE	FALSE	0.0478267374975359	-0.0197249681223473	-0.0324026345330083	-0.014989634878507	0.0330196682425729	NA	0.451142161739052
Dennd1a	TRUE	FALSE	0.00539328428517549	-0.0166890194560779	-0.0165920940232319	-0.0778826280827011	0.381634660004096	NA	0.598355510838171
Dennd5a	TRUE	FALSE	0.0255509123683612	-0.0214250398475123	-0.0275022236697023	-0.0519701395918648	0.105640474337568	NA	NA
Dgkb	TRUE	FALSE	0.0195784037958071	-0.00855370864897007	-0.0109232582226389	0.211232425541551	0.101910026393714	0.236597142284614	0.429934935011651
Dgkz	TRUE	FALSE	0.053884266702909	-0.013880888999132	-0.044684466138921	-0.0247827947258516	0.0825950785672439	1.08605578897701	0.182226256968543
Dguok	TRUE	FALSE	0.0546841550954621	-0.0323519941656665	-0.0459395412096268	0.0021124128866984	0.090633478489675	NA	NA
Dhfr	FALSE	FALSE	0.0147253334059854	-0.0158837758968618	-0.018285938376722	NA	0.0099581928246448	NA	NA
Dhx36	TRUE	FALSE	0.0166619362955965	-0.0162982527362655	-0.0183314453215534	-0.0148398800742237	-0.302517352674038	NA	NA
Diablo	TRUE	FALSE	0.0245037211059213	-0.0293193517987482	-0.0365409680737955	-0.0391463235676309	0.0416684824360633	NA	NA
Diaph1	TRUE	FALSE	0.0318102142776612	-0.0245456439951519	-0.0309254928975775	0.020450896405211	0.0489487744668419	NA	NA
Diaph2	TRUE	FALSE	0.0248032450073667	-0.0277051411665521	-0.0318275067293834	0.662769974779217	0.111746671339926	NA	0.630596102113865
Dip2b	TRUE	FALSE	0.0107300024355225	-0.0311741732075809	-0.0296163867275716	-0.0872317895983705	0.0871483161076582	NA	-0.0229332319090366
Dixdc1	TRUE	FALSE	0.0548858417115964	-0.0423355151552721	-0.0613646213095183	0.00387371982662638	-0.0268994790998392	NA	NA
Dlg1	TRUE	FALSE	0.0868102743975991	-0.0645231320596844	-0.082490801374096	0.373225718227287	0.100779997498034	NA	0.796891221379062
Dlg2	TRUE	FALSE	0.0248353485735461	-0.0205333041277255	-0.0247203755056398	0.809287641690165	-0.0689238558657232	-0.183605486632331	-0.26777166309724
Dlg4	TRUE	FALSE	0.0283665695739239	-0.029308177610586	-0.0409946270329381	0.00546620985058524	0.0906229690631205	NA	NA
Dlgap1	TRUE	FALSE	0.0574751699920202	-0.0436342144755493	-0.0558787769721087	0.112463224408036	0.0229837404946922	NA	0.35928577152121
Dlgap3	TRUE	FALSE	0.03365576883595	-0.0185037049498537	-0.0330612108103702	-0.0349206090416785	0.124224799559454	NA	-0.0595356085617814
Dmrta2	FALSE	FALSE	0.0230937405774777	0.0111099810797593	0.0638256204522636	-0.0172849075776207	0.562090745489696	-0.0324738398518426	-0.344024233322755
Dnaaf2	FALSE	FALSE	0.0535537055205443	-0.00349225382733158	-0.0239895483865867	NA	NA	NA	NA
Dnaja3	TRUE	FALSE	0.00811878811642819	-0.0236342563684951	-0.0260596101789637	-0.00220152112520675	0.1713165043679	NA	NA
Dnajc5	TRUE	FALSE	0.0494617976558537	-0.0329912198377456	-0.0514534824062842	-0.0787928769198245	-0.0380932117313473	NA	NA
Dnajc6	TRUE	FALSE	0.0106198798319084	-0.020107197747763	-0.0213573532354027	-0.00452511744732798	0.305348936967965	NA	0.0553493257138738
Dnal1	TRUE	FALSE	0.0133589830833415	-0.0194444362139234	-0.0214931917001946	-0.023952625138999	0.0573485571846448	NA	NA
Dnm1	TRUE	FALSE	0.0219485685979875	-0.0240376692224659	-0.0375109016426523	-0.0333760627387567	0.0595527213530311	NA	NA
Dnm1l	TRUE	FALSE	0.0412932761641369	-0.0341695076542895	-0.0394253175959925	-0.0903184555830138	0.0606327101048643	NA	NA
Dnm2	TRUE	FALSE	0.0182976524308699	-0.0214274276716907	-0.024503719637323	-0.0619396039829844	-0.00610061075578669	NA	0.246168792313467
Dnm3	TRUE	FALSE	0.00652252826233835	-0.0173424641785201	-0.018329295778874	-0.0351817462789159	0.046080273725651	NA	0.485898687480315
Doc2b	TRUE	FALSE	0.0360525161584722	-0.0320892256202445	-0.0402629651111207	0.12192943835712	-0.557076637147904	NA	-0.217268856712827
Doc2g	TRUE	FALSE	0.039377989645653	-0.0516617572390729	-0.0597639930852578	0.0730233149838073	NA	NA	NA
Dock4	TRUE	FALSE	0.0369446543947014	-0.0206986767376543	-0.0300538719943738	-0.013883795845853	0.110016910022919	NA	1.02915998211333
Dock7	TRUE	FALSE	0.0151391236784737	-0.0222158416282885	-0.0234657586000999	-0.0202397051212956	0.184123069318431	NA	0.94284875192188
Dpp6	TRUE	FALSE	0.0296610895548445	-0.0288160373185665	-0.034533339641326	-0.0343188810156531	-0.320231489394429	NA	0.546101978023939
Dscaml1	TRUE	FALSE	0.0453938487204033	-0.0362351829836499	-0.0436288196458612	0.0964391123912885	-1.14813216527142	NA	-0.0274209995487442
Dst	TRUE	FALSE	0.00364537982512059	-0.0162731215826094	-0.0155171351520361	-0.0267538568220703	0.11177369092177	NA	0.257700817294386
Dtnbp1	TRUE	FALSE	0.0314997717718067	-0.0272464379971922	-0.0318554779995822	-0.0179296444501469	-0.0055342871695169	-0.0916897755769473	0.386246062072271
Dvl1	FALSE	FALSE	0.0196932733618017	-0.0121218944523132	-0.016851338017959	-0.0665663672866473	-0.011785237900001	NA	NA
Dvl2	TRUE	FALSE	0.0253596015120852	-0.0243417566115349	-0.0346098742963618	0.0130989701320106	0.00330659300419217	NA	NA
Dync1h1	TRUE	FALSE	0.0187737546492104	-0.0193511968667379	-0.0211585079256056	-0.0135203214784148	0.0808871254404183	NA	NA
Dync1i2	TRUE	FALSE	0.0151766333472257	-0.00938197935070695	-0.0123868688782831	0.000443240322795519	0.139595302706241	0.241265878346106	0.601816921988844
Dync2h1	TRUE	FALSE	0.00848145529158573	-0.0114855874862882	-0.0122764098425248	-0.0420415704912127	0.0719753002191052	NA	NA
Dynlt1a	FALSE	FALSE	0.0722101802654626	-0.0226695702126834	-0.0497117113702101	NA	NA	NA	NA
Dynlt1b	FALSE	FALSE	0.0392775046894228	-0.0280484374958703	-0.0537045334799565	NA	NA	NA	NA
Dynlt1c	FALSE	FALSE	0.0785215580264593	-0.0470860985779554	-0.0625726279253863	NA	NA	NA	NA
Dynlt1f	FALSE	FALSE	0.0441000004088524	-0.0213937609363992	-0.0359126388685556	NA	NA	NA	NA
Ece1	TRUE	FALSE	0.0249275169346879	-0.0205813651516876	-0.028926671332989	-0.0392163120204909	0.127890593364623	NA	-0.25722640337504
Eea1	TRUE	FALSE	0.0292991308951271	-0.0332276468938336	-0.0364921060930654	0.0200739503788874	0.0787119981658101	NA	0.637043740279788
Eef2k	TRUE	FALSE	0.0874490654282774	-0.0456324037911153	-0.0704311403376591	-0.116875102283901	-0.104861971348639	NA	-0.0203833798080736
Efna1	TRUE	FALSE	0.0431726634730068	-0.026086232773779	-0.0519559629254674	-0.0397939775567623	-0.258165701930078	NA	0.220174803593373
Efnb1	TRUE	FALSE	0.0497032638797954	-0.0414962141463734	-0.0511580156709986	-0.0771628660770103	-0.0383125019124463	NA	-0.0795879455199221
Efr3a	TRUE	FALSE	0.0285440582656292	-0.0291841807480017	-0.0325221606028414	0.500289096616803	0.185314485690683	NA	0.812733974217268
Egln1	TRUE	FALSE	0.0322934791262166	-0.0169318471268201	-0.0327024901903337	-0.000623572977523031	0.084649404292297	NA	NA
Egln2	FALSE	FALSE	0.0454231354605992	-0.00124067482610579	-0.0380265508735397	-0.00395800773059502	0.0628516506053435	NA	NA
Egr1	FALSE	FALSE	0.0973231926993094	-0.0189271043224022	-0.101425054398406	-0.0294879213983511	0.0370927459234963	NA	0.244264049388041
Eif2ak3	TRUE	FALSE	0.0177926879258981	-0.0207575356831123	-0.0242750190204265	-0.0344057337975507	0.021292693705849	NA	0.163386370265535
Eif2ak4	TRUE	FALSE	0.00593273388550408	-0.0224528705527467	-0.0241234440147999	-0.018522428413771	-0.00607233806863932	NA	0.324058986575082
Eif2b2	TRUE	FALSE	0.0181003006185366	-0.0156637331827318	-0.018364499976159	-0.061589969038905	0.0676839339351429	NA	0.165996641179259
Eif2b4	TRUE	FALSE	0.0269441245357733	-0.0138344317407782	-0.0196018227023644	-0.0109814324267613	NA	NA	NA
Eif2b5	TRUE	FALSE	0.0298428855544179	-0.032493218231719	-0.0378972382186173	0.0397445982126061	-0.0335542816914166	NA	NA
Eif4a3	TRUE	FALSE	0.0150969542576023	-0.0175690503700131	-0.0201767642918424	0.0018344827429356	-0.13447979396221	NA	NA
Eif4e	TRUE	FALSE	0.0441125463872292	-0.0371906449507263	-0.0519606376843889	-0.00128715371447831	NA	NA	NA
Eif4ebp2	TRUE	FALSE	0.0154390281322551	-0.0208842539239074	-0.0242939226512008	-0.0359679767793092	0.0492072290152965	NA	NA
Eif4enif1	TRUE	FALSE	0.0292782312339924	-0.0292270080942683	-0.0332420759725228	-0.109358626153792	0.0844510204903716	NA	NA
Eif4g2	TRUE	FALSE	0.0535476020022788	-0.0454319742993752	-0.0610307422008466	-0.0107067847162163	0.0681757906486641	NA	-0.167125843714024
Elavl4	TRUE	FALSE	0.0223935769414534	-0.0229008410013719	-0.027813777596129	0.105932125725586	0.173974470439764	NA	0.360934064088047
Elmo1	TRUE	FALSE	0.0332020141233038	-0.0159634293875243	-0.0219123464025535	0.38998970616825	0.236188947748609	NA	0.214757236081764
Emb	TRUE	FALSE	0.0382280337457793	-0.0351053758862828	-0.0420429691034636	-0.0242175352379169	-0.104281648332317	NA	0.809008250602462
En1	FALSE	FALSE	0.0513293633125136	0.0114823291423462	-0.00249496672193072	-0.0726141233438728	-0.725448993053892	0.0648470133152992	-0.0521261440801317
Eomes	TRUE	FALSE	0.0717417150234643	-0.0641562575085227	-0.0764738963018454	0.196727554903509	-1.19160838054118	1.97679728716615	0.340684444724367
Ep300	TRUE	FALSE	0.0195050882431158	-0.0243214868909191	-0.0281289285244702	-0.00986690806173333	0.0700223141414905	NA	NA
Epb41l1	FALSE	FALSE	0.00580257147306118	0.00108848287980848	-0.0011423411567858	-0.0367754951836007	0.142567589895727	NA	-0.34806484372901
Epb41l3	TRUE	FALSE	0.0405092768047354	-0.039852734061077	-0.0470915746776286	-0.017331477279834	0.187476930720899	NA	0.318990750611628
Epha3	TRUE	FALSE	0.096312037987927	-0.0763186239465798	-0.0908155805870724	0.440434254822992	-0.284052177119034	2.42343071630689	0.744253482602507
Epha7	TRUE	FALSE	0.0422928978117008	-0.0395759662242322	-0.0456186470265672	0.149659699259521	0.0771488053792553	0.85872055579218	0.620955792457584
Epha8	TRUE	FALSE	0.0409313976200083	-0.0149745051775134	-0.0253183587639758	0.0620448018660067	-0.269204477816667	0.868246527208638	-0.235750995214761
Eps15l1	TRUE	FALSE	0.0169340747606774	-0.0244773394010298	-0.0268227191292884	-0.0122678430588373	-0.0680411521327266	NA	NA
Eps8	TRUE	FALSE	0.0040950179952921	-0.0158983674197132	-0.0137351019264161	-0.00898201552518782	0.141735501368613	NA	0.103149948475043
Erbb4	TRUE	FALSE	0.0189799195648938	-0.0110796825918621	-0.0133875770077111	0.390528352107473	0.0728162420138637	1.99177782033221	0.526282736712607
Erc1	TRUE	FALSE	0.0261903868676604	-0.0264433263716713	-0.031284914355569	0.00383051461471424	-0.105326316762703	NA	NA
Etv1	FALSE	FALSE	0.059363922077227	-0.000370840225457414	-0.0465510920834935	1.41539089015384	0.0627396852037563	NA	0.624202462261916
Etv5	TRUE	FALSE	0.0265457503329886	-0.0201431076286005	-0.0258767071284194	0.0293305040005728	0.0720875544613083	NA	0.288123607710106
Ext1	TRUE	FALSE	0.0600504566250591	-0.0482459561342736	-0.0598184953765792	-0.026393203226542	-0.00793127634579608	NA	0.556409782324225
Ezh2	TRUE	FALSE	0.012928010575625	-0.0140439954734958	-0.0162975326628324	0.0508466768355017	0.0640298630976446	NA	1.26225425561471
Fa2h	TRUE	FALSE	0.0797342355123927	-0.0634987391649943	-0.0794661052472287	0.103917185989146	-0.0578779304289084	NA	0.256228968684068
Faim2	TRUE	FALSE	0.056110096940147	-0.0317358829374598	-0.0574033151108694	-0.0300963635084044	0.12104791424573	NA	-0.426457808513201
Fam162a	TRUE	FALSE	0.0269330338248492	-0.0239086538714382	-0.0295101528403959	0.00383408552232395	0.0809947052595996	NA	0.893310488458191
Fancc	TRUE	FALSE	0.0082566865404724	-0.0127269482608673	-0.014214937838458	-0.0659924341222817	0.656132147703246	NA	0.0496167553352605
Farp1	TRUE	FALSE	0.00821191021116885	-0.0126771637377265	-0.0133829162181393	-0.120183419928783	-0.0930568037720211	NA	0.346387737218316
Fbxl20	TRUE	FALSE	0.0231187273805225	-0.0276640221135671	-0.0309885073168471	0.0950058240769579	0.135243278949622	NA	NA
Fbxo31	TRUE	FALSE	0.0116064822029017	-0.0160719070290332	-0.0183952702418123	-0.0392218774778267	-0.0501995960795012	NA	-0.166024431608386
Fbxo38	TRUE	FALSE	0.026203331331132	-0.0225546383959856	-0.0257564580812603	-0.0644897051613184	0.0792680916361476	NA	NA
Fbxo41	TRUE	FALSE	0.0512549832917686	-0.0557924163798111	-0.06621393518058	-0.0313188966579179	-0.0172626580327756	NA	0.522542583976513
Fbxo45	TRUE	FALSE	0.0746642777194696	-0.0528984373239413	-0.0753001561832172	0.000270332056804549	-0.0770294013305954	NA	NA
Fbxo7	TRUE	FALSE	0.0159765069654489	-0.0136693261602119	-0.0166626008899446	0.201833242840023	-0.033782091656013	NA	0.39456291987303
Fbxw11	TRUE	FALSE	0.0240364527856679	-0.012773141429728	-0.0245282542994681	-0.00780389520417008	-0.00817897375878206	NA	0.420730871730237
Fbxw7	TRUE	FALSE	0.0318727442106921	-0.0327542689651153	-0.0387154137987425	0.103075290964358	0.115189634406172	-0.117798233375363	-0.0456113365724145
Fcho2	TRUE	FALSE	0.01622731819314	-0.0215793696630734	-0.0235702716581358	-0.0322085183529532	0.000189916890781567	NA	0.356423899465541
Fchsd1	TRUE	FALSE	0.0345572889863585	-0.0319117042609258	-0.0372387696234243	0.00153810824521373	-0.209509420516863	NA	0.475597865324358
Fchsd2	TRUE	FALSE	0.0243653299985074	-0.0190637147804077	-0.0226574150873559	0.000693706547991293	-0.381686217911277	NA	0.283648339681444
Fez1	TRUE	FALSE	0.0425573111699519	-0.0204233471517734	-0.0392882089099046	-0.0360117398195516	0.240665552490343	NA	0.0554426870283111
Fgf12	TRUE	FALSE	0.0334207006557549	-0.0314878061880423	-0.0367912682271108	0.185954296090666	-0.186889005700917	NA	0.858061254460427
Fgf14	TRUE	FALSE	0.0374067712965627	-0.0366131786247734	-0.0438626927246833	-0.0107884580412653	-0.0364725144404237	NA	NA
Fgfr1	TRUE	FALSE	0.0258898726145932	-0.031603066752173	-0.0376723093094433	0.249292243049881	0.298806959830308	NA	0.329332871951532
Fgfr2	TRUE	FALSE	0.0109067533701056	-0.0042557321839638	-0.00656585672612248	0.037526428790038	-0.0416768165298742	NA	NA
Fig4	TRUE	FALSE	0.0130288632625259	-0.0205250364594764	-0.0228101111066072	-0.0546430604512944	0.189056838859528	NA	NA
Fis1	FALSE	FALSE	0.0220369340756242	-0.00669010365239797	-0.0155972899007523	-0.0322246977291078	0.0511637751545049	NA	NA
Fkbp4	TRUE	FALSE	0.0784794116621811	-0.0221031601036741	-0.0533149924620033	-0.0514080532996372	0.0310451993628659	NA	-0.381506368948598
