gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	mecp2_nearest_fold	mecp2_nearest_fdr	mecp2_mean_fold	mecp2_n_peaks
Phf3	0.040422833804948	-0.0328301080331165	4.94903839801209e-37	1.11120459462706e-29	0.0732529418380646	-0.108893312820588	0.611286066654733	0.195363502229862	16
Asrgl1	0.049611110886154	-0.0235977339212769	1.10004272482539e-12	2.42004305794152e-05	0.0732088448074309	-0.00727859981170166	0.978882938911179	0.0141809045492175	3
Abi2	0.0384073177805857	-0.0347813116019067	1.24278212683818e-25	2.36061920186832e-26	0.0731886293824924	-0.00189724108083271	0.995217402615659	-0.0082665709138516	2
Ap2s1	0.0407532804409876	-0.0324261548821278	1.18181240655568e-05	2.01351987977758e-06	0.0731794353231154	-0.0387574365556593	0.871000137430516	-0.0232967859332459	2
Pcdhga12	0.0351696015036584	-0.0379950749249822	1.99861436531992e-32	7.58987363674714e-54	0.0731646764286407	-0.0590339768495527	0.790576330307153	-0.0408293080045569	3
Ift20	0.0512113760588431	-0.0219431395138671	2.57852043514426e-06	0.00172286771766592	0.0731545155727102	-0.0933744889811081	1	-0.0933744889811081	1
Usp20	0.0437870678892759	-0.0293197572814448	3.68550026215847e-28	1.11226232649784e-21	0.0731068251707207	-0.00305607799379021	0.991399930602702	-0.0522241157881818	10
Scaf8	0.0415180554496444	-0.0315852877750601	6.52247837173405e-40	1.94851497564626e-29	0.0731033432247045	-0.0287690329776694	0.881675638336154	-0.0845133119014164	11
Metap2	0.038969955516518	-0.0341184533285535	4.62731656667184e-23	2.36090972973276e-28	0.0730884088450715	-0.00834523767705159	0.972430812314823	-0.00834810466647573	4
Raf1	0.040496841484738	-0.0325890811576923	9.1443760338063e-25	3.02594937659975e-19	0.0730859226424303	-0.0442740950618284	0.837116357187883	-0.0213006042157548	4
Ptbp2	0.0429306570291367	-0.0301536870221668	5.05249061438153e-30	8.46554160853064e-19	0.0730843440513034	0.0344921075116292	0.88260000482947	0.0174653863976234	45
Golph3	0.0353415436246997	-0.0377272002704962	2.03116132036189e-10	9.90059086475466e-15	0.0730687438951959	-0.0135589180423089	0.960422937134778	-0.0417415032528618	8
Kdm6a	0.0431615639292078	-0.0298711459235681	9.76244950801082e-29	1.58126259084731e-17	0.0730327098527759	-0.0804986258375509	0.720458945090126	-0.0139058229632083	3
Szrd1	0.0350634379212877	-0.0379572596114507	2.04231472634131e-11	1.39721808870495e-16	0.0730206975327385	-0.0171942848892202	0.928493544329379	-0.002598161083208	2
Tubb3	0.0466295886915838	-0.0263797683942782	6.07185127239521e-10	1.67102870514724e-05	0.0730093570858621	-0.0570547516068436	0.787575661494427	-0.0565912128915394	2
Sod1	0.0414777566627998	-0.0315044853085979	4.61086029429723e-05	5.08145053163127e-05	0.0729822419713978	0.0335766885642522	0.876963083884155	-0.0907770962597542	7
Wac	0.0401811324857069	-0.0327601645091148	2.41077191029726e-21	1.84152937047747e-17	0.0729412969948217	0.0363441940574692	0.874018578625662	0.0444464286080863	15
Zdhhc20	0.0377110902070773	-0.0352261304838929	4.87414497783815e-29	1.29596988657039e-37	0.0729372206909702	-0.0427067041868059	1	-0.0361085634144024	2
Adcy1	0.0583990854795784	-0.0145318328345349	1.52931460139629e-123	5.97002211517959e-09	0.0729309183141134	-0.131826334450922	0.641985376762463	0.545433983899325	58
Tsc22d2	0.0385546721632852	-0.0343751612908074	1.68768804557557e-16	1.33002458902151e-18	0.0729298334540927	-0.0344841746805838	0.860761464025703	-0.0281308498520665	5
Arfgef3	0.0406919489480282	-0.0322147464435844	1.01716083005777e-78	2.17555173540727e-72	0.0729066953916126	-0.035811937312915	0.82392599147191	-0.035811937312915	1
Nadk	0.038233519462857	-0.0346663291996398	2.69842059864598e-15	5.55189347030588e-21	0.0728998486624969	0.0114244995017964	0.95636980556917	-0.0193831454355625	7
Atl1	0.0379362287665294	-0.034949975010729	7.46623219846547e-36	8.7236230153494e-47	0.0728862037772584	0.0520574095551097	0.812821846903478	0.00169878244638286	3
Znhit3	0.0443274863955794	-0.0285198241485805	2.27414841123725e-06	6.85113138529322e-06	0.0728473105441599	-0.059013001160041	0.796200327886103	0.0445972480042108	6
Frrs1l	0.0382253528179064	-0.0346202645870584	1.66024772140848e-19	1.24205759460487e-20	0.0728456174049648	-0.00516129758221638	0.984684822871953	-0.0207060924471214	5
Mtus2	0.0332099430346776	-0.0396239685079152	3.86042328988215e-155	7.07674626726131e-306	0.0728339115425929	-0.0506928980229668	0.818432407581183	-0.0250621065440558	48
Pm20d2	0.0406304971547337	-0.0321941428564903	1.89465872590289e-15	3.19318412071763e-18	0.072824640011224	-0.035371381344743	0.835570489669991	0.0640847661668827	6
Zfp958	0.0396964924585306	-0.0331156038041996	3.64757804596512e-08	1.03964562238925e-07	0.0728120962627302	0.0148343629503501	0.94135010729655	0.0245379979250251	3
Apex1	0.0404368101362444	-0.0323728410337973	0.00291320970238577	0.00043324629300231	0.0728096511700417	-0.0155950835635105	0.955938773147383	-0.0155950835635105	1
Acbd3	0.0381158385803948	-0.0346928264429382	3.10983641963988e-16	6.57546948073355e-24	0.072808665023333	-0.00474780754802811	0.985276061536914	-0.0682264113320498	8
Pcnp	0.0341333895080661	-0.0386678200483482	5.02135419037933e-10	1.08825451138236e-19	0.0728012095564143	-0.0525291291933392	0.803532033731838	-0.0525291291933392	1
U2af2	0.0386082619232105	-0.0341806582177819	3.33846864491019e-08	2.45660426137185e-10	0.0727889201409924	-0.0927189573001322	0.704490874752351	-0.0620865729331004	4
Anapc2	0.0414496338960724	-0.0313208994515559	3.12631696518689e-11	2.53566181920553e-10	0.0727705333476283	-0.355227174080314	0.243176709718282	-0.160720308961856	2
Ubtf	0.0320843730426796	-0.0406817084259544	2.96193539007817e-05	2.00482576979154e-10	0.072766081468634	-0.229630791555087	0.398720712797811	-0.0588130251107984	4
Ddx20	0.0455659407110879	-0.0271974333607299	2.05394010136116e-09	5.32371179287446e-07	0.0727633740718177	-0.0636293620554808	0.687234695766068	0.0979161677338254	35
Fads6	0.0442718572598912	-0.0284886666033986	1.07380620013522e-12	3.53139034613671e-09	0.0727605238632898	-0.00748730639554754	0.972977260131089	-0.0979150497493488	2
BC031181	0.036498296606586	-0.0362500913792487	0.000688531259390491	1.62872825134197e-05	0.0727483879858347	0.0459794477616004	0.788015196171326	0.0145240591121152	2
Pttg1ip	0.0374411581898499	-0.0353068348769038	1.54937652039859e-08	5.21562589998672e-10	0.0727479930667538	-0.0727727566544973	0.695393605492748	-0.113790467395056	8
Mpc1	0.0456029128219093	-0.0271304714175285	5.71191692635494e-09	0.00028315038718027	0.0727333842394378	-0.0192968182012271	0.917844736495536	-0.0192968182012271	1
Chid1	0.0567427728048511	-0.0159258527724832	1.94201090232567e-36	2.01581245990388e-05	0.0726686255773343	-0.00754262439326574	0.973649928409927	-0.0131297420244193	5
Rmdn1	0.0368169482317144	-0.0358465565962876	1.9034894285702e-12	3.61159246117159e-20	0.072663504828002	-0.0920095481308544	0.633608043029327	-0.0920095481308544	1
Cd200r3	0.0478182074502717	-0.0248319081337145	3.30818614764638e-17	8.76245082178558e-10	0.0726501155839862	0.0115389622422036	0.969700330771391	0.236985004935802	8
Zc3h14	0.0351743908736033	-0.0374709675831613	1.54821620691268e-15	1.09248925824195e-22	0.0726453584567646	-0.118618507748249	0.579363908425681	-0.0146634829267703	3
Hipk1	0.0419025601068362	-0.0307353946849313	2.41170819082221e-31	7.62428448126122e-23	0.0726379547917675	-0.142805474774116	0.47826213370676	-0.0365984812944464	6
Gpi1	0.0410267395965772	-0.0315939655805778	1.8559615375425e-18	1.17735443695782e-17	0.072620705177155	0.0177592328591367	0.942076516571615	-0.0248226562195589	8
Rnf123	0.0420092023519554	-0.0306084275548264	1.7147453989714e-18	2.84934159406807e-16	0.0726176299067818	0.0328149946139094	0.879383926947092	-0.0856817937096372	7
Syndig1l	0.0502350153673855	-0.0223461595001868	9.6374049366764e-19	7.41814581385102e-06	0.0725811748675723	-0.073467924615122	0.724407181169815	-0.0456134438831998	10
Herc1	0.0360214769992169	-0.0365432384342924	3.91967211190459e-52	8.42686723066873e-76	0.0725647154335092	-0.0313501884153236	0.902568261174032	-0.0272492640314982	6
Nsun5	0.0395522278601428	-0.0330115482300051	0.000114228740456954	3.18345478696467e-05	0.0725637760901479	-0.0104525830393923	0.966038492724645	-0.0693330602576795	5
Nit1	0.0465639319585558	-0.0259947390223357	2.63132424569863e-10	7.66144871728013e-07	0.0725586709808914	-0.0572673954116923	0.798229306012559	-0.0277972076986467	2
Atp2b4	0.0322342662442412	-0.0403221064984866	2.72554064935663e-45	3.21830739429081e-112	0.0725563727427278	-0.644298730867196	0.080438944236479	-0.0738704842669125	28
Map3k8	0.0457849650995142	-0.0267682860646407	4.48954504466516e-15	3.62479184056868e-09	0.072553251164155	-0.0115880896756711	0.960434895103219	-0.00555709046867697	12
Trappc5	0.0491212080501092	-0.0233893200389842	5.97570207056462e-06	0.0184892190706957	0.0725105280890934	-0.196733000066476	0.40652340067276	-0.0930640376923339	2
Foxj3	0.0363523933664708	-0.0361157097105692	1.2739600553372e-28	1.79977468759486e-34	0.07246810307704	0.00182208083555038	0.995301403868097	-0.0598188705871169	7
Map2k2	0.0509635517135526	-0.0214954974090732	5.19910509596222e-20	1.90482957675705e-06	0.0724590491226259	-0.0332612903176518	0.874652179370395	-0.0066760246101525	6
Ubxn7	0.0370898665829636	-0.0353517254135637	2.12081163967045e-19	7.6083177402051e-24	0.0724415919965273	-0.0633427105350515	0.736839280617181	0.0086552091695515	2
Srsf12	0.0371170314406044	-0.0353238666582657	1.56871694960599e-17	1.00496911893483e-24	0.0724408980988701	-0.00315200855695516	0.990661532577023	0.00244607825769599	2
Ccdc201	0.032351643222035	-0.0400757537666878	0.0275886262918939	0.00026058254770814	0.0724273969887228	0.0169455956971846	0.944933300739411	0.0229667311715813	2
Ppp2r5c	0.0373748760830763	-0.0350515796852737	6.88320639055212e-96	8.18443218007354e-128	0.07242645576835	-0.0023787552525884	0.993360749411497	-0.0437723332497396	32
Ocln	0.0389731897171368	-0.0334288071491773	9.67573810509093e-25	6.51374156269057e-28	0.0724019968663142	-0.0462710000707181	0.814323191026697	0.144580939514874	4
Marchf3	0.0393382304167558	-0.0330553635719409	4.28683570930527e-100	6.94066809785785e-103	0.0723935939886967	-0.146240006202204	0.473590382373985	0.17403530677645	30
Timm17a	0.0395757767204361	-0.0328009005438576	5.24555964479273e-13	1.74976445395682e-13	0.0723766772642937	0.0251576686764289	0.896305885294209	0.0285521149875109	2
Peli2	0.0481217192535658	-0.0242427861942853	1.87157385404055e-153	8.91683409147526e-46	0.0723645054478511	-0.000111660951076372	0.999892341174673	-0.00270029089963355	30
Capn7	0.0390812950511733	-0.033277521544834	9.27700059509583e-20	2.24409615677304e-22	0.0723588165960073	-0.0252344687360279	0.870036371096528	-0.154070502791282	5
Tm9sf2	0.0349469320888447	-0.0374041017573717	2.84184850135468e-24	8.00874164605331e-41	0.0723510338462164	-0.00936193056158893	0.967045874988345	-0.00936193056158893	1
Osbpl8	0.0350754472957557	-0.0372666107967717	6.5419871013957e-56	2.62969827441146e-82	0.0723420580925275	-0.0403065817513002	0.841430262438917	-0.037124111683306	12
Tial1	0.0365916183937591	-0.0357283482944041	9.69731915856351e-09	1.69574524440561e-14	0.0723199666881632	0.014135546273523	0.941726757446831	0.0213179174277871	3
Rnf13	0.0329242475218129	-0.0393944951609096	9.09012301054004e-35	2.140177462009e-76	0.0723187426827225	0.0466211020744303	0.797751409629733	-0.0453395692620574	2
Slk	0.03985818034059	-0.0324432095617497	2.79329243579721e-35	1.46807758402059e-36	0.0723013899023397	0.121449541116684	0.603220900640356	0.0151316428727512	6
Man1c1	0.0448832770125272	-0.0274063207964705	1.72054007855779e-103	2.98266560332134e-43	0.0722895978089977	0.00783085725835278	0.973745153366705	0.0274816954815487	22
Dcun1d1	0.0418675903761809	-0.0304018315920042	1.51868103155192e-25	1.90909792600652e-21	0.0722694219681851	-0.575129437586697	1	-0.318658271972522	2
Nol7	0.035337888550676	-0.0369297732895734	4.83923791146703e-05	9.32004871666248e-08	0.0722676618402494	-0.0443963165073714	0.83714383629427	-0.0443963165073714	1
Akt2	0.0549815695390196	-0.0172720885824395	1.09269302226417e-38	9.97304260789639e-06	0.0722536581214591	-0.0821364176693084	0.720931631555645	-0.0342679725308735	16
Scg3	0.0398944158791623	-0.032343907049865	2.56281175759913e-22	2.11692022250542e-23	0.0722383229290273	-0.0681905417085636	0.730440487307735	0.0349772558794828	5
Rtraf	0.0334362950220871	-0.0387955645585798	7.65240829335637e-06	1.27645323751484e-12	0.0722318595806669	-0.0395732514341954	0.813155227603101	-0.0744542669521977	2
Wdr20	0.0413262122104195	-0.0308876416200856	4.76362991027082e-30	3.3253261599851e-21	0.0722138538305051	-0.130268516292997	0.599955261755834	-0.0369507515430476	10
Crhr1	0.0593501563137719	-0.0128390743444847	1.26320960286725e-43	0.00161481220867972	0.0721892306582566	0.0218144505423519	0.936615259509515	-0.00232249833770661	20
Exo5	0.0387754020583688	-0.0333873165421913	0.00463550440570562	0.00395795911087239	0.0721627186005601	0.0459680832516208	0.814597230341945	0.450513973583511	2
Zfp280d	0.0349841652119212	-0.0371679357807285	1.6062473518837e-24	2.31656440445731e-37	0.0721521009926497	-0.00182503928547175	0.995016218559063	-0.115029503932734	5
Kcmf1	0.036592935024102	-0.0355569956028596	8.46792204111211e-24	1.60083495735751e-27	0.0721499306269616	0.00158828392935783	0.995780967680299	-0.0673543220349417	6
Selenot	0.0388438710360536	-0.033281421531563	1.29346143835562e-09	1.63344432005712e-09	0.0721252925676165	-0.015111449428112	0.947614264021186	-0.015111449428112	1
Tor1aip2	0.0394206893780433	-0.0327026025234944	5.55177539369023e-20	2.94741194223575e-21	0.0721232919015377	-0.0733909112169431	0.726993026156708	-0.00231809331703416	10
Hectd4	0.0432804096209454	-0.0287955699502918	2.95090280190588e-83	6.22704441874981e-54	0.0720759795712371	-0.0286104291505409	0.897222588547075	-0.0218606452380112	20
Ubr1	0.0358264631879505	-0.0361641692876739	2.39088822360419e-60	4.37811470330308e-96	0.0719906324756244	-0.0351864093922581	0.874298018694142	-0.0203498479237162	2
Mapk8	0.0381452920095474	-0.0338145458788284	1.56927573614402e-24	3.55602730112776e-25	0.0719598378883758	-0.042716759995505	0.85079241118896	-0.00479173841435211	14
Bccip	0.0374988779192339	-0.0344500733670573	2.45191335263916e-07	5.70315031757325e-12	0.0719489512862912	-0.0129712042337338	0.962658749634511	0.0739431489556341	2
Setd2	0.0393956819997114	-0.0325500609438563	1.79400958675659e-41	3.73550955524135e-36	0.0719457429435677	-0.00206576822273998	0.995301403868097	0.0185120377683782	3
Jarid2	0.0551961197013426	-0.0167363899852113	1.29597323974916e-176	7.3636163778437e-18	0.0719325096865539	0.00390583735329959	0.986366117380207	0.147579017780286	38
Cbx3	0.0440322147919143	-0.0278762441433335	4.33996144887701e-07	0.000356306028169981	0.0719084589352478	-0.0286624213038518	0.886814838447227	-0.159486305045828	2
Zdhhc13	0.048478120734462	-0.0234077642032137	1.23299822785199e-33	4.26601858646881e-12	0.0718858849376758	0.000736513210123424	0.997013004757307	0.723229679652553	4
2810004N23Rik	0.0423909108582382	-0.0294865064396144	6.95701521399707e-16	1.22752615014961e-13	0.0718774172978526	1.59200543816511e-05	0.999927967333562	-0.0123443477219612	9
Akap10	0.037901042070374	-0.0339467533200135	4.2612537134362e-26	1.38289381887685e-32	0.0718477953903875	-0.0195501958114582	1	-0.0195501958114582	1
Ube2b	0.0416424841234517	-0.0301941893404268	1.22795324491661e-09	1.36515141092484e-06	0.0718366734638785	0.0102185254820015	0.964886224335588	0.0102185254820015	1
Tbc1d24	0.045206307922061	-0.0266141162634483	9.75387933423941e-21	5.66652352801888e-11	0.0718204241855093	0.00367800484590224	0.988421121383606	0.0216932759782671	6
Sowaha	0.0443053299906455	-0.0274851587199821	0.00214760292221067	0.0372242350292944	0.0717904887106276	-0.00930356025000033	0.965775792887388	-0.00309630866663363	4
Atp2a2	0.0469930472226366	-0.0247932462169039	4.24441306024144e-36	7.7031974601622e-13	0.0717862934395405	-0.0459229683832546	1	0.0206845098665608	7
Jph4	0.040285521356612	-0.0314688587311171	9.2703413808136e-05	0.00251829158154977	0.071754380087729	-0.0269008316202136	0.889841861447898	0.2220263543469	12
1500011B03Rik	0.0486209412835271	-0.0231333815003732	2.37420423624328e-16	3.14533570602152e-06	0.0717543227839003	-0.0158551017721893	0.946167273845792	-0.0792264485498785	4
Ralbp1	0.0392911857098821	-0.0324588909095995	1.26403207707771e-26	1.08444520808294e-25	0.0717500766194816	0.033999029331886	0.857044483035157	-0.0630912255338588	9
Rev1	0.0409263882206098	-0.0308064737791125	6.14451464593382e-36	6.72152213060608e-28	0.0717328619997223	-0.00358967785664695	0.990913917684588	-0.00358967785664695	1
Vps54	0.0347643208819975	-0.0369680681778139	1.38135726536565e-32	8.72949666937558e-50	0.0717323890598114	0.0317943999848798	0.892770034592894	0.0181453241945711	4
Golgb1	0.0404226993034247	-0.0312808472490766	1.06752628608166e-58	1.12001284424365e-59	0.0717035465525013	-0.198194768629581	0.414538872046799	-0.0105723591437994	5
Tmem117	0.0369307751738306	-0.0347719404087972	6.38152992195482e-296	7.07674626726131e-306	0.0717027155826278	0.0395911417861444	0.835834465364843	0.0704853764350253	33
Tfg	0.0354434892665929	-0.0362591094957868	3.48372733599324e-10	2.03221414454897e-15	0.0717025987623797	-0.104328649931563	0.616882903993559	-0.0848109391458575	6
Zfp521	0.0467212991406587	-0.0249742251618918	6.65134539476855e-216	2.97851275485844e-66	0.0716955243025505	-0.0572802733491174	0.766455021988583	0.01390509096583	90
Map3k2	0.0409879205497159	-0.0307051615865146	1.8193743972e-35	2.06848446898006e-27	0.0716930821362305	-0.00251286144723935	0.992852822951824	-0.00251286144723935	1
Cnst	0.0438822825256193	-0.0277785738978018	1.34149821343686e-55	2.9127801780211e-28	0.0716608564234211	0.0221120110334638	1	0.0153574736576245	7
Prss52	0.0429566877643581	-0.0286428545684083	4.66408663250133e-06	0.000332327292525289	0.0715995423327664	-0.0206278655921593	1	0.00665186805968574	28
Tmem30a	0.0479952233907852	-0.0236042182912304	1.13708327512399e-15	1.67245374957605e-06	0.0715994416820156	-0.0647332325861612	1	-0.0647332325861612	1
Dgke	0.0522112561904226	-0.0193849235030956	3.63691835105367e-40	3.17628395218547e-10	0.0715961796935182	-0.00826550146947101	0.969219183923962	-0.000715829156833865	2
Stx16	0.0473764252783225	-0.0242152525029195	2.45963745944326e-20	1.38419859436431e-09	0.071591677781242	-0.0713518610649011	0.702736849202303	-0.0174524651944114	26
Rela	0.0341421850565977	-0.0373983684208465	8.14124002032297e-08	5.07840426222087e-13	0.0715405534774442	-0.0163519261790434	0.942391453286838	-0.0198103255637748	3
Slc7a5	0.0542641153226834	-0.017273593494015	8.55714761917569e-23	0.000428750502218011	0.0715377088166984	-0.034548285918445	0.874985448049142	0.000790013135632064	16
Stam	0.0400498906649958	-0.0314856549470817	2.53166119667225e-31	2.46034509749363e-25	0.0715355456120775	-0.0108864859460647	1	0.0436768116702463	3
Pex16	0.0467419937546462	-0.0247890142401453	9.96374149791217e-06	0.000657243465302422	0.0715310079947914	-0.0470708586188809	0.789194410536227	-0.0470708586188809	1
Morf4l1	0.0400619520404784	-0.0314555787569959	1.05900143637011e-11	1.5201746275191e-09	0.0715175307974743	-0.0126141008088909	0.958646299553672	-0.0611135510785625	2
Kctd17	0.0300851989734404	-0.0414029289831056	0.00862170456007273	4.85699534098129e-06	0.071488127956546	-0.085509756543647	0.68712206049135	-0.0704727350761934	4
Lrrc28	0.0465941105235911	-0.024876162131986	9.70894800257944e-108	1.2732688958905e-41	0.0714702726555771	-0.358577355143573	0.180867061368319	0.45349798054704	44
Trappc6b	0.0388927214630347	-0.032558630784164	8.59967909518057e-13	6.36947432846167e-12	0.0714513522471987	-0.0728741718336824	0.733181614795502	-0.0728741718336824	1
Plxnb2	0.0469033614593526	-0.0245374817879548	7.17529248330201e-26	5.53795575313895e-12	0.0714408432473074	-0.0811554134358885	0.690082101240076	0.00188004561685579	8
St8sia3	0.0441578739013846	-0.0272554704528268	1.99621352029437e-21	3.45790815614371e-13	0.0714133443542114	-0.0818976508391154	0.674089793489325	-0.0295229479628416	5
Aldh9a1	0.0363833936487569	-0.0350093846892335	2.31535386327482e-16	1.8592001308805e-24	0.0713927783379904	0.00943477420665538	0.972143102818345	-0.0172222325186318	3
Rwdd1	0.0369261894249655	-0.0344661173576745	3.5671929215023e-08	1.01274561782233e-09	0.07139230678264	-0.02229360238167	0.91380833644301	-0.02229360238167	1
Actr10	0.0369843397312453	-0.0344039888335345	2.55550355928341e-17	3.9141039893328e-23	0.0713883285647798	-0.0674568804155175	0.743463304697086	-0.0674568804155175	1
Arcn1	0.0352416670745851	-0.0361393102456337	5.32647388481185e-12	2.34130422989262e-18	0.0713809773202188	-0.00154237637642431	0.995301403868097	-0.00154237637642431	1
Zkscan6	0.0432729129395051	-0.0280882030715171	4.01501606199181e-13	4.49591045004847e-10	0.0713611160110222	-0.015748118445648	0.946195894799469	0.00104651452678544	3
Sppl2b	0.046609680655329	-0.0247237585702814	1.12049179718841e-06	0.00193320117258944	0.0713334392256104	-0.101967587118375	0.626568579108494	-0.0695470652215945	2
Tab1	0.0408481460554695	-0.0304721638198931	4.90242128533205e-18	6.44503572590048e-14	0.0713203098753626	-0.0165072890593582	0.947673455031929	-0.0420449017977131	4
Rnpepl1	0.0351226156833191	-0.036188309684942	1.71388180549882e-06	8.83253309114602e-11	0.0713109253682611	-0.0201570409125306	0.920753654728924	-0.0581197788115891	6
Shfl	0.0374085555965067	-0.0338966085867169	0.00374376317343042	0.000222267296338525	0.0713051641832236	0.268733716237381	1	0.0619122248227679	5
Nmnat2	0.0510740690825094	-0.0202045187664154	9.45845504997969e-134	8.73570260908775e-26	0.0712785878489248	-0.0316349258809988	0.89529757857745	-0.0265085686955483	28
Ddit3	0.0391347537404798	-0.0321329597053848	0.00711408409292985	0.000624797843512739	0.0712677134458646	-0.0332043176795583	0.858804133013914	-0.0332043176795583	1
Naa16	0.0360632367816133	-0.0351913837124079	8.28787501262801e-30	2.37986810075356e-43	0.0712546204940212	-0.0247101576475134	0.907364514371191	-0.0623995973274652	2
Arglu1	0.0373567412567494	-0.0338939383919316	1.28546203393534e-12	3.4143223133578e-14	0.0712506796486809	-0.0998960925839321	0.641831159841494	-0.0211412140671714	33
Zfp719	0.0344239939910067	-0.0368226705595173	1.70940073841691e-06	1.17188469769324e-12	0.071246664550524	-0.0411397273466602	0.81228019014325	-0.0411397273466602	1
Ngrn	0.044461434672914	-0.0267513791514608	0.000232377219130719	0.000850787449148314	0.0712128138243748	-0.00827586331979015	1	-0.0377754766361305	3
Map3k3	0.037603455585704	-0.0336040317793237	4.9403661463494e-27	9.95173736257183e-30	0.0712074873650277	-0.0144131371091498	0.94270353254097	-0.0252966706810615	5
Mtmr7	0.0243025547010605	-0.0469046115429296	9.05284957979556e-20	6.39601604803855e-107	0.0712071662439901	-0.0140697192778989	0.947091486167013	-0.0161420163371205	14
Rnf114	0.0597995441752766	-0.011371367514142	4.40253668396871e-25	0.0181529475281066	0.0711709116894186	-0.0016230859669095	0.995845764548422	-0.175418485300283	5
Rabgef1	0.0367905274411777	-0.0343312656155853	5.38525935421535e-27	8.75985849766717e-36	0.071121793056763	-0.0404030411546584	1	-0.04335634305709	2
Serp2	0.0368857547693133	-0.0342344074321608	5.97800471677569e-17	3.60618991515443e-21	0.0711201622014741	-0.0175985129856046	0.945413692530905	0.377212800634986	18
Zfp710	0.034880051309365	-0.0362364450536054	7.58773407114252e-29	2.4784304735212e-39	0.0711164963629704	0.00572260118891811	0.982197343871716	0.0913286509779566	8
Rnf103	0.0463685303796442	-0.0247469653744058	4.75679455715558e-12	4.83130135028232e-05	0.07111549575405	-0.0306567527187606	0.896692327979763	-0.0306567527187606	1
Uhmk1	0.0385432025898447	-0.032555123212488	9.10074555450115e-18	4.41817024413802e-20	0.0710983258023327	0.0226756350136368	0.909322822996245	0.0226756350136368	1
Jak2	0.0382088643668145	-0.0328581732910504	4.6826480494585e-45	9.9310447881674e-71	0.0710670376578649	-0.03775126443023	0.847040586549926	-0.0035212413450121	3
Sdhc	0.0361849615071697	-0.0348619235906757	3.58862020206649e-10	1.66162773733477e-14	0.0710468850978454	-0.11560577081614	0.554203320079284	-0.11560577081614	1
Asph	0.0482550466919406	-0.022775772572353	4.15640123132214e-157	9.7195957013805e-47	0.0710308192642936	-0.0677290816047423	0.692907652721699	0.116625758975415	31
Rps6ka1	0.0456882903081608	-0.0253140132648881	2.21480302321794e-26	4.44043929924518e-11	0.0710023035730489	-0.0353290605275327	0.882318901419787	-0.015643996844531	15
Edc3	0.0392582610549185	-0.031721426868318	2.87230741985458e-16	9.26881646405988e-15	0.0709796879232365	0.0979850965296036	0.671528906550419	0.0141652006412132	3
Arpc5l	0.041605568406104	-0.0293606345895855	4.01652222107845e-07	1.90976344056677e-07	0.0709662029956895	0.0325136723089083	0.874018578625662	0.0325136723089083	1
Fam184b	0.0373861874610726	-0.0335665851860135	8.66902374953865e-38	5.84627075297937e-58	0.070952772647086	-0.220906371575889	1	-0.052443065799774	9
Wdr55	0.0394566237356947	-0.0314812632506685	0.000145362213005108	3.79524747888517e-06	0.0709378869863632	-0.0240184287292191	0.91357241655395	-0.0524514423968038	2
Igsf9b	0.0371235894795851	-0.0338101885868689	3.36753711781726e-21	7.51205802636584e-22	0.070933778066454	-0.00188134476444871	0.993290379152363	0.00794292414544796	32
Ndufb9	0.0416717964576124	-0.029259056216697	6.93997066752399e-05	0.00118015168248325	0.0709308526743095	-0.0201041192903946	1	-0.0394050312634088	3
Bcar1	0.0584250989617486	-0.012502892493508	8.48011789657446e-27	0.043228549851917	0.0709279914552566	-0.0143711914846266	0.949080295479914	-0.0650591571088256	20
Strn	0.0348527312398877	-0.0360707858698516	6.89945515553384e-50	5.89247330997934e-75	0.0709235171097393	-0.0811511052433672	0.712692741836559	-0.0282644607409941	13
Itpkb	0.0370025589298019	-0.0338995995615445	3.76929673870603e-47	2.35505853324438e-67	0.0709021584913464	-0.0294982962965089	0.908891334046374	0.0101360326820341	19
Pafah1b1	0.0428655437653191	-0.0280361457319772	3.52955743456488e-21	2.20802534456964e-10	0.0709016894972962	0.0875279281176362	0.694209036682213	0.0629412670793854	2
Gmfb	0.0354706440754954	-0.0354208975804328	2.08488089108829e-08	7.04855457428983e-12	0.0708915416559281	-0.0234243901778896	0.90211930456918	-0.0477696990008811	2
Tspan5	0.058935799846126	-0.0119470876007121	2.25463948120131e-260	4.14570907152348e-12	0.070882887446838	-0.021211541137559	0.926617847469697	-0.018618444331508	32
Ppp1r12c	0.0395920561725389	-0.0312827993484598	2.23132923968466e-10	2.7758024725264e-10	0.0708748555209987	-0.0446589957122035	0.852668175121688	-0.0588166528860064	5
Arhgap5	0.0344615671284234	-0.0364039988513801	3.53190442602428e-17	5.81519357861542e-23	0.0708655659798035	-0.0519656165448393	0.83207077244145	-0.0151455278965267	2
Sema6a	0.0412665388938661	-0.0295925513995566	2.13632204724892e-98	8.31378617810849e-66	0.0708590902934227	-0.10248362296884	0.672970858759501	0.0376139411904719	50
App	0.0415574842456963	-0.0292810010016848	2.11583864705401e-162	1.49139323021259e-94	0.0708384852473812	0.0723353083173721	0.774223143325346	-0.0519390891798853	31
Resf1	0.0398414924012878	-0.0309923928332037	1.31028009588694e-11	1.00673944589235e-10	0.0708338852344914	-0.0305719556272	0.87921846974247	-0.0359702364513412	4
