gene	mc_diff	mc_sig	hmc_diff	hmc_sig	delta_ratio	dmr_status	chromatin_state	me3_fold	me3_fdr	me3_n_peaks	me2_fold	me2_fdr	me2_n_peaks	k119ub_fold	k27me3_fold	k27ac_fold	atac_fold
Esco1	0.0538925965017983	TRUE	-0.0483271496562979	TRUE	-0.0565603943205327	Both mC+hmC DMR	Active_Promoter	-0.308811786	0.414220869	2	NA	NA	NA	0.0279712747220843	NA	0.177172911683894	0.0872958959580475
E2f5	0.0616711846572204	TRUE	-0.0425365707211419	TRUE	-0.0565483884953693	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.898507547946695	NA	-0.198564523343064	-0.0628879129281082
Ppp1r15b	0.0268562387716231	TRUE	-0.0205770915054709	TRUE	-0.0565362832235852	Both mC+hmC DMR	Active_Promoter	-0.090441388	0.846968758	3	NA	NA	NA	NA	NA	0.0963260296610697	0.037444100262027
Ywhaz	0.0343562016068489	TRUE	-0.00116004311455811	FALSE	-0.0565297201340537	mC DMR only	Active_Promoter	-0.488526711	0.158468439	9	NA	NA	NA	0.726121168582064	NA	0.0374004723062822	0.00261714017306115
Nmt2	0.0702297060479047	TRUE	-0.0444416273648441	TRUE	-0.0565245188535407	Both mC+hmC DMR	Active_Promoter	-0.731432149	0.019974407	2	0.58637998865144	0.029941216231853	1	0.670109184116908	NA	-0.532427156337269	-0.163255292295828
Adcy1	0.0583990854795784	TRUE	-0.0145318328345349	TRUE	-0.056497379054029	Both mC+hmC DMR	Active_Promoter	0.114667408	0.774889816	27	0.513661401003106	0.040557665094396	5	1.05301677633015	NA	-0.749134683456119	0.142989856776737
Fbxw2	0.046523140119677	TRUE	-0.0447901581095926	TRUE	-0.0564848253901716	Both mC+hmC DMR	Other	0.474366045	0.136684745	4	NA	NA	NA	NA	NA	NA	0.133949024897016
Tmem246	0.0464165278252239	TRUE	-0.0419043231589328	TRUE	-0.0564788288501247	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Setd3	0.0424863404467747	TRUE	-0.0493412335970782	TRUE	-0.0564758014421675	Both mC+hmC DMR	Other	-0.113862806	0.801318619	9	NA	NA	NA	NA	NA	-0.647063522916903	0.0446647515519562
Yipf4	0.0573853405443717	TRUE	-0.0420062112188568	TRUE	-0.0564490569102717	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.360943576375327	0.119105658587918
Clip3	0.0642739590081363	TRUE	-0.0335285680565886	TRUE	-0.0564082770498662	Both mC+hmC DMR	Active_Promoter	0.324019462	0.330149113	6	NA	NA	NA	NA	NA	0.00265540943434871	0.0944663139871311
Cd276	0.0858464833923023	TRUE	-0.0363327073824432	TRUE	-0.0564069524169966	Both mC+hmC DMR	Active_Promoter	-0.119453389	0.790376945	1	NA	NA	NA	0.35553670038503	NA	-1.56887279127973	-0.319044056689372
Rab5if	0.0619854314648679	TRUE	-0.0255461099472168	TRUE	-0.0563976818683424	Both mC+hmC DMR	Active_Promoter	-0.097711463	0.83036371	3	NA	NA	NA	NA	NA	-0.436113441529485	-0.0617977481978942
Adat3	0.0655005468576698	TRUE	-0.0378527558396689	TRUE	-0.0563739307218833	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.285139718009592
Sat2	0.0514251566792274	TRUE	0.0186149620632722	FALSE	-0.0563643094209169	mC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.20448109193499	-0.0158578089425194
Mmp28	0.0456137553847343	TRUE	-0.044339153456678	TRUE	-0.0563367940236224	Both mC+hmC DMR	Other	NA	NA	NA	-0.545195274657053	0.0304413393108294	2	0.304284620894732	NA	-1.93913782197519	-0.263728349966952
Psmd4	0.0509415642929273	TRUE	-0.0401965906328563	TRUE	-0.0563288738043325	Both mC+hmC DMR	Other	0.174265534	0.650640786	2	NA	NA	NA	NA	NA	-0.152065146192516	0.0637525560217325
Trmt10c	0.0254012240082668	TRUE	-0.0414385673572312	TRUE	-0.0563283115107697	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.203588590762628
Gramd4	0.0710708911915655	TRUE	-0.0282606139298069	TRUE	-0.0562336697947695	Both mC+hmC DMR	Active_Promoter	-0.064167145	0.894102384	7	NA	NA	NA	0.14553535555054	NA	-0.320075948998222	0.0446925139839894
Nr2f6	0.0828245814622739	TRUE	-0.0287065426610642	TRUE	-0.0562258196026724	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.300359083519652	NA	-0.141019074556474	-0.126360880693301
Susd6	0.0620499756805546	TRUE	-0.00440841904989325	FALSE	-0.0562224775587792	mC DMR only	Active_Promoter	-0.117940969	0.784947377	13	NA	NA	NA	0.865868114577086	NA	-0.0676574800829697	0.0998590464200806
Pld6	0.0261358667895555	FALSE	-0.0521617423368605	TRUE	-0.0561833125269037	hmC DMR only	Other	0.38213631	0.24486724	3	NA	NA	NA	NA	NA	0.13336168072743	0.329146616434135
Gabrb2	0.0566644561697923	TRUE	-0.0365916049049594	TRUE	-0.0561827063817535	Both mC+hmC DMR	Active_Promoter	0.415434547	0.233543952	19	0.625417741016569	0.0220026625161816	3	0.957271961247135	NA	0.0104931724325035	0.081029958563446
Acot2	0.0466544910641598	TRUE	-0.0518442819574051	TRUE	-0.0561686337542019	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	0.36730486718005	NA	-0.601996115699691	-0.0789437070328541
Ormdl1	0.0666898290328019	TRUE	-0.0430811684568279	TRUE	-0.0561640021293464	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	-0.71050290254267	NA
Dock9	0.0525613787866661	TRUE	-0.0412154686035687	TRUE	-0.0561329146088459	Both mC+hmC DMR	Active_Promoter	-0.02913347	0.951041133	29	NA	NA	NA	0.377301952566042	NA	0.0227340623501329	0.188051127113984
Mtmr6	0.0492808280804381	TRUE	-0.0476641091414321	TRUE	-0.0561190433909325	Both mC+hmC DMR	Active_Promoter	0.076956153	0.870756065	4	NA	NA	NA	0.531847915858988	NA	-0.0180906100699106	0.080824030915593
Anks3	0.0642127835551183	TRUE	-0.0401002802973542	TRUE	-0.0561187203331727	Both mC+hmC DMR	Active_Promoter	0.535771108	0.092326457	2	NA	NA	NA	NA	NA	-0.600124903995892	-0.00745429380864353
Yod1	0.0614719766471763	TRUE	-0.0352990190612692	TRUE	-0.0561175395541696	Both mC+hmC DMR	Active_Promoter	0.496437978	0.144844863	1	NA	NA	NA	0.271712579555122	NA	0.110018707473036	0.170376346271599
Gm11564	0.0949689806939914	FALSE	-0.0374396767311215	FALSE	-0.0560992534131791	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ndufb3	0.0644232450679526	TRUE	-0.0305633033221635	TRUE	-0.0560769001550111	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Smg1	0.0577342893177428	TRUE	-0.0415409462576026	TRUE	-0.0560715372467586	Both mC+hmC DMR	Active_Promoter	0.000952036	0.998646164	24	NA	NA	NA	NA	NA	-0.10341674338976	-0.0540169060397485
Cygb	0.0662953568967322	TRUE	-0.0316100587126005	TRUE	-0.0560715351370064	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	0.227828806032487	NA	-0.456609057966726	-0.140089026363959
Hand2	-0.00802318324267273	FALSE	-0.00341414074120926	FALSE	-0.0560343153717704	Not DMR	Repressed_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.200069109442331
Ssna1	0.00612792924187218	FALSE	-0.0400353216562022	FALSE	-0.055967998411791	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.117724287041733	0.0374891782257848
Tas2r143	-0.00953033419266791	FALSE	-0.0523492882450707	FALSE	-0.0559254730587432	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289877846214655
Mrps25	0.0597394017773301	TRUE	-0.0432127330023086	TRUE	-0.055924136391724	Both mC+hmC DMR	Active_Promoter	0.381387483	0.2711084	3	NA	NA	NA	NA	NA	0.204980775001144	0.193123437092085
Lysmd3	0.0549427693035385	TRUE	-0.0351181077016722	TRUE	-0.0559141585790088	Both mC+hmC DMR	Active_Promoter	0.177072547	0.673128631	1	NA	NA	NA	1.07594075240431	NA	-0.07248410330763	0.0428685893920331
Gm14862	0.0866467726860081	TRUE	-0.0411887516835781	TRUE	-0.0559124754384061	Both mC+hmC DMR	Poised_Enhancer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dlgap1	0.0574751699920202	TRUE	-0.0436342144755493	TRUE	-0.0558787769721087	Both mC+hmC DMR	Active_Promoter	0.155663251	0.714915122	17	NA	NA	NA	0.35928577152121	NA	-0.0417734176836552	0.0229837404946922
Mlec	0.058229166086998	TRUE	-0.0318390182079956	TRUE	-0.0558713630247095	Both mC+hmC DMR	Active_Promoter	-0.190582177	0.61634368	2	NA	NA	NA	NA	NA	0.121342497070928	0.0507054051779088
Sgpp2	0.048924232910907	TRUE	-0.0419653932179215	TRUE	-0.0558600410362423	Both mC+hmC DMR	Active_Promoter	0.247364738	0.523764442	10	NA	NA	NA	0.43039598965216	NA	0.158281503531464	0.222206093109676
BC024978	0.045177351674958	TRUE	-0.0413639015547181	TRUE	-0.0558319911859874	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Numb	0.057471857169159	TRUE	-0.0468049930504447	TRUE	-0.0557732759552307	Both mC+hmC DMR	Active_Promoter	0.166014067	0.672229459	3	NA	NA	NA	0.528489427443936	NA	-0.595112303831116	-0.0478654567333941
Rep15	0.0749460324566135	TRUE	-0.0284435550256362	FALSE	-0.0557626590814383	mC DMR only	Other	NA	NA	NA	-0.722043351661104	0.00211681744329843	1	1.38926836491158	NA	-1.97115315956769	-0.615005348600868
Bcar1	0.0584250989617486	TRUE	-0.012502892493508	TRUE	-0.055745129777319	Both mC+hmC DMR	Active_Promoter	-0.121604699	0.785213632	7	NA	NA	NA	0.116854797625918	NA	-0.302276339136069	0.0783678111994987
Pnmal1	0.054897464816027	TRUE	-0.0442002185974621	TRUE	-0.0557358465003235	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Necap1	0.0587763357456761	TRUE	-0.0454069723555475	TRUE	-0.0557170591086007	Both mC+hmC DMR	Other	0.102381278	0.822170237	2	NA	NA	NA	NA	NA	0.202738192987876	0.123018647964263
Tlcd4	0.0837329867204418	TRUE	-0.0343998424843242	TRUE	-0.0556984731262475	Both mC+hmC DMR	Active_Promoter	0.250203644	0.51277484	3	NA	NA	NA	1.07408825351644	NA	-1.42030539156024	-0.930037142210254
Pcdhga11	0.0325638348914649	TRUE	-0.0325862541838416	TRUE	-0.0556902574512939	Both mC+hmC DMR	Active_Promoter	-0.075976996	0.87557589	1	NA	NA	NA	NA	NA	0.478975099641652	0.24408207929265
Rnf39	0.0809376844721976	TRUE	-0.0286237122864324	TRUE	-0.0556823935073786	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-1.51980073379274	-1.01339577519968
Zbtb38	0.0727373621213231	TRUE	-0.037202509060818	TRUE	-0.055672756136621	Both mC+hmC DMR	Active_Promoter	0.046782425	0.926565237	3	NA	NA	NA	NA	NA	NA	NA
Cap1	0.0586442340411012	TRUE	-0.0385959104908614	TRUE	-0.0556588590456947	Both mC+hmC DMR	Active_Promoter	-0.444145835	0.184579406	5	NA	NA	NA	NA	NA	-0.0336043459663241	-0.000392141414376798
Ddt	0.0434458403801141	TRUE	-0.0367670478114554	TRUE	-0.0556373069172548	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	0.431790056795325	NA	NA	0.0863244611353663
Prrt2	0.00161812761057234	FALSE	-0.00375445038863592	FALSE	-0.0556348188174304	Not DMR	Active_Promoter	0.535333328	0.080741592	1	NA	NA	NA	NA	NA	NA	NA
Telo2	0.0568812620144015	TRUE	-0.0450023127458447	TRUE	-0.0556110756309745	Both mC+hmC DMR	Other	-0.122429275	0.771947938	5	NA	NA	NA	NA	NA	-0.447848668795762	0.0650166648261659
Gm6358	0.0611351554949116	FALSE	-0.0529449336232873	FALSE	-0.0556058396731105	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Riox1	0.0579248582571708	TRUE	-0.0356395828645914	TRUE	-0.055586185645244	Both mC+hmC DMR	Active_Promoter	-0.40679792	0.259131845	1	NA	NA	NA	0.143263882350594	NA	NA	-0.0129521376251544
Zfp212	0.071378007656367	TRUE	-0.033507997409617	TRUE	-0.0555746329723939	Both mC+hmC DMR	Other	0.682392573	0.040469905	3	NA	NA	NA	NA	NA	0.120563270939566	0.0720321737447557
Ss18l2	0.0422632595249881	TRUE	-0.0250901363930109	TRUE	-0.055564221491309	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	0.0970104020358597	0.121565528070292
Rmnd5a	0.0600994142136936	TRUE	-0.0347025839781288	TRUE	-0.0555110960787245	Both mC+hmC DMR	Active_Promoter	0.568746673	0.096390743	5	NA	NA	NA	NA	NA	0.0978046060494673	0.0524706951936702
Myt1	0.0723931283634205	TRUE	-0.0273333766136058	TRUE	-0.0554994103476263	Both mC+hmC DMR	Active_Promoter	-0.059990623	0.903530896	9	NA	NA	NA	0.821008143035541	NA	-0.720406597793798	0.0384531942564541
Hdgf	0.0574039406248777	TRUE	-0.0190232922649332	FALSE	-0.0554921668241372	mC DMR only	Active_Promoter	0.081483696	0.864332102	1	NA	NA	NA	NA	NA	0.249563939775983	0.0255837495732701
Ctsd	0.0529787687968075	TRUE	-0.0498861647615741	TRUE	-0.0554454960098495	Both mC+hmC DMR	Active_Promoter	0.041765499	0.929491054	1	NA	NA	NA	NA	NA	0.00346145963912617	0.0607591682206208
Aftph	0.0493746573639635	TRUE	-0.0467404099825873	TRUE	-0.0554309932283834	Both mC+hmC DMR	Active_Promoter	0.210414159	0.600269744	3	NA	NA	NA	-0.394685111040358	NA	0.0223544876007518	0.0547420534819512
Zfp516	0.0148578919426057	TRUE	-0.0499191664155875	TRUE	-0.055410348764128	Both mC+hmC DMR	Active_Promoter	-0.582019161	0.084335157	4	NA	NA	NA	0.513491955567014	3.25620117032576	-0.452257568606764	-0.078578833350621
Twistnb	0.0605455723483229	TRUE	-0.0437150098505027	TRUE	-0.055349877219407	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Inpp5e	0.0468343516860952	TRUE	-0.040424261663547	TRUE	-0.0553365044660099	Both mC+hmC DMR	Active_Promoter	0.406503656	0.227634936	3	NA	NA	NA	NA	NA	-0.627026059013098	0.0390322368190994
Rab11a	0.0443134366453326	TRUE	-0.0435414199286755	TRUE	-0.0553054640190995	Both mC+hmC DMR	Active_Promoter	0.560664897	0.100156374	1	-0.506300372618541	0.0498911418773126	1	-0.128049696814427	NA	0.174776206995706	0.0537115550313024
Immp1l	0.0492247846390952	TRUE	-0.0480261657516456	TRUE	-0.0553010448919855	Both mC+hmC DMR	Active_Promoter	0.175301952	0.642282779	1	NA	NA	NA	NA	NA	NA	NA
Kcnk12	0.0578339482273248	TRUE	-0.00593890789256063	FALSE	-0.055291110380529	mC DMR only	Bivalent_Promoter	0.665324944	0.035692051	7	NA	NA	NA	-0.029987384656356	NA	0.133161910744849	0.073067509996811
1700086D15Rik	0.0561935637331304	TRUE	-0.0380686055238199	TRUE	-0.0552476019174495	Both mC+hmC DMR	Poised_Enhancer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rack1	0.0326692764382935	TRUE	-0.0270923584910043	TRUE	-0.0551702942390165	Both mC+hmC DMR	Active_Promoter	0.138200953	0.741320782	2	NA	NA	NA	NA	NA	0.3844586958765	0.127390647318312
Pogk	0.0525046686488341	TRUE	-0.0471922875906269	TRUE	-0.0551488905204627	Both mC+hmC DMR	Active_Promoter	0.381280733	0.294796787	3	NA	NA	NA	0.789610858602511	NA	-0.633002703714779	-0.120913275279414
Arl16	0.0490549733074474	TRUE	-0.0299848651476671	TRUE	-0.055140286772638	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.0852433104808158	0.0620131778732984
Nr1d1	0.0608186918266159	TRUE	0.0493439222427565	TRUE	-0.0551084860373615	Both mC+hmC DMR	Other	0.2913724	0.422897835	3	NA	NA	NA	NA	NA	0.0216539292604841	0.019540681303153
Nck1	0.0536037739269104	TRUE	-0.035100105243454	TRUE	-0.0550935604730911	Both mC+hmC DMR	Active_Promoter	-0.109793011	0.801756081	3	NA	NA	NA	0.149897087913009	NA	0.0980240853048223	0.0349733296438165
Zc3h15	0.0572320240549826	TRUE	-0.0407868339675435	TRUE	-0.0550719337972573	Both mC+hmC DMR	Active_Promoter	0.153470753	0.711724584	3	NA	NA	NA	NA	NA	-0.160853434368442	0.0427563345074446
Kcnab1	0.0659912724020263	TRUE	-0.0439292330370473	TRUE	-0.0550706326136668	Both mC+hmC DMR	Active_Promoter	-0.363718245	0.319740874	2	-0.518635551509361	0.0489469503574814	5	0.15289498946742	0.413922009781306	-1.82909900706322	0.509412818504284
Gabrg2	0.0525065536056784	TRUE	-0.0448587720543582	TRUE	-0.0550511689020103	Both mC+hmC DMR	Active_Promoter	0.503796229	0.147827977	1	0.510581694788868	0.0386463121794345	4	0.803584601323702	NA	-0.436499691831083	0.0360352723650365
Fgf1	0.094244219786531	TRUE	-0.0335424374916495	TRUE	-0.055039403559918	Both mC+hmC DMR	Other	-0.422431007	0.209977046	2	0.870481149878865	0.00221905054670504	12	0.925650972639696	2.91998889048125	-1.479496496172	-0.66987302973428
Micu1	0.0504965304273366	TRUE	-0.0472407319189318	TRUE	-0.055028048246131	Both mC+hmC DMR	Active_Promoter	-0.159922094	0.705358648	1	NA	NA	NA	0.26599131112893	NA	NA	0.0161724110871933
Gpr162	0.0246773365093872	TRUE	-0.0307324043817666	TRUE	-0.0550119311977567	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.114111916855309	0.183713898762438
Arhgap26	0.0846430903164772	TRUE	-0.0371017973603898	TRUE	-0.0550033322675271	Both mC+hmC DMR	Active_Promoter	-0.346334005	0.335300994	14	0.492822499701674	0.0428686710843286	2	0.479485215185481	NA	-0.602442850286437	-0.0795386583799054
Gcc1	0.0635658593331034	TRUE	-0.0190263676184511	TRUE	-0.0549973909090938	Both mC+hmC DMR	Active_Promoter	0.145327767	0.719283246	2	NA	NA	NA	NA	NA	NA	0.560477244242032
Dgat1	0.0436857185455237	TRUE	-0.0446204569796788	TRUE	-0.0549795615348523	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	0.175751339648055	0.0151421234854729
Srp14	0.0227151138104059	FALSE	-0.044969568761672	TRUE	-0.0549626225461874	hmC DMR only	Other	NA	NA	NA	NA	NA	NA	0.0143738120576697	NA	0.259076107982826	0.100074377125171
Srsf7	0.0267775686652204	TRUE	-0.0410890062618219	TRUE	-0.0549513258752569	Both mC+hmC DMR	Active_Promoter	0.531853343	0.115220618	1	NA	NA	NA	0.739649715659174	NA	0.0811398070563585	0.0458016116194893
Kbtbd11	0.0504140872620712	TRUE	-0.0149006588859654	TRUE	-0.0549383685027983	Both mC+hmC DMR	Active_Promoter	0.059128151	0.901027972	5	0.53103176074628	0.046318305321094	2	0.463139403561036	NA	-0.160522474396967	0.107132906585271
Pgbd5	0.056231011439009	TRUE	-0.0263120727431123	TRUE	-0.0549151248539247	Both mC+hmC DMR	Active_Promoter	0.181440193	0.661426201	20	-0.707865418397903	0.0026634127185598	2	-0.0793982483415941	NA	-0.245886018811095	0.00894823048051033
Podxl2	0.0824870792717156	TRUE	-0.0184261686297233	TRUE	-0.0548830998110879	Both mC+hmC DMR	Active_Promoter	0.088299693	0.848542338	4	NA	NA	NA	0.0909364472066651	NA	-0.619189007114175	-0.0601597372136905
Map1b	0.0512246763696418	TRUE	-0.0337384754434688	TRUE	-0.0548717366191843	Both mC+hmC DMR	Active_Promoter	0.277939178	0.44999129	14	-0.493347938690233	0.0132354445333626	3	0.407529876569864	NA	-0.131994555123342	0.0176002432175334
Denn2b	0.0577424838811242	TRUE	-0.0426292360675202	TRUE	-0.0548570342498308	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rap1gds1	0.0589552228108525	TRUE	-0.0463858665280747	TRUE	-0.054818043444992	Both mC+hmC DMR	Active_Promoter	0.041791145	0.9348809	3	NA	NA	NA	0.835856644442881	NA	-0.258758244406904	-0.00436519282723951
Tmem251	0.0478183609853422	TRUE	-0.00596251818196973	FALSE	-0.0548079092470959	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem80	0.0411891256053376	TRUE	-0.0343941891364486	TRUE	-0.0548052318312275	Both mC+hmC DMR	Other	-0.218225345	0.588645183	1	NA	NA	NA	NA	NA	0.188019432336349	NA
Dnajc7	0.0535417516256635	TRUE	-0.039565923874891	TRUE	-0.0547589791628264	Both mC+hmC DMR	Active_Promoter	-0.418344151	0.229030041	7	NA	NA	NA	NA	NA	0.0212662403351625	0.141702843555337
Acvr1	0.057090995184904	TRUE	-0.0444967586379901	TRUE	-0.0547260940262402	Both mC+hmC DMR	Active_Promoter	0.323431733	0.373648137	5	NA	NA	NA	0.33367945825758	NA	-0.212719407748028	-0.194495962337604
Fntb	0.0743515048138349	TRUE	-0.0342118837998956	TRUE	-0.0547135444474868	Both mC+hmC DMR	Active_Promoter	-0.293258935	0.404141606	4	NA	NA	NA	NA	NA	NA	NA
Nudt16l1	0.000439654590841887	FALSE	-0.0411518023159265	TRUE	-0.0547067348873362	hmC DMR only	Other	0.110086874	0.804752296	1	NA	NA	NA	NA	NA	0.215516209803661	0.161174152566671
Kat14	0.052962895810136	TRUE	-0.0470148021402548	TRUE	-0.0547024620760038	Both mC+hmC DMR	Active_Promoter	0.215057094	0.5935406	3	NA	NA	NA	0.382337284882972	NA	-0.220090406404507	0.0278963749488939
Bola3	0.0626801765263745	TRUE	-0.030898383066227	TRUE	-0.0546910876563148	Both mC+hmC DMR	Other	0.153814795	0.717952088	5	-0.562084225801038	0.0363935577603248	1	-0.180604348343206	NA	-0.0776478977221545	0.0672463290309745
Uts2r	0.0101716852270506	FALSE	-0.0574953613348134	TRUE	-0.0546365761335083	hmC DMR only	Other	0.086386184	0.855174716	1	NA	NA	NA	-0.257617062596654	NA	NA	0.268939946430516
Pgrmc2	0.0591818562066178	TRUE	-0.0380877541736744	TRUE	-0.0546147947977137	Both mC+hmC DMR	Active_Promoter	-0.15358961	0.703376116	4	1.13536632110554	9.56155042414046e-07	2	0.879523746818993	-0.076145990372478	0.0266750940258469	-0.0220780944766796
Slc41a1	0.0624512817391863	TRUE	-0.0318770290204981	TRUE	-0.0546027554462085	Both mC+hmC DMR	Active_Promoter	-0.066562836	0.892426513	4	NA	NA	NA	0.178924499796326	NA	-0.0357347173470117	0.00474801570248243
Zfp740	0.0419772028561789	TRUE	-0.0326824604154773	TRUE	-0.0546023862091513	Both mC+hmC DMR	Active_Promoter	0.057087314	0.900321733	1	NA	NA	NA	NA	NA	0.21397844344662	0.0839150076631902
Pcsk2	0.0510667620946965	TRUE	-0.0442277833703735	TRUE	-0.054598159853826	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.817301732494164	NA	NA	0.0796179273329773
Fbrs	0.0376480433082759	TRUE	-0.0454381602197688	TRUE	-0.0545979034520533	Both mC+hmC DMR	Active_Promoter	0.322268905	0.387699499	1	NA	NA	NA	NA	NA	0.106736873412365	-0.0106313467148292
Nfib	0.0700950392548942	TRUE	-0.0237294096850187	TRUE	-0.0545941814159205	Both mC+hmC DMR	Bivalent_Promoter	1.637883083	2.87e-06	14	-1.03614827614763	0.00129660373476996	14	0.701133325213681	1.90829510222777	-2.99562570958817	-1.88598913176902
Ppp3r1	0.0555953592571079	TRUE	-0.0329605433190218	TRUE	-0.0545905524880081	Both mC+hmC DMR	Active_Promoter	-0.058998163	0.888654739	3	NA	NA	NA	NA	NA	0.207618623368364	0.0596497087149076
Otulin	0.0450916006074328	TRUE	-0.0444030637848611	TRUE	-0.0545819495033859	Both mC+hmC DMR	Active_Promoter	0.263522876	0.500832421	2	-0.515156743847092	0.0447570274696199	1	0.906973903316383	NA	-0.197878135820317	0.0319672816705136
Rpl36al	0.00447359669515268	FALSE	-0.0259568194209929	TRUE	-0.0545352553126664	hmC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0668168605530913
Dr1	0.042562377603876	TRUE	-0.0316141397051296	TRUE	-0.0545084793088452	Both mC+hmC DMR	Active_Promoter	0.065533146	0.890076234	1	NA	NA	NA	NA	NA	0.0397169934016501	0.00943947630243478
Rcan3	0.0969579441804137	TRUE	-0.0271577472218333	TRUE	-0.0544961228120168	Both mC+hmC DMR	Active_Promoter	-0.169649549	0.674656659	2	NA	NA	NA	NA	NA	-0.544918709676079	0.00524787682855721
Mrpl50	0.0325391658416588	TRUE	-0.0372342064733832	TRUE	-0.0544753620501383	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.484036006075391	NA	0.310938684105649	0.138694565232729
Slc7a6os	0.0427418412816424	TRUE	-0.0464209053309754	TRUE	-0.0544596262888051	Both mC+hmC DMR	Active_Promoter	-0.071661452	0.875729177	2	NA	NA	NA	NA	NA	0.130637852076735	0.0714572508516821
Zfp146	0.043096903956102	TRUE	-0.0434057638436577	TRUE	-0.0544478543651164	Both mC+hmC DMR	Other	0.361183763	0.318329411	2	NA	NA	NA	NA	NA	NA	0.0959445989116803
Nfkbil1	0.0357874888810439	TRUE	-0.0433735306572721	TRUE	-0.0544321034868906	Both mC+hmC DMR	Active_Promoter	-0.148382525	0.72317736	1	NA	NA	NA	NA	NA	0.154682160995218	0.123984312735508
Sncb	0.0447002190777111	TRUE	0.00261458868765549	FALSE	-0.0543272024665993	mC DMR only	Active_Promoter	0.301613631	0.410689937	2	NA	NA	NA	-0.772435871919891	NA	0.0382332992229171	0.0932562602759909
Gga3	0.0575090102884651	TRUE	-0.0394201705602416	TRUE	-0.0542748310582692	Both mC+hmC DMR	Active_Promoter	-0.284957637	0.458273912	3	NA	NA	NA	NA	NA	0.120215707556703	NA
Fam107b	0.0783636379478725	TRUE	-0.037967949878282	TRUE	-0.054265925166983	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	-0.809633975949835	0.00028922384442348	4	0.655054413463364	NA	-0.148092277158692	-0.420830280480426
Ano3	0.0523855149271684	TRUE	-0.0468669458139753	TRUE	-0.0542553612613648	Both mC+hmC DMR	Active_Promoter	-0.347622949	0.345128356	1	NA	NA	NA	1.20503356848282	NA	-1.2700837642998	-0.149065422660776
Zfp949	0.0531867048662198	TRUE	-0.0386890377975232	TRUE	-0.0542446136356331	Both mC+hmC DMR	Active_Promoter	-0.236185938	0.52682483	3	NA	NA	NA	NA	NA	0.126610032692878	0.0321627832468443
Ncoa4	0.0530630168689109	TRUE	-0.0396320977744635	TRUE	-0.0541977383775794	Both mC+hmC DMR	Active_Promoter	0.331826498	0.374907284	3	-1.10589823040691	0.000565042258896274	1	NA	NA	0.0144854847523337	0.0893431166389779
Mrpl48	0.062108784472164	TRUE	-0.035351173995314	TRUE	-0.0541844542263549	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.184565881196267	NA
