gene_symbol	gene_class	feature_idx	feature_label	distance_to_tss	k27ac_class
Atf5	DEG_up	893	P60	348890.5	lost_k27ac
Atf5	DEG_up	894	P60	379292.5	lost_k27ac
Atf5	DEG_up	895	P60	890496.5	stable_k27ac
Atf5	DEG_up	896	P60	1320359.5	gained_k27ac
Atf5	DEG_up	897	P60	1688147	lost_k27ac
Atf5	DEG_up	898	P60	1902394	lost_k27ac
Myod1	DEG_up	891	P60	1932576	stable_k27ac
Myod1	DEG_up	892	P60	1759982	lost_k27ac
Myod1	DEG_up	893	P60	1210925.5	lost_k27ac
Myod1	DEG_up	894	P60	1180523.5	lost_k27ac
Myod1	DEG_up	895	P60	669319.5	stable_k27ac
Myod1	DEG_up	896	P60	239456.5	gained_k27ac
Myod1	DEG_up	897	P60	128331	lost_k27ac
Myod1	DEG_up	898	P60	342578	lost_k27ac
Lrrc28	DEG_down	905	P60	136012	lost_k27ac
A730056A06Rik	DEG_down	906	P60	230355	stable_k27ac
A730056A06Rik	DEG_down	907	P60	1022554.5	lost_k27ac
A730056A06Rik	DEG_down	908	P60	1906925	lost_k27ac
St8sia2	DEG_up	906	P60	407561	stable_k27ac
St8sia2	DEG_up	907	P60	384638.5	lost_k27ac
St8sia2	DEG_up	908	P60	1269009	lost_k27ac
Mfge8	DEG_up	909	P60	755129.5	lost_k27ac
Mfge8	DEG_up	910	P60	638307	stable_k27ac
Mfge8	DEG_up	911	P60	576204	stable_k27ac
Mfge8	DEG_up	912	P60	370990.5	lost_k27ac
Mfge8	DEG_up	913	P60	1494683	lost_k27ac
Homer2	DEG_down	913	P60	1063784	lost_k27ac
Homer2	DEG_down	914	P60	2022619	lost_k27ac
Stard5	DEG_down	914	P60	98187	lost_k27ac
Fah	DEG_down	914	P60	876576	lost_k27ac
Sytl2	DEG_down	915	P60	1957350.5	lost_k27ac
Dlg2	DEG_down	915	P60	1782371.5	lost_k27ac
Aamdc	DEG_down	916	P60	163194.5	lost_k27ac
Acer3	DEG_down	916	P60	904905.5	lost_k27ac
Arrb1	DEG_down	841	P60	1794750	lost_k27ac
Chrdl2	DEG_down	841	P60	1323812	lost_k27ac
Ucp2	DEG_up	841	P60	836879	lost_k27ac
Stk33	DEG_down	843	P60	402614.5	lost_k27ac
Dennd2b	DEG_down	843	P60	667138.5	lost_k27ac
Swap70	DEG_down	843	P60	1185244.5	lost_k27ac
Swap70	DEG_down	844	P60	2033334.5	lost_k27ac
Mical2	DEG_down	844	P60	29189.5	lost_k27ac
Parva	DEG_down	844	P60	172459.5	lost_k27ac
Gpr139	DEG_up	845	P60	927166	lost_k27ac
Gpr139	DEG_up	846	P60	1669971	stable_k27ac
Ldaf1	DEG_down	845	P60	1844916	lost_k27ac
Ldaf1	DEG_down	846	P60	752221	stable_k27ac
Ldaf1	DEG_down	847	P60	1835682.5	stable_k27ac
Eef2k	DEG_down	846	P60	11743	stable_k27ac
Eef2k	DEG_down	847	P60	1095204.5	stable_k27ac
Eef2k	DEG_down	848	P60	1518585	gained_k27ac
Arhgap17	DEG_down	847	P60	1431879.5	stable_k27ac
Arhgap17	DEG_down	848	P60	1008499	gained_k27ac
Arhgap17	DEG_down	849	P60	37029	lost_k27ac
Zkscan2	DEG_down	847	P60	1562413.5	stable_k27ac
Zkscan2	DEG_down	848	P60	1139033	gained_k27ac
Zkscan2	DEG_down	849	P60	93505	lost_k27ac
Tufm	DEG_up	850	P60	217002.5	lost_k27ac
Tufm	DEG_up	851	P60	468514	stable_k27ac
Tufm	DEG_up	852	P60	521119.5	stable_k27ac
Tufm	DEG_up	853	P60	532658	stable_k27ac
Tufm	DEG_up	854	P60	538191.5	stable_k27ac
Tufm	DEG_up	855	P60	1330110	stable_k27ac
Doc2a	DEG_up	850	P60	577057.5	lost_k27ac
Doc2a	DEG_up	851	P60	108459	stable_k27ac
Doc2a	DEG_up	852	P60	161064.5	stable_k27ac
Doc2a	DEG_up	853	P60	172603	stable_k27ac
Doc2a	DEG_up	854	P60	178136.5	stable_k27ac
Doc2a	DEG_up	855	P60	970055	stable_k27ac
Septin1	DEG_up	850	P60	962287.5	lost_k27ac
Septin1	DEG_up	851	P60	276771	stable_k27ac
Septin1	DEG_up	852	P60	224165.5	stable_k27ac
Septin1	DEG_up	853	P60	212627	stable_k27ac
Septin1	DEG_up	854	P60	207093.5	stable_k27ac
Septin1	DEG_up	855	P60	584825	stable_k27ac
Orai3	DEG_up	850	P60	1499456.5	lost_k27ac
Orai3	DEG_up	851	P60	813940	stable_k27ac
Orai3	DEG_up	852	P60	761334.5	stable_k27ac
Orai3	DEG_up	853	P60	749796	stable_k27ac
Orai3	DEG_up	854	P60	744262.5	stable_k27ac
Orai3	DEG_up	855	P60	47656	stable_k27ac
Dhx32	DEG_down	857	P60	1505992	lost_k27ac
Dhx32	DEG_down	858	P60	1047800.5	lost_k27ac
Dhx32	DEG_down	859	P60	889846	lost_k27ac
Dhx32	DEG_down	860	P60	764910	lost_k27ac
Dhx32	DEG_down	861	P60	702169	stable_k27ac
Tcerg1l	DEG_down	862	P60	689607.5	stable_k27ac
Tcerg1l	DEG_down	863	P60	1040781.5	lost_k27ac
Tcerg1l	DEG_down	864	P60	1507871	gained_k27ac
Zfp941	DEG_down	862	P60	1734840.5	stable_k27ac
Zfp941	DEG_down	863	P60	1383666.5	lost_k27ac
Zfp941	DEG_down	864	P60	916577	gained_k27ac
Zfp941	DEG_down	865	P60	613780	stable_k27ac
Zfp941	DEG_down	866	P60	679703.5	lost_k27ac
Zfp941	DEG_down	867	P60	1154835.5	gained_k27ac
Zfp941	DEG_down	868	P60	1543733	stable_k27ac
Lsp1	DEG_up	865	P60	1024851	stable_k27ac
Lsp1	DEG_up	866	P60	958927.5	lost_k27ac
Lsp1	DEG_up	867	P60	483795.5	gained_k27ac
Lsp1	DEG_up	868	P60	94898	stable_k27ac
H19	DEG_up	865	P60	1142185	stable_k27ac
H19	DEG_up	866	P60	1076261.5	lost_k27ac
H19	DEG_up	867	P60	601129.5	gained_k27ac
H19	DEG_up	868	P60	212232	stable_k27ac
H19	DEG_up	869	P60	1963392.5	stable_k27ac
Cdkn1c	DEG_up	866	P60	1959168.5	lost_k27ac
Cdkn1c	DEG_up	867	P60	1484036.5	gained_k27ac
Cdkn1c	DEG_up	868	P60	1095139	stable_k27ac
Cdkn1c	DEG_up	869	P60	1080485.5	stable_k27ac
Cdkn1c	DEG_up	870	P60	1840370	stable_k27ac
Cdkn1c	DEG_up	871	P60	1874225	lost_k27ac
Osbpl5	DEG_up	867	P60	1779971.5	gained_k27ac
Osbpl5	DEG_up	868	P60	1391074	stable_k27ac
Osbpl5	DEG_up	869	P60	784550.5	stable_k27ac
Osbpl5	DEG_up	870	P60	1544435	stable_k27ac
Osbpl5	DEG_up	871	P60	1578290	lost_k27ac
Gas6	DEG_down	928	P60	1702468.5	lost_k27ac
Gas6	DEG_down	946	P60	580972	lost_k27ac
Gas6	DEG_down	947	P60	508602.5	gained_k27ac
Gas6	DEG_down	948	P60	151357	gained_k27ac
Gas6	DEG_down	949	P60	1513717.5	lost_k27ac
Zmat4	DEG_down	951	P60	1089023	lost_k27ac
Zmat4	DEG_down	952	P60	607614	gained_k27ac
Zmat4	DEG_down	953	P60	1898705.5	gained_k27ac
Fut10	DEG_down	954	P60	70312	lost_k27ac
Dusp4	DEG_down	955	P60	1134500.5	lost_k27ac
Dusp4	DEG_down	956	P60	1293666	stable_k27ac
Dusp4	DEG_down	957	P60	1687753.5	lost_k27ac
Prag1	DEG_down	955	P60	153030.5	lost_k27ac
Prag1	DEG_down	956	P60	6135	stable_k27ac
Prag1	DEG_down	957	P60	400222.5	lost_k27ac
Lonrf1	DEG_down	955	P60	307718.5	lost_k27ac
Lonrf1	DEG_down	956	P60	148553	stable_k27ac
Lonrf1	DEG_down	957	P60	245534.5	lost_k27ac
Dlc1	DEG_down	955	P60	1011345.5	lost_k27ac
Dlc1	DEG_down	956	P60	852180	stable_k27ac
Dlc1	DEG_down	957	P60	458092.5	lost_k27ac
Slc7a2	DEG_down	958	P60	156725	lost_k27ac
Galnt7	DEG_down	959	P60	59177.5	lost_k27ac
AW046200	DEG_down	959	P60	57902.5	lost_k27ac
Galntl6	DEG_down	959	P60	1318785.5	lost_k27ac
BC030500	DEG_down	959	P60	1317900.5	lost_k27ac
Marchf1	DEG_down	960	P60	973791	lost_k27ac
Psd3	DEG_down	961	P60	475698	lost_k27ac
Gmip	DEG_up	962	P60	618072.5	gained_k27ac
Gmip	DEG_up	963	P60	772867	stable_k27ac
Gmip	DEG_up	964	P60	894389.5	lost_k27ac
Gmip	DEG_up	965	P60	1860779	stable_k27ac
Lpar2	DEG_up	962	P60	604322.5	gained_k27ac
Lpar2	DEG_up	963	P60	759117	stable_k27ac
Lpar2	DEG_up	964	P60	880639.5	lost_k27ac
Lpar2	DEG_up	965	P60	1847029	stable_k27ac
Ifi30	DEG_up	962	P60	339911.5	gained_k27ac
Ifi30	DEG_up	963	P60	185117	stable_k27ac
Ifi30	DEG_up	964	P60	63594.5	lost_k27ac
Ifi30	DEG_up	965	P60	902795	stable_k27ac
Kcnn1	DEG_up	962	P60	436506.5	gained_k27ac
Kcnn1	DEG_up	963	P60	281712	stable_k27ac
Kcnn1	DEG_up	964	P60	160189.5	lost_k27ac
Kcnn1	DEG_up	965	P60	806200	stable_k27ac
Niban3	DEG_up	962	P60	1170896.5	gained_k27ac
Niban3	DEG_up	963	P60	1016102	stable_k27ac
Niban3	DEG_up	964	P60	894579.5	lost_k27ac
Niban3	DEG_up	965	P60	71810	stable_k27ac
Zfp709	DEG_up	962	P60	1455267.5	gained_k27ac
Zfp709	DEG_up	963	P60	1300473	stable_k27ac
Zfp709	DEG_up	964	P60	1178950.5	lost_k27ac
Zfp709	DEG_up	965	P60	212561	stable_k27ac
Clgn	DEG_up	966	P60	194612	lost_k27ac
Clgn	DEG_up	967	P60	517601	stable_k27ac
Clgn	DEG_up	968	P60	967674.5	lost_k27ac
Clgn	DEG_up	969	P60	1108955.5	gained_k27ac
Clgn	DEG_up	970	P60	1247997.5	stable_k27ac
Clgn	DEG_up	971	P60	1367568	gained_k27ac
Clgn	DEG_up	972	P60	1537427.5	lost_k27ac
Samd1	DEG_up	966	P60	802417	lost_k27ac
Samd1	DEG_up	967	P60	90204	stable_k27ac
Samd1	DEG_up	968	P60	359869.5	lost_k27ac
Samd1	DEG_up	969	P60	501150.5	gained_k27ac
Samd1	DEG_up	970	P60	640192.5	stable_k27ac
Samd1	DEG_up	971	P60	759763	gained_k27ac
Samd1	DEG_up	972	P60	929622.5	lost_k27ac
Nfix	DEG_up	966	P60	1605089	lost_k27ac
Nfix	DEG_up	967	P60	892876	stable_k27ac
Nfix	DEG_up	968	P60	442802.5	lost_k27ac
Nfix	DEG_up	969	P60	301521.5	gained_k27ac
Nfix	DEG_up	970	P60	162479.5	stable_k27ac
Nfix	DEG_up	971	P60	42909	gained_k27ac
Nfix	DEG_up	972	P60	126950.5	lost_k27ac
Nfix	DEG_up	973	P60	1748927.5	lost_k27ac
Phkb	DEG_down	967	P60	1933491	stable_k27ac
Phkb	DEG_down	968	P60	1483417.5	lost_k27ac
Phkb	DEG_down	969	P60	1342136.5	gained_k27ac
Phkb	DEG_down	970	P60	1203094.5	stable_k27ac
Phkb	DEG_down	971	P60	1083524	gained_k27ac
Phkb	DEG_down	972	P60	913664.5	lost_k27ac
Phkb	DEG_down	973	P60	708312.5	lost_k27ac
Phkb	DEG_down	974	P60	1385436	lost_k27ac
Phkb	DEG_down	975	P60	1444932.5	lost_k27ac
Phkb	DEG_down	976	P60	1660819	gained_k27ac
Phkb	DEG_down	977	P60	1836692	lost_k27ac
4933402J07Rik	DEG_down	973	P60	1014581.5	lost_k27ac
4933402J07Rik	DEG_down	974	P60	337458	lost_k27ac
4933402J07Rik	DEG_down	975	P60	277961.5	lost_k27ac
4933402J07Rik	DEG_down	976	P60	62075	gained_k27ac
4933402J07Rik	DEG_down	977	P60	113798	lost_k27ac
Cyld	DEG_down	974	P60	1470633	lost_k27ac
Cyld	DEG_down	975	P60	1411136.5	lost_k27ac
Cyld	DEG_down	976	P60	1195250	gained_k27ac
Cyld	DEG_down	977	P60	1019377	lost_k27ac
Lpcat2	DEG_down	978	P60	1991959.5	lost_k27ac
Lpcat2	DEG_down	979	P60	1037124.5	gained_k27ac
Ogfod1	DEG_down	979	P60	144734.5	gained_k27ac
Adgrg1	DEG_up	979	P60	1082287.5	gained_k27ac
Setd6	DEG_up	979	P60	1823417.5	gained_k27ac
Exoc3l	DEG_down	917	P60	172776.5	stable_k27ac
Exoc3l	DEG_down	918	P60	407055.5	stable_k27ac
Slc9a5	DEG_down	917	P60	120034.5	stable_k27ac
Slc9a5	DEG_down	918	P60	354313.5	stable_k27ac
Hydin	DEG_down	919	P60	95074	lost_k27ac
Hydin	DEG_down	920	P60	417465.5	lost_k27ac
Hydin	DEG_down	921	P60	620309.5	lost_k27ac
Hydin	DEG_down	922	P60	680811.5	lost_k27ac
Hydin	DEG_down	923	P60	1458624.5	stable_k27ac
Mlkl	DEG_down	919	P60	1166274	lost_k27ac
Mlkl	DEG_down	920	P60	653734.5	lost_k27ac
Mlkl	DEG_down	921	P60	450890.5	lost_k27ac
Mlkl	DEG_down	922	P60	390388.5	lost_k27ac
Mlkl	DEG_down	923	P60	387424.5	stable_k27ac
Fa2h	DEG_down	919	P60	1221921	lost_k27ac
Fa2h	DEG_down	920	P60	709381.5	lost_k27ac
Fa2h	DEG_down	921	P60	506537.5	lost_k27ac
Fa2h	DEG_down	922	P60	446035.5	lost_k27ac
Fa2h	DEG_down	923	P60	331777.5	stable_k27ac
Tmem170	DEG_down	919	P60	1704847	lost_k27ac
Tmem170	DEG_down	920	P60	1192307.5	lost_k27ac
Tmem170	DEG_down	921	P60	989463.5	lost_k27ac
Tmem170	DEG_down	922	P60	928961.5	lost_k27ac
Tmem170	DEG_down	923	P60	151148.5	stable_k27ac
Wwox	DEG_down	924	P60	67198	lost_k27ac
Wwox	DEG_down	925	P60	154200	lost_k27ac
Wwox	DEG_down	926	P60	230830	lost_k27ac
Maf	DEG_down	924	P60	1200941	lost_k27ac
Maf	DEG_down	925	P60	1113939	lost_k27ac
Maf	DEG_down	926	P60	1037309	lost_k27ac
Maf	DEG_down	927	P60	1142775.5	lost_k27ac
Cdyl2	DEG_down	927	P60	117578.5	lost_k27ac
Hsdl1	DEG_up	929	P60	567396.5	stable_k27ac
Hsdl1	DEG_up	930	P60	966785	lost_k27ac
Pgbd5	DEG_down	933	P60	1787660	gained_k27ac
Pgbd5	DEG_down	934	P60	1695265	stable_k27ac
Pgbd5	DEG_down	935	P60	1562440.5	gained_k27ac
Pgbd5	DEG_down	936	P60	1009141.5	lost_k27ac
Pgbd5	DEG_down	937	P60	584186	lost_k27ac
Pgbd5	DEG_down	938	P60	154656.5	lost_k27ac
Pgbd5	DEG_down	939	P60	34962.5	stable_k27ac
Pgbd5	DEG_down	940	P60	47092.5	lost_k27ac
Pgbd5	DEG_down	941	P60	1528865	lost_k27ac
Pgbd5	DEG_down	942	P60	1576809	stable_k27ac
Pgbd5	DEG_down	943	P60	1898055.5	stable_k27ac
Sipa1l2	DEG_down	937	P60	1714336	lost_k27ac
Sipa1l2	DEG_down	938	P60	1284806.5	lost_k27ac
Sipa1l2	DEG_down	939	P60	1165112.5	stable_k27ac
Sipa1l2	DEG_down	940	P60	1083057.5	lost_k27ac
Sipa1l2	DEG_down	941	P60	398715	lost_k27ac
Sipa1l2	DEG_down	942	P60	446659	stable_k27ac
Sipa1l2	DEG_down	943	P60	767905.5	stable_k27ac
Sipa1l2	DEG_down	944	P60	960893.5	lost_k27ac
Sipa1l2	DEG_down	945	P60	1020336.5	stable_k27ac
Ntpcr	DEG_down	937	P60	1874491	lost_k27ac
Ntpcr	DEG_down	938	P60	1444961.5	lost_k27ac
Ntpcr	DEG_down	939	P60	1325267.5	stable_k27ac
Ntpcr	DEG_down	940	P60	1243212.5	lost_k27ac
Ntpcr	DEG_down	941	P60	238560	lost_k27ac
Ntpcr	DEG_down	942	P60	286504	stable_k27ac
Ntpcr	DEG_down	943	P60	607750.5	stable_k27ac
Ntpcr	DEG_down	944	P60	800738.5	lost_k27ac
Ntpcr	DEG_down	945	P60	860181.5	stable_k27ac
Nrp1	DEG_up	943	P60	2020890.5	stable_k27ac
Nrp1	DEG_up	944	P60	1827902.5	lost_k27ac
Nrp1	DEG_up	945	P60	1768459.5	stable_k27ac
Olfm2	DEG_up	998	P60	494139.5	stable_k27ac
Olfm2	DEG_up	999	P60	1019147	lost_k27ac
Olfm2	DEG_up	1000	P60	1293218.5	lost_k27ac
Kank2	DEG_down	998	P60	558255.5	stable_k27ac
Kank2	DEG_down	999	P60	33248	lost_k27ac
Kank2	DEG_down	1000	P60	240823.5	lost_k27ac
Rgl3	DEG_down	998	P60	748957.5	stable_k27ac
Rgl3	DEG_down	999	P60	223950	lost_k27ac
Rgl3	DEG_down	1000	P60	50121.5	lost_k27ac
Matcap2	DEG_down	998	P60	1171024.5	stable_k27ac
Matcap2	DEG_down	999	P60	646017	lost_k27ac
Matcap2	DEG_down	1000	P60	371945.5	lost_k27ac
Bbs9	DEG_down	998	P60	1235226.5	stable_k27ac
Bbs9	DEG_down	999	P60	710219	lost_k27ac
Bbs9	DEG_down	1000	P60	436147.5	lost_k27ac
Acad8	DEG_down	1001	P60	189239	lost_k27ac
Acad8	DEG_down	1002	P60	318209	gained_k27ac
Igsf9b	DEG_down	1001	P60	110399	lost_k27ac
Igsf9b	DEG_down	1002	P60	18571	gained_k27ac
Igsf9b	DEG_down	1003	P60	1989664	gained_k27ac
Opcml	DEG_down	1001	P60	602142	lost_k27ac
Opcml	DEG_down	1002	P60	473172	gained_k27ac
Opcml	DEG_down	1003	P60	1497921	gained_k27ac
Opcml	DEG_down	1004	P60	1766042	lost_k27ac
Snx19	DEG_down	1003	P60	1138240	gained_k27ac
Snx19	DEG_down	1004	P60	870119	lost_k27ac
Snx19	DEG_down	1005	P60	887239.5	lost_k27ac
Dcps	DEG_down	1006	P60	236825.5	lost_k27ac
Dcps	DEG_down	1007	P60	162193	lost_k27ac
Cdon	DEG_down	1006	P60	481892.5	lost_k27ac
Cdon	DEG_down	1007	P60	82874	lost_k27ac
Crtam	DEG_down	1008	P60	637936.5	lost_k27ac
Crtam	DEG_down	1009	P60	485101.5	lost_k27ac
Crtam	DEG_down	1010	P60	263754.5	lost_k27ac
Crtam	DEG_down	1011	P60	81844	lost_k27ac
Crtam	DEG_down	1012	P60	147891	lost_k27ac
Crtam	DEG_down	1013	P60	188239	lost_k27ac
Crtam	DEG_down	1014	P60	1080109.5	lost_k27ac
Ubash3b	DEG_down	1008	P60	794996.5	lost_k27ac
Ubash3b	DEG_down	1009	P60	642161.5	lost_k27ac
Ubash3b	DEG_down	1010	P60	420814.5	lost_k27ac
Ubash3b	DEG_down	1011	P60	75216	lost_k27ac
Ubash3b	DEG_down	1012	P60	9169	lost_k27ac
Ubash3b	DEG_down	1013	P60	31179	lost_k27ac
Ubash3b	DEG_down	1014	P60	923049.5	lost_k27ac
Tecta	DEG_up	1008	P60	2033237.5	lost_k27ac
Tecta	DEG_up	1009	P60	1880402.5	lost_k27ac
Tecta	DEG_up	1010	P60	1659055.5	lost_k27ac
Tecta	DEG_up	1011	P60	1313457	lost_k27ac
Tecta	DEG_up	1012	P60	1247410	lost_k27ac
Tecta	DEG_up	1013	P60	1207062	lost_k27ac
Tecta	DEG_up	1014	P60	315191.5	lost_k27ac
Tecta	DEG_up	1015	P60	1684819.5	lost_k27ac
Gm10687	DEG_down	1014	P60	2049747.5	lost_k27ac
Gm10687	DEG_down	1015	P60	49736.5	lost_k27ac
Gm10687	DEG_down	1016	P60	359376	stable_k27ac
Gm10687	DEG_down	1017	P60	952199	stable_k27ac
Gm10687	DEG_down	1018	P60	982649.5	stable_k27ac
Gm10687	DEG_down	1019	P60	1480294	lost_k27ac
Mcam	DEG_down	1014	P60	2049731.5	lost_k27ac
Mcam	DEG_down	1015	P60	49720.5	lost_k27ac
Mcam	DEG_down	1016	P60	359392	stable_k27ac
Mcam	DEG_down	1017	P60	952215	stable_k27ac
Mcam	DEG_down	1018	P60	982665.5	stable_k27ac
Mcam	DEG_down	1019	P60	1480310	lost_k27ac
Cadm1	DEG_down	1019	P60	1915394	lost_k27ac
Cadm1	DEG_down	1020	P60	1203633	stable_k27ac
Nxpe2	DEG_down	1020	P60	380352	stable_k27ac
Usp28	DEG_down	1020	P60	251569	stable_k27ac
Usp28	DEG_down	1021	P60	1742816.5	stable_k27ac
Zw10	DEG_down	1020	P60	321807	stable_k27ac
Zw10	DEG_down	1021	P60	1672578.5	stable_k27ac
Exph5	DEG_down	1022	P60	28568	lost_k27ac
Tnfaip8l3	DEG_down	1022	P60	738150	lost_k27ac
Tnfaip8l3	DEG_down	1023	P60	1305982	gained_k27ac
Sh2d7	DEG_down	1022	P60	1203908	lost_k27ac
Sh2d7	DEG_down	1023	P60	840224	gained_k27ac
Sh2d7	DEG_down	1024	P60	1748098.5	no_diffbind_peak
Cib2	DEG_down	1022	P60	1229980	lost_k27ac
Cib2	DEG_down	1023	P60	814152	gained_k27ac
Cib2	DEG_down	1024	P60	1722026.5	no_diffbind_peak
Dnaja4	DEG_down	1022	P60	1368635	lost_k27ac
Dnaja4	DEG_down	1023	P60	675497	gained_k27ac
Dnaja4	DEG_down	1024	P60	1583371.5	no_diffbind_peak
Nrg4	DEG_down	1022	P60	1996606	lost_k27ac
Nrg4	DEG_down	1023	P60	47526	gained_k27ac
Nrg4	DEG_down	1024	P60	955400.5	no_diffbind_peak
Peak1	DEG_down	1023	P60	1043697	gained_k27ac
Peak1	DEG_down	1024	P60	135822.5	no_diffbind_peak
Peak1	DEG_down	1025	P60	1526688.5	gained_k27ac
Islr	DEG_up	1024	P60	1922061.5	no_diffbind_peak
Islr	DEG_up	1025	P60	259550.5	gained_k27ac
Islr	DEG_up	1026	P60	319014.5	lost_k27ac
Pml	DEG_down	1024	P60	1967541.5	no_diffbind_peak
Pml	DEG_down	1025	P60	305030.5	gained_k27ac
Pml	DEG_down	1026	P60	273534.5	lost_k27ac
Cd276	DEG_down	1025	P60	610681.5	gained_k27ac
Cd276	DEG_down	1026	P60	32116.5	lost_k27ac
Hcn4	DEG_up	1025	P60	878656.5	gained_k27ac
Hcn4	DEG_up	1026	P60	300091.5	lost_k27ac
Celf6	DEG_up	1025	P60	1633161.5	gained_k27ac
Celf6	DEG_up	1026	P60	1054596.5	lost_k27ac
Map2k5	DEG_down	1027	P60	1021406.5	gained_k27ac
Map2k5	DEG_down	1028	P60	889916	gained_k27ac
Map2k5	DEG_down	1029	P60	1018491	gained_k27ac
Map2k5	DEG_down	1030	P60	1086567.5	gained_k27ac
Map2k5	DEG_down	1031	P60	1216813	gained_k27ac
Ankdd1a	DEG_down	1029	P60	1123800	gained_k27ac
Ankdd1a	DEG_down	1030	P60	1055723.5	gained_k27ac
Ankdd1a	DEG_down	1031	P60	925478	gained_k27ac
Ankdd1a	DEG_down	1032	P60	1056138.5	stable_k27ac
Rbpms2	DEG_up	1029	P60	1233255	gained_k27ac
Rbpms2	DEG_up	1030	P60	1165178.5	gained_k27ac
Rbpms2	DEG_up	1031	P60	1034933	gained_k27ac
Rbpms2	DEG_up	1032	P60	946683.5	stable_k27ac
Car12	DEG_down	1032	P60	137354.5	stable_k27ac
Fam81a	DEG_up	1033	P60	518627.5	stable_k27ac
Fam81a	DEG_up	1034	P60	800947.5	lost_k27ac
Lipc	DEG_down	1033	P60	291038.5	stable_k27ac
Lipc	DEG_down	1034	P60	8718.5	lost_k27ac
Cgnl1	DEG_down	1033	P60	1110414.5	stable_k27ac
Cgnl1	DEG_down	1034	P60	828094.5	lost_k27ac
Rab27a	DEG_down	1035	P60	1940576.5	stable_k27ac
Bmp5	DEG_down	1035	P60	789933.5	stable_k27ac
Bmp5	DEG_down	1036	P60	461937.5	lost_k27ac
Bmp5	DEG_down	1037	P60	355980.5	lost_k27ac
Hmgcll1	DEG_down	1035	P60	1029424.5	stable_k27ac
Hmgcll1	DEG_down	1036	P60	701428.5	lost_k27ac
Hmgcll1	DEG_down	1037	P60	595471.5	lost_k27ac
Mlip	DEG_down	1037	P60	1928532.5	lost_k27ac
Mthfs	DEG_down	1038	P60	1486902	lost_k27ac
Mthfs	DEG_down	1039	P60	1920616	lost_k27ac
Minar1	DEG_down	1038	P60	1074453	lost_k27ac
Minar1	DEG_down	1039	P60	1508167	lost_k27ac
Minar1	DEG_down	1040	P60	1744182	lost_k27ac
Rasgrf1	DEG_down	1038	P60	787670	lost_k27ac
Rasgrf1	DEG_down	1039	P60	1221384	lost_k27ac
Rasgrf1	DEG_down	1040	P60	1457399	lost_k27ac
Plod2	DEG_down	1038	P60	1844645	lost_k27ac
Plod2	DEG_down	1039	P60	1410931	lost_k27ac
Plod2	DEG_down	1040	P60	1174916	lost_k27ac
Plod2	DEG_down	1041	P60	541593	lost_k27ac
Plod2	DEG_down	1042	P60	1989992	stable_k27ac
Slc9a9	DEG_down	1042	P60	137694	stable_k27ac
Pcolce2	DEG_down	1042	P60	1105386	stable_k27ac
Pcolce2	DEG_down	1043	P60	1070638	lost_k27ac
Pcolce2	DEG_down	1044	P60	1217111.5	stable_k27ac
Pxylp1	DEG_down	1043	P60	184430	lost_k27ac
Pxylp1	DEG_down	1044	P60	37956.5	stable_k27ac
Clstn2	DEG_up	1043	P60	1324942	lost_k27ac
Clstn2	DEG_up	1044	P60	1178468.5	stable_k27ac
Dzip1l	DEG_down	980	P60	834386.5	lost_k27ac
Slc35g2	DEG_down	980	P60	107207.5	lost_k27ac
Slc35g2	DEG_down	981	P60	1701544	lost_k27ac
Ky	DEG_down	981	P60	233116	lost_k27ac
Ky	DEG_down	982	P60	608513	gained_k27ac
Ky	DEG_down	983	P60	1073796	gained_k27ac
Topbp1	DEG_up	981	P60	1032581	lost_k27ac
Topbp1	DEG_up	982	P60	190952	gained_k27ac
Topbp1	DEG_up	983	P60	274331	gained_k27ac
Grm2	DEG_up	984	P60	193312	stable_k27ac
Grm2	DEG_up	985	P60	608264.5	lost_k27ac
Grm2	DEG_up	986	P60	691948.5	stable_k27ac
Grm2	DEG_up	987	P60	962662	lost_k27ac
Grm2	DEG_up	988	P60	1416757.5	stable_k27ac
Grm2	DEG_up	989	P60	1493826.5	gained_k27ac
Hemk1	DEG_down	984	P60	875580	stable_k27ac
Hemk1	DEG_down	985	P60	74003.5	lost_k27ac
Hemk1	DEG_down	986	P60	9680.5	stable_k27ac
Hemk1	DEG_down	987	P60	280394	lost_k27ac
Hemk1	DEG_down	988	P60	734489.5	stable_k27ac
Hemk1	DEG_down	989	P60	811558.5	gained_k27ac
6430571L13Rik	DEG_down	984	P60	877832	stable_k27ac
6430571L13Rik	DEG_down	985	P60	76255.5	lost_k27ac
6430571L13Rik	DEG_down	986	P60	7428.5	stable_k27ac
6430571L13Rik	DEG_down	987	P60	278142	lost_k27ac
6430571L13Rik	DEG_down	988	P60	732237.5	stable_k27ac
6430571L13Rik	DEG_down	989	P60	809306.5	gained_k27ac
Impdh2	DEG_up	985	P60	1295939.5	lost_k27ac
Impdh2	DEG_up	986	P60	1212255.5	stable_k27ac
Impdh2	DEG_up	987	P60	941542	lost_k27ac
Impdh2	DEG_up	988	P60	487446.5	stable_k27ac
Impdh2	DEG_up	989	P60	410377.5	gained_k27ac
Impdh2	DEG_up	990	P60	1500795.5	stable_k27ac
Trank1	DEG_up	990	P60	1250657.5	stable_k27ac
Trank1	DEG_up	991	P60	627370.5	stable_k27ac
Trank1	DEG_up	992	P60	894770.5	stable_k27ac
Susd5	DEG_up	992	P60	1850630.5	stable_k27ac
