loop_id	direction	ctcf_anchor_count	ctcf_anchor	ctcf_end_type	other_end_type	loop_type_extended
loop_18743	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_16160	up_in_mutant	1	2	Active_Promoter	Bivalent_Promoter	Active_Promoter-Bivalent_Promoter
loop_16230	up_in_mutant	1	1	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_19079	up_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_16537	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_6796	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_12879	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_16751	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_14481	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_16901	up_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_16909	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_16952	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_16317	up_in_mutant	1	1	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_17083	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_17183	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_17086	up_in_mutant	1	2	Active_Enhancer	Other	Active_Enhancer-Other
loop_17091	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_21635	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_8348	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_8340	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_18800	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_8394	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_17290	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_9044	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_21726	up_in_mutant	1	2	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_9092	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_9798	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_17346	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_21855	up_in_mutant	1	1	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_19239	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_19238	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_20876	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_17433	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_12734	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_21990	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_19511	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_17519	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_17567	up_in_mutant	1	1	CTCF_Site	Bivalent_Promoter	Bivalent_Promoter-CTCF_Site
loop_17569	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_22104	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_17626	up_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_17629	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_22190	up_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_22225	up_in_mutant	1	2	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_17706	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_22291	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_22297	up_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_22299	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_17761	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_17774	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_21674	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_17792	down_in_mutant	1	1	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_12836	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_22093	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_15375	up_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_17960	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_55	down_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_58	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_293	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_305	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_412	down_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_11032	down_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_440	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_575	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_585	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_590	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_627	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_757	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_863	down_in_mutant	1	1	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_962	down_in_mutant	1	1	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_1095	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1109	down_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_1177	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_1226	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_1354	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_1385	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_1461	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_1516	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_1543	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_1594	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_1612	down_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_1631	down_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_17448	down_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1730	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_1881	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_1926	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2337	down_in_mutant	1	2	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_1972	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2035	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_2037	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_2061	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_2062	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_2073	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_2088	down_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_2117	down_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_2155	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_18727	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2314	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2325	up_in_mutant	1	2	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_8679	down_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_2338	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2368	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2387	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2415	down_in_mutant	1	2	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_2565	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_2573	down_in_mutant	1	2	Active_Promoter	Bivalent_Promoter	Active_Promoter-Bivalent_Promoter
loop_2614	down_in_mutant	1	2	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_2650	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_2670	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_2791	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_11085	down_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_2811	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_2931	down_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_2966	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_3007	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_3091	down_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_3226	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_3233	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_3386	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_3466	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_3566	down_in_mutant	1	2	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_3659	down_in_mutant	1	2	Bivalent_Promoter	Other	Bivalent_Promoter-Other
loop_3755	down_in_mutant	1	2	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_3802	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_3837	down_in_mutant	1	2	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_3840	down_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_3870	down_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_3882	down_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_3892	down_in_mutant	1	2	Repressed_Promoter	Bivalent_Promoter	Repressed_Promoter-Bivalent_Promoter
loop_3989	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_4100	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_4114	up_in_mutant	1	2	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_4134	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_4252	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_4364	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_4376	up_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_4378	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_4399	up_in_mutant	1	2	Active_Promoter	Polycomb	Active_Promoter-Polycomb
loop_4414	up_in_mutant	1	1	Active_Promoter	Repressed_Promoter	Active_Promoter-Repressed_Promoter
loop_4444	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_4536	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_4584	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_19130	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_4590	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_4654	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_4776	up_in_mutant	1	1	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_4777	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_4780	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_4846	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_4867	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_6340	up_in_mutant	1	1	Bivalent_Promoter	Other	Bivalent_Promoter-Other
loop_5027	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_5085	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_5182	up_in_mutant	1	1	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_5288	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_5330	down_in_mutant	1	1	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_5377	up_in_mutant	1	2	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_11006	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_5419	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_5473	down_in_mutant	1	2	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_5657	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_5755	up_in_mutant	1	1	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_3721	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_5860	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_5876	down_in_mutant	1	2	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_5903	up_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_5905	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_5931	up_in_mutant	1	2	Polycomb	Other	Polycomb-Other
loop_6065	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_6097	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_6391	up_in_mutant	1	1	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_6136	up_in_mutant	1	2	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_6169	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_6192	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_6248	up_in_mutant	1	2	Polycomb	Other	Polycomb-Other
loop_6301	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_6312	up_in_mutant	1	1	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_6349	up_in_mutant	1	2	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_6406	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_6415	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_6428	up_in_mutant	1	1	Active_Enhancer	Other	Active_Enhancer-Other
loop_6503	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_6529	down_in_mutant	1	2	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_6534	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_6591	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_6647	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_6678	down_in_mutant	1	2	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_6707	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_6776	up_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_6777	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_6779	up_in_mutant	1	2	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_6951	up_in_mutant	1	1	Active_Promoter	Bivalent_Promoter	Active_Promoter-Bivalent_Promoter
loop_6982	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_6985	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_7029	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_7077	up_in_mutant	1	2	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_7086	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_7135	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_7198	up_in_mutant	1	1	Polycomb	Active_Promoter	Active_Promoter-Polycomb
loop_7201	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_19268	up_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_7237	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_7238	up_in_mutant	1	1	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_7247	up_in_mutant	1	2	Poised_Enhancer	Bivalent_Promoter	Bivalent_Promoter-Poised_Enhancer
loop_7277	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_7304	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_7414	up_in_mutant	1	2	Polycomb	Active_Promoter	Active_Promoter-Polycomb
loop_8295	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_8530	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_8345	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8517	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_8807	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_9021	down_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_9070	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_9080	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_9786	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_9794	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_9842	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_10034	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_10149	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_10234	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_10316	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_10326	down_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_10049	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_10634	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_10765	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_10686	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_11195	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_10710	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_11499	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_11617	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_11630	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_12026	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_12591	down_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_12622	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_13117	down_in_mutant	1	2	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_13251	up_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_13282	down_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_12621	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_13884	down_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_12973	down_in_mutant	1	2	Active_Enhancer	Bivalent_Promoter	Bivalent_Promoter-Active_Enhancer
loop_14266	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_4846	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_14320	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_14389	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_14396	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_14413	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_14416	down_in_mutant	1	2	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_14423	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_14509	up_in_mutant	1	1	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_14511	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_14891	up_in_mutant	1	2	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_15216	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_15220	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_15234	down_in_mutant	1	1	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_15280	up_in_mutant	1	1	Polycomb	Active_Promoter	Active_Promoter-Polycomb
loop_15290	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_15299	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_15320	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_15733	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_989	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_2312	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_16054	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_16715	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_15335	down_in_mutant	1	1	Active_Enhancer	Other	Active_Enhancer-Other
loop_17121	up_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_17137	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_17192	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_17215	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_17220	down_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_17228	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_17284	down_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_17350	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_18484	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_18594	down_in_mutant	1	2	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1312	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_18658	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_18733	down_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_18737	down_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_18738	down_in_mutant	1	1	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_6645	down_in_mutant	1	2	Polycomb	Other	Polycomb-Other
loop_19097	down_in_mutant	1	1	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_19320	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
