stripe_id	direction	body_bins	frac_A1	frac_A2	frac_B1	frac_B2	timepoint
stripe_0978	gained	18	0	0.1667	0.2222	0.6111	250831
stripe_0980	gained	15	0	0.2	0.2	0.6	250831
stripe_0979	gained	6	0	0.5	0.3333	0.1667	250831
stripe_0981	lost	6	0	0.6667	0.1667	0.1667	250831
stripe_0450	gained	7	0	0.5714	0.2857	0.1429	250831
stripe_0982	unchanged	3	0.3333	0.6667	0	0	250831
stripe_0983	unchanged	7	1	0	0	0	250831
stripe_0984	unchanged	5	0.8	0.2	0	0	250831
stripe_0985	unchanged	16	0.125	0.375	0.5	0	250831
stripe_0986	gained	31	0.2903	0.2903	0.1935	0.2258	250831
stripe_0452	gained	17	0.1176	0.4118	0.4706	0	250831
stripe_0987	lost	6	1	0	0	0	250831
stripe_0988	unchanged	5	1	0	0	0	250831
stripe_0989	lost	2	0.5	0.5	0	0	250831
stripe_0990	unchanged	3	0	1	0	0	250831
stripe_0991	unchanged	14	0.1429	0.1429	0.2857	0.4286	250831
stripe_0992	unchanged	4	0.5	0.5	0	0	250831
stripe_0993	unchanged	5	0.4	0.4	0.2	0	250831
stripe_0994	gained	23	0.2609	0.4348	0.3043	0	250831
stripe_0995	gained	11	0	0	0	1	250831
stripe_0996	gained	15	0	0	0	1	250831
stripe_0997	gained	3	1	0	0	0	250831
stripe_0998	gained	4	1	0	0	0	250831
stripe_0999	unchanged	6	0.5	0.5	0	0	250831
stripe_1000	unchanged	5	0.4	0.6	0	0	250831
stripe_0458	lost	6	0	0	0.3333	0.6667	250831
stripe_1001	lost	10	0.4	0	0.4	0.2	250831
stripe_1002	unchanged	6	1	0	0	0	250831
stripe_0460	unchanged	7	1	0	0	0	250831
stripe_1003	unchanged	16	1	0	0	0	250831
stripe_1004	unchanged	3	0.6667	0	0.3333	0	250831
stripe_1005	unchanged	4	0	1	0	0	250831
stripe_1006	unchanged	9	0.7778	0.2222	0	0	250831
stripe_1007	lost	7	0.2857	0.5714	0.1429	0	250831
stripe_1008	gained	6	0.3333	0.5	0.1667	0	250831
stripe_1009	unchanged	6	0	1	0	0	250831
stripe_1012	unchanged	13	0.6923	0.3077	0	0	250831
stripe_1010	unchanged	10	0.9	0.1	0	0	250831
stripe_1011	gained	8	0.875	0.125	0	0	250831
stripe_1013	lost	4	0.75	0	0.25	0	250831
stripe_1014	unchanged	3	1	0	0	0	250831
stripe_1015	unchanged	4	0.5	0	0.5	0	250831
stripe_1017	lost	7	0.2857	0.1429	0.4286	0.1429	250831
stripe_1016	lost	4	0	0.25	0.5	0.25	250831
stripe_1018	unchanged	34	0	0.3529	0.2353	0.4118	250831
stripe_1019	gained	5	0	1	0	0	250831
stripe_0469	lost	10	0	0.5	0.5	0	250831
stripe_1021	gained	7	0.5714	0.4286	0	0	250831
stripe_1023	unchanged	9	0.4444	0.5556	0	0	250831
stripe_1020	gained	11	0.3636	0.6364	0	0	250831
stripe_1022	gained	5	0.2	0.8	0	0	250831
stripe_1024	unchanged	12	0.5	0.5	0	0	250831
stripe_1025	unchanged	8	0.875	0.125	0	0	250831
stripe_0473	unchanged	10	0.7	0.3	0	0	250831
stripe_1027	unchanged	13	0.5385	0.4615	0	0	250831
stripe_1026	gained	22	0.2727	0.3182	0	0.4091	250831
stripe_1028	unchanged	4	0.75	0	0.25	0	250831
stripe_1029	lost	10	0	0.2	0.7	0.1	250831
stripe_1030	gained	3	0	0	1	0	250831
stripe_1031	unchanged	6	1	0	0	0	250831
stripe_1032	lost	4	1	0	0	0	250831
stripe_1033	unchanged	13	1	0	0	0	250831
stripe_1035	unchanged	7	1	0	0	0	250831
stripe_1034	gained	15	1	0	0	0	250831
stripe_0480	gained	21	1	0	0	0	250831
stripe_1036	unchanged	12	1	0	0	0	250831
stripe_1037	lost	5	1	0	0	0	250831
stripe_1038	lost	5	1	0	0	0	250831
stripe_1039	lost	5	1	0	0	0	250831
stripe_1040	unchanged	7	0.8571	0.1429	0	0	250831
stripe_1041	unchanged	6	0.8333	0.1667	0	0	250831
stripe_1042	gained	4	1	0	0	0	250831
stripe_1043	unchanged	5	1	0	0	0	250831
stripe_1044	gained	3	1	0	0	0	250831
stripe_1045	unchanged	11	0.3636	0.3636	0.2727	0	250831
stripe_1046	unchanged	12	0.3333	0.4167	0.25	0	250831
stripe_1047	unchanged	13	0.6923	0.3077	0	0	250831
stripe_1048	unchanged	4	1	0	0	0	250831
stripe_1049	gained	4	0.5	0.5	0	0	250831
stripe_1050	unchanged	8	0.375	0	0.625	0	250831
stripe_1051	unchanged	6	0.1667	0	0.8333	0	250831
stripe_1052	gained	7	0.4286	0	0.5714	0	250831
stripe_1054	unchanged	7	1	0	0	0	250831
stripe_1053	lost	9	1	0	0	0	250831
stripe_1055	gained	8	1	0	0	0	250831
stripe_1057	unchanged	5	0.8	0.2	0	0	250831
stripe_1056	gained	3	1	0	0	0	250831
stripe_0491	lost	6	0.3333	0.6667	0	0	250831
stripe_1058	unchanged	26	0	0.1538	0.1538	0.6923	250831
stripe_1059	unchanged	5	1	0	0	0	250831
stripe_1060	unchanged	4	1	0	0	0	250831
stripe_1061	lost	6	1	0	0	0	250831
stripe_1063	lost	5	1	0	0	0	250831
stripe_1062	gained	3	1	0	0	0	250831
stripe_1064	unchanged	5	0.6	0.4	0	0	250831
stripe_1065	lost	5	1	0	0	0	250831
stripe_1066	gained	6	0.6667	0.3333	0	0	250831
stripe_1068	unchanged	9	0.4444	0.5556	0	0	250831
stripe_1067	gained	6	0.1667	0.8333	0	0	250831
stripe_1069	unchanged	10	0.7	0.3	0	0	250831
stripe_1070	unchanged	6	0.8333	0.1667	0	0	250831
stripe_1071	unchanged	3	1	0	0	0	250831
stripe_1072	unchanged	3	1	0	0	0	250831
stripe_1073	unchanged	11	1	0	0	0	250831
stripe_1074	unchanged	5	1	0	0	0	250831
stripe_1075	gained	6	0	0.5	0.5	0	250831
stripe_1076	unchanged	4	0	0.75	0.25	0	250831
stripe_1078	unchanged	5	0.4	0.4	0.2	0	250831
stripe_1077	unchanged	4	0.5	0.5	0	0	250831
stripe_1079	unchanged	2	1	0	0	0	250831
stripe_1080	lost	3	0	0.6667	0	0.3333	250831
stripe_1081	lost	7	1	0	0	0	250831
stripe_1082	gained	4	0.75	0	0.25	0	250831
stripe_1083	unchanged	5	0.6	0	0.4	0	250831
stripe_0500	lost	21	0	0.1429	0.4762	0.381	250831
stripe_1084	unchanged	8	0	0.75	0.25	0	250831
stripe_1085	unchanged	4	0.5	0.5	0	0	250831
stripe_1087	unchanged	6	0.6667	0.3333	0	0	250831
stripe_1086	lost	3	0.3333	0.6667	0	0	250831
stripe_1088	lost	5	1	0	0	0	250831
stripe_1089	unchanged	10	0.1	0.4	0	0.5	250831
stripe_1090	unchanged	3	1	0	0	0	250831
stripe_1091	unchanged	6	1	0	0	0	250831
stripe_1092	gained	10	0	0.2	0.3	0.5	250831
stripe_1093	gained	4	0	0.25	0.75	0	250831
stripe_1094	unchanged	4	0	0.25	0.75	0	250831
stripe_1095	gained	12	0	0.1667	0.0833	0.75	250831
stripe_1096	unchanged	17	0.2941	0.5294	0	0.1765	250831
stripe_0506	unchanged	16	0.3125	0.5	0	0.1875	250831
stripe_0508	lost	16	0.3125	0.5	0	0.1875	250831
stripe_1097	unchanged	7	0.7143	0.2857	0	0	250831
stripe_1098	lost	5	0.2	0.8	0	0	250831
stripe_1099	gained	9	0.3333	0.5556	0.1111	0	250831
stripe_1100	gained	5	0.2	0.8	0	0	250831
stripe_1101	unchanged	6	0.5	0.5	0	0	250831
stripe_1102	unchanged	4	1	0	0	0	250831
stripe_1103	unchanged	5	1	0	0	0	250831
stripe_0511	unchanged	8	1	0	0	0	250831
stripe_1104	unchanged	6	1	0	0	0	250831
stripe_1105	lost	4	1	0	0	0	250831
stripe_1108	unchanged	6	1	0	0	0	250831
stripe_1106	lost	4	1	0	0	0	250831
stripe_1107	gained	4	1	0	0	0	250831
stripe_1109	gained	14	0.6429	0.3571	0	0	250831
stripe_1110	lost	6	1	0	0	0	250831
stripe_1111	gained	5	0	1	0	0	250831
stripe_1112	unchanged	5	0.4	0.6	0	0	250831
stripe_1113	gained	3	1	0	0	0	250831
stripe_1114	unchanged	4	0.5	0.5	0	0	250831
stripe_1115	unchanged	8	1	0	0	0	250831
stripe_1116	unchanged	8	1	0	0	0	250831
stripe_1117	lost	4	0.5	0.5	0	0	250831
stripe_1118	unchanged	3	0.3333	0.6667	0	0	250831
stripe_1119	unchanged	7	0.8571	0.1429	0	0	250831
stripe_1120	unchanged	8	1	0	0	0	250831
stripe_1121	unchanged	6	1	0	0	0	250831
stripe_1122	unchanged	5	0.8	0	0	0.2	250831
stripe_1123	gained	5	0.8	0	0	0.2	250831
stripe_1125	unchanged	10	0.7	0.3	0	0	250831
stripe_1124	lost	7	0.5714	0.4286	0	0	250831
stripe_1126	unchanged	24	0.0833	0.5833	0.3333	0	250831
stripe_1127	gained	4	1	0	0	0	250831
stripe_1130	unchanged	7	1	0	0	0	250831
stripe_1128	unchanged	8	1	0	0	0	250831
stripe_1129	gained	13	0.5385	0.1538	0.3077	0	250831
stripe_1131	unchanged	4	0.5	0.5	0	0	250831
stripe_1133	unchanged	13	1	0	0	0	250831
stripe_1132	unchanged	8	1	0	0	0	250831
stripe_1135	unchanged	10	0.5	0.1	0.4	0	250831
stripe_1134	unchanged	19	0.3158	0	0.2632	0.4211	250831
stripe_1136	unchanged	6	1	0	0	0	250831
stripe_1137	gained	4	1	0	0	0	250831
stripe_1138	gained	5	1	0	0	0	250831
stripe_1139	unchanged	14	0.2857	0	0	0.7143	250831
stripe_1140	unchanged	5	1	0	0	0	250831
stripe_1141	unchanged	11	0.2727	0.7273	0	0	250831
stripe_1142	unchanged	11	0.2727	0.7273	0	0	250831
stripe_0525	lost	7	0.1429	0.8571	0	0	250831
stripe_0527	lost	9	0.7778	0.2222	0	0	250831
stripe_1143	lost	5	1	0	0	0	250831
stripe_1144	lost	5	1	0	0	0	250831
stripe_1145	lost	5	0.8	0.2	0	0	250831
stripe_1146	lost	4	1	0	0	0	250831
stripe_1147	unchanged	11	0.6364	0	0.0909	0.2727	250831
stripe_1148	unchanged	7	1	0	0	0	250831
stripe_1149	lost	10	0.6	0	0.1	0.3	250831
stripe_1151	gained	13	0.3077	0	0.5385	0.1538	250831
stripe_1150	gained	5	0.8	0	0	0.2	250831
stripe_1152	lost	2	0	0	1	0	250831
stripe_1153	unchanged	3	1	0	0	0	250831
stripe_1154	unchanged	5	0.8	0.2	0	0	250831
stripe_1155	gained	4	0.75	0.25	0	0	250831
stripe_1156	lost	9	0.6667	0.3333	0	0	250831
stripe_1158	unchanged	11	0.5455	0.1818	0.2727	0	250831
stripe_1157	lost	5	0.8	0	0.2	0	250831
stripe_1159	unchanged	5	1	0	0	0	250831
stripe_1161	unchanged	5	1	0	0	0	250831
stripe_1160	gained	4	1	0	0	0	250831
stripe_0534	gained	11	0.7273	0	0	0.2727	250831
stripe_1162	gained	9	0.1111	0.5556	0.1111	0.2222	250831
stripe_1163	unchanged	12	0.1667	0.5	0.3333	0	250831
stripe_1164	lost	11	0.3636	0.5455	0.0909	0	250831
stripe_1165	unchanged	4	0	1	0	0	250831
stripe_1166	unchanged	14	0.6429	0.3571	0	0	250831
stripe_0539	gained	8	0.25	0.625	0	0.125	250831
stripe_1167	gained	9	0.2222	0.5556	0	0.2222	250831
stripe_1168	unchanged	6	0.5	0.3333	0.1667	0	250831
stripe_1170	lost	14	0.2143	0.5	0.0714	0.2143	250831
stripe_1169	unchanged	3	1	0	0	0	250831
stripe_1171	lost	2	1	0	0	0	250831
stripe_1172	lost	17	0.8235	0	0.1765	0	250831
stripe_1173	unchanged	8	1	0	0	0	250831
stripe_1174	unchanged	11	0	0.1818	0.8182	0	250831
stripe_1175	unchanged	6	0.8333	0.1667	0	0	250831
stripe_1177	unchanged	8	0.625	0.375	0	0	250831
stripe_1176	unchanged	5	1	0	0	0	250831
stripe_1178	unchanged	40	0.25	0.05	0.375	0.325	250831
stripe_1182	lost	11	1	0	0	0	250831
stripe_1179	unchanged	11	1	0	0	0	250831
stripe_1180	unchanged	16	0.9375	0	0.0625	0	250831
stripe_1183	gained	9	1	0	0	0	250831
stripe_1181	unchanged	6	1	0	0	0	250831
stripe_1184	unchanged	7	0.8571	0.1429	0	0	250831
stripe_1185	unchanged	3	1	0	0	0	250831
stripe_1186	gained	5	0.6	0.4	0	0	250831
stripe_1187	gained	4	0.5	0.5	0	0	250831
stripe_1189	lost	5	1	0	0	0	250831
stripe_1188	lost	4	1	0	0	0	250831
stripe_1190	unchanged	4	1	0	0	0	250831
stripe_0549	gained	14	0.7857	0.2143	0	0	250831
stripe_1191	unchanged	15	0.8	0.2	0	0	250831
stripe_1192	unchanged	7	0.5714	0.4286	0	0	250831
stripe_1193	gained	6	0.8333	0.1667	0	0	250831
stripe_1194	unchanged	6	1	0	0	0	250831
stripe_1195	unchanged	8	1	0	0	0	250831
stripe_1196	unchanged	19	1	0	0	0	250831
stripe_1197	gained	6	1	0	0	0	250831
stripe_1198	unchanged	6	1	0	0	0	250831
stripe_1199	unchanged	2	1	0	0	0	250831
stripe_1200	unchanged	22	0.3636	0	0.1818	0.4545	250831
stripe_1202	lost	6	1	0	0	0	250831
stripe_1201	lost	5	1	0	0	0	250831
stripe_1203	gained	10	0.5	0.5	0	0	250831
stripe_1204	unchanged	7	1	0	0	0	250831
stripe_1205	gained	5	1	0	0	0	250831
stripe_1206	unchanged	4	1	0	0	0	250831
stripe_1207	unchanged	2	1	0	0	0	250831
stripe_1208	unchanged	15	0	0.2667	0.2667	0.4667	250831
stripe_1209	lost	3	0.6667	0	0.3333	0	250831
stripe_1210	unchanged	8	0	1	0	0	250831
stripe_1211	unchanged	7	0.7143	0	0	0.2857	250831
stripe_0562	gained	11	0	0	0	1	250831
stripe_1213	lost	4	0	0.75	0	0.25	250831
stripe_1212	lost	5	0	1	0	0	250831
stripe_1216	unchanged	8	1	0	0	0	250831
stripe_1214	unchanged	8	1	0	0	0	250831
stripe_1215	gained	4	1	0	0	0	250831
stripe_1217	unchanged	5	1	0	0	0	250831
stripe_1218	unchanged	22	0.2273	0.3636	0.0909	0.3182	250831
stripe_1220	unchanged	7	0	0.2857	0.7143	0	250831
stripe_1219	unchanged	6	0	0.1667	0.8333	0	250831
stripe_1221	gained	3	0.6667	0	0.3333	0	250831
stripe_1222	unchanged	6	0.8333	0	0	0.1667	250831
stripe_1223	unchanged	8	0.5	0.375	0	0.125	250831
stripe_1224	unchanged	5	0.6	0.4	0	0	250831
stripe_1225	unchanged	5	1	0	0	0	250831
stripe_1226	gained	4	1	0	0	0	250831
stripe_1227	unchanged	3	1	0	0	0	250831
stripe_1228	gained	5	1	0	0	0	250831
stripe_1229	unchanged	6	0.5	0.5	0	0	250831
stripe_1230	gained	4	1	0	0	0	250831
stripe_1232	lost	15	0.6	0.4	0	0	250831
stripe_1231	gained	12	0.4167	0.5833	0	0	250831
stripe_1233	gained	5	0	0.8	0.2	0	250831
stripe_1234	lost	5	0	0.8	0.2	0	250831
stripe_1235	lost	5	0.8	0.2	0	0	250831
stripe_1236	unchanged	27	0.2963	0.1111	0.2222	0.3704	250831
stripe_1238	unchanged	5	1	0	0	0	250831
stripe_1237	unchanged	27	0.4074	0	0.2222	0.3704	250831
stripe_1239	unchanged	6	1	0	0	0	250831
stripe_1240	unchanged	7	1	0	0	0	250831
stripe_1241	unchanged	10	0.4	0	0.6	0	250831
stripe_1242	unchanged	6	1	0	0	0	250831
stripe_1243	gained	4	1	0	0	0	250831
stripe_1244	lost	4	0.75	0.25	0	0	250831
stripe_1246	unchanged	12	0.5833	0.4167	0	0	250831
stripe_1245	unchanged	5	1	0	0	0	250831
stripe_1247	unchanged	5	1	0	0	0	250831
stripe_1248	unchanged	5	1	0	0	0	250831
stripe_1249	unchanged	7	1	0	0	0	250831
stripe_1251	gained	4	1	0	0	0	250831
stripe_1250	lost	3	1	0	0	0	250831
stripe_1252	unchanged	5	0.6	0.4	0	0	250831
stripe_1253	lost	29	0	0.1724	0.3103	0.5172	250831
stripe_1254	gained	5	0.2	0.8	0	0	250831
stripe_1255	unchanged	4	1	0	0	0	250831
stripe_1256	unchanged	4	0	1	0	0	250831
stripe_1257	gained	3	0	1	0	0	250831
stripe_1258	lost	6	0	0.5	0.5	0	250831
stripe_1260	unchanged	7	0	0.8571	0	0.1429	250831
stripe_1259	unchanged	6	0	1	0	0	250831
stripe_1261	lost	6	0.6667	0.3333	0	0	250831
stripe_1262	unchanged	4	1	0	0	0	250831
stripe_1263	gained	16	0.1875	0.5625	0.25	0	250831
stripe_1264	gained	24	0.2917	0.4583	0.25	0	250831
stripe_0580	unchanged	6	0.8333	0	0.1667	0	250831
stripe_0581	gained	10	0.8	0.2	0	0	250831
stripe_1265	lost	4	1	0	0	0	250831
stripe_1266	unchanged	5	1	0	0	0	250831
stripe_1267	unchanged	4	1	0	0	0	250831
stripe_1268	unchanged	12	0.8333	0.1667	0	0	250831
stripe_1269	gained	7	1	0	0	0	250831
stripe_1270	gained	11	0.8182	0.1818	0	0	250831
stripe_1272	unchanged	7	1	0	0	0	250831
stripe_1271	unchanged	9	1	0	0	0	250831
stripe_0585	unchanged	8	1	0	0	0	250831
stripe_1273	unchanged	32	0.5312	0.1562	0.1562	0.1562	250831
stripe_1274	gained	12	0.1667	0.5	0.25	0.0833	250831
stripe_1275	unchanged	26	0.3077	0.2692	0.2308	0.1923	250831
stripe_0589	gained	16	0	0.375	0.1875	0.4375	250831
stripe_1277	unchanged	13	0.2308	0.3077	0.4615	0	250831
stripe_1276	gained	11	0.1818	0.2727	0.5455	0	250831
stripe_1278	lost	5	1	0	0	0	250831
stripe_1280	lost	7	1	0	0	0	250831
stripe_1279	lost	3	1	0	0	0	250831
stripe_0593	gained	14	0	0.5	0	0.5	250831
stripe_1281	unchanged	4	0.5	0.5	0	0	250831
stripe_1282	unchanged	4	1	0	0	0	250831
stripe_1283	unchanged	3	1	0	0	0	250831
stripe_1284	lost	9	0.7778	0.2222	0	0	250831
stripe_1286	gained	4	1	0	0	0	250831
stripe_1285	unchanged	4	1	0	0	0	250831
stripe_1287	unchanged	22	0.4091	0.5909	0	0	250831
stripe_1288	gained	4	1	0	0	0	250831
stripe_1289	unchanged	4	1	0	0	0	250831
stripe_0597	gained	4	1	0	0	0	250831
stripe_0598	gained	6	1	0	0	0	250831
stripe_1290	unchanged	3	1	0	0	0	250831
stripe_1291	unchanged	13	1	0	0	0	250831
stripe_1292	lost	10	1	0	0	0	250831
stripe_1293	unchanged	4	1	0	0	0	250831
stripe_1294	unchanged	11	0	0.6364	0.3636	0	250831
stripe_1297	lost	9	0	0.7778	0.2222	0	250831
stripe_1295	gained	6	0	0.8333	0.1667	0	250831
stripe_1296	lost	4	0	1	0	0	250831
stripe_1298	unchanged	4	0	0	1	0	250831
stripe_1300	lost	14	0.3571	0.4286	0.0714	0.1429	250831
stripe_1299	unchanged	5	0	1	0	0	250831
stripe_1301	unchanged	7	0.4286	0.1429	0.2857	0.1429	250831
stripe_1302	lost	3	1	0	0	0	250831
stripe_1303	gained	6	1	0	0	0	250831
stripe_1305	unchanged	7	1	0	0	0	250831
stripe_1307	lost	9	0.7778	0.2222	0	0	250831
stripe_1306	unchanged	8	0.75	0.25	0	0	250831
stripe_1304	gained	5	0.6	0.4	0	0	250831
stripe_1308	gained	7	0	0	1	0	250831
stripe_1309	gained	4	0	0	1	0	250831
stripe_1310	unchanged	9	0.2222	0.1111	0.1111	0.5556	250831
stripe_1311	unchanged	4	0.5	0.25	0	0.25	250831
stripe_1312	unchanged	5	0.6	0.4	0	0	250831
stripe_1314	unchanged	6	0.1667	0.8333	0	0	250831
stripe_1313	lost	3	0	1	0	0	250831
stripe_1315	unchanged	7	0	0.2857	0.4286	0.2857	250831
stripe_1316	unchanged	4	0	0.75	0	0.25	250831
stripe_0611	unchanged	19	0.1579	0.1579	0.2632	0.4211	250831
stripe_1317	unchanged	6	0.5	0.5	0	0	250831
stripe_1318	lost	15	0.2	0.2	0	0.6	250831
stripe_1319	unchanged	14	0.2143	0.5	0.2857	0	250831
stripe_1321	unchanged	9	0	0.6667	0.3333	0	250831
stripe_1320	unchanged	11	0.1818	0.6364	0.1818	0	250831
stripe_1322	unchanged	4	0.5	0.5	0	0	250831
stripe_1323	gained	14	0.0714	0.1429	0.3571	0.4286	250831
stripe_1324	unchanged	4	0.5	0	0.5	0	250831
stripe_1325	gained	3	1	0	0	0	250831
stripe_1327	unchanged	5	0.8	0	0.2	0	250831
stripe_1326	unchanged	3	0.6667	0	0.3333	0	250831
stripe_1328	gained	10	0.8	0	0	0.2	250831
stripe_1329	unchanged	7	0.8571	0	0	0.1429	250831
stripe_1330	unchanged	12	0.9167	0	0	0.0833	250831
stripe_1331	unchanged	3	1	0	0	0	250831
stripe_1334	unchanged	11	0.4545	0.3636	0.1818	0	250831
stripe_1333	unchanged	22	0.9091	0.0909	0	0	250831
stripe_1332	unchanged	4	0.75	0.25	0	0	250831
stripe_1335	lost	2	0	1	0	0	250831
stripe_1336	unchanged	5	0	0.6	0.4	0	250831
stripe_1337	unchanged	5	0	1	0	0	250831
stripe_0622	gained	9	0	0.5556	0.4444	0	250831
stripe_1338	lost	14	0	0.1429	0.8571	0	250831
stripe_1339	unchanged	4	0.75	0	0.25	0	250831
stripe_1340	lost	7	0.8571	0	0.1429	0	250831
stripe_1341	unchanged	4	1	0	0	0	250831
stripe_1342	unchanged	9	1	0	0	0	250831
stripe_1344	unchanged	17	0.9412	0.0588	0	0	250831
stripe_1343	lost	5	1	0	0	0	250831
stripe_1345	unchanged	4	1	0	0	0	250831
stripe_1347	unchanged	6	1	0	0	0	250831
stripe_1346	gained	5	1	0	0	0	250831
stripe_1348	unchanged	8	1	0	0	0	250831
stripe_1349	gained	3	1	0	0	0	250831
stripe_1351	unchanged	10	1	0	0	0	250831
stripe_1350	unchanged	5	1	0	0	0	250831
stripe_1352	unchanged	10	1	0	0	0	250831
stripe_0633	unchanged	11	0.9091	0.0909	0	0	250831
stripe_1353	gained	5	1	0	0	0	250831
stripe_1355	gained	8	1	0	0	0	250831
stripe_1354	unchanged	5	1	0	0	0	250831
stripe_1356	unchanged	9	0.5556	0.3333	0.1111	0	250831
stripe_1357	unchanged	4	0.75	0.25	0	0	250831
stripe_1358	unchanged	12	0.25	0.0833	0	0.6667	250831
stripe_1359	lost	9	0.1111	0	0.8889	0	250831
stripe_1360	unchanged	12	0.0833	0	0.75	0.1667	250831
stripe_1361	gained	13	0	0	0.3077	0.6923	250831
stripe_0638	lost	9	0	0	0.5556	0.4444	250831
stripe_1362	unchanged	5	0.4	0	0.2	0.4	250831
stripe_1364	lost	4	0.5	0	0	0.5	250831
stripe_1363	lost	3	0.6667	0	0	0.3333	250831
stripe_0639	lost	8	0	0.625	0.375	0	250831
stripe_1365	unchanged	7	0	0.7143	0.2857	0	250831
stripe_0641	unchanged	19	0.1053	0.2632	0.4737	0.1579	250831
stripe_1366	unchanged	6	0.3333	0.3333	0.3333	0	250831
stripe_1369	unchanged	19	0.2632	0.1579	0.3158	0.2632	250831
stripe_1367	unchanged	11	0.4545	0.2727	0.2727	0	250831
stripe_1368	lost	3	1	0	0	0	250831
stripe_1370	unchanged	4	0	0	0	1	250831
stripe_1371	unchanged	5	0	0.8	0	0.2	250831
stripe_1373	gained	11	0	0.4545	0	0.5455	250831
stripe_1372	gained	23	0	0.2174	0.1739	0.6087	250831
stripe_0645	gained	16	0	0	0.125	0.875	250831
stripe_0646	gained	13	0	0	0.1538	0.8462	250831
stripe_1374	unchanged	18	0.2222	0	0.2222	0.5556	250831
stripe_1375	lost	5	1	0	0	0	250831
stripe_1377	lost	7	0.7143	0.2857	0	0	250831
stripe_1376	unchanged	12	0.4167	0	0.0833	0.5	250831
stripe_1378	unchanged	6	0.6667	0.3333	0	0	250831
stripe_1379	unchanged	18	0.1667	0.6111	0.2222	0	250831
stripe_1380	gained	11	0	0.5455	0.4545	0	250831
stripe_1381	gained	13	0	0.7692	0.1538	0.0769	250831
stripe_1382	unchanged	4	0.5	0.25	0.25	0	250831
stripe_1383	gained	5	0.4	0.6	0	0	250831
stripe_1384	unchanged	6	0.3333	0.6667	0	0	250831
stripe_1385	lost	13	0	0.0769	0.4615	0.4615	250831
stripe_1386	lost	4	0	0.25	0.75	0	250831
stripe_1388	lost	5	0	0.8	0	0.2	250831
stripe_1387	lost	2	0	1	0	0	250831
stripe_1389	unchanged	3	1	0	0	0	250831
stripe_1390	unchanged	18	0.3889	0	0.1667	0.4444	250831
stripe_0656	gained	12	0.1667	0.25	0.25	0.3333	250831
stripe_0658	lost	29	0.069	0.2414	0.1379	0.5517	250831
stripe_1391	unchanged	7	0	0.8571	0.1429	0	250831
stripe_1392	lost	19	0	0.2632	0.4737	0.2632	250831
stripe_1393	unchanged	4	0	0	1	0	250831
stripe_1394	gained	9	0.8889	0.1111	0	0	250831
stripe_1395	lost	6	0.8333	0.1667	0	0	250831
stripe_1397	unchanged	11	0.9091	0.0909	0	0	250831
stripe_1396	unchanged	4	1	0	0	0	250831
stripe_1398	lost	5	1	0	0	0	250831
stripe_1399	unchanged	14	0.6429	0.3571	0	0	250831
stripe_1402	unchanged	16	0.875	0.125	0	0	250831
stripe_1400	lost	7	1	0	0	0	250831
stripe_1401	unchanged	7	1	0	0	0	250831
stripe_1403	unchanged	4	1	0	0	0	250831
stripe_1405	lost	6	0.3333	0	0	0.6667	250831
stripe_1404	gained	5	1	0	0	0	250831
stripe_0665	gained	6	1	0	0	0	250831
stripe_1406	gained	3	1	0	0	0	250831
stripe_1407	unchanged	3	1	0	0	0	250831
stripe_1408	lost	3	1	0	0	0	250831
stripe_1409	lost	4	1	0	0	0	250831
stripe_1410	unchanged	5	1	0	0	0	250831
stripe_1411	unchanged	15	0.3333	0.4	0.2667	0	250831
stripe_1412	unchanged	6	1	0	0	0	250831
stripe_1413	unchanged	4	1	0	0	0	250831
stripe_1414	unchanged	17	0.1765	0.4706	0	0.3529	250831
stripe_1415	gained	27	0.1481	0.3704	0	0.4815	250831
stripe_1416	unchanged	30	0.1667	0.3333	0	0.5	250831
stripe_1417	unchanged	3	1	0	0	0	250831
stripe_1420	unchanged	5	1	0	0	0	250831
stripe_1418	gained	3	1	0	0	0	250831
stripe_1419	unchanged	4	1	0	0	0	250831
stripe_1421	unchanged	8	1	0	0	0	250831
stripe_1422	unchanged	4	1	0	0	0	250831
stripe_1423	unchanged	3	1	0	0	0	250831
stripe_1425	unchanged	9	0.8889	0	0	0.1111	250831
stripe_1424	unchanged	5	1	0	0	0	250831
stripe_1426	unchanged	14	0.6429	0.3571	0	0	250831
stripe_1427	unchanged	6	1	0	0	0	250831
stripe_1428	lost	7	1	0	0	0	250831
stripe_1429	lost	4	1	0	0	0	250831
stripe_1432	unchanged	6	0.6667	0.3333	0	0	250831
stripe_1430	unchanged	5	0.6	0.4	0	0	250831
stripe_1435	unchanged	7	0.8571	0.1429	0	0	250831
stripe_1431	gained	3	1	0	0	0	250831
stripe_1433	unchanged	4	1	0	0	0	250831
stripe_1434	lost	5	1	0	0	0	250831
stripe_1437	gained	4	1	0	0	0	250831
stripe_1436	unchanged	4	1	0	0	0	250831
stripe_1438	gained	3	1	0	0	0	250831
stripe_1439	unchanged	12	1	0	0	0	250831
stripe_1440	unchanged	11	1	0	0	0	250831
stripe_1441	unchanged	11	1	0	0	0	250831
stripe_1442	gained	7	1	0	0	0	250831
stripe_1443	lost	8	1	0	0	0	250831
stripe_1444	gained	5	1	0	0	0	250831
stripe_0680	lost	8	0	0.125	0	0.875	250831
stripe_1445	lost	4	0	1	0	0	250831
