#Coverage	Number of genomic locations
1784.0	4.0
1786.0	1.0
1789.0	1.0
1790.0	1.0
1791.0	1.0
1792.0	2.0
1793.0	1.0
1794.0	3.0
1797.0	2.0
1800.0	1.0
1802.0	2.0
1803.0	1.0
1804.0	1.0
1806.0	2.0
1808.0	1.0
1810.0	1.0
1811.0	1.0
1814.0	1.0
1815.0	2.0
1816.0	2.0
1818.0	3.0
1819.0	2.0
1820.0	1.0
1823.0	1.0
1825.0	1.0
1826.0	1.0
1827.0	1.0
1828.0	1.0
1829.0	1.0
1830.0	1.0
1834.0	1.0
1836.0	2.0
1837.0	2.0
1838.0	1.0
1839.0	1.0
1840.0	1.0
1841.0	2.0
1843.0	1.0
1844.0	2.0
1845.0	2.0
1846.0	3.0
1847.0	1.0
1849.0	3.0
1853.0	2.0
1854.0	2.0
1855.0	2.0
1857.0	1.0
1859.0	1.0
1862.0	2.0
1865.0	2.0
1866.0	2.0
1869.0	1.0
1871.0	2.0
1873.0	1.0
1874.0	1.0
1876.0	1.0
1878.0	2.0
1880.0	1.0
1881.0	2.0
1883.0	2.0
1884.0	5.0
1886.0	2.0
1887.0	2.0
1888.0	1.0
1889.0	2.0
1890.0	1.0
1891.0	3.0
1892.0	2.0
1894.0	1.0
1897.0	2.0
1898.0	1.0
1900.0	5.0
1901.0	1.0
1902.0	2.0
1903.0	3.0
1904.0	1.0
1908.0	1.0
1909.0	2.0
1911.0	1.0
1913.0	2.0
1916.0	1.0
1917.0	2.0
1918.0	1.0
1919.0	1.0
1920.0	3.0
1921.0	2.0
1922.0	1.0
1924.0	3.0
1925.0	2.0
1927.0	2.0
1929.0	1.0
1930.0	2.0
1931.0	1.0
1933.0	2.0
1936.0	1.0
1937.0	3.0
1940.0	1.0
1941.0	3.0
1942.0	3.0
1944.0	1.0
1946.0	2.0
1949.0	3.0
1950.0	2.0
1952.0	2.0
1953.0	3.0
1955.0	1.0
1957.0	1.0
1958.0	1.0
1959.0	1.0
1961.0	2.0
1962.0	1.0
1963.0	2.0
1965.0	1.0
1968.0	1.0
1969.0	1.0
1970.0	1.0
1971.0	3.0
1974.0	3.0
1975.0	1.0
1976.0	2.0
1978.0	2.0
1979.0	3.0
1980.0	1.0
1981.0	2.0
1983.0	2.0
1984.0	2.0
1985.0	2.0
1986.0	2.0
1987.0	5.0
1988.0	2.0
1991.0	2.0
1992.0	1.0
1993.0	1.0
1995.0	1.0
1996.0	1.0
1998.0	2.0
1999.0	1.0
2000.0	2.0
2001.0	1.0
2003.0	1.0
2004.0	3.0
2007.0	1.0
2008.0	2.0
2010.0	2.0
2012.0	1.0
2013.0	1.0
2015.0	1.0
2016.0	1.0
2018.0	1.0
2019.0	1.0
2021.0	1.0
2023.0	1.0
2024.0	1.0
2025.0	1.0
2026.0	1.0
2027.0	2.0
2029.0	1.0
2030.0	1.0
2031.0	3.0
2032.0	2.0
2033.0	3.0
2034.0	1.0
2035.0	3.0
2037.0	2.0
2038.0	1.0
2041.0	2.0
2042.0	2.0
2043.0	1.0
2044.0	2.0
2047.0	1.0
2048.0	1.0
2049.0	1.0
2050.0	2.0
2051.0	2.0
2054.0	1.0
2055.0	1.0
2056.0	1.0
2057.0	5.0
2058.0	1.0
2059.0	2.0
2060.0	1.0
2061.0	3.0
2062.0	3.0
2063.0	1.0
2064.0	1.0
2065.0	2.0
2066.0	1.0
2067.0	1.0
2069.0	1.0
2070.0	5.0
2071.0	1.0
2072.0	2.0
2073.0	3.0
2074.0	1.0
2076.0	4.0
2079.0	2.0
2080.0	3.0
2081.0	3.0
2082.0	4.0
2083.0	1.0
2084.0	2.0
2085.0	3.0
2086.0	2.0
2089.0	3.0
2093.0	1.0
2094.0	1.0
2097.0	1.0
2099.0	1.0
2100.0	4.0
2103.0	2.0
2104.0	1.0
2105.0	2.0
2108.0	1.0
2109.0	3.0
2110.0	2.0
2111.0	1.0
2112.0	1.0
2115.0	1.0
2116.0	1.0
2119.0	1.0
2121.0	4.0
2122.0	2.0
2123.0	2.0
2124.0	2.0
2125.0	1.0
2126.0	1.0
2128.0	1.0
2131.0	3.0
2132.0	2.0
2134.0	1.0
2135.0	2.0
2136.0	2.0
2137.0	1.0
2141.0	1.0
2143.0	1.0
2144.0	3.0
2147.0	2.0
2149.0	2.0
2152.0	1.0
2157.0	2.0
2159.0	2.0
2160.0	2.0
2162.0	1.0
2163.0	2.0
2166.0	2.0
2167.0	1.0
2170.0	2.0
2171.0	3.0
2174.0	1.0
2175.0	1.0
2177.0	1.0
2178.0	2.0
2183.0	1.0
2184.0	2.0
2185.0	2.0
2186.0	1.0
2191.0	1.0
2192.0	1.0
2193.0	2.0
2194.0	1.0
2197.0	2.0
2198.0	2.0
2199.0	4.0
2201.0	2.0
2203.0	2.0
2205.0	2.0
2207.0	3.0
2209.0	1.0
2210.0	1.0
2213.0	2.0
2214.0	1.0
2215.0	1.0
2217.0	1.0
2220.0	1.0
2222.0	2.0
2223.0	1.0
2224.0	1.0
2228.0	1.0
2230.0	2.0
2231.0	2.0
2232.0	1.0
2234.0	1.0
2235.0	1.0
2238.0	1.0
2240.0	1.0
2241.0	1.0
2242.0	1.0
2243.0	1.0
2244.0	1.0
2246.0	1.0
2247.0	3.0
2248.0	1.0
2249.0	1.0
2250.0	2.0
2255.0	1.0
2256.0	2.0
2257.0	1.0
2258.0	1.0
2259.0	1.0
2260.0	1.0
2261.0	1.0
2263.0	2.0
2264.0	1.0
2265.0	1.0
2266.0	2.0
2267.0	1.0
2268.0	2.0
2272.0	3.0
2274.0	4.0
2275.0	2.0
2277.0	1.0
2278.0	1.0
2279.0	2.0
2280.0	1.0
2281.0	1.0
2282.0	2.0
2283.0	2.0
2284.0	3.0
2285.0	1.0
2286.0	2.0
2288.0	1.0
2289.0	1.0
2292.0	1.0
2293.0	2.0
2296.0	2.0
2297.0	2.0
2298.0	2.0
2300.0	3.0
2301.0	1.0
2303.0	1.0
2305.0	2.0
2307.0	1.0
2310.0	1.0
2311.0	1.0
2313.0	6.0
2314.0	1.0
2315.0	1.0
2317.0	2.0
2321.0	1.0
2322.0	1.0
2325.0	2.0
2326.0	1.0
2328.0	2.0
2329.0	1.0
2330.0	3.0
2332.0	1.0
2333.0	1.0
2335.0	3.0
2339.0	2.0
2343.0	2.0
2345.0	3.0
2347.0	3.0
2348.0	2.0
2349.0	2.0
2350.0	2.0
2351.0	2.0
2353.0	1.0
2354.0	1.0
2355.0	2.0
2356.0	1.0
2357.0	1.0
2358.0	2.0
2359.0	2.0
2360.0	2.0
2363.0	3.0
2364.0	2.0
2365.0	1.0
2367.0	2.0
2369.0	1.0
2370.0	3.0
2371.0	1.0
2372.0	6.0
2373.0	2.0
2375.0	2.0
2376.0	1.0
2378.0	2.0
2379.0	3.0
2380.0	1.0
2381.0	2.0
2382.0	2.0
2383.0	4.0
2385.0	2.0
2387.0	2.0
2388.0	2.0
2391.0	2.0
2393.0	1.0
2394.0	1.0
2395.0	2.0
2397.0	1.0
2398.0	2.0
2400.0	2.0
2401.0	2.0
2404.0	1.0
2406.0	1.0
2407.0	1.0
2410.0	1.0
2411.0	4.0
2412.0	1.0
2413.0	2.0
2414.0	1.0
2415.0	2.0
2418.0	1.0
2420.0	3.0
2421.0	1.0
2422.0	1.0
2423.0	3.0
2424.0	1.0
2425.0	2.0
2427.0	3.0
2429.0	1.0
2430.0	2.0
2431.0	1.0
2433.0	2.0
2434.0	1.0
2435.0	2.0
2437.0	3.0
2438.0	3.0
2439.0	3.0
2440.0	1.0
2441.0	4.0
2442.0	2.0
2443.0	3.0
2444.0	5.0
2445.0	3.0
2447.0	3.0
2448.0	1.0
2451.0	1.0
2453.0	2.0
2454.0	1.0
2455.0	3.0
2456.0	3.0
2457.0	2.0
2458.0	1.0
2463.0	1.0
2465.0	2.0
2466.0	2.0
2467.0	4.0
2468.0	1.0
2469.0	1.0
2470.0	1.0
2471.0	2.0
2472.0	3.0
2475.0	1.0
2477.0	3.0
2480.0	4.0
2481.0	1.0
2485.0	1.0
2487.0	1.0
2489.0	1.0
2491.0	1.0
2492.0	2.0
2494.0	5.0
2496.0	3.0
2498.0	3.0
2500.0	1.0
2501.0	2.0
2502.0	3.0
2503.0	2.0
2504.0	3.0
2505.0	3.0
2506.0	2.0
2507.0	3.0
2508.0	2.0
2509.0	1.0
2510.0	1.0
2511.0	2.0
2512.0	2.0
2515.0	1.0
2516.0	1.0
2517.0	2.0
2518.0	5.0
2519.0	3.0
2520.0	2.0
2521.0	1.0
2523.0	1.0
2524.0	1.0
2527.0	1.0
2528.0	1.0
2531.0	2.0
2532.0	1.0
2535.0	1.0
2536.0	2.0
2537.0	3.0
2540.0	1.0
2542.0	5.0
2543.0	1.0
2544.0	1.0
2545.0	1.0
2546.0	1.0
2547.0	1.0
2549.0	1.0
2550.0	1.0
2551.0	3.0
2554.0	1.0
2557.0	2.0
2558.0	1.0
2559.0	3.0
2560.0	1.0
2561.0	2.0
2564.0	1.0
2566.0	1.0
2568.0	2.0
2569.0	2.0
2570.0	2.0
2574.0	1.0
2575.0	1.0
2576.0	1.0
2578.0	3.0
2579.0	3.0
2582.0	1.0
2584.0	2.0
2586.0	1.0
2587.0	1.0
2588.0	1.0
2589.0	1.0
2590.0	1.0
2592.0	3.0
2593.0	1.0
2594.0	1.0
2595.0	1.0
2597.0	1.0
2599.0	2.0
2601.0	1.0
2602.0	3.0
2603.0	1.0
2604.0	1.0
2605.0	2.0
2606.0	1.0
2607.0	1.0
2609.0	2.0
2610.0	1.0
2613.0	1.0
2614.0	1.0
2615.0	1.0
2616.0	2.0
2618.0	1.0
2619.0	2.0
2622.0	1.0
2623.0	1.0
2624.0	1.0
2627.0	2.0
2629.0	1.0
2630.0	1.0
2631.0	2.0
2632.0	1.0
2633.0	1.0
2634.0	2.0
2635.0	1.0
2638.0	2.0
2639.0	3.0
2640.0	2.0
2642.0	1.0
2644.0	2.0
2645.0	1.0
2646.0	1.0
2648.0	1.0
2650.0	1.0
2651.0	2.0
2652.0	1.0
2653.0	3.0
2654.0	1.0
2656.0	1.0
2657.0	1.0
2660.0	2.0
2663.0	1.0
2665.0	1.0
2666.0	3.0
2667.0	2.0
2668.0	2.0
2669.0	2.0
2671.0	1.0
2673.0	1.0
2674.0	2.0
2675.0	1.0
2676.0	2.0
2677.0	3.0
2678.0	1.0
2679.0	4.0
2680.0	2.0
2682.0	1.0
2683.0	1.0
2684.0	2.0
2685.0	1.0
2688.0	1.0
2691.0	2.0
2692.0	2.0
2694.0	2.0
2695.0	2.0
2696.0	2.0
2697.0	1.0
2698.0	2.0
2699.0	1.0
2700.0	1.0
2701.0	1.0
2702.0	1.0
2703.0	1.0
2704.0	1.0
2705.0	1.0
2706.0	5.0
2707.0	2.0
2708.0	2.0
2709.0	1.0
2710.0	4.0
2711.0	1.0
2712.0	1.0
2713.0	1.0
2716.0	1.0
2720.0	1.0
2721.0	1.0
2724.0	1.0
2725.0	2.0
2727.0	1.0
2728.0	1.0
2732.0	1.0
2733.0	2.0
2734.0	1.0
2735.0	1.0
2738.0	1.0
2739.0	1.0
2740.0	2.0
2741.0	1.0
2743.0	1.0
2745.0	1.0
2746.0	1.0
2747.0	2.0
2748.0	1.0
2752.0	2.0
2753.0	1.0
2755.0	1.0
2757.0	1.0
2760.0	2.0
2763.0	2.0
2764.0	1.0
2767.0	1.0
2768.0	2.0
2769.0	1.0
2770.0	1.0
2777.0	1.0
2779.0	1.0
2780.0	2.0
2781.0	2.0
2783.0	2.0
2790.0	1.0
2791.0	1.0
2796.0	1.0
2798.0	1.0
2800.0	3.0
2801.0	1.0
2802.0	1.0
2803.0	2.0
2805.0	1.0
2807.0	1.0
2809.0	1.0
2810.0	1.0
2812.0	1.0
2814.0	1.0
2816.0	1.0
2818.0	2.0
2820.0	1.0
2821.0	1.0
2822.0	1.0
2823.0	2.0
2825.0	1.0
2826.0	1.0
2827.0	1.0
2829.0	1.0
2830.0	1.0
2831.0	1.0
2832.0	1.0
2836.0	2.0
2839.0	1.0
2843.0	3.0
2847.0	3.0
2848.0	1.0
2849.0	2.0
2850.0	1.0
2851.0	1.0
2852.0	2.0
2853.0	2.0
2858.0	1.0
2862.0	1.0
2864.0	1.0
2865.0	2.0
2866.0	1.0
2868.0	2.0
2871.0	1.0
2875.0	2.0
2877.0	1.0
2879.0	5.0
2882.0	1.0
2886.0	2.0
2887.0	1.0
2890.0	1.0
2892.0	2.0
2893.0	1.0
2894.0	4.0
2895.0	1.0
2899.0	1.0
2902.0	1.0
2903.0	1.0
2909.0	3.0
2910.0	2.0
2911.0	1.0
2912.0	1.0
2913.0	1.0
2915.0	1.0
2916.0	1.0
2920.0	2.0
2921.0	1.0
2926.0	1.0
2929.0	1.0
2936.0	1.0
2937.0	1.0
2938.0	1.0
2940.0	2.0
2941.0	1.0
2942.0	1.0
2944.0	2.0
2945.0	1.0
2947.0	1.0
2948.0	1.0
2952.0	1.0
2953.0	1.0
2955.0	1.0
2956.0	1.0
2959.0	2.0
2962.0	1.0
2963.0	1.0
2967.0	1.0
2968.0	3.0
2969.0	1.0
2970.0	1.0
2971.0	2.0
2972.0	2.0
2973.0	3.0
2975.0	2.0
2980.0	1.0
2981.0	2.0
2982.0	1.0
2985.0	1.0
2986.0	1.0
2990.0	1.0
2993.0	1.0
2995.0	1.0
2996.0	1.0
2997.0	1.0
2998.0	1.0
3000.0	1.0
3002.0	2.0
3003.0	1.0
3005.0	1.0
3006.0	1.0
3007.0	1.0
3010.0	2.0
3011.0	2.0
3015.0	2.0
3016.0	2.0
3018.0	1.0
3019.0	1.0
3021.0	2.0
3027.0	2.0
3028.0	1.0
3029.0	1.0
3030.0	1.0
3031.0	1.0
3035.0	1.0
3036.0	1.0
3037.0	2.0
3043.0	1.0
3044.0	1.0
3045.0	1.0
3046.0	1.0
3047.0	3.0
3049.0	1.0
3050.0	1.0
3051.0	1.0
3052.0	1.0
3054.0	2.0
3055.0	2.0
3056.0	1.0
3057.0	2.0
3059.0	1.0
3060.0	2.0
3061.0	1.0
3062.0	1.0
3066.0	1.0
3069.0	2.0
3070.0	3.0
3071.0	2.0
3072.0	2.0
3073.0	1.0
3075.0	1.0
3076.0	1.0
3078.0	2.0
3082.0	1.0
3083.0	1.0
3084.0	1.0
3085.0	1.0
3086.0	1.0
3087.0	1.0
3088.0	2.0
3091.0	1.0
3092.0	1.0
3093.0	2.0
3094.0	1.0
3095.0	1.0
3096.0	2.0
3098.0	3.0
3099.0	1.0
3100.0	1.0
3101.0	2.0
3103.0	2.0
3105.0	1.0
3106.0	2.0
3107.0	1.0
3108.0	1.0
3109.0	3.0
3110.0	1.0
3111.0	2.0
3112.0	1.0
3113.0	1.0
3114.0	2.0
3115.0	2.0
3116.0	1.0
3117.0	1.0
3118.0	1.0
3119.0	2.0
3120.0	1.0
3121.0	1.0
3122.0	3.0
3123.0	4.0
3127.0	2.0
3131.0	1.0
3132.0	1.0
3134.0	2.0
3135.0	2.0
3136.0	1.0
3138.0	1.0
3140.0	1.0
3141.0	2.0
3142.0	1.0
3144.0	1.0
3146.0	2.0
3147.0	1.0
3149.0	1.0
3150.0	1.0
3151.0	1.0
3152.0	1.0
3156.0	3.0
3157.0	2.0
3163.0	1.0
3167.0	2.0
3169.0	1.0
3170.0	2.0
3171.0	2.0
3172.0	1.0
3173.0	1.0
3178.0	2.0
3179.0	1.0
3180.0	2.0
3184.0	1.0
3185.0	1.0
3187.0	1.0
3190.0	1.0
3193.0	1.0
3194.0	2.0
3195.0	1.0
3198.0	1.0
3202.0	2.0
3203.0	1.0
3204.0	1.0
3209.0	1.0
3210.0	1.0
3214.0	1.0
3217.0	1.0
3218.0	1.0
3220.0	1.0
3221.0	1.0
3222.0	1.0
3224.0	1.0
3225.0	1.0
3226.0	1.0
3231.0	1.0
3234.0	2.0
3235.0	1.0
3240.0	1.0
3244.0	1.0
3245.0	1.0
3248.0	1.0
3250.0	1.0
3252.0	1.0
3254.0	2.0
3257.0	1.0
3259.0	2.0
3264.0	1.0
3265.0	1.0
3267.0	2.0
3268.0	1.0
3269.0	1.0
3270.0	1.0
3271.0	2.0
3273.0	2.0
3275.0	1.0
3278.0	1.0
3279.0	1.0
3280.0	1.0
3282.0	1.0
3283.0	1.0
3285.0	1.0
3286.0	1.0
3288.0	2.0
3289.0	1.0
3292.0	1.0
3293.0	1.0
3300.0	2.0
3301.0	2.0
3303.0	2.0
3309.0	1.0
3312.0	1.0
3315.0	1.0
3316.0	1.0
3320.0	1.0
3321.0	1.0
3322.0	2.0
3323.0	1.0
3324.0	1.0
3325.0	1.0
3326.0	1.0
3331.0	1.0
3332.0	1.0
3336.0	1.0
3337.0	1.0
3338.0	1.0
3342.0	2.0
3344.0	2.0
3345.0	1.0
3346.0	1.0
3347.0	1.0
3349.0	1.0
3352.0	1.0
3354.0	1.0
3359.0	2.0
3362.0	1.0
3366.0	1.0
3367.0	1.0
3369.0	1.0
3372.0	1.0
3375.0	1.0
3376.0	1.0
3377.0	1.0
3378.0	1.0
3382.0	1.0
3389.0	1.0
3390.0	1.0
3391.0	1.0
3392.0	1.0
3394.0	2.0
3395.0	2.0
3396.0	1.0
3398.0	1.0
3401.0	2.0
3402.0	2.0
3403.0	2.0
3404.0	1.0
3406.0	1.0
3408.0	1.0
3412.0	2.0
3421.0	1.0
3422.0	1.0
3423.0	2.0
3427.0	2.0
3434.0	2.0
3437.0	1.0
3438.0	2.0
3440.0	1.0
3443.0	1.0
3448.0	1.0
3449.0	1.0
3450.0	1.0
3451.0	1.0
3452.0	1.0
3453.0	1.0
3454.0	1.0
3456.0	1.0
3457.0	1.0
3459.0	1.0
3464.0	1.0
3468.0	1.0
3469.0	1.0
3471.0	1.0
3472.0	1.0
3478.0	2.0
3481.0	3.0
3484.0	1.0
3487.0	1.0
3488.0	1.0
3493.0	2.0
3494.0	1.0
3495.0	2.0
3497.0	1.0
3499.0	1.0
3500.0	1.0
3501.0	2.0
3502.0	1.0
3508.0	1.0
3511.0	1.0
3512.0	1.0
3513.0	1.0
3514.0	1.0
3515.0	1.0
3520.0	2.0
3521.0	2.0
3522.0	2.0
3525.0	1.0
3526.0	1.0
3527.0	3.0
3535.0	1.0
3538.0	1.0
3541.0	3.0
3545.0	3.0
3549.0	1.0
3550.0	1.0
3551.0	1.0
3552.0	2.0
3556.0	2.0
3560.0	1.0
3561.0	2.0
3564.0	1.0
3565.0	1.0
3568.0	1.0
3569.0	1.0
3570.0	2.0
3576.0	1.0
3578.0	1.0
3579.0	1.0
3587.0	1.0
3590.0	1.0
3592.0	1.0
3594.0	1.0
3595.0	1.0
3597.0	1.0
3598.0	1.0
3604.0	1.0
3605.0	1.0
3606.0	1.0
3609.0	1.0
3612.0	1.0
3613.0	1.0
3616.0	1.0
3617.0	1.0
3618.0	1.0
3620.0	1.0
3624.0	1.0
3630.0	1.0
3634.0	2.0
3635.0	1.0
3637.0	1.0
3641.0	1.0
3643.0	1.0
3647.0	1.0
3648.0	2.0
3649.0	1.0
3650.0	1.0
3654.0	1.0
3655.0	1.0
3657.0	1.0
3659.0	1.0
3660.0	2.0
3662.0	1.0
3664.0	1.0
3665.0	1.0
3666.0	1.0
3668.0	1.0
3674.0	1.0
3677.0	2.0
3679.0	2.0
3680.0	1.0
3687.0	1.0
3689.0	1.0
3693.0	1.0
3695.0	1.0
3696.0	1.0
3697.0	1.0
3698.0	1.0
3699.0	1.0
3701.0	2.0
3704.0	2.0
3706.0	1.0
3709.0	1.0
3711.0	1.0
3712.0	1.0
3719.0	1.0
3720.0	1.0
3726.0	1.0
3727.0	3.0
3729.0	1.0
3732.0	1.0
3733.0	2.0
3737.0	1.0
3738.0	2.0
3739.0	1.0
3744.0	1.0
3746.0	1.0
3748.0	1.0
3753.0	1.0
3754.0	1.0
3755.0	1.0
3765.0	1.0
3766.0	1.0
3768.0	2.0
3769.0	2.0
3770.0	1.0
3771.0	2.0
3777.0	1.0
3778.0	1.0
3779.0	2.0
3780.0	1.0
3783.0	1.0
3787.0	1.0
3788.0	1.0
3789.0	1.0
3790.0	1.0
3792.0	1.0
3793.0	1.0
3794.0	1.0
3795.0	1.0
3802.0	2.0
3803.0	1.0
3805.0	2.0
3806.0	1.0
3807.0	1.0
3808.0	1.0
3810.0	2.0
3814.0	1.0
3818.0	1.0
3822.0	1.0
3824.0	1.0
3827.0	1.0
3828.0	1.0
3829.0	2.0
3830.0	3.0
3837.0	1.0
3844.0	1.0
3846.0	1.0
3848.0	3.0
3849.0	2.0
3852.0	2.0
3854.0	1.0
3855.0	1.0
3861.0	1.0
3863.0	2.0
3864.0	1.0
3865.0	1.0
3868.0	1.0
3869.0	1.0
3870.0	1.0
3873.0	2.0
3874.0	1.0
3875.0	1.0
3880.0	1.0
3883.0	1.0
3884.0	1.0
3885.0	1.0
3890.0	2.0
3891.0	1.0
3893.0	1.0
3897.0	2.0
3899.0	3.0
3900.0	4.0
3903.0	1.0
3905.0	1.0
3906.0	5.0
3907.0	2.0
3908.0	1.0
3909.0	1.0
3911.0	1.0
3913.0	1.0
3919.0	1.0
3921.0	4.0
3924.0	1.0
3927.0	1.0
3930.0	1.0
3932.0	1.0
3933.0	1.0
3936.0	1.0
3940.0	2.0
3941.0	1.0
3942.0	1.0
3943.0	3.0
3944.0	1.0
3945.0	1.0
3946.0	1.0
3947.0	4.0
3949.0	1.0
3951.0	2.0
3960.0	1.0
3962.0	1.0
3964.0	1.0
3966.0	1.0
3967.0	1.0
3970.0	1.0
3971.0	2.0
3972.0	1.0
3973.0	1.0
3974.0	2.0
3975.0	1.0
3980.0	1.0
3982.0	1.0
3985.0	3.0
3995.0	1.0
4001.0	1.0
4003.0	1.0
4004.0	1.0
4006.0	3.0
4009.0	1.0
4010.0	1.0
4011.0	1.0
4014.0	1.0
4015.0	1.0
4025.0	1.0
4026.0	1.0
4029.0	1.0
4032.0	1.0
4033.0	1.0
4035.0	1.0
4042.0	1.0
4045.0	2.0
4047.0	1.0
4048.0	1.0
4049.0	1.0
4050.0	1.0
4051.0	1.0
4054.0	1.0
4061.0	1.0
4066.0	2.0
4068.0	1.0
4072.0	1.0
4074.0	1.0
4079.0	1.0
4080.0	1.0
4081.0	1.0
4090.0	1.0
4094.0	1.0
4095.0	1.0
4099.0	1.0
4103.0	1.0
4105.0	1.0
4107.0	1.0
4108.0	1.0
4110.0	1.0
4111.0	1.0
4115.0	1.0
4117.0	1.0
4119.0	1.0
4131.0	2.0
4132.0	1.0
4134.0	1.0
4141.0	1.0
4147.0	1.0
4150.0	1.0
4152.0	1.0
4153.0	1.0
4154.0	1.0
4156.0	1.0
4157.0	1.0
4161.0	1.0
4165.0	1.0
4166.0	1.0
4178.0	1.0
4182.0	1.0
4187.0	1.0
4190.0	1.0
4192.0	2.0
4193.0	1.0
4194.0	1.0
4199.0	1.0
4206.0	1.0
4209.0	2.0
4212.0	1.0
4217.0	2.0
4218.0	1.0
4220.0	1.0
4221.0	1.0
4223.0	2.0
4224.0	2.0
4225.0	1.0
4228.0	1.0
4232.0	1.0
4233.0	2.0
4236.0	1.0
4242.0	1.0
4246.0	2.0
4249.0	1.0
4252.0	1.0
4253.0	1.0
4254.0	1.0
4257.0	2.0
4260.0	1.0
4266.0	1.0
4267.0	1.0
4269.0	2.0
4270.0	1.0
4272.0	1.0
4275.0	1.0
4277.0	1.0
4283.0	1.0
4285.0	2.0
4286.0	2.0
4288.0	1.0
4289.0	1.0
4293.0	1.0
4294.0	1.0
4297.0	1.0
4298.0	1.0
4309.0	1.0
4315.0	1.0
4319.0	1.0
4323.0	1.0
4328.0	1.0
4330.0	1.0
4331.0	1.0
4335.0	1.0
4340.0	1.0
4345.0	2.0
4346.0	1.0
4348.0	1.0
4349.0	1.0
4358.0	1.0
4364.0	1.0
4368.0	1.0
4369.0	1.0
4372.0	1.0
4380.0	2.0
4387.0	1.0
4388.0	1.0
4400.0	1.0
4408.0	2.0
4410.0	1.0
4411.0	2.0
4416.0	1.0
4420.0	1.0
4421.0	1.0
4424.0	1.0
4429.0	1.0
4434.0	1.0
4439.0	1.0
4441.0	2.0
4446.0	2.0
4449.0	1.0
4450.0	1.0
4458.0	1.0
4462.0	1.0
4465.0	1.0
4475.0	2.0
4476.0	1.0
4478.0	1.0
4487.0	1.0
4488.0	1.0
4490.0	1.0
4491.0	1.0
4492.0	1.0
4493.0	1.0
4497.0	1.0
4501.0	1.0
4505.0	1.0
4508.0	1.0
4515.0	1.0
4524.0	1.0
4528.0	1.0
4532.0	1.0
4533.0	2.0
4552.0	1.0
4554.0	1.0
4555.0	1.0
4560.0	1.0
4562.0	1.0
4563.0	1.0
4564.0	1.0
4569.0	1.0
4578.0	1.0
4581.0	1.0
4589.0	2.0
4590.0	2.0
4593.0	1.0
4594.0	1.0
4597.0	1.0
4598.0	1.0
4600.0	1.0
4602.0	2.0
4604.0	2.0
4606.0	1.0
4608.0	1.0
4612.0	2.0
4614.0	2.0
4617.0	1.0
4628.0	1.0
4630.0	1.0
4638.0	1.0
4639.0	2.0
4640.0	1.0
4643.0	1.0
4644.0	1.0
4648.0	1.0
4649.0	1.0
4650.0	2.0
4652.0	1.0
4655.0	2.0
4665.0	1.0
4667.0	1.0
4668.0	1.0
4669.0	1.0
4671.0	1.0
4672.0	2.0
4673.0	1.0
4676.0	1.0
4678.0	1.0
4679.0	1.0
4681.0	1.0
4683.0	1.0
4685.0	1.0
4686.0	1.0
4688.0	1.0
4692.0	1.0
4699.0	2.0
4703.0	1.0
4706.0	1.0
4709.0	1.0
4710.0	1.0
4712.0	1.0
4717.0	3.0
4720.0	1.0
4729.0	1.0
4730.0	1.0
4733.0	1.0
4738.0	2.0
4741.0	1.0
4744.0	1.0
4745.0	1.0
4746.0	2.0
4749.0	1.0
4750.0	2.0
4753.0	1.0
4760.0	1.0
4761.0	2.0
4762.0	1.0
4768.0	1.0
4769.0	1.0
4771.0	1.0
4775.0	1.0
4777.0	2.0
4779.0	1.0
4780.0	2.0
4790.0	1.0
4792.0	1.0
4795.0	1.0
4799.0	1.0
4800.0	1.0
4801.0	1.0
4803.0	1.0
4806.0	1.0
4807.0	1.0
4809.0	1.0
4812.0	1.0
4813.0	1.0
4814.0	1.0
4820.0	1.0
4821.0	2.0
4823.0	1.0
4826.0	1.0
4830.0	1.0
4831.0	1.0
4832.0	1.0
4842.0	2.0
4843.0	2.0
4850.0	2.0
4852.0	1.0
4861.0	1.0
4865.0	2.0
4866.0	2.0
4870.0	1.0
4872.0	1.0
4883.0	1.0
4886.0	1.0
4887.0	1.0
4890.0	1.0
4897.0	1.0
4903.0	2.0
4912.0	1.0
4914.0	1.0
4915.0	3.0
4918.0	2.0
4920.0	1.0
4923.0	1.0
4930.0	2.0
4935.0	1.0
4937.0	1.0
4938.0	1.0
4944.0	1.0
4948.0	1.0
4949.0	2.0
4955.0	1.0
4961.0	1.0
4964.0	1.0
4965.0	1.0
4966.0	1.0
4968.0	1.0
4971.0	1.0
4974.0	2.0
4976.0	1.0
4982.0	1.0
4984.0	1.0
4985.0	1.0
4995.0	1.0
4996.0	1.0
4998.0	1.0
5000.0	2.0
5003.0	1.0
5004.0	1.0
5010.0	1.0
5013.0	1.0
5016.0	1.0
5017.0	2.0
5019.0	2.0
5022.0	1.0
5025.0	2.0
5030.0	1.0
5035.0	1.0
5037.0	1.0
5040.0	1.0
5041.0	1.0
5042.0	1.0
5046.0	1.0
5048.0	1.0
5049.0	1.0
5053.0	1.0
5054.0	1.0
5061.0	1.0
5064.0	2.0
5065.0	2.0
5066.0	1.0
5067.0	2.0
5069.0	1.0
5072.0	1.0
5074.0	1.0
5080.0	2.0
5081.0	2.0
5091.0	1.0
5092.0	2.0
5093.0	1.0
5094.0	2.0
5098.0	1.0
5105.0	1.0
5106.0	1.0
